,geo_code,polygon_area_centroid,polygon_area,polygon_bounds,axes_radius_degrees,polygon_area_meters,axes_radius_meters,axes_radius_meters_extended
398,E00024039,"{""lat"": 51.488647754345486, ""lng"": -0.14089907568963222}",7.557173227172735e-07,"{""lng_min"": -0.141561066430427, ""lat_min"": 51.48814703598284, ""lng_max"": -0.140140312828462, ""lat_max"": 51.48915977489679}","{""lat"": 0.0005120205513051701, ""lng"": 0.0007587628611702146}",5838.019987496902,"{""lat"": 56.70797597672208, ""lng"": 52.419067410286516}","{""lat"": 356.7079759767221, ""lng"": 352.4190674102865}"
399,E00023524,"{""lat"": 51.52158701230672, ""lng"": -0.15884131415163508}",1.0171070108213945e-06,"{""lng_min"": -0.159710043694754, ""lat_min"": 51.5211322288048, ""lng_max"": -0.157973607883657, ""lat_max"": 51.521991389236476}","{""lat"": 0.00045478350191530126, ""lng"": 0.0008687295431189235}",7851.608459499206,"{""lat"": 51.49292417362449, ""lng"": 60.93151166953612}","{""lat"": 351.4929241736245, ""lng"": 360.9315116695361}"
400,E00024062,"{""lat"": 51.490286997025336, ""lng"": -0.14038178966073894}",4.198073133762731e-07,"{""lng_min"": -0.141074605125887, ""lat_min"": 51.489713477450806, ""lng_max"": -0.139683698244958, ""lat_max"": 51.490857056369535}","{""lat"": 0.0005735195745302235, ""lng"": 0.0006980914157809492}",3242.954798999887,"{""lat"": 64.58923029576545, ""lng"": 47.33186622010544}","{""lat"": 364.58923029576545, ""lng"": 347.33186622010544}"
401,E00024028,"{""lat"": 51.49020741466386, ""lng"": -0.13142674783190125}",2.1325486647559975e-06,"{""lng_min"": -0.133211419223368, ""lat_min"": 51.48937713971648, ""lng_max"": -0.129719198647607, ""lat_max"": 51.4908581823624}","{""lat"": 0.0008302749473756421, ""lng"": 0.0017846713914667356}",16473.74457799967,"{""lat"": 91.73265510617057, ""lng"": 124.58911303896457}","{""lat"": 391.73265510617057, ""lng"": 424.58911303896457}"
402,E00023539,"{""lat"": 51.4875258884301, ""lng"": -0.14706375692885082}",2.922563918387745e-06,"{""lng_min"": -0.148342042373353, ""lat_min"": 51.48663004355798, ""lng_max"": -0.145674719603741, ""lat_max"": 51.48846364687515}","{""lat"": 0.0009377584450476206, ""lng"": 0.0013890373251098098}",22577.70185050104,"{""lat"": 103.99778202621383, ""lng"": 97.88121527410112}","{""lat"": 403.9977820262138, ""lng"": 397.8812152741011}"
403,E00023957,"{""lat"": 51.51415861972886, ""lng"": -0.12274335567874842}",2.876082776291243e-06,"{""lng_min"": -0.12441129151081, ""lat_min"": 51.51333977247938, ""lng_max"": -0.120677713447001, ""lat_max"": 51.515108594492716}","{""lat"": 0.000949974763855721, ""lng"": 0.0020656422317474193}",22205.999975999584,"{""lat"": 105.3829186015937, ""lng"": 145.6626015000511}","{""lat"": 405.3829186015937, ""lng"": 445.6626015000511}"
404,E00175225,"{""lat"": 51.48659682303275, ""lng"": -0.13668006802756458}",1.7949982004705088e-06,"{""lng_min"": -0.137780020814731, ""lat_min"": 51.485555741257514, ""lng_max"": -0.135588503623449, ""lat_max"": 51.487517264295185}","{""lat"": 0.0010410817752344315, ""lng"": 0.0010999527871664305}",13867.252954004342,"{""lat"": 116.54701494125766, ""lng"": 75.58490495698061}","{""lat"": 416.54701494125766, ""lng"": 375.5849049569806}"
405,E00023851,"{""lat"": 51.52941733280484, ""lng"": -0.20501805191816416}",2.1316221364526454e-06,"{""lng_min"": -0.205880268775159, ""lat_min"": 51.52815541054112, ""lng_max"": -0.204340906535851, ""lat_max"": 51.530895662845396}","{""lat"": 0.00147833004055542, ""lng"": 0.0008622168569948352}",16452.03377599624,"{""lat"": 164.39471179014072, ""lng"": 61.480082014226355}","{""lat"": 464.3947117901407, ""lng"": 361.48008201422635}"
406,E00023544,"{""lat"": 51.48667912771765, ""lng"": -0.13969575934973996}",1.3914046008963035e-06,"{""lng_min"": -0.140580368070721, ""lat_min"": 51.48603180290645, ""lng_max"": -0.138580022281904, ""lat_max"": 51.48718241063537}","{""lat"": 0.0006473248111973362, ""lng"": 0.0011157370678359646}",10749.257663501643,"{""lat"": 72.81344778055791, ""lng"": 76.3734008690808}","{""lat"": 372.8134477805579, ""lng"": 376.3734008690808}"
407,E00023723,"{""lat"": 51.51411500241773, ""lng"": -0.1899199111942378}",1.4168681956108267e-06,"{""lng_min"": -0.190817960130771, ""lat_min"": 51.51339960820788, ""lng_max"": -0.189185359760223, ""lat_max"": 51.515198722060724}","{""lat"": 0.0010837196429918095, ""lng"": 0.0008980489365332245}",10939.214384501722,"{""lat"": 120.49731871357653, ""lng"": 62.11036035232246}","{""lat"": 420.49731871357653, ""lng"": 362.11036035232246}"
408,E00023855,"{""lat"": 51.53023732268847, ""lng"": -0.2145717748340905}",2.4402862991001105e-06,"{""lng_min"": -0.215880396974706, ""lat_min"": 51.52934645998721, ""lng_max"": -0.213670224528538, ""lat_max"": 51.53124154922648}","{""lat"": 0.001004226538007913, ""lng"": 0.0013086221406155008}",18833.9161424987,"{""lat"": 111.36542985259439, ""lng"": 89.10816374758724}","{""lat"": 411.3654298525944, ""lng"": 389.10816374758724}"
409,E00023534,"{""lat"": 51.489082669312396, ""lng"": -0.15102707370103696}",5.071498818519853e-06,"{""lng_min"": -0.152987663236826, ""lat_min"": 51.48761624691735, ""lng_max"": -0.14890991926715, ""lat_max"": 51.49074915075973}","{""lat"": 0.0016664814473372758, ""lng"": 0.002117154433886964}",39177.47981949846,"{""lat"": 186.8884621830366, ""lng"": 149.28197428339627}","{""lat"": 486.8884621830366, ""lng"": 449.28197428339627}"
410,E00023928,"{""lat"": 51.51157725451535, ""lng"": -0.12874484042867032}",4.407772341203653e-06,"{""lng_min"": -0.130964949304362, ""lat_min"": 51.51039410141935, ""lng_max"": -0.126279529465185, ""lat_max"": 51.51304408523567}","{""lat"": 0.0014668307203180575, ""lng"": 0.0024653109634853176}",34033.86918250001,"{""lat"": 166.6189636143681, ""lng"": 168.06218018347863}","{""lat"": 466.6189636143681, ""lng"": 468.06218018347863}"
411,E00023658,"{""lat"": 51.49595992256824, ""lng"": -0.15194234067135554}",7.3867979063682255e-06,"{""lng_min"": -0.154508009685211, ""lat_min"": 51.49383263891705, ""lng_max"": -0.148791780419018, ""lat_max"": 51.49808694843584}","{""lat"": 0.002127283651191192, ""lng"": 0.0031505602523375364}",57054.694172995245,"{""lat"": 239.82944761466933, ""lng"": 215.50130724010523}","{""lat"": 539.8294476146693, ""lng"": 515.5013072401052}"
412,E00175195,"{""lat"": 51.51366408445677, ""lng"": -0.13647649437738163}",2.587871474592887e-06,"{""lng_min"": -0.137659569438327, ""lat_min"": 51.51264159180138, ""lng_max"": -0.135367457309829, ""lat_max"": 51.51459030825047}","{""lat"": 0.0010224926553874525, ""lng"": 0.0011830750609453655}",19980.841625000397,"{""lat"": 112.70185870953719, ""lng"": 82.38520289526787}","{""lat"": 412.7018587095372, ""lng"": 382.38520289526787}"
413,E00023484,"{""lat"": 51.51878173202007, ""lng"": -0.19507106419998307}",1.8201772797170517e-06,"{""lng_min"": -0.196383961228502, ""lat_min"": 51.51818544133619, ""lng_max"": -0.193532837640932, ""lat_max"": 51.519290929428095}","{""lat"": 0.0005962906838732351, ""lng"": 0.0015382265590510869}",14051.58593400013,"{""lat"": 63.677036736597074, ""lng"": 108.35657470591832}","{""lat"": 363.6770367365971, ""lng"": 408.3565747059183}"
414,E00023755,"{""lat"": 51.523588021280844, ""lng"": -0.18248469981065665}",4.977640650284898e-06,"{""lng_min"": -0.18414825259594, ""lat_min"": 51.522326167413354, ""lng_max"": -0.180582504860774, ""lat_max"": 51.52497053874473}","{""lat"": 0.0013825174638881776, ""lng"": 0.0019021949498826407}",38423.07587200365,"{""lat"": 151.734068235819, ""lng"": 131.6581937026931}","{""lat"": 451.734068235819, ""lng"": 431.6581937026931}"
415,E00024106,"{""lat"": 51.52081105262632, ""lng"": -0.18923827783830038}",2.7616192577646716e-07,"{""lng_min"": -0.18953643946696, ""lat_min"": 51.520500266791004, ""lng_max"": -0.188905924588104, ""lat_max"": 51.52109123734398}","{""lat"": 0.00031078583531751747, ""lng"": 0.0003323532501963711}",2131.851931497057,"{""lat"": 35.07255544245709, ""lng"": 22.28602023096755}","{""lat"": 335.0725554424571, ""lng"": 322.28602023096755}"
416,E00023422,"{""lat"": 51.53212524129685, ""lng"": -0.1818214984596597}",7.348594424811619e-06,"{""lng_min"": -0.184628483259183, ""lat_min"": 51.53038481185069, ""lng_max"": -0.178653824719156, ""lat_max"": 51.53393490261257}","{""lat"": 0.0018096613157183583, ""lng"": 0.003167673740503696}",56714.277038998596,"{""lat"": 200.9099170389236, ""lng"": 218.53136654256377}","{""lat"": 500.9099170389236, ""lng"": 518.5313665425638}"
417,E00023598,"{""lat"": 51.52715173576122, ""lng"": -0.19982483001594448}",1.6849662472645492e-06,"{""lng_min"": -0.201004106767359, ""lat_min"": 51.52637568319905, ""lng_max"": -0.198631565973336, ""lat_max"": 51.527758995280294}","{""lat"": 0.0007760525621733905, ""lng"": 0.0011932640426084717}",13005.376461998827,"{""lat"": 86.39666246328852, ""lng"": 82.43700161052402}","{""lat"": 386.3966624632885, ""lng"": 382.437001610524}"
418,E00023519,"{""lat"": 51.523334309044614, ""lng"": -0.16359434678756626}",4.448642221096777e-06,"{""lng_min"": -0.16497411015601, ""lat_min"": 51.52209582171778, ""lng_max"": -0.162190183732932, ""lat_max"": 51.52467846586698}","{""lat"": 0.0013441568223626632, ""lng"": 0.0014041630546342554}",34340.14523099654,"{""lat"": 149.08684668122442, ""lng"": 100.12390375405084}","{""lat"": 449.0868466812244, ""lng"": 400.12390375405084}"
419,E00023760,"{""lat"": 51.52200371174163, ""lng"": -0.17512569126147154}",1.613113009417518e-06,"{""lng_min"": -0.17614739459362, ""lat_min"": 51.52131990376945, ""lng_max"": -0.173884721012311, ""lat_max"": 51.52279263193396}","{""lat"": 0.0007889201923276801, ""lng"": 0.0012409702491605334}",12452.295980502382,"{""lat"": 87.85924265591893, ""lng"": 86.22443957137875}","{""lat"": 387.85924265591893, ""lng"": 386.22443957137875}"
420,E00024083,"{""lat"": 51.51851276372165, ""lng"": -0.20031411688646522}",1.5091771699496169e-06,"{""lng_min"": -0.201864670673778, ""lat_min"": 51.51779807011344, ""lng_max"": -0.19923513808717, ""lat_max"": 51.51951691639657}","{""lat"": 0.00100415267491627, ""lng"": 0.0015505537873127806}",11650.739539997918,"{""lat"": 112.29252203306532, ""lng"": 106.83106858236715}","{""lat"": 412.2925220330653, ""lng"": 406.83106858236715}"
421,E00024002,"{""lat"": 51.49097538523111, ""lng"": -0.13270938453475142}",1.949878442714738e-06,"{""lng_min"": -0.134369466289224, ""lat_min"": 51.4904065011574, ""lng_max"": -0.131035117342064, ""lat_max"": 51.491872723882636}","{""lat"": 0.0008973386515265247, ""lng"": 0.0016742671926874286}",15062.37286899774,"{""lat"": 100.28056385461241, ""lng"": 116.56052742979955}","{""lat"": 400.2805638546124, ""lng"": 416.56052742979955}"
422,E00023732,"{""lat"": 51.51252945891316, ""lng"": -0.18908263587468363}",1.1705113957603408e-06,"{""lng_min"": -0.190052363774707, ""lat_min"": 51.51190690421699, ""lng_max"": -0.187970121966866, ""lat_max"": 51.51297761800841}","{""lat"": 0.0006225546961644568, ""lng"": 0.001112513907817636}",9037.481835501676,"{""lat"": 68.0968617296603, ""lng"": 77.69668530940544}","{""lat"": 368.0968617296603, ""lng"": 377.69668530940544}"
423,E00023657,"{""lat"": 51.498190632691546, ""lng"": -0.15501637351101058}",6.285265155209564e-06,"{""lng_min"": -0.156490262265568, ""lat_min"": 51.495735922388334, ""lng_max"": -0.153535509108768, ""lat_max"": 51.500252860477524}","{""lat"": 0.002454710303211982, ""lng"": 0.001480864402242571}",48544.177698497886,"{""lat"": 273.9169213451678, ""lng"": 104.83630474982783}","{""lat"": 573.9169213451678, ""lng"": 404.83630474982783}"
424,E00023461,"{""lat"": 51.51793767250544, ""lng"": -0.19526261465603864}",9.633832051857206e-07,"{""lng_min"": -0.196119242253896, ""lat_min"": 51.51729909718208, ""lng_max"": -0.194676425095858, ""lat_max"": 51.51847267029713}","{""lat"": 0.0006385753233573155, ""lng"": 0.0008566275978573457}",7437.357588501918,"{""lat"": 70.80270092913997, ""lng"": 60.468712131492794}","{""lat"": 370.80270092914, ""lng"": 360.4687121314928}"
425,E00023453,"{""lat"": 51.51683715541286, ""lng"": -0.1884177305748418}",1.1702617955864412e-06,"{""lng_min"": -0.189138835951057, ""lat_min"": 51.51604787142254, ""lng_max"": -0.187641189069215, ""lat_max"": 51.51769858650451}","{""lat"": 0.0008614310916499335, ""lng"": 0.0007765415056267821}",9034.710767498924,"{""lat"": 95.35693456389708, ""lng"": 55.139167754910886}","{""lat"": 395.3569345638971, ""lng"": 355.1391677549109}"
426,E00023926,"{""lat"": 51.4976145988619, ""lng"": -0.13254037998002036}",1.0383067495706479e-06,"{""lng_min"": -0.133241082950114, ""lat_min"": 51.496818800269395, ""lng_max"": -0.131796091669062, ""lat_max"": 51.498392353906176}","{""lat"": 0.0007957985925060029, ""lng"": 0.000744288310958352}",8019.532018000351,"{""lat"": 88.01753250308684, ""lng"": 52.101158086326905}","{""lat"": 388.01753250308684, ""lng"": 352.1011580863269}"
427,E00023913,"{""lat"": 51.52669632486993, ""lng"": -0.17805646180596948}",2.9053425409733994e-06,"{""lng_min"": -0.179807688935723, ""lat_min"": 51.52574623414824, ""lng_max"": -0.176575379008839, ""lat_max"": 51.52766037632062}","{""lat"": 0.000964051450687009, ""lng"": 0.0017512271297535076}",22425.266978499898,"{""lat"": 107.41935267971712, ""lng"": 122.62863138050307}","{""lat"": 407.4193526797171, ""lng"": 422.62863138050307}"
428,E00024073,"{""lat"": 51.52011166097673, ""lng"": -0.1915106364087379}",2.7097679726599087e-06,"{""lng_min"": -0.193996675513772, ""lat_min"": 51.51958176750117, ""lng_max"": -0.188741340263612, ""lat_max"": 51.520944978543106}","{""lat"": 0.000833317566375058, ""lng"": 0.002769296145125888}",20918.58395150277,"{""lat"": 91.83997442765394, ""lng"": 193.41706427012105}","{""lat"": 391.83997442765394, ""lng"": 493.41706427012105}"
429,E00023919,"{""lat"": 51.52891939687285, ""lng"": -0.15724335874387782}",0.00013377921884068304,"{""lng_min"": -0.167163405608258, ""lat_min"": 51.52346019384153, ""lng_max"": -0.147196335725133, ""lat_max"": 51.53608399212507}","{""lat"": 0.0071645952522203515, ""lng"": 0.010047023018744827}",1032551.7708680192,"{""lat"": 791.200641646341, ""lng"": 707.7897180280415}","{""lat"": 1091.200641646341, ""lng"": 1007.7897180280415}"
430,E00023998,"{""lat"": 51.489481900547105, ""lng"": -0.1367410416222059}",3.356162944552263e-07,"{""lng_min"": -0.137245206729037, ""lat_min"": 51.48912642195734, ""lng_max"": -0.136154038711464, ""lat_max"": 51.48984203778636}","{""lat"": 0.00036013723925520935, ""lng"": 0.0005870029107419017}",2592.6403554972107,"{""lat"": 39.41435652814107, ""lng"": 40.99924367456697}","{""lat"": 339.41435652814107, ""lng"": 340.99924367456697}"
431,E00023751,"{""lat"": 51.524838923335885, ""lng"": -0.18150957025979644}",1.051516715499384e-06,"{""lng_min"": -0.182859912209199, ""lat_min"": 51.524155810759325, ""lng_max"": -0.180204199523912, ""lat_max"": 51.52550453571057}","{""lat"": 0.0006831125765600632, ""lng"": 0.0013503419494025615}",8116.582168999315,"{""lat"": 77.5728246695071, ""lng"": 92.82283883437049}","{""lat"": 377.5728246695071, ""lng"": 392.8228388343705}"
432,E00023992,"{""lat"": 51.490464727560955, ""lng"": -0.1375389218033683}",8.439205806322235e-07,"{""lng_min"": -0.138312843833654, ""lat_min"": 51.48989874981091, ""lng_max"": -0.136850551862814, ""lat_max"": 51.49108728082357}","{""lat"": 0.0006225532626160657, ""lng"": 0.0007739220302857008}",6519.154666499691,"{""lat"": 69.13137072740938, ""lng"": 53.58932225650642}","{""lat"": 369.1313707274094, ""lng"": 353.5893222565064}"
433,E00175214,"{""lat"": 51.50410629724175, ""lng"": -0.15026410749842375}",1.1020531213001798e-05,"{""lng_min"": -0.152661897988096, ""lat_min"": 51.50186067891079, ""lng_max"": -0.147513940473422, ""lat_max"": 51.50643804565431}","{""lat"": 0.0023317484125655596, ""lng"": 0.0027501670250017485}",85106.18005299786,"{""lat"": 259.8181732550147, ""lng"": 189.90289907623082}","{""lat"": 559.8181732550147, ""lng"": 489.9028990762308}"
434,E00023720,"{""lat"": 51.51359477241352, ""lng"": -0.18481681937266997}",3.263901987409554e-06,"{""lng_min"": -0.186418501577875, ""lat_min"": 51.5121746247344, ""lng_max"": -0.183320304703192, ""lat_max"": 51.514718329280036}","{""lat"": 0.0014201476791200207, ""lng"": 0.0016016822052050406}",25199.949815494274,"{""lat"": 155.93177681259112, ""lng"": 111.99466020567343}","{""lat"": 455.9317768125911, ""lng"": 411.9946602056734}"
435,E00023686,"{""lat"": 51.49958622992936, ""lng"": -0.16698592188785263}",3.1122267606791274e-06,"{""lng_min"": -0.168114161685502, ""lat_min"": 51.49829983192561, ""lng_max"": -0.165778017807979, ""lat_max"": 51.501108869973514}","{""lat"": 0.0015226400441505916, ""lng"": 0.0012079040798736451}",24036.39648949743,"{""lat"": 169.55757749156328, ""lng"": 84.79503473243676}","{""lat"": 469.5575774915633, ""lng"": 384.79503473243676}"
436,E00023592,"{""lat"": 51.52812166601953, ""lng"": -0.2025822931127539}",2.7649747332813584e-06,"{""lng_min"": -0.203748392629942, ""lat_min"": 51.527155964191905, ""lng_max"": -0.201342490841626, ""lat_max"": 51.528987728682786}","{""lat"": 0.0009657018276243434, ""lng"": 0.0012398022711278822}",21340.923508000342,"{""lat"": 108.59032823040616, ""lng"": 87.41045901016332}","{""lat"": 408.59032823040616, ""lng"": 387.4104590101633}"
437,E00023996,"{""lat"": 51.48989622582853, ""lng"": -0.13646368755023233}",7.702565231261568e-07,"{""lng_min"": -0.137172430015576, ""lat_min"": 51.48939427705498, ""lng_max"": -0.135631510555202, ""lat_max"": 51.49043350640798}","{""lat"": 0.000537280579450794, ""lng"": 0.0008321769950303259}",5950.189139501468,"{""lat"": 59.06497247659718, ""lng"": 57.917422283790074}","{""lat"": 359.0649724765972, ""lng"": 357.9174222837901}"
438,E00024112,"{""lat"": 51.51023486745064, ""lng"": -0.1373609651429858}",1.3629382821397183e-05,"{""lng_min"": -0.141499762998058, ""lat_min"": 51.508296752107746, ""lng_max"": -0.133910112329326, ""lat_max"": 51.51211508184867}","{""lat"": 0.0019381153428952302, ""lng"": 0.004138797855072207}",105239.65725200577,"{""lat"": 219.08800696930848, ""lng"": 285.2353353704093}","{""lat"": 519.0880069693085, ""lng"": 585.2353353704093}"
439,E00024108,"{""lat"": 51.51195645589286, ""lng"": -0.13494689695286272}",2.0739266138745133e-06,"{""lng_min"": -0.136703482061003, ""lat_min"": 51.51086249425441, ""lng_max"": -0.133392023736031, ""lat_max"": 51.512874020945354}","{""lat"": 0.001093961638446217, ""lng"": 0.0017565851081402795}",16013.300022497797,"{""lat"": 123.12941928964574, ""lng"": 122.6813888095785}","{""lat"": 423.12941928964574, ""lng"": 422.6813888095785}"
440,E00023513,"{""lat"": 51.52513706186191, ""lng"": -0.16117860536629144}",7.613636649315084e-07,"{""lng_min"": -0.161805083353031, ""lat_min"": 51.5243616388099, ""lng_max"": -0.160316404575142, ""lat_max"": 51.525685760443665}","{""lat"": 0.0007754230520120586, ""lng"": 0.0008622007911494312}",5876.92306500193,"{""lat"": 86.27980934287189, ""lng"": 59.73321235575713}","{""lat"": 386.2798093428719, ""lng"": 359.73321235575713}"
441,E00175257,"{""lat"": 51.493356437217784, ""lng"": -0.12873666003837944}",1.405524998592767e-06,"{""lng_min"": -0.129523882120012, ""lat_min"": 51.49272949032147, ""lng_max"": -0.127401998894249, ""lat_max"": 51.493939119784024}","{""lat"": 0.0006269468963111535, ""lng"": 0.0013346611441304446}",10856.823882998071,"{""lat"": 69.6089465181285, ""lng"": 92.949577105348}","{""lat"": 369.6089465181285, ""lng"": 392.949577105348}"
442,E00175268,"{""lat"": 51.52624515729704, ""lng"": -0.1676345323131379}",1.5521281924973842e-06,"{""lng_min"": -0.168808804049609, ""lat_min"": 51.52542142834737, ""lng_max"": -0.166427037573513, ""lat_max"": 51.527149163809256}","{""lat"": 0.0009040065122150054, ""lng"": 0.0012074947396249203}",11980.472138500603,"{""lat"": 99.77171573901433, ""lng"": 85.0600819295505}","{""lat"": 399.7717157390143, ""lng"": 385.0600819295505}"
443,E00175217,"{""lat"": 51.48648803582772, ""lng"": -0.14856396441313563}",2.741930948457483e-06,"{""lng_min"": -0.14987970161691, ""lat_min"": 51.48574576236574, ""lng_max"": -0.147358227435846, ""lat_max"": 51.487584167324314}","{""lat"": 0.0010961314965953761, ""lng"": 0.0013157372037743698}",21182.74781299776,"{""lat"": 119.58443989875377, ""lng"": 94.42882005136926}","{""lat"": 419.58443989875377, ""lng"": 394.42882005136926}"
444,E00023924,"{""lat"": 51.535809465689674, ""lng"": -0.16293063086077889}",1.3921151596085434e-06,"{""lng_min"": -0.163883884219083, ""lat_min"": 51.53518077529044, ""lng_max"": -0.161722652697215, ""lat_max"": 51.53647277317471}","{""lat"": 0.0006633074850341814, ""lng"": 0.001207978163563883}",10743.15304750308,"{""lat"": 73.35847462096717, ""lng"": 83.48439749504905}","{""lat"": 373.3584746209672, ""lng"": 383.48439749504905}"
445,E00023442,"{""lat"": 51.53488732792793, ""lng"": -0.17198074268822042}",3.034499782167958e-06,"{""lng_min"": -0.173387656694943, ""lat_min"": 51.53367310133499, ""lng_max"": -0.170614061988396, ""lat_max"": 51.53663195554478}","{""lat"": 0.001744627616844241, ""lng"": 0.001406914006722576}",23418.060115497847,"{""lat"": 193.5467096270586, ""lng"": 97.1509023552062}","{""lat"": 493.5467096270586, ""lng"": 397.1509023552062}"
446,E00023626,"{""lat"": 51.514203247128755, ""lng"": -0.17810128475861842}",1.2852952350852672e-06,"{""lng_min"": -0.179023904628401, ""lat_min"": 51.51334381942806, ""lng_max"": -0.177252578783433, ""lat_max"": 51.51503006986525}","{""lat"": 0.000859427700696358, ""lng"": 0.0009226198697825927}",9923.413312500768,"{""lat"": 95.22150514661917, ""lng"": 65.61581105354708}","{""lat"": 395.22150514661917, ""lng"": 365.6158110535471}"
447,E00023464,"{""lat"": 51.51712671881318, ""lng"": -0.18984154527449723}",1.0418066664402491e-06,"{""lng_min"": -0.191242548946985, ""lat_min"": 51.516665365017836, ""lng_max"": -0.188891450488906, ""lat_max"": 51.51774785324992}","{""lat"": 0.0006211344367414995, ""lng"": 0.0014010036724877717}",8042.949442002327,"{""lat"": 70.24532323394669, ""lng"": 96.46451531688217}","{""lat"": 370.2453232339467, ""lng"": 396.46451531688217}"
448,E00175272,"{""lat"": 51.5249153424051, ""lng"": -0.17121723821957466}",1.0644524819401467e-06,"{""lng_min"": -0.172667103793333, ""lat_min"": 51.52431064155071, ""lng_max"": -0.170114864094171, ""lat_max"": 51.525291831108724}","{""lat"": 0.0006047008543887955, ""lng"": 0.001449865573758341}",8216.455724001491,"{""lat"": 66.50091316230828, ""lng"": 100.85039007430896}","{""lat"": 366.5009131623083, ""lng"": 400.85039007430896}"
449,E00023885,"{""lat"": 51.53430622539671, ""lng"": -0.1658279524310811}",1.7341868855286557e-06,"{""lng_min"": -0.16747616096497, ""lat_min"": 51.53351665505329, ""lng_max"": -0.164519075198944, ""lat_max"": 51.534949296652556}","{""lat"": 0.0007895703434215307, ""lng"": 0.0016482085338889174}",13383.397538499117,"{""lat"": 87.4590900966432, ""lng"": 115.36741839139722}","{""lat"": 387.4590900966432, ""lng"": 415.3674183913972}"
450,E00023854,"{""lat"": 51.52884086990071, ""lng"": -0.21282641453380627}",2.8449546475972084e-06,"{""lng_min"": -0.214040686834734, ""lat_min"": 51.52791373775014, ""lng_max"": -0.211368301967537, ""lat_max"": 51.53006716078135}","{""lat"": 0.0012262908806377482, ""lng"": 0.0014581125662692651}",21957.794702501113,"{""lat"": 138.25534279929707, ""lng"": 97.90475556545425}","{""lat"": 438.25534279929707, ""lng"": 397.90475556545425}"
451,E00023575,"{""lat"": 51.52139409844953, ""lng"": -0.16870078414746312}",4.495602544966889e-06,"{""lng_min"": -0.170238425712159, ""lat_min"": 51.52004679381884, ""lng_max"": -0.1671586317197, ""lat_max"": 51.5227345228426}","{""lat"": 0.0013473046306842207, ""lng"": 0.0015421524277631216}",34704.021616499354,"{""lat"": 150.5454630262102, ""lng"": 109.53475959808566}","{""lat"": 450.5454630262102, ""lng"": 409.53475959808566}"
452,E00024060,"{""lat"": 51.49086540140892, ""lng"": -0.1426707519084586}",1.245333826036031e-06,"{""lng_min"": -0.143848187043798, ""lat_min"": 51.490190777468264, ""lng_max"": -0.141640987388887, ""lat_max"": 51.4914734593883}","{""lat"": 0.0006746239406538734, ""lng"": 0.0011774351353394108}",9619.903027498845,"{""lat"": 74.69174528398435, ""lng"": 82.40175540733617}","{""lat"": 374.69174528398435, ""lng"": 382.40175540733617}"
453,E00023745,"{""lat"": 51.52445826444452, ""lng"": -0.17908971747780214}",3.0001131395213126e-06,"{""lng_min"": -0.18094836482685, ""lat_min"": 51.523278584025476, ""lng_max"": -0.177342018573116, ""lat_max"": 51.525529172957924}","{""lat"": 0.0011796804190424837, ""lng"": 0.001858647349047865}",23157.87179500072,"{""lat"": 133.86117799102794, ""lng"": 126.27268676029053}","{""lat"": 433.86117799102794, ""lng"": 426.2726867602905}"
454,E00024121,"{""lat"": 51.52010279816008, ""lng"": -0.13951454780154562}",2.1496829918628803e-06,"{""lng_min"": -0.141042775518273, ""lat_min"": 51.51931829727375, ""lng_max"": -0.138085701066798, ""lat_max"": 51.52081567937823}","{""lat"": 0.0007845008863327507, ""lng"": 0.001528227716727365}",16595.2587790026,"{""lat"": 88.2989152939117, ""lng"": 106.094980232534}","{""lat"": 388.2989152939117, ""lng"": 406.094980232534}"
455,E00023754,"{""lat"": 51.52335022818103, ""lng"": -0.17568213352447598}",1.4499649309564873e-06,"{""lng_min"": -0.176804791808863, ""lat_min"": 51.5226180581037, ""lng_max"": -0.174563852476509, ""lat_max"": 51.52408251590981}","{""lat"": 0.000732287728780534, ""lng"": 0.0011226582843870125}",11192.564536497206,"{""lat"": 80.91567436925834, ""lng"": 78.72841904242523}","{""lat"": 380.91567436925834, ""lng"": 378.72841904242523}"
456,E00024081,"{""lat"": 51.519026870234235, ""lng"": -0.19885691365483987}",1.2991995169281492e-06,"{""lng_min"": -0.199947273553369, ""lat_min"": 51.51839252481284, ""lng_max"": -0.197875989374034, ""lat_max"": 51.51963101555271}","{""lat"": 0.0006343454213961763, ""lng"": 0.0010903598985291252}",10029.619301501845,"{""lat"": 71.18783559431904, ""lng"": 76.98774630203843}","{""lat"": 371.18783559431904, ""lng"": 376.98774630203843}"
457,E00024074,"{""lat"": 51.52019155523657, ""lng"": -0.19981633699559548}",2.758151202623532e-06,"{""lng_min"": -0.201653760142868, ""lat_min"": 51.51913213913418, ""lng_max"": -0.198008096032491, ""lat_max"": 51.521405358226396}","{""lat"": 0.0012138029898238756, ""lng"": 0.0018374231472725322}",21291.959525001774,"{""lat"": 133.01254633278586, ""lng"": 128.30469383031595}","{""lat"": 433.01254633278586, ""lng"": 428.30469383031595}"
458,E00023731,"{""lat"": 51.51285369200084, ""lng"": -0.18757729863115635}",1.7198649615447308e-06,"{""lng_min"": -0.188683406165676, ""lat_min"": 51.511547558333895, ""lng_max"": -0.186799018675911, ""lat_max"": 51.51380272929242}","{""lat"": 0.001306133666943765, ""lng"": 0.0011061075345196458}",13278.938054500102,"{""lat"": 144.90598021043115, ""lng"": 76.73188017681241}","{""lat"": 444.90598021043115, ""lng"": 376.7318801768124}"
