,geo_code,polygon_area_centroid,polygon_area,polygon_bounds,axes_radius_degrees,polygon_area_meters,axes_radius_meters,axes_radius_meters_extended
158,E00024097,"{""lat"": 51.52294948813159, ""lng"": -0.18877059444687855}",2.4531404772514494e-06,"{""lng_min"": -0.190155917846389, ""lat_min"": 51.52183180498848, ""lng_max"": -0.187370779990083, ""lat_max"": 51.524325174101946}","{""lat"": 0.0013756859703590862, ""lng"": 0.001399814456795545}",18936.333309998714,"{""lat"": 152.46855044725817, ""lng"": 99.5792238144204}","{""lat"": 452.46855044725817, ""lng"": 399.5792238144204}"
159,E00024016,"{""lat"": 51.49360802558588, ""lng"": -0.1298525815785276}",4.360048183111154e-07,"{""lng_min"": -0.130198424413055, ""lat_min"": 51.493239587655964, ""lng_max"": -0.129507218926979, ""lat_max"": 51.493933840182876}","{""lat"": 0.000368437929914478, ""lng"": 0.00034584283452737674}",3367.8511429996474,"{""lat"": 40.38778339032433, ""lng"": 24.03603551024571}","{""lat"": 340.38778339032433, ""lng"": 324.0360355102457}"
160,E00175224,"{""lat"": 51.48695658170977, ""lng"": -0.1371703723104861}",3.8063242688923753e-07,"{""lng_min"": -0.137626430003195, ""lat_min"": 51.48656833787378, ""lng_max"": -0.136797703565447, ""lat_max"": 51.48730991852716}","{""lat"": 0.00038824383599234125, ""lng"": 0.00045605769270889995}",2940.553250496003,"{""lat"": 42.515494351275265, ""lng"": 32.34122831362765}","{""lat"": 342.51549435127527, ""lng"": 332.34122831362765}"
161,E00024005,"{""lat"": 51.495087413320626, ""lng"": -0.13554108896820402}",8.06792444864884e-06,"{""lng_min"": -0.137361924414314, ""lat_min"": 51.49302388398329, ""lng_max"": -0.133284845461829, ""lat_max"": 51.4975240214912}","{""lat"": 0.0024366081705764486, ""lng"": 0.0022562435063750164}",62317.26603549767,"{""lat"": 270.84548785784864, ""lng"": 160.56979374575894}","{""lat"": 570.8454878578486, ""lng"": 460.56979374575894}"
162,E00024031,"{""lat"": 51.49653957064705, ""lng"": -0.138187157388754}",2.4751779399245057e-06,"{""lng_min"": -0.139623260965114, ""lat_min"": 51.495735849532664, ""lng_max"": -0.136987761244496, ""lat_max"": 51.49725161511106}","{""lat"": 0.0008037211143872014, ""lng"": 0.0014361035763599816}",19117.828428000033,"{""lat"": 88.90779898621258, ""lng"": 99.64556306274608}","{""lat"": 388.9077989862126, ""lng"": 399.6455630627461}"
163,E00024084,"{""lat"": 51.518816751192865, ""lng"": -0.20161195059610418}",1.6090477213835257e-06,"{""lng_min"": -0.203039878977302, ""lat_min"": 51.518201057810764, ""lng_max"": -0.20029202307455, ""lat_max"": 51.5197487024054}","{""lat"": 0.0009319512125358642, ""lng"": 0.0014279283811978183}",12421.643746003052,"{""lat"": 101.93523624096997, ""lng"": 101.08997474901844}","{""lat"": 401.93523624096997, ""lng"": 401.08997474901844}"
164,E00023599,"{""lat"": 51.52651829164878, ""lng"": -0.19547682533494104}",9.488533761932327e-07,"{""lng_min"": -0.196427968127945, ""lat_min"": 51.52614943510309, ""lng_max"": -0.193889427200504, ""lat_max"": 51.526994711258205}","{""lat"": 0.0004764196094271256, ""lng"": 0.0015873981344370347}",7323.818262000666,"{""lat"": 52.11502077741898, ""lng"": 109.82708295469638}","{""lat"": 352.115020777419, ""lng"": 409.8270829546964}"
165,E00023540,"{""lat"": 51.48757208557681, ""lng"": -0.13974272079212727}",2.0281331228265777e-06,"{""lng_min"": -0.141394693535321, ""lat_min"": 51.48701327540808, ""lng_max"": -0.13836268737972, ""lat_max"": 51.4881335032857}","{""lat"": 0.0005614177088943961, ""lng"": 0.0016519727431937303}",15667.982464000217,"{""lat"": 64.65742750337813, ""lng"": 115.2580366267357}","{""lat"": 364.65742750337813, ""lng"": 415.2580366267357}"
166,E00023418,"{""lat"": 51.53357026064269, ""lng"": -0.17366454525965994}",2.4607895059287646e-06,"{""lng_min"": -0.174880448383377, ""lat_min"": 51.5326656956434, ""lng_max"": -0.1721618778177, ""lat_max"": 51.53436277600541}","{""lat"": 0.0009045649992884819, ""lng"": 0.0015026674419599262}",18991.11567900037,"{""lat"": 101.13190076252795, ""lng"": 103.93320457905065}","{""lat"": 401.13190076252795, ""lng"": 403.93320457905065}"
167,E00175204,"{""lat"": 51.49959354260794, ""lng"": -0.17051791689648202}",1.4111523213564646e-06,"{""lng_min"": -0.171410400411209, ""lat_min"": 51.49884854134205, ""lng_max"": -0.169710405046779, ""lat_max"": 51.50022400436721}","{""lat"": 0.0007450012658907212, ""lng"": 0.0008924835147269827}",10898.613487000768,"{""lat"": 83.14423533366062, ""lng"": 60.7668804974528}","{""lat"": 383.1442353336606, ""lng"": 360.7668804974528}"
168,E00023872,"{""lat"": 51.53126461975439, ""lng"": -0.20713801800535592}",1.9973692919383116e-06,"{""lng_min"": -0.208856022887388, ""lat_min"": 51.5304046310098, ""lng_max"": -0.20554320230075, ""lat_max"": 51.53185844385962}","{""lat"": 0.0008599887445868148, ""lng"": 0.0017180048820320815}",15415.225345499906,"{""lat"": 93.7337763638352, ""lng"": 120.54188226966653}","{""lat"": 393.7337763638352, ""lng"": 420.54188226966653}"
169,E00023413,"{""lat"": 51.533875199977324, ""lng"": -0.18388720104877443}",6.448286915428913e-06,"{""lng_min"": -0.185720480065702, ""lat_min"": 51.53211469928863, ""lng_max"": -0.181303178972151, ""lat_max"": 51.53567857359763}","{""lat"": 0.0018033736203051376, ""lng"": 0.002584022076623421}",49764.015885999586,"{""lat"": 201.7602500630892, ""lng"": 178.20178291376214}","{""lat"": 501.7602500630892, ""lng"": 478.20178291376214}"
170,E00023974,"{""lat"": 51.487602267378385, ""lng"": -0.13293234846927177}",1.5692805742956029e-06,"{""lng_min"": -0.134023712960702, ""lat_min"": 51.48628306305756, ""lng_max"": -0.131851807539755, ""lat_max"": 51.488347991761565}","{""lat"": 0.0013192043208221094, ""lng"": 0.0010913644914302412}",12123.227613001367,"{""lat"": 146.79687218012987, ""lng"": 76.86974886769895}","{""lat"": 446.79687218012987, ""lng"": 376.86974886769895}"
171,E00023593,"{""lat"": 51.52793031664903, ""lng"": -0.19996722940792772}",2.091536852200368e-06,"{""lng_min"": -0.201421870376492, ""lat_min"": 51.527463036052005, ""lng_max"": -0.198135892462588, ""lat_max"": 51.528566714945164}","{""lat"": 0.0006363982961374859, ""lng"": 0.0018313369453397121}",16143.20839800121,"{""lat"": 68.28908684747876, ""lng"": 127.09841218031943}","{""lat"": 368.28908684747876, ""lng"": 427.09841218031943}"
172,E00175231,"{""lat"": 51.486270185773805, ""lng"": -0.14612221683389526}",2.5422294047821468e-06,"{""lng_min"": -0.147435403824816, ""lat_min"": 51.48556141075884, ""lng_max"": -0.144224870025588, ""lat_max"": 51.48701665260947}","{""lat"": 0.0007464668356647053, ""lng"": 0.0018973468083072487}",19640.03525499782,"{""lat"": 83.82793189788936, ""lng"": 133.7135325736599}","{""lat"": 383.82793189788936, ""lng"": 433.7135325736599}"
173,E00023512,"{""lat"": 51.52470718151876, ""lng"": -0.1629589147045607}",1.6428513443336334e-06,"{""lng_min"": -0.163872859201282, ""lat_min"": 51.52390262259328, ""lng_max"": -0.161458704394614, ""lat_max"": 51.52558145726801}","{""lat"": 0.0008742757492541386, ""lng"": 0.001500210309946709}",12681.189088000729,"{""lat"": 99.23886518354993, ""lng"": 101.84179747558665}","{""lat"": 399.23886518354993, ""lng"": 401.84179747558665}"
174,E00023430,"{""lat"": 51.530612573125474, ""lng"": -0.17812028627286688}",3.2987673587886185e-07,"{""lng_min"": -0.178576177629801, ""lat_min"": 51.5302253797577, ""lng_max"": -0.17739797337515, ""lat_max"": 51.53083820765458}","{""lat"": 0.00038719336777148783, ""lng"": 0.0007223128977168758}",2545.9775879998597,"{""lat"": 43.805981604615226, ""lng"": 50.20368142332882}","{""lat"": 343.8059816046152, ""lng"": 350.2036814233288}"
175,E00175223,"{""lat"": 51.48777710834643, ""lng"": -0.1489851505039791}",9.226526225974254e-07,"{""lng_min"": -0.150124898463976, ""lat_min"": 51.487272727946774, ""lng_max"": -0.148113270357285, ""lat_max"": 51.48827816945499}","{""lat"": 0.0005043803996542806, ""lng"": 0.0011397479599969118}",7127.719911999669,"{""lat"": 56.85339551244397, ""lng"": 79.44402696518227}","{""lat"": 356.85339551244397, ""lng"": 379.4440269651823}"
176,E00023580,"{""lat"": 51.527463391491544, ""lng"": -0.1672935050039175}",1.78782592726846e-06,"{""lng_min"": -0.168393601540296, ""lat_min"": 51.52670665615339, ""lng_max"": -0.16612155035459, ""lat_max"": 51.52833235837111}","{""lat"": 0.0008689668795653915, ""lng"": 0.0011719546493274835}",13799.397557503404,"{""lat"": 96.56331396699534, ""lng"": 81.60174731106963}","{""lat"": 396.56331396699534, ""lng"": 381.60174731106963}"
177,E00024023,"{""lat"": 51.49183458952513, ""lng"": -0.1319753517607151}",1.2226241405452604e-06,"{""lng_min"": -0.13283597257828, ""lat_min"": 51.49097475152655, ""lng_max"": -0.13142712805397, ""lat_max"": 51.4925964081823}","{""lat"": 0.0008598379985826909, ""lng"": 0.000860620817564911}",9444.32579299919,"{""lat"": 94.76420656923437, ""lng"": 60.17094744555652}","{""lat"": 394.7642065692344, ""lng"": 360.1709474455565}"
178,E00024110,"{""lat"": 51.513082570022505, ""lng"": -0.13901302953710518}",3.106745687395006e-06,"{""lng_min"": -0.141213180267072, ""lat_min"": 51.511984853672466, ""lng_max"": -0.136932865464465, ""lat_max"": 51.51382910201146}","{""lat"": 0.0010977163500385245, ""lng"": 0.002200150729966821}",23987.318862501776,"{""lat"": 121.17127797051216, ""lng"": 154.43351348710712}","{""lat"": 421.17127797051216, ""lng"": 454.4335134871071}"
179,E00023501,"{""lat"": 51.516902678359564, ""lng"": -0.1625685044314671}",2.1750419617771637e-06,"{""lng_min"": -0.163516788370807, ""lat_min"": 51.51609966739492, ""lng_max"": -0.161440517442708, ""lat_max"": 51.517848109698015}","{""lat"": 0.0009454313384509305, ""lng"": 0.0011279869887590999}",16792.02408500229,"{""lat"": 105.31680718256393, ""lng"": 79.5585863715969}","{""lat"": 405.31680718256393, ""lng"": 379.5585863715969}"
180,E00023459,"{""lat"": 51.5187404571964, ""lng"": -0.18993455072277848}",6.2798202543096375e-06,"{""lng_min"": -0.192511835446784, ""lat_min"": 51.51774785324992, ""lng_max"": -0.187720858868139, ""lat_max"": 51.51971438510994}","{""lat"": 0.0009926039464787095, ""lng"": 0.0025772847240055075}",48479.734998502056,"{""lat"": 109.05009251402225, ""lng"": 177.24524347786792}","{""lat"": 409.05009251402225, ""lng"": 477.2452434778679}"
181,E00175208,"{""lat"": 51.49909529705112, ""lng"": -0.17485571674507638}",9.830254230128065e-06,"{""lng_min"": -0.177623400646248, ""lat_min"": 51.49794440168559, ""lng_max"": -0.171835182229657, ""lat_max"": 51.500807709915755}","{""lat"": 0.0017124128646344161, ""lng"": 0.003020534515419393}",75921.75339899876,"{""lat"": 191.05428842248512, ""lng"": 211.2236328239087}","{""lat"": 491.0542884224851, ""lng"": 511.2236328239087}"
182,E00023600,"{""lat"": 51.526069816127034, ""lng"": -0.1944309902945811}",1.2678209951778515e-06,"{""lng_min"": -0.195652343635512, ""lat_min"": 51.52545934914634, ""lng_max"": -0.193327958151409, ""lat_max"": 51.526622319253924}","{""lat"": 0.0006104669806958896, ""lng"": 0.001221353340930903}",9785.903231500928,"{""lat"": 69.50293058212264, ""lng"": 83.86545065033715}","{""lat"": 369.50293058212264, ""lng"": 383.86545065033715}"
183,E00023509,"{""lat"": 51.514092304000144, ""lng"": -0.15988645954277625}",3.557344021185747e-06,"{""lng_min"": -0.161621821734967, ""lat_min"": 51.51318515669125, ""lng_max"": -0.15840445430902, ""lat_max"": 51.515557088381705}","{""lat"": 0.0014647843815609463, ""lng"": 0.0017353621921907536}",27465.555954496387,"{""lat"": 163.47921390927513, ""lng"": 120.72810177039355}","{""lat"": 463.47921390927513, ""lng"": 420.72810177039355}"
184,E00023681,"{""lat"": 51.50052759570457, ""lng"": -0.165001394580349}",5.693710232616735e-06,"{""lng_min"": -0.166466563762699, ""lat_min"": 51.49869675477353, ""lng_max"": -0.163154197995597, ""lat_max"": 51.501791482591884}","{""lat"": 0.001830840931035027, ""lng"": 0.0018471965847519922}",43972.885706501605,"{""lat"": 204.47267356497468, ""lng"": 124.99774673650973}","{""lat"": 504.4726735649747, ""lng"": 424.9977467365097}"
185,E00023471,"{""lat"": 51.51651701979268, ""lng"": -0.19843749310234823}",1.3033271529658826e-06,"{""lng_min"": -0.199946624289233, ""lat_min"": 51.51554294525013, ""lng_max"": -0.197359466491778, ""lat_max"": 51.517199531845826}","{""lat"": 0.0009740745425474984, ""lng"": 0.0015091311868847546}",10062.035828496437,"{""lat"": 108.08895522437524, ""lng"": 105.61255493585486}","{""lat"": 408.08895522437524, ""lng"": 405.61255493585486}"
186,E00024128,"{""lat"": 51.517988666902795, ""lng"": -0.136510665864086}",4.216913060984353e-06,"{""lng_min"": -0.138160399268627, ""lat_min"": 51.51680071208636, ""lng_max"": -0.133961258614955, ""lat_max"": 51.519145890219605}","{""lat"": 0.0011879548164372977, ""lng"": 0.002549407249130997}",32555.53186399994,"{""lat"": 133.16511935225572, ""lng"": 178.37895699427463}","{""lat"": 433.1651193522557, ""lng"": 478.37895699427463}"
187,E00023624,"{""lat"": 51.51432282760192, ""lng"": -0.16570542295712623}",1.3625743688700867e-06,"{""lng_min"": -0.166830932858678, ""lat_min"": 51.51368910689753, ""lng_max"": -0.16450287327856, ""lat_max"": 51.51490085406832}","{""lat"": 0.0006337207043927151, ""lng"": 0.0012025496785662282}",10520.089127499908,"{""lat"": 70.47741372231394, ""lng"": 82.28263544931542}","{""lat"": 370.47741372231394, ""lng"": 382.2826354493154}"
188,E00023964,"{""lat"": 51.48758664897627, ""lng"": -0.13405627605375572}",1.5946740084882085e-06,"{""lng_min"": -0.135091699828761, ""lat_min"": 51.48618359956472, ""lng_max"": -0.132987368095872, ""lat_max"": 51.48882574101353}","{""lat"": 0.0014030494115502279, ""lng"": 0.0010689079578837246}",12319.398525998644,"{""lat"": 154.57890130768646, ""lng"": 77.90527922974434}","{""lat"": 454.57890130768646, ""lng"": 377.90527922974434}"
189,E00024085,"{""lat"": 51.517582930046764, ""lng"": -0.1985356993810088}",2.649224064425802e-06,"{""lng_min"": -0.200482970590368, ""lat_min"": 51.51684818620539, ""lng_max"": -0.197040656522057, ""lat_max"": 51.51874005231931}","{""lat"": 0.0011571222725450525, ""lng"": 0.001947271209359197}",20452.249676999258,"{""lat"": 129.71244907577056, ""lng"": 135.15624624851625}","{""lat"": 429.71244907577056, ""lng"": 435.15624624851625}"
190,E00024004,"{""lat"": 51.49430990450284, ""lng"": -0.13840395482749315}",1.0650033599642479e-06,"{""lng_min"": -0.139142294643919, ""lat_min"": 51.49362142000299, ""lng_max"": -0.137747546449525, ""lat_max"": 51.49492678022231}","{""lat"": 0.0006884844998538142, ""lng"": 0.0007383398164258481}",8226.295229998941,"{""lat"": 76.65956115056179, ""lng"": 51.90392439975403}","{""lat"": 376.6595611505618, ""lng"": 351.90392439975403}"
191,E00175270,"{""lat"": 51.523271288296904, ""lng"": -0.17097788654815224}",1.814108313625898e-06,"{""lng_min"": -0.172190907596837, ""lat_min"": 51.522456555568596, ""lng_max"": -0.169754992419866, ""lat_max"": 51.52402640707385}","{""lat"": 0.0008147327283083428, ""lng"": 0.0012228941282862449}",14003.509449499137,"{""lat"": 88.62677109040669, ""lng"": 86.01509215787519}","{""lat"": 388.6267710904067, ""lng"": 386.0150921578752}"
192,E00023481,"{""lat"": 51.515126153676015, ""lng"": -0.19819761223114868}",2.1181264804263384e-06,"{""lng_min"": -0.199511313554739, ""lat_min"": 51.51455152241833, ""lng_max"": -0.196322311121687, ""lat_max"": 51.5155638553458}","{""lat"": 0.0005746312576846435, ""lng"": 0.0018753011094616856}",16353.001764000282,"{""lat"": 65.6295406917925, ""lng"": 129.72518159693573}","{""lat"": 365.6295406917925, ""lng"": 429.7251815969357}"
193,E00023565,"{""lat"": 51.524654663212736, ""lng"": -0.17412036436789857}",2.908074894716126e-06,"{""lng_min"": -0.175712545321496, ""lat_min"": 51.52362907860965, ""lng_max"": -0.172334752679017, ""lat_max"": 51.52550361785525}","{""lat"": 0.0010255846030844396, ""lng"": 0.0017856116888815832}",22447.380826999994,"{""lat"": 114.36276511038886, ""lng"": 122.09173768851906}","{""lat"": 414.36276511038886, ""lng"": 422.09173768851906}"
194,E00024135,"{""lat"": 51.51369235640502, ""lng"": -0.15121348913644356}",1.7768143327957864e-06,"{""lng_min"": -0.152427599798419, ""lat_min"": 51.51315403391882, ""lng_max"": -0.149886487269415, ""lat_max"": 51.514220663811855}","{""lat"": 0.0005383224862001157, ""lng"": 0.0013270018670285544}",13718.606638501755,"{""lat"": 61.5253025861457, ""lng"": 92.67499209439848}","{""lat"": 361.5253025861457, ""lng"": 392.6749920943985}"
195,E00024047,"{""lat"": 51.48795874007752, ""lng"": -0.14357511436740958}",8.028798873568354e-07,"{""lng_min"": -0.14462232743532, ""lat_min"": 51.48751747982498, ""lng_max"": -0.142715591049916, ""lat_max"": 51.48848556029358}","{""lat"": 0.0005268202160664259, ""lng"": 0.0010472130679104186}",6202.44368049742,"{""lat"": 57.772073950764025, ""lng"": 73.30012594198342}","{""lat"": 357.772073950764, ""lng"": 373.3001259419834}"
196,E00023412,"{""lat"": 51.535640370620634, ""lng"": -0.1773739676368674}",6.899106756030866e-06,"{""lng_min"": -0.179588163813804, ""lat_min"": 51.53388821538329, ""lng_max"": -0.175695698351782, ""lat_max"": 51.53727843135289}","{""lat"": 0.0017521552373409577, ""lng"": 0.002214196176936578}",53241.28833500281,"{""lat"": 194.39650840015383, ""lng"": 150.78415084036533}","{""lat"": 494.39650840015383, ""lng"": 450.7841508403653}"
197,E00023662,"{""lat"": 51.494986101356304, ""lng"": -0.15005316183191467}",3.924515627822207e-06,"{""lng_min"": -0.152085644263493, ""lat_min"": 51.49368010130144, ""lng_max"": -0.148331468835655, ""lat_max"": 51.49655742952837}","{""lat"": 0.0015713281720692862, ""lng"": 0.0020324824315783308}",30313.130370000057,"{""lat"": 176.7322965526546, ""lng"": 139.44921233085915}","{""lat"": 476.7322965526546, ""lng"": 439.44921233085915}"
198,E00023734,"{""lat"": 51.51186947046965, ""lng"": -0.17781114031697984}",3.872894888150158e-06,"{""lng_min"": -0.180111004272049, ""lat_min"": 51.51098506906063, ""lng_max"": -0.175950846632039, ""lat_max"": 51.51307615090194}","{""lat"": 0.001206680432289886, ""lng"": 0.0022998639550691757}",29903.072719498516,"{""lat"": 134.69074302204535, ""lng"": 158.82450967852492}","{""lat"": 434.69074302204535, ""lng"": 458.8245096785249}"
199,E00023826,"{""lat"": 51.52065723448797, ""lng"": -0.14822187817675347}",4.475034985098683e-06,"{""lng_min"": -0.150865252621828, ""lat_min"": 51.51936377684291, ""lng_max"": -0.145682005218382, ""lat_max"": 51.52178413045463}","{""lat"": 0.0012934576450618351, ""lng"": 0.0026433744450745367}",34546.111394500265,"{""lat"": 141.95888761946117, ""lng"": 185.45054656476714}","{""lat"": 441.95888761946117, ""lng"": 485.45054656476714}"
200,E00023975,"{""lat"": 51.48540156368774, ""lng"": -0.1336568312715071}",1.2748263668335094e-05,"{""lng_min"": -0.138135837485697, ""lat_min"": 51.483836945425054, ""lng_max"": -0.128445267495297, ""lat_max"": 51.487353243570425}","{""lat"": 0.001951679882687074, ""lng"": 0.005211563776210099}",98489.40679098865,"{""lat"": 222.85750323120737, ""lng"": 358.47876066481695}","{""lat"": 522.8575032312074, ""lng"": 658.478760664817}"
201,E00023859,"{""lat"": 51.52988534464927, ""lng"": -0.20240214136503276}",1.4389526365259643e-06,"{""lng_min"": -0.203281325580788, ""lat_min"": 51.528922340028856, ""lng_max"": -0.201479344635534, ""lat_max"": 51.53116373161697}","{""lat"": 0.0012783869676979975, ""lng"": 0.0009227967294987705}",11105.852531499402,"{""lat"": 141.5298627067241, ""lng"": 66.58708686591126}","{""lat"": 441.5298627067241, ""lng"": 366.58708686591126}"
202,E00175265,"{""lat"": 51.52582647205821, ""lng"": -0.17238280239276554}",1.7888834001432172e-06,"{""lng_min"": -0.173538796298074, ""lat_min"": 51.52520181901264, ""lng_max"": -0.171191843760174, ""lat_max"": 51.526421856682965}","{""lat"": 0.0006246530455698007, ""lng"": 0.0011909586325915544}",13808.022981503336,"{""lat"": 69.04322436763323, ""lng"": 84.14748631976545}","{""lat"": 369.04322436763323, ""lng"": 384.14748631976545}"
203,E00023948,"{""lat"": 51.49646407518065, ""lng"": -0.13442909047110663}",2.928995630149234e-06,"{""lng_min"": -0.135655955482309, ""lat_min"": 51.49532338386191, ""lng_max"": -0.133288132164799, ""lat_max"": 51.497686951665884}","{""lat"": 0.001222876485236668, ""lng"": 0.001226865011202366}",22623.10919100311,"{""lat"": 135.50668439091532, ""lng"": 85.15194878925104}","{""lat"": 435.5066843909153, ""lng"": 385.15194878925104}"
204,E00023744,"{""lat"": 51.52477966372913, ""lng"": -0.1858428402022817}",2.474787028410728e-06,"{""lng_min"": -0.187599623055272, ""lat_min"": 51.524011407253575, ""lng_max"": -0.184226677615862, ""lat_max"": 51.525618064691066}","{""lat"": 0.0008384009619391009, ""lng"": 0.0017567828529903018}",19102.690518997173,"{""lat"": 92.64859783498105, ""lng"": 122.62784049229231}","{""lat"": 392.64859783498105, ""lng"": 422.6278404922923}"
205,E00023518,"{""lat"": 51.523366993158376, ""lng"": -0.16189548365043133}",1.421801438442749e-06,"{""lng_min"": -0.162603949663173, ""lat_min"": 51.52234891905777, ""lng_max"": -0.161040049890544, ""lat_max"": 51.52413323441053}","{""lat"": 0.001018074100606725, ""lng"": 0.0008554337598873363}",10975.226324502042,"{""lat"": 113.71402836276684, ""lng"": 58.92052690463606}","{""lat"": 413.71402836276684, ""lng"": 358.92052690463606}"
206,E00023666,"{""lat"": 51.49229056618841, ""lng"": -0.1537540498848419}",3.814870405957908e-06,"{""lng_min"": -0.155857783130682, ""lat_min"": 51.4910500163947, ""lng_max"": -0.151216958834885, ""lat_max"": 51.49341900423691}","{""lat"": 0.0012405497937066912, ""lng"": 0.002537091049956891}",29467.905521502227,"{""lat"": 141.35963478093618, ""lng"": 175.57288781087846}","{""lat"": 441.3596347809362, ""lng"": 475.57288781087846}"
207,E00023825,"{""lat"": 51.52222344874411, ""lng"": -0.15245803406966016}",2.7713530652825377e-06,"{""lng_min"": -0.153561273472602, ""lat_min"": 51.52093793742929, ""lng_max"": -0.151133552654162, ""lat_max"": 51.52318452086332}","{""lat"": 0.0012855113148191322, ""lng"": 0.0013244814154981521}",21393.358704492362,"{""lat"": 144.03690394197474, ""lng"": 90.02281066158321}","{""lat"": 444.03690394197474, ""lng"": 390.0228106615832}"
208,E00023521,"{""lat"": 51.52235966350901, ""lng"": -0.15938111018090878}",1.0261172227746807e-06,"{""lng_min"": -0.160121120780858, ""lat_min"": 51.521824558506914, ""lng_max"": -0.158650837389313, ""lat_max"": 51.522885770130586}","{""lat"": 0.0005351050020934167, ""lng"": 0.0007400105999492146}",7921.025935500339,"{""lat"": 60.07971577273565, ""lng"": 52.32254341128282}","{""lat"": 360.07971577273565, ""lng"": 352.3225434112828}"
209,E00024076,"{""lat"": 51.520578062830886, ""lng"": -0.18782238328192433}",6.020107152151024e-06,"{""lng_min"": -0.190278003103034, ""lat_min"": 51.51955232001816, ""lng_max"": -0.18588609437674, ""lat_max"": 51.52216203262054}","{""lat"": 0.0015839697896566918, ""lng"": 0.0024556198211096725}",46472.94874401104,"{""lat"": 176.887871037703, ""lng"": 168.95959314738866}","{""lat"": 476.887871037703, ""lng"": 468.95959314738866}"
210,E00023426,"{""lat"": 51.53137450211414, ""lng"": -0.17936130903874137}",3.1609126599193937e-06,"{""lng_min"": -0.18066420275702, ""lat_min"": 51.530126111131146, ""lng_max"": -0.178131725252163, ""lat_max"": 51.53252826084989}","{""lat"": 0.0012483909829938966, ""lng"": 0.0013028937182786304}",24395.411335000106,"{""lat"": 139.32080893588136, ""lng"": 88.0917680861894}","{""lat"": 439.32080893588136, ""lng"": 388.0917680861894}"
211,E00023753,"{""lat"": 51.52363786994808, ""lng"": -0.1852057341064007}",2.180561548015618e-06,"{""lng_min"": -0.186493066360943, ""lat_min"": 51.52277970332705, ""lng_max"": -0.183902374822216, ""lat_max"": 51.524406761357845}","{""lat"": 0.0008581666210289995, ""lng"": 0.0013033592841847075}",16832.010049499786,"{""lat"": 95.66060213683522, ""lng"": 90.73102416819893}","{""lat"": 395.6606021368352, ""lng"": 390.7310241681989}"
212,E00024103,"{""lat"": 51.52222860596197, ""lng"": -0.1902145591775089}",3.9927724586557525e-06,"{""lng_min"": -0.191796399629602, ""lat_min"": 51.520956312728096, ""lng_max"": -0.188206525599975, ""lat_max"": 51.5233581718582}","{""lat"": 0.0012722932338746773, ""lng"": 0.002008033577533902}",30821.553072503742,"{""lat"": 142.75802014477085, ""lng"": 138.21002819761634}","{""lat"": 442.75802014477085, ""lng"": 438.21002819761634}"
213,E00023973,"{""lat"": 51.48896839928595, ""lng"": -0.13166448033322792}",3.796991112446541e-06,"{""lng_min"": -0.133704209739335, ""lat_min"": 51.48773983966688, ""lng_max"": -0.129614988013858, ""lat_max"": 51.49017187145511}","{""lat"": 0.0012285596190722003, ""lng"": 0.0020494923193699055}",29332.196139502124,"{""lat"": 136.475571965595, ""lng"": 143.08656351699028}","{""lat"": 436.475571965595, ""lng"": 443.0865635169903}"
214,E00023699,"{""lat"": 51.51127382308236, ""lng"": -0.18156986032287253}",2.6729089712644533e-06,"{""lng_min"": -0.183071680974175, ""lat_min"": 51.51056657155362, ""lng_max"": -0.179875055200089, ""lat_max"": 51.51235448376033}","{""lat"": 0.0010806606779709682, ""lng"": 0.001694805122783527}",20638.071018999508,"{""lat"": 120.3864359788131, ""lng"": 118.34143762732856}","{""lat"": 420.3864359788131, ""lng"": 418.34143762732856}"
215,E00023618,"{""lat"": 51.51522970335005, ""lng"": -0.17685963085454925}",4.024288430837003e-06,"{""lng_min"": -0.178607702418224, ""lat_min"": 51.51388047507741, ""lng_max"": -0.174913283837492, ""lat_max"": 51.516319702891906}","{""lat"": 0.0013492282726446092, ""lng"": 0.0019463470170572594}",31069.752407000517,"{""lat"": 147.98135590559104, ""lng"": 136.87479482789058}","{""lat"": 447.98135590559104, ""lng"": 436.8747948278906}"
216,E00024137,"{""lat"": 51.513269967925865, ""lng"": -0.15344543123471185}",4.383226995648245e-06,"{""lng_min"": -0.155978593170783, ""lat_min"": 51.512303412066665, ""lng_max"": -0.150823375267662, ""lat_max"": 51.514100215085755}","{""lat"": 0.0009665558592004686, ""lng"": 0.002622055967049841}",33842.73929699897,"{""lat"": 107.64445763497497, ""lng"": 182.59170909353998}","{""lat"": 407.64445763497497, ""lng"": 482.59170909354}"
217,E00024100,"{""lat"": 51.52253112237579, ""lng"": -0.19225292489062057}",1.9509792542956166e-06,"{""lng_min"": -0.19362587200279, ""lat_min"": 51.52176642402472, ""lng_max"": -0.19124450309832, ""lat_max"": 51.52330019760092}","{""lat"": 0.0007690752251292565, ""lng"": 0.0013729471121694259}",15060.153450501739,"{""lat"": 86.70288026583148, ""lng"": 95.38431367941666}","{""lat"": 386.7028802658315, ""lng"": 395.38431367941666}"
218,E00023469,"{""lat"": 51.51657101308729, ""lng"": -0.18897399881940324}",5.472183396730248e-07,"{""lng_min"": -0.189519498183099, ""lat_min"": 51.516053165577446, ""lng_max"": -0.18842510406321, ""lat_max"": 51.51705954098415}","{""lat"": 0.0005178475098404078, ""lng"": 0.0005488947561932411}",4224.685699499619,"{""lat"": 57.86785486509325, ""lng"": 38.118308631237596}","{""lat"": 357.86785486509325, ""lng"": 338.1183086312376}"
