,OA,accounting,airport,amusement_park,aquarium,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bowling_alley,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,cemetery,church,city_hall,clothing_store,convenience_store,courthouse,dentist,department_store,doctor,drugstore,electrician,electronics_store,embassy,establishment,finance,fire_station,florist,food,funeral_home,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,hindu_temple,home_goods_store,hospital,insurance_agency,jewelry_store,laundry,lawyer,library,liquor_store,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,mosque,movie_rental,movie_theater,moving_company,museum,night_club,painter,park,parking,pet_store,pharmacy,physiotherapist,place_of_worship,plumber,point_of_interest,police,post_office,premise,primary_school,real_estate_agency,restaurant,roofing_contractor,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,subway_station,supermarket,synagogue,taxi_stand,tourist_attraction,train_station,transit_station,travel_agency,university,veterinary_care,zoo
0,E00023775,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,13.0,0.0,0.0,1.0,0.0,133.0,11.0,0.0,1.0,14.0,0.0,0.0,0.0,3.0,6.0,2.0,2.0,0.0,23.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,133.0,0.0,2.0,3.0,0.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1,E00024064,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,280.0,15.0,0.0,1.0,16.0,0.0,2.0,0.0,7.0,2.0,0.0,8.0,0.0,16.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,280.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
2,E00023730,2.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,10.0,7.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,5.0,2.0,364.0,24.0,0.0,0.0,55.0,0.0,0.0,0.0,12.0,3.0,3.0,4.0,0.0,16.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,54.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,364.0,0.0,1.0,4.0,1.0,7.0,41.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,56.0,1.0,3.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0
3,E00175255,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,173.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,1.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,173.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
4,E00023969,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,275.0,10.0,0.0,2.0,23.0,0.0,0.0,0.0,8.0,3.0,2.0,8.0,0.0,26.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,275.0,0.0,1.0,1.0,0.0,3.0,7.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,1.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,0.0
5,E00024091,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,150.0,5.0,0.0,1.0,11.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,19.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,150.0,0.0,0.0,3.0,3.0,3.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
6,E00023703,1.0,0.0,0.0,0.0,1.0,7.0,5.0,1.0,9.0,11.0,0.0,0.0,2.0,5.0,13.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,6.0,0.0,3.0,0.0,3.0,0.0,1.0,7.0,1.0,443.0,35.0,0.0,0.0,77.0,0.0,1.0,2.0,9.0,8.0,4.0,6.0,0.0,19.0,0.0,7.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,47.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,2.0,443.0,0.0,0.0,6.0,0.0,13.0,50.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,63.0,2.0,7.0,0.0,1.0,1.0,0.0,10.0,5.0,0.0,0.0,0.0
7,E00024022,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,1.0,2.0,0.0,12.0,0.0,1.0,1.0,0.0,369.0,16.0,0.0,1.0,36.0,1.0,1.0,2.0,9.0,4.0,1.0,6.0,1.0,36.0,0.0,5.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,17.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,4.0,0.0,369.0,0.0,1.0,3.0,1.0,14.0,24.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0
8,E00023444,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,154.0,17.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,2.0,4.0,1.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,154.0,0.0,0.0,5.0,1.0,9.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0
9,E00023926,4.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,7.0,6.0,0.0,1.0,0.0,4.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,459.0,37.0,0.0,0.0,51.0,0.0,2.0,0.0,10.0,3.0,0.0,9.0,1.0,27.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,16.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,459.0,2.0,1.0,0.0,1.0,3.0,35.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,41.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,7.0,1.0,0.0,0.0
10,E00023851,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,132.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,132.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,E00023795,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,13.0,0.0,0.0,2.0,0.0,161.0,12.0,0.0,1.0,14.0,0.0,0.0,0.0,4.0,6.0,2.0,2.0,0.0,24.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,161.0,0.0,2.0,3.0,0.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
12,E00023502,12.0,0.0,0.0,0.0,6.0,2.0,1.0,6.0,20.0,18.0,0.0,1.0,0.0,2.0,12.0,0.0,6.0,6.0,3.0,2.0,1.0,0.0,2.0,0.0,20.0,3.0,0.0,11.0,0.0,16.0,0.0,3.0,8.0,4.0,872.0,67.0,0.0,0.0,65.0,0.0,1.0,0.0,30.0,9.0,14.0,16.0,2.0,125.0,0.0,18.0,4.0,1.0,3.0,5.0,9.0,0.0,3.0,3.0,1.0,56.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,10.0,0.0,8.0,4.0,6.0,4.0,872.0,0.0,0.0,3.0,1.0,33.0,47.0,0.0,14.0,2.0,0.0,1.0,7.0,0.0,2.0,97.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,12.0,1.0,0.0,0.0
13,E00023687,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,19.0,4.0,0.0,2.0,0.0,3.0,12.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,5.0,0.0,8.0,0.0,7.0,0.0,20.0,477.0,32.0,0.0,1.0,46.0,0.0,3.0,0.0,24.0,1.0,2.0,5.0,1.0,39.0,0.0,9.0,1.0,0.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,8.0,0.0,2.0,0.0,1.0,1.0,477.0,0.0,0.0,4.0,0.0,11.0,32.0,1.0,3.0,1.0,15.0,1.0,5.0,0.0,2.0,94.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,4.0,1.0,0.0,0.0
14,E00023531,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,104.0,3.0,0.0,0.0,11.0,0.0,3.0,0.0,5.0,2.0,0.0,2.0,0.0,8.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,104.0,1.0,0.0,2.0,2.0,3.0,7.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
15,E00023465,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,9.0,0.0,2.0,0.0,1.0,11.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,0.0,6.0,0.0,6.0,0.0,2.0,1.0,1.0,313.0,13.0,0.0,0.0,51.0,1.0,3.0,0.0,10.0,7.0,5.0,10.0,1.0,33.0,0.0,10.0,0.0,0.0,2.0,5.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,5.0,2.0,313.0,0.0,2.0,1.0,0.0,12.0,29.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,47.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0
16,E00023601,4.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,8.0,0.0,6.0,0.0,4.0,5.0,0.0,445.0,12.0,0.0,0.0,70.0,1.0,3.0,0.0,27.0,12.0,2.0,10.0,2.0,35.0,0.0,17.0,1.0,0.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,6.0,8.0,24.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,13.0,1.0,5.0,0.0,2.0,9.0,445.0,0.0,1.0,13.0,1.0,4.0,39.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,68.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0
17,E00023516,3.0,0.0,0.0,0.0,1.0,3.0,6.0,1.0,12.0,11.0,0.0,1.0,0.0,4.0,20.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,6.0,0.0,11.0,0.0,7.0,0.0,1.0,3.0,1.0,588.0,33.0,0.0,2.0,69.0,0.0,2.0,1.0,6.0,6.0,5.0,8.0,0.0,60.0,0.0,7.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,17.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,5.0,0.0,3.0,0.0,2.0,0.0,588.0,0.0,2.0,2.0,0.0,12.0,26.0,2.0,4.0,1.0,0.0,3.0,2.0,0.0,3.0,77.0,1.0,2.0,0.0,1.0,6.0,0.0,13.0,6.0,3.0,0.0,0.0
18,E00023526,15.0,0.0,0.0,0.0,7.0,3.0,5.0,3.0,17.0,18.0,0.0,2.0,0.0,5.0,21.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,7.0,0.0,11.0,0.0,7.0,0.0,1.0,9.0,3.0,962.0,83.0,0.0,0.0,95.0,0.0,6.0,1.0,29.0,8.0,6.0,16.0,2.0,87.0,0.0,16.0,4.0,1.0,2.0,7.0,15.0,2.0,3.0,3.0,2.0,17.0,0.0,15.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,4.0,0.0,1.0,2.0,962.0,0.0,3.0,1.0,1.0,36.0,59.0,3.0,2.0,0.0,1.0,2.0,11.0,0.0,3.0,103.0,1.0,3.0,0.0,0.0,3.0,0.0,12.0,15.0,2.0,0.0,0.0
19,E00023901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,E00023517,7.0,0.0,0.0,0.0,6.0,3.0,6.0,2.0,12.0,7.0,0.0,2.0,0.0,8.0,16.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,7.0,5.0,0.0,0.0,0.0,14.0,1.0,5.0,9.0,2.0,740.0,34.0,0.0,3.0,50.0,0.0,7.0,0.0,19.0,2.0,10.0,5.0,0.0,74.0,0.0,57.0,7.0,1.0,7.0,4.0,4.0,0.0,1.0,6.0,1.0,17.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,1.0,740.0,0.0,0.0,7.0,1.0,12.0,26.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,5.0,106.0,1.0,1.0,0.0,3.0,2.0,1.0,16.0,7.0,2.0,0.0,0.0
21,E00023779,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,164.0,10.0,0.0,1.0,14.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,19.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,164.0,0.0,2.0,4.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
22,E00175243,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,155.0,3.0,0.0,1.0,12.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,11.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,2.0,1.0,155.0,0.0,0.0,4.0,3.0,2.0,9.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0
23,E00024045,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,232.0,11.0,0.0,1.0,21.0,0.0,2.0,0.0,8.0,5.0,2.0,6.0,0.0,26.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,20.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,232.0,0.0,0.0,1.0,1.0,3.0,7.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0
24,E00023749,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,160.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,1.0,2.0,2.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,160.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
25,E00023712,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,233.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,233.0,0.0,0.0,8.0,0.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0
26,E00024081,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,126.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
27,E00023843,9.0,0.0,0.0,0.0,7.0,7.0,4.0,8.0,24.0,24.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,41.0,0.0,0.0,31.0,1.0,82.0,0.0,2.0,4.0,0.0,1120.0,117.0,0.0,0.0,74.0,0.0,17.0,0.0,50.0,4.0,8.0,27.0,1.0,270.0,0.0,32.0,20.0,0.0,15.0,3.0,24.0,3.0,0.0,1.0,2.0,20.0,1.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,6.0,9.0,5.0,1.0,1120.0,0.0,0.0,1.0,0.0,41.0,57.0,0.0,14.0,0.0,7.0,0.0,14.0,1.0,3.0,151.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0
28,E00023870,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,139.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,1.0,12.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,1.0,139.0,0.0,1.0,7.0,2.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,3.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
29,E00023718,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,319.0,9.0,0.0,1.0,27.0,0.0,1.0,0.0,9.0,2.0,2.0,5.0,0.0,19.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,2.0,3.0,319.0,0.0,0.0,5.0,1.0,6.0,15.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
30,E00023430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
31,E00023944,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,350.0,33.0,0.0,0.0,21.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,15.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,350.0,1.0,0.0,0.0,2.0,5.0,15.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0
