,OA,accounting,airport,amusement_park,aquarium,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bowling_alley,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,cemetery,church,city_hall,clothing_store,convenience_store,courthouse,dentist,department_store,doctor,drugstore,electrician,electronics_store,embassy,establishment,finance,fire_station,florist,food,funeral_home,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,hindu_temple,home_goods_store,hospital,insurance_agency,jewelry_store,laundry,lawyer,library,liquor_store,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,mosque,movie_rental,movie_theater,moving_company,museum,night_club,painter,park,parking,pet_store,pharmacy,physiotherapist,place_of_worship,plumber,point_of_interest,police,post_office,premise,primary_school,real_estate_agency,restaurant,roofing_contractor,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,subway_station,supermarket,synagogue,taxi_stand,tourist_attraction,train_station,transit_station,travel_agency,university,veterinary_care,zoo
644,E00024033,2.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,4.0,5.0,0.0,2.0,0.0,2.0,10.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,16.0,3.0,1.0,5.0,1.0,5.0,0.0,0.0,3.0,1.0,486.0,47.0,0.0,0.0,32.0,1.0,3.0,0.0,12.0,3.0,3.0,5.0,1.0,28.0,0.0,5.0,0.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,6.0,0.0,486.0,0.0,1.0,4.0,1.0,11.0,18.0,0.0,7.0,0.0,5.0,1.0,2.0,0.0,0.0,61.0,0.0,3.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,0.0
645,E00023934,21.0,0.0,0.0,0.0,16.0,11.0,24.0,14.0,127.0,20.0,0.0,16.0,0.0,8.0,75.0,0.0,1.0,3.0,5.0,0.0,3.0,0.0,10.0,0.0,85.0,10.0,0.0,7.0,4.0,7.0,0.0,2.0,26.0,6.0,2240.0,159.0,1.0,4.0,350.0,0.0,4.0,1.0,31.0,7.0,11.0,27.0,1.0,107.0,0.0,33.0,3.0,2.0,21.0,4.0,17.0,4.0,3.0,4.0,2.0,45.0,5.0,27.0,0.0,0.0,3.0,1.0,11.0,24.0,1.0,3.0,6.0,0.0,8.0,3.0,11.0,3.0,2240.0,1.0,1.0,4.0,0.0,19.0,258.0,1.0,18.0,0.0,21.0,4.0,7.0,0.0,7.0,381.0,3.0,5.0,0.0,0.0,22.0,1.0,20.0,25.0,6.0,0.0,0.0
646,E00023790,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,93.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,93.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
647,E00023504,10.0,0.0,0.0,0.0,6.0,8.0,4.0,9.0,9.0,14.0,0.0,2.0,0.0,3.0,5.0,0.0,5.0,4.0,4.0,3.0,3.0,0.0,8.0,0.0,16.0,4.0,0.0,2.0,1.0,5.0,0.0,0.0,10.0,3.0,672.0,52.0,0.0,1.0,79.0,0.0,5.0,0.0,17.0,9.0,2.0,26.0,0.0,53.0,1.0,12.0,6.0,2.0,1.0,7.0,9.0,0.0,1.0,4.0,0.0,37.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,10.0,0.0,11.0,0.0,12.0,2.0,672.0,0.0,0.0,5.0,3.0,13.0,49.0,0.0,17.0,1.0,1.0,2.0,4.0,0.0,4.0,109.0,0.0,6.0,3.0,1.0,1.0,0.0,5.0,19.0,1.0,0.0,0.0
648,E00175220,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,12.0,1.0,1.0,0.0,4.0,5.0,0.0,2.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,7.0,4.0,0.0,6.0,0.0,9.0,1.0,3.0,2.0,0.0,447.0,15.0,0.0,0.0,42.0,0.0,1.0,1.0,13.0,9.0,4.0,7.0,1.0,49.0,0.0,7.0,2.0,0.0,5.0,2.0,3.0,0.0,0.0,3.0,1.0,11.0,2.0,6.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,14.0,0.0,5.0,1.0,4.0,3.0,447.0,0.0,0.0,13.0,0.0,11.0,25.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,4.0,61.0,0.0,6.0,0.0,0.0,2.0,0.0,10.0,5.0,2.0,0.0,0.0
649,E00023831,4.0,0.0,0.0,0.0,8.0,5.0,5.0,4.0,23.0,21.0,0.0,2.0,0.0,0.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,62.0,0.0,0.0,17.0,1.0,73.0,0.0,1.0,4.0,1.0,852.0,47.0,0.0,2.0,83.0,0.0,9.0,0.0,26.0,3.0,4.0,25.0,0.0,206.0,0.0,28.0,25.0,1.0,12.0,0.0,10.0,2.0,1.0,0.0,0.0,17.0,2.0,11.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,6.0,3.0,3.0,1.0,852.0,0.0,0.0,2.0,0.0,26.0,67.0,0.0,13.0,0.0,7.0,1.0,13.0,0.0,2.0,158.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,4.0,0.0,0.0
650,E00024104,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,154.0,4.0,1.0,1.0,14.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,2.0,154.0,0.0,0.0,6.0,1.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
651,E00023549,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,66.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
652,E00024130,49.0,0.0,0.0,0.0,20.0,12.0,4.0,11.0,61.0,28.0,3.0,5.0,0.0,2.0,51.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,76.0,4.0,1.0,9.0,3.0,6.0,0.0,6.0,37.0,5.0,2706.0,210.0,0.0,1.0,169.0,0.0,9.0,0.0,66.0,9.0,22.0,35.0,1.0,156.0,0.0,44.0,5.0,6.0,8.0,8.0,26.0,1.0,0.0,7.0,5.0,37.0,0.0,19.0,0.0,1.0,1.0,4.0,6.0,12.0,0.0,1.0,4.0,1.0,1.0,8.0,4.0,5.0,2706.0,0.0,1.0,1.0,1.0,71.0,121.0,1.0,18.0,1.0,21.0,3.0,7.0,0.0,6.0,305.0,1.0,4.0,1.0,1.0,7.0,1.0,10.0,36.0,20.0,0.0,0.0
653,E00175270,2.0,0.0,0.0,0.0,8.0,4.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,10.0,4.0,0.0,3.0,0.0,4.0,0.0,1.0,7.0,0.0,456.0,19.0,0.0,0.0,56.0,0.0,13.0,0.0,10.0,12.0,2.0,10.0,2.0,38.0,0.0,72.0,2.0,0.0,12.0,1.0,2.0,1.0,0.0,3.0,0.0,12.0,1.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,8.0,0.0,6.0,0.0,1.0,3.0,456.0,0.0,1.0,5.0,0.0,5.0,33.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,139.0,0.0,8.0,0.0,0.0,3.0,0.0,3.0,7.0,2.0,0.0,0.0
654,E00023827,5.0,0.0,0.0,0.0,5.0,4.0,3.0,3.0,13.0,38.0,0.0,1.0,0.0,1.0,8.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,1.0,137.0,1.0,371.0,0.0,1.0,2.0,8.0,1448.0,47.0,0.0,1.0,34.0,0.0,8.0,0.0,22.0,1.0,11.0,25.0,0.0,869.0,0.0,16.0,101.0,2.0,9.0,1.0,11.0,2.0,0.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,18.0,0.0,2.0,1448.0,0.0,1.0,0.0,1.0,17.0,28.0,1.0,10.0,1.0,3.0,1.0,23.0,0.0,1.0,126.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,3.0,1.0,0.0
655,E00023855,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,209.0,9.0,0.0,0.0,32.0,0.0,2.0,0.0,14.0,3.0,3.0,7.0,0.0,16.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,6.0,209.0,0.0,2.0,5.0,0.0,1.0,20.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
656,E00023492,12.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,1.0,4.0,0.0,5.0,0.0,1.0,3.0,5.0,491.0,30.0,0.0,0.0,30.0,0.0,1.0,0.0,15.0,4.0,9.0,10.0,0.0,55.0,0.0,5.0,2.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,14.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,16.0,3.0,491.0,0.0,0.0,0.0,0.0,24.0,17.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,1.0,33.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,2.0,1.0,0.0
657,E00024115,29.0,1.0,0.0,0.0,65.0,7.0,3.0,16.0,37.0,16.0,0.0,3.0,0.0,0.0,14.0,1.0,2.0,7.0,3.0,0.0,1.0,0.0,3.0,0.0,104.0,2.0,0.0,6.0,2.0,7.0,1.0,2.0,9.0,10.0,2200.0,393.0,0.0,2.0,96.0,0.0,5.0,0.0,102.0,2.0,5.0,14.0,0.0,90.0,0.0,50.0,1.0,4.0,59.0,4.0,23.0,2.0,4.0,3.0,1.0,19.0,3.0,6.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,7.0,4.0,0.0,2.0,1.0,8.0,0.0,2200.0,0.0,2.0,2.0,2.0,107.0,66.0,3.0,8.0,1.0,25.0,1.0,13.0,0.0,0.0,317.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,13.0,4.0,0.0,0.0
658,E00023455,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,183.0,2.0,0.0,1.0,19.0,0.0,1.0,0.0,7.0,3.0,1.0,9.0,0.0,27.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,183.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,22.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0
659,E00023448,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,213.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,213.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0
660,E00023773,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,153.0,14.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,153.0,0.0,1.0,3.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0
661,E00023592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,16.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,2.0,5.0,169.0,0.0,0.0,3.0,1.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
662,E00023764,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,0.0,3.0,8.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,6.0,0.0,6.0,3.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,420.0,20.0,0.0,1.0,59.0,0.0,2.0,1.0,7.0,7.0,8.0,5.0,1.0,38.0,0.0,11.0,3.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,1.0,16.0,3.0,8.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,6.0,0.0,1.0,1.0,7.0,1.0,420.0,0.0,0.0,6.0,0.0,6.0,40.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,2.0,61.0,0.0,6.0,0.0,0.0,1.0,0.0,10.0,8.0,1.0,0.0,0.0
663,E00175207,1.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,10.0,11.0,0.0,2.0,0.0,7.0,5.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.0,0.0,11.0,0.0,9.0,3.0,1.0,580.0,101.0,0.0,2.0,36.0,1.0,2.0,0.0,25.0,2.0,7.0,9.0,0.0,52.0,0.0,6.0,0.0,2.0,5.0,1.0,9.0,0.0,1.0,2.0,1.0,11.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,1.0,580.0,0.0,0.0,1.0,1.0,30.0,25.0,0.0,6.0,0.0,9.0,1.0,2.0,0.0,1.0,80.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,3.0,2.0,0.0,0.0
664,E00023552,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116.0,5.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,116.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
665,E00023443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,126.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,12.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0
666,E00023574,3.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,4.0,8.0,1.0,2.0,0.0,3.0,9.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,13.0,6.0,0.0,3.0,0.0,11.0,0.0,2.0,5.0,0.0,584.0,25.0,0.0,1.0,76.0,0.0,12.0,1.0,15.0,15.0,2.0,14.0,2.0,49.0,0.0,61.0,3.0,0.0,13.0,1.0,2.0,1.0,0.0,3.0,1.0,20.0,4.0,11.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,9.0,0.0,6.0,0.0,2.0,4.0,584.0,0.0,1.0,6.0,0.0,6.0,47.0,1.0,11.0,0.0,0.0,2.0,0.0,0.0,5.0,150.0,0.0,11.0,0.0,0.0,3.0,0.0,5.0,10.0,4.0,0.0,0.0
667,E00175259,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,194.0,15.0,0.0,0.0,19.0,0.0,0.0,2.0,10.0,3.0,0.0,4.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,1.0,1.0,194.0,0.0,2.0,5.0,1.0,7.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,2.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0
668,E00175232,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,278.0,4.0,0.0,1.0,31.0,1.0,2.0,0.0,15.0,7.0,2.0,9.0,0.0,19.0,0.0,11.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,5.0,278.0,0.0,0.0,2.0,1.0,7.0,11.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0
669,E00023972,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,164.0,4.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,26.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,164.0,0.0,0.0,3.0,1.0,2.0,6.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0
670,E00023475,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,2.0,0.0,41.0,2.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,311.0,7.0,0.0,0.0,29.0,0.0,5.0,0.0,11.0,3.0,6.0,8.0,0.0,31.0,0.0,14.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,311.0,0.0,0.0,1.0,0.0,11.0,20.0,0.0,9.0,0.0,2.0,0.0,3.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
671,E00023732,1.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,13.0,12.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,7.0,0.0,486.0,24.0,0.0,0.0,70.0,0.0,1.0,0.0,15.0,5.0,5.0,6.0,0.0,40.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,1.0,9.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,2.0,486.0,0.0,0.0,2.0,0.0,10.0,46.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,3.0,63.0,1.0,4.0,1.0,1.0,3.0,0.0,6.0,5.0,2.0,0.0,0.0
672,E00023704,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,5.0,305.0,7.0,0.0,0.0,16.0,0.0,1.0,0.0,9.0,2.0,8.0,4.0,0.0,43.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,14.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,2.0,7.0,2.0,305.0,0.0,0.0,4.0,0.0,4.0,11.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,27.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,2.0,4.0,0.0,0.0
673,E00024128,16.0,0.0,0.0,0.0,13.0,7.0,3.0,7.0,49.0,23.0,1.0,3.0,0.0,1.0,24.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,44.0,5.0,2.0,5.0,2.0,4.0,0.0,2.0,39.0,0.0,1630.0,93.0,0.0,0.0,123.0,0.0,5.0,0.0,31.0,6.0,9.0,33.0,1.0,78.0,0.0,31.0,3.0,3.0,5.0,2.0,10.0,0.0,2.0,5.0,0.0,22.0,1.0,9.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,2.0,2.0,0.0,1.0,4.0,3.0,2.0,1630.0,1.0,0.0,1.0,1.0,26.0,94.0,0.0,9.0,1.0,7.0,3.0,6.0,0.0,4.0,188.0,0.0,5.0,0.0,1.0,3.0,0.0,3.0,32.0,8.0,0.0,0.0
674,E00023489,12.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,17.0,0.0,1.0,0.0,1.0,7.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,1.0,0.0,5.0,0.0,9.0,0.0,2.0,4.0,5.0,553.0,27.0,0.0,1.0,33.0,0.0,3.0,0.0,26.0,4.0,11.0,13.0,0.0,84.0,0.0,12.0,4.0,1.0,2.0,6.0,4.0,0.0,1.0,3.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,3.0,5.0,3.0,553.0,0.0,0.0,1.0,2.0,26.0,20.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,50.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,2.0,0.0
675,E00023799,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,11.0,0.0,2.0,0.0,0.0,135.0,10.0,0.0,2.0,16.0,0.0,0.0,0.0,4.0,5.0,1.0,3.0,0.0,25.0,0.0,2.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,135.0,0.0,2.0,2.0,0.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
