,OA,accounting,airport,amusement_park,aquarium,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bowling_alley,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,cemetery,church,city_hall,clothing_store,convenience_store,courthouse,dentist,department_store,doctor,drugstore,electrician,electronics_store,embassy,establishment,finance,fire_station,florist,food,funeral_home,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,hindu_temple,home_goods_store,hospital,insurance_agency,jewelry_store,laundry,lawyer,library,liquor_store,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,mosque,movie_rental,movie_theater,moving_company,museum,night_club,painter,park,parking,pet_store,pharmacy,physiotherapist,place_of_worship,plumber,point_of_interest,police,post_office,premise,primary_school,real_estate_agency,restaurant,roofing_contractor,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,subway_station,supermarket,synagogue,taxi_stand,tourist_attraction,train_station,transit_station,travel_agency,university,veterinary_care,zoo,[shared_scale] - accounting,[shared_scale] - airport,[shared_scale] - amusement_park,[shared_scale] - aquarium,[shared_scale] - art_gallery,[shared_scale] - atm,[shared_scale] - bakery,[shared_scale] - bank,[shared_scale] - bar,[shared_scale] - beauty_salon,[shared_scale] - bicycle_store,[shared_scale] - book_store,[shared_scale] - bowling_alley,[shared_scale] - bus_station,[shared_scale] - cafe,[shared_scale] - campground,[shared_scale] - car_dealer,[shared_scale] - car_rental,[shared_scale] - car_repair,[shared_scale] - car_wash,[shared_scale] - casino,[shared_scale] - cemetery,[shared_scale] - church,[shared_scale] - city_hall,[shared_scale] - clothing_store,[shared_scale] - convenience_store,[shared_scale] - courthouse,[shared_scale] - dentist,[shared_scale] - department_store,[shared_scale] - drugstore,[shared_scale] - electrician,[shared_scale] - electronics_store,[shared_scale] - embassy,[shared_scale] - finance,[shared_scale] - fire_station,[shared_scale] - florist,[shared_scale] - funeral_home,[shared_scale] - furniture_store,[shared_scale] - gas_station,[shared_scale] - general_contractor,[shared_scale] - grocery_or_supermarket,[shared_scale] - gym,[shared_scale] - hair_care,[shared_scale] - hardware_store,[shared_scale] - hindu_temple,[shared_scale] - home_goods_store,[shared_scale] - hospital,[shared_scale] - insurance_agency,[shared_scale] - jewelry_store,[shared_scale] - laundry,[shared_scale] - lawyer,[shared_scale] - library,[shared_scale] - liquor_store,[shared_scale] - local_government_office,[shared_scale] - locksmith,[shared_scale] - lodging,[shared_scale] - meal_delivery,[shared_scale] - meal_takeaway,[shared_scale] - mosque,[shared_scale] - movie_rental,[shared_scale] - movie_theater,[shared_scale] - moving_company,[shared_scale] - museum,[shared_scale] - night_club,[shared_scale] - painter,[shared_scale] - park,[shared_scale] - parking,[shared_scale] - pet_store,[shared_scale] - pharmacy,[shared_scale] - physiotherapist,[shared_scale] - place_of_worship,[shared_scale] - plumber,[shared_scale] - police,[shared_scale] - post_office,[shared_scale] - premise,[shared_scale] - primary_school,[shared_scale] - real_estate_agency,[shared_scale] - restaurant,[shared_scale] - roofing_contractor,[shared_scale] - school,[shared_scale] - secondary_school,[shared_scale] - shoe_store,[shared_scale] - shopping_mall,[shared_scale] - spa,[shared_scale] - stadium,[shared_scale] - storage,[shared_scale] - subway_station,[shared_scale] - supermarket,[shared_scale] - synagogue,[shared_scale] - taxi_stand,[shared_scale] - tourist_attraction,[shared_scale] - train_station,[shared_scale] - transit_station,[shared_scale] - travel_agency,[shared_scale] - university,[shared_scale] - veterinary_care,[shared_scale] - zoo
0,E00023722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,E00023889,0.0,0.0,0.0,0.0,0.01245202148419248,0.01245202148419248,0.02490404296838496,0.0,0.08716415038934736,0.14942425781030977,0.0,0.01245202148419248,0.0,0.0,0.09961617187353984,0.0,0.0,0.02490404296838496,0.07471212890515488,0.01245202148419248,0.0,0.0,0.0,0.0,0.22413638671546465,0.04980808593676992,0.0,0.07471212890515488,0.0,0.07471212890515488,0.0,0.02490404296838496,0.07471212890515488,0.01245202148419248,4.694412099540565,0.23658840819965712,0.0,0.02490404296838496,0.5105328808518916,0.0,0.01245202148419248,0.01245202148419248,0.1245202148419248,0.01245202148419248,0.0622601074209624,0.14942425781030977,0.01245202148419248,0.8591894824092812,0.0,0.08716415038934736,0.02490404296838496,0.0,0.02490404296838496,0.0622601074209624,0.03735606445257744,0.01245202148419248,0.01245202148419248,0.0,0.0,0.04980808593676992,0.01245202148419248,0.02490404296838496,0.0,0.0,0.0,0.02490404296838496,0.0,0.0,0.0,0.0,0.02490404296838496,0.01245202148419248,0.03735606445257744,0.01245202148419248,0.0,0.02490404296838496,4.694412099540565,0.0,0.02490404296838496,0.02490404296838496,0.0,0.1867803222628872,0.3486566015573894,0.0,0.13697223632611727,0.0,0.03735606445257744,0.0,0.0622601074209624,0.0,0.01245202148419248,0.8591894824092812,0.0,0.0,0.0,0.01245202148419248,0.01245202148419248,0.0,0.0,0.01245202148419248,0.0,0.01245202148419248,0.0,0.0,0.0,0.0,0.0,0.01245202148419248,0.01245202148419248,0.02490404296838496,0.0,0.08716415038934736,0.14942425781030977,0.0,0.01245202148419248,0.0,0.0,0.09961617187353984,0.0,0.0,0.02490404296838496,0.07471212890515488,0.01245202148419248,0.0,0.0,0.0,0.0,0.22413638671546465,0.04980808593676992,0.0,0.07471212890515488,0.0,0.0,0.02490404296838496,0.07471212890515488,0.01245202148419248,0.23658840819965712,0.0,0.02490404296838496,0.0,0.01245202148419248,0.01245202148419248,0.1245202148419248,0.01245202148419248,0.0622601074209624,0.14942425781030977,0.01245202148419248,0.0,0.08716415038934736,0.02490404296838496,0.0,0.02490404296838496,0.0622601074209624,0.03735606445257744,0.01245202148419248,0.01245202148419248,0.0,0.0,0.04980808593676992,0.01245202148419248,0.02490404296838496,0.0,0.0,0.0,0.02490404296838496,0.0,0.0,0.0,0.0,0.02490404296838496,0.01245202148419248,0.03735606445257744,0.01245202148419248,0.0,0.02490404296838496,0.0,0.02490404296838496,0.02490404296838496,0.0,0.1867803222628872,0.3486566015573894,0.0,0.13697223632611727,0.0,0.03735606445257744,0.0,0.0622601074209624,0.0,0.01245202148419248,0.0,0.0,0.0,0.01245202148419248,0.01245202148419248,0.0,0.0,0.01245202148419248,0.0,0.01245202148419248,0.0
2,E00023808,0.01326878671922126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01326878671922126,0.02653757343844252,0.0,0.0,0.0,0.0,0.039806360157663784,0.0,0.0,0.0,0.02653757343844252,0.0,0.0,0.0,0.0,0.0,0.01326878671922126,0.02653757343844252,0.0,0.0,0.0,0.01326878671922126,0.0,0.0663439335961063,0.01326878671922126,0.0,2.0301243680408527,0.09288150703454882,0.0,0.01326878671922126,0.15922544063065514,0.0,0.02653757343844252,0.0,0.05307514687688504,0.02653757343844252,0.01326878671922126,0.02653757343844252,0.0,0.2653757343844252,0.0,0.0663439335961063,0.0,0.0,0.0,0.02653757343844252,0.02653757343844252,0.0,0.0,0.0,0.0,0.039806360157663784,0.0,0.0,0.0,0.0,0.0,0.01326878671922126,0.0,0.0,0.0,0.01326878671922126,0.0663439335961063,0.0,0.0,0.0,0.01326878671922126,0.02653757343844252,2.0301243680408527,0.0,0.02653757343844252,0.0663439335961063,0.0,0.039806360157663784,0.05307514687688504,0.0,0.039806360157663784,0.0,0.0,0.0,0.0,0.0,0.0,0.23883816094598267,0.0,0.0,0.0,0.0,0.0,0.0,0.039806360157663784,0.0,0.01326878671922126,0.0,0.0,0.01326878671922126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01326878671922126,0.02653757343844252,0.0,0.0,0.0,0.0,0.039806360157663784,0.0,0.0,0.0,0.02653757343844252,0.0,0.0,0.0,0.0,0.0,0.01326878671922126,0.02653757343844252,0.0,0.0,0.0,0.0,0.0663439335961063,0.01326878671922126,0.0,0.09288150703454882,0.0,0.01326878671922126,0.0,0.02653757343844252,0.0,0.05307514687688504,0.02653757343844252,0.01326878671922126,0.02653757343844252,0.0,0.0,0.0663439335961063,0.0,0.0,0.0,0.02653757343844252,0.02653757343844252,0.0,0.0,0.0,0.0,0.039806360157663784,0.0,0.0,0.0,0.0,0.0,0.01326878671922126,0.0,0.0,0.0,0.01326878671922126,0.0663439335961063,0.0,0.0,0.0,0.01326878671922126,0.02653757343844252,0.0,0.02653757343844252,0.0663439335961063,0.0,0.039806360157663784,0.05307514687688504,0.0,0.039806360157663784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039806360157663784,0.0,0.01326878671922126,0.0,0.0
3,E00024069,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.04,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.06,0.0,0.02,0.02,0.0,3.86,0.26,0.0,0.0,0.16,0.0,0.04,0.0,0.08,0.0,0.02,0.04,0.0,0.32,0.0,0.08,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.0,0.0,0.02,0.02,0.0,0.02,3.86,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.04,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.26,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.02,0.04,0.0,0.0,0.08,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.0
4,E00024056,0.04657822193777558,0.0,0.0,0.0,0.0,0.0,0.011644555484443896,0.0,0.02328911096888779,0.0,0.0,0.011644555484443896,0.0,0.02328911096888779,0.04657822193777558,0.0,0.011644555484443896,0.03493366645333169,0.02328911096888779,0.0,0.0,0.0,0.03493366645333169,0.0,0.011644555484443896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011644555484443896,3.213897313706515,0.12809011032888284,0.0,0.011644555484443896,0.12809011032888284,0.0,0.0,0.0,0.06986733290666337,0.02328911096888779,0.0,0.02328911096888779,0.0,0.11644555484443896,0.0,0.011644555484443896,0.011644555484443896,0.0,0.0,0.011644555484443896,0.011644555484443896,0.011644555484443896,0.0,0.011644555484443896,0.0,0.5822277742221947,0.0,0.0,0.02328911096888779,0.0,0.0,0.0,0.02328911096888779,0.0,0.0,0.03493366645333169,0.06986733290666337,0.0,0.0,0.0,0.06986733290666337,0.0,3.213897313706515,0.0,0.0,0.03493366645333169,0.0,0.04657822193777558,0.05822277742221948,0.011644555484443896,0.05822277742221948,0.0,0.0,0.011644555484443896,0.0,0.0,0.05822277742221948,0.18631288775110233,0.0,0.011644555484443896,0.0,0.011644555484443896,0.02328911096888779,0.0,0.04657822193777558,0.06986733290666337,0.011644555484443896,0.0,0.0,0.04657822193777558,0.0,0.0,0.0,0.0,0.0,0.011644555484443896,0.0,0.02328911096888779,0.0,0.0,0.011644555484443896,0.0,0.02328911096888779,0.04657822193777558,0.0,0.011644555484443896,0.03493366645333169,0.02328911096888779,0.0,0.0,0.0,0.03493366645333169,0.0,0.011644555484443896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011644555484443896,0.12809011032888284,0.0,0.011644555484443896,0.0,0.0,0.0,0.06986733290666337,0.02328911096888779,0.0,0.02328911096888779,0.0,0.0,0.011644555484443896,0.011644555484443896,0.0,0.0,0.011644555484443896,0.011644555484443896,0.011644555484443896,0.0,0.011644555484443896,0.0,0.5822277742221947,0.0,0.0,0.02328911096888779,0.0,0.0,0.0,0.02328911096888779,0.0,0.0,0.03493366645333169,0.06986733290666337,0.0,0.0,0.0,0.06986733290666337,0.0,0.0,0.0,0.03493366645333169,0.0,0.04657822193777558,0.05822277742221948,0.011644555484443896,0.05822277742221948,0.0,0.0,0.011644555484443896,0.0,0.0,0.05822277742221948,0.0,0.011644555484443896,0.0,0.011644555484443896,0.02328911096888779,0.0,0.04657822193777558,0.06986733290666337,0.011644555484443896,0.0,0.0
5,E00023555,0.0,0.0,0.0,0.0,0.0,0.011176566343042921,0.0,0.0,0.011176566343042921,0.011176566343042921,0.0,0.0,0.0,0.0,0.033529699029128765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022353132686085842,0.0,0.0,0.0,0.011176566343042921,0.0,0.0,0.0,0.0,1.1847160323625496,0.033529699029128765,0.0,0.0,0.055882831715214604,0.0,0.0,0.011176566343042921,0.044706265372171684,0.0,0.011176566343042921,0.011176566343042921,0.0,0.19000162783172966,0.0,0.011176566343042921,0.0,0.0,0.011176566343042921,0.011176566343042921,0.0,0.0,0.0,0.0,0.0,0.11176566343042921,0.0,0.0,0.0,0.0,0.0,0.011176566343042921,0.0,0.0,0.011176566343042921,0.0,0.033529699029128765,0.0,0.011176566343042921,0.033529699029128765,0.0,0.0,1.1847160323625496,0.0,0.0,0.033529699029128765,0.011176566343042921,0.022353132686085842,0.022353132686085842,0.011176566343042921,0.033529699029128765,0.0,0.0,0.0,0.011176566343042921,0.0,0.0,0.11176566343042921,0.0,0.0,0.0,0.0,0.0,0.0,0.022353132686085842,0.011176566343042921,0.011176566343042921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011176566343042921,0.0,0.0,0.011176566343042921,0.011176566343042921,0.0,0.0,0.0,0.0,0.033529699029128765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022353132686085842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033529699029128765,0.0,0.0,0.0,0.0,0.011176566343042921,0.044706265372171684,0.0,0.011176566343042921,0.011176566343042921,0.0,0.0,0.011176566343042921,0.0,0.0,0.011176566343042921,0.011176566343042921,0.0,0.0,0.0,0.0,0.0,0.11176566343042921,0.0,0.0,0.0,0.0,0.0,0.011176566343042921,0.0,0.0,0.011176566343042921,0.0,0.033529699029128765,0.0,0.011176566343042921,0.033529699029128765,0.0,0.0,0.0,0.0,0.033529699029128765,0.011176566343042921,0.022353132686085842,0.022353132686085842,0.011176566343042921,0.033529699029128765,0.0,0.0,0.0,0.011176566343042921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022353132686085842,0.011176566343042921,0.011176566343042921,0.0,0.0
6,E00023887,0.006175315724884394,0.0,0.0,0.0,0.006175315724884394,0.012350631449768787,0.018525947174653182,0.006175315724884394,0.030876578624421967,0.07410378869861273,0.0,0.012350631449768787,0.0,0.012350631449768787,0.06792847297372832,0.0,0.006175315724884394,0.018525947174653182,0.024701262899537575,0.0,0.0,0.006175315724884394,0.0,0.0,0.11115568304791909,0.030876578624421967,0.0,0.024701262899537575,0.0,0.4013955221174856,0.0,0.012350631449768787,0.037051894349306363,0.006175315724884394,3.0197293894684685,0.15438289312210984,0.0,0.018525947174653182,0.2964151547944509,0.0,0.0,0.006175315724884394,0.08027910442349712,0.030876578624421967,0.012350631449768787,0.061753157248843935,0.006175315724884394,0.957173937357081,0.0,0.04322721007419075,0.1914347874714162,0.0,0.012350631449768787,0.037051894349306363,0.018525947174653182,0.006175315724884394,0.006175315724884394,0.0,0.006175315724884394,0.037051894349306363,0.006175315724884394,0.024701262899537575,0.0,0.0,0.0,0.012350631449768787,0.0,0.006175315724884394,0.0,0.012350631449768787,0.04940252579907515,0.006175315724884394,0.018525947174653182,0.006175315724884394,0.0,0.018525947174653182,3.0197293894684685,0.0,0.012350631449768787,0.037051894349306363,0.0,0.0988050515981503,0.17908415602164743,0.006175315724884394,0.055577841523959545,0.0,0.018525947174653182,0.006175315724884394,0.030876578624421967,0.006175315724884394,0.024701262899537575,0.4693239950912139,0.006175315724884394,0.006175315724884394,0.0,0.006175315724884394,0.018525947174653182,0.0,0.061753157248843935,0.006175315724884394,0.0,0.006175315724884394,0.0,0.006175315724884394,0.0,0.0,0.0,0.006175315724884394,0.012350631449768787,0.018525947174653182,0.006175315724884394,0.030876578624421967,0.07410378869861273,0.0,0.012350631449768787,0.0,0.012350631449768787,0.06792847297372832,0.0,0.006175315724884394,0.018525947174653182,0.024701262899537575,0.0,0.0,0.006175315724884394,0.0,0.0,0.11115568304791909,0.030876578624421967,0.0,0.024701262899537575,0.0,0.0,0.012350631449768787,0.037051894349306363,0.006175315724884394,0.15438289312210984,0.0,0.018525947174653182,0.0,0.0,0.006175315724884394,0.08027910442349712,0.030876578624421967,0.012350631449768787,0.061753157248843935,0.006175315724884394,0.0,0.04322721007419075,0.1914347874714162,0.0,0.012350631449768787,0.037051894349306363,0.018525947174653182,0.006175315724884394,0.006175315724884394,0.0,0.006175315724884394,0.037051894349306363,0.006175315724884394,0.024701262899537575,0.0,0.0,0.0,0.012350631449768787,0.0,0.006175315724884394,0.0,0.012350631449768787,0.04940252579907515,0.006175315724884394,0.018525947174653182,0.006175315724884394,0.0,0.018525947174653182,0.0,0.012350631449768787,0.037051894349306363,0.0,0.0988050515981503,0.17908415602164743,0.006175315724884394,0.055577841523959545,0.0,0.018525947174653182,0.006175315724884394,0.030876578624421967,0.006175315724884394,0.024701262899537575,0.006175315724884394,0.006175315724884394,0.0,0.006175315724884394,0.018525947174653182,0.0,0.061753157248843935,0.006175315724884394,0.0,0.006175315724884394,0.0
7,E00024042,0.018098027107070497,0.0,0.0,0.0,0.009049013553535249,0.04524506776767624,0.018098027107070497,0.0,0.0,0.07239210842828199,0.0,0.018098027107070497,0.0,0.018098027107070497,0.027147040660605748,0.0,0.0,0.036196054214140995,0.018098027107070497,0.0,0.0,0.0,0.036196054214140995,0.0,0.018098027107070497,0.027147040660605748,0.0,0.0,0.0,0.009049013553535249,0.0,0.009049013553535249,0.009049013553535249,0.009049013553535249,3.0857136217555197,0.23527435239191646,0.0,0.0,0.13573520330302874,0.0,0.027147040660605748,0.0,0.07239210842828199,0.04524506776767624,0.0,0.036196054214140995,0.0,0.19002928462424024,0.0,0.054294081321211496,0.0,0.0,0.0,0.036196054214140995,0.009049013553535249,0.0,0.0,0.009049013553535249,0.009049013553535249,0.2443233659454517,0.009049013553535249,0.018098027107070497,0.0,0.0,0.0,0.009049013553535249,0.0,0.018098027107070497,0.027147040660605748,0.009049013553535249,0.009049013553535249,0.0,0.009049013553535249,0.0,0.036196054214140995,0.027147040660605748,3.0857136217555197,0.0,0.027147040660605748,0.0,0.009049013553535249,0.06334309487474674,0.027147040660605748,0.009049013553535249,0.036196054214140995,0.0,0.0,0.009049013553535249,0.0,0.0,0.018098027107070497,0.325764487927269,0.0,0.027147040660605748,0.0,0.0,0.018098027107070497,0.0,0.036196054214140995,0.018098027107070497,0.009049013553535249,0.0,0.0,0.018098027107070497,0.0,0.0,0.0,0.009049013553535249,0.04524506776767624,0.018098027107070497,0.0,0.0,0.07239210842828199,0.0,0.018098027107070497,0.0,0.018098027107070497,0.027147040660605748,0.0,0.0,0.036196054214140995,0.018098027107070497,0.0,0.0,0.0,0.036196054214140995,0.0,0.018098027107070497,0.027147040660605748,0.0,0.0,0.0,0.0,0.009049013553535249,0.009049013553535249,0.009049013553535249,0.23527435239191646,0.0,0.0,0.0,0.027147040660605748,0.0,0.07239210842828199,0.04524506776767624,0.0,0.036196054214140995,0.0,0.0,0.054294081321211496,0.0,0.0,0.0,0.036196054214140995,0.009049013553535249,0.0,0.0,0.009049013553535249,0.009049013553535249,0.2443233659454517,0.009049013553535249,0.018098027107070497,0.0,0.0,0.0,0.009049013553535249,0.0,0.018098027107070497,0.027147040660605748,0.009049013553535249,0.009049013553535249,0.0,0.009049013553535249,0.0,0.036196054214140995,0.027147040660605748,0.0,0.027147040660605748,0.0,0.009049013553535249,0.06334309487474674,0.027147040660605748,0.009049013553535249,0.036196054214140995,0.0,0.0,0.009049013553535249,0.0,0.0,0.018098027107070497,0.0,0.027147040660605748,0.0,0.0,0.018098027107070497,0.0,0.036196054214140995,0.018098027107070497,0.009049013553535249,0.0,0.0
8,E00023706,0.012772374105696026,0.0,0.0,0.0,0.0,0.0,0.006386187052848013,0.0,0.006386187052848013,0.0,0.0,0.0,0.0,0.012772374105696026,0.0,0.0,0.0,0.01915856115854404,0.006386187052848013,0.0,0.0,0.0,0.0,0.0,0.012772374105696026,0.006386187052848013,0.006386187052848013,0.0,0.0,0.025544748211392052,0.0,0.0,0.0,0.0,1.507140144472131,0.051089496422784104,0.0,0.0,0.051089496422784104,0.0,0.0,0.0,0.051089496422784104,0.0,0.0,0.006386187052848013,0.0,0.11495136695126423,0.0,0.012772374105696026,0.006386187052848013,0.0,0.006386187052848013,0.006386187052848013,0.0,0.0,0.0,0.006386187052848013,0.0,0.12772374105696027,0.0,0.0,0.0,0.0,0.0,0.012772374105696026,0.0,0.0,0.006386187052848013,0.012772374105696026,0.08940661873987218,0.0,0.0,0.0,0.0,0.006386187052848013,1.507140144472131,0.0,0.0,0.07663424463417616,0.0,0.06386187052848014,0.01915856115854404,0.0,0.01915856115854404,0.0,0.0,0.006386187052848013,0.006386187052848013,0.0,0.006386187052848013,0.07024805758132814,0.0,0.0,0.0,0.0,0.0,0.0,0.01915856115854404,0.03831712231708808,0.0,0.0,0.0,0.012772374105696026,0.0,0.0,0.0,0.0,0.0,0.006386187052848013,0.0,0.006386187052848013,0.0,0.0,0.0,0.0,0.012772374105696026,0.0,0.0,0.0,0.01915856115854404,0.006386187052848013,0.0,0.0,0.0,0.0,0.0,0.012772374105696026,0.006386187052848013,0.006386187052848013,0.0,0.0,0.0,0.0,0.0,0.0,0.051089496422784104,0.0,0.0,0.0,0.0,0.0,0.051089496422784104,0.0,0.0,0.006386187052848013,0.0,0.0,0.012772374105696026,0.006386187052848013,0.0,0.006386187052848013,0.006386187052848013,0.0,0.0,0.0,0.006386187052848013,0.0,0.12772374105696027,0.0,0.0,0.0,0.0,0.0,0.012772374105696026,0.0,0.0,0.006386187052848013,0.012772374105696026,0.08940661873987218,0.0,0.0,0.0,0.0,0.006386187052848013,0.0,0.0,0.07663424463417616,0.0,0.06386187052848014,0.01915856115854404,0.0,0.01915856115854404,0.0,0.0,0.006386187052848013,0.006386187052848013,0.0,0.006386187052848013,0.0,0.0,0.0,0.0,0.0,0.0,0.01915856115854404,0.03831712231708808,0.0,0.0,0.0
9,E00023787,0.007930006931579378,0.0,0.0,0.0,0.0,0.0,0.015860013863158755,0.0,0.015860013863158755,0.03172002772631751,0.0,0.015860013863158755,0.0,0.03965003465789689,0.03172002772631751,0.0,0.0,0.007930006931579378,0.007930006931579378,0.0,0.0,0.0,0.007930006931579378,0.0,0.0,0.007930006931579378,0.0,0.03172002772631751,0.0,0.0,0.0,0.007930006931579378,0.007930006931579378,0.0,1.094340956557954,0.02379002079473813,0.0,0.0,0.07930006931579378,0.0,0.007930006931579378,0.0,0.03172002772631751,0.007930006931579378,0.03965003465789689,0.02379002079473813,0.0,0.12688011090527004,0.0,0.02379002079473813,0.0,0.0,0.015860013863158755,0.02379002079473813,0.007930006931579378,0.015860013863158755,0.015860013863158755,0.0,0.007930006931579378,0.06344005545263502,0.007930006931579378,0.015860013863158755,0.007930006931579378,0.0,0.0,0.0,0.0,0.0,0.0,0.02379002079473813,0.03965003465789689,0.0,0.007930006931579378,0.0,0.02379002079473813,0.0,1.094340956557954,0.0,0.0,0.04758004158947626,0.0,0.007930006931579378,0.04758004158947626,0.0,0.04758004158947626,0.0,0.0,0.0,0.007930006931579378,0.0,0.0,0.13481011783684943,0.0,0.007930006931579378,0.0,0.0,0.0,0.0,0.07930006931579378,0.0,0.0,0.007930006931579378,0.0,0.007930006931579378,0.0,0.0,0.0,0.0,0.0,0.015860013863158755,0.0,0.015860013863158755,0.03172002772631751,0.0,0.015860013863158755,0.0,0.03965003465789689,0.03172002772631751,0.0,0.0,0.007930006931579378,0.007930006931579378,0.0,0.0,0.0,0.007930006931579378,0.0,0.0,0.007930006931579378,0.0,0.03172002772631751,0.0,0.0,0.007930006931579378,0.007930006931579378,0.0,0.02379002079473813,0.0,0.0,0.0,0.007930006931579378,0.0,0.03172002772631751,0.007930006931579378,0.03965003465789689,0.02379002079473813,0.0,0.0,0.02379002079473813,0.0,0.0,0.015860013863158755,0.02379002079473813,0.007930006931579378,0.015860013863158755,0.015860013863158755,0.0,0.007930006931579378,0.06344005545263502,0.007930006931579378,0.015860013863158755,0.007930006931579378,0.0,0.0,0.0,0.0,0.0,0.0,0.02379002079473813,0.03965003465789689,0.0,0.007930006931579378,0.0,0.02379002079473813,0.0,0.0,0.0,0.04758004158947626,0.0,0.007930006931579378,0.04758004158947626,0.0,0.04758004158947626,0.0,0.0,0.0,0.007930006931579378,0.0,0.0,0.0,0.007930006931579378,0.0,0.0,0.0,0.0,0.07930006931579378,0.0,0.0,0.007930006931579378,0.0
