,OA,Paycheck Mean Income,Mean Net Disposable Income,Mean Gross Disposable Income,Mean Net Disposable Income Band,"CACI_Essential_Outgoings - Income tax, NI","CACI_Essential_Outgoings - Mortgage, social rent, private rent","CACI_Essential_Outgoings - Council tax, utilities, water, structure insurance, NI domestic rates","CACI_Essential_Outgoings - Food, clothing","CACI_Essential_Outgoings - Childcare, student loans, pension",CACI_Essential_Outgoings - Travel to work,Mean over all households in an OA: Income tax - Income tax,Mean over all households in an OA: Income tax - National Insurance,Mean over all households in an OA: Income tax - Mortgage,Mean over all households in an OA: Income tax - Private rent,Mean over all households in an OA: Income tax - Social rent,Mean over all households in an OA: Income tax - Council tax,Mean over all households in an OA: Income tax - Water bills,"Mean over all households in an OA: Income tax - Gas, electricity, oil",Mean over all households in an OA: Income tax - Structure insurance,Mean over all households in an OA: Income tax - Food costs,Mean over all households in an OA: Income tax - Clothing costs,Mean over all households in an OA: Income tax - Childcare,Mean over all households in an OA: Income tax - Student loan,Mean over all households in an OA: Income tax - Pension,Mean over all households in an OA: Income tax - Travel to work,Mean over relevant households in an OA - Income tax,Mean over relevant households in an OA - National Insurance,Mean over relevant households in an OA - Mortgage,Mean over relevant households in an OA - Private rent,Mean over relevant households in an OA - Social rent,Mean over relevant households in an OA - Council tax,Mean over relevant households in an OA - Water bills,"Mean over relevant households in an OA - Gas, electricity, oil",Mean over relevant households in an OA - Structure insurance,Mean over relevant households in an OA - Food costs,Mean over relevant households in an OA - Clothing costs,Mean over relevant households in an OA - Childcare,Mean over relevant households in an OA - Student loan,Mean over relevant households in an OA - Pension,Mean over relevant households in an OA - Travel to work,Proportion of households paying % - Income tax,Proportion of households paying % - National Insurance,Proportion of households paying % - Mortgage,Proportion of households paying % - Private rent,Proportion of households paying % - Social rent,Proportion of households paying % - Council tax,Proportion of households paying % - Water bills,"Proportion of households paying % - Gas, electricity, oil",Proportion of households paying % - Structure insurance,Proportion of households paying % - Food costs,Proportion of households paying % - Clothing costs,Proportion of households paying % - Childcare,Proportion of households paying % - Student loan,Proportion of households paying % - Pension,Proportion of households paying % - Travel to work
667,E00024122,39.52,11.303,31.955,11.167,7.565,12.29,1.481,4.114,2.143,0.625,4.706,2.859,0.094,9.579,2.617,0.499,0.435,0.494,0.055,2.989,1.122,0.761,0.073,1.307,0.625,4.706,3.325,1.649,11.801,3.847,0.503,0.435,0.494,0.115,2.989,1.122,1.095,0.366,1.54,0.752,100.0,84.133,0.8,38.467,43.533,99.133,100.0,100.0,18.0,100.0,100.0,69.2,4.867,83.2,83.2
668,E00024123,38.5,16.222,31.207,15.833,7.292,7.235,1.657,4.007,1.653,0.436,4.836,2.457,0.207,2.564,4.465,0.543,0.527,0.478,0.111,2.887,1.118,0.538,0.036,1.077,0.436,4.843,3.098,1.761,3.81,4.921,0.555,0.527,0.478,0.153,2.887,1.118,0.866,0.33,1.405,0.589,99.533,70.8,2.067,13.4,67.4,98.0,100.0,100.0,19.2,100.0,100.0,51.667,2.8,68.733,68.733
669,E00024124,58.664,10.99,45.047,11.436,13.617,23.347,2.424,4.854,2.968,0.464,9.4,4.217,0.361,22.849,0.136,0.903,0.662,0.536,0.323,3.244,1.611,0.793,0.441,1.733,0.464,9.4,4.543,3.913,27.79,1.732,0.913,0.662,0.536,0.57,3.244,1.611,0.909,1.486,1.898,0.511,100.0,84.936,2.83,71.085,1.894,96.979,100.0,100.0,27.043,100.0,100.0,71.83,17.702,79.553,79.553
670,E00024125,53.545,8.83,40.189,9.432,13.357,21.255,1.843,4.32,3.33,0.609,8.974,4.384,0.528,20.369,0.36,0.746,0.503,0.483,0.112,2.928,1.392,0.907,0.532,1.892,0.609,8.974,4.695,6.413,25.365,3.535,0.756,0.503,0.483,0.269,2.928,1.392,1.008,2.315,2.05,0.662,100.0,93.955,4.273,76.955,5.318,99.0,100.0,100.0,17.727,100.0,100.0,90.955,21.818,92.455,92.455
671,E00024126,51.62,15.183,39.351,15.083,12.269,13.983,2.016,4.531,3.055,0.586,8.158,4.112,0.497,12.175,1.312,0.732,0.55,0.512,0.221,3.101,1.429,0.842,0.465,1.747,0.586,8.158,4.597,4.83,16.038,3.393,0.748,0.55,0.512,0.38,3.101,1.429,1.003,1.434,2.023,0.683,100.0,88.467,3.9,45.133,18.167,97.633,100.0,100.0,36.7,100.0,100.0,73.867,15.667,85.167,85.167
672,E00024127,51.867,7.763,39.529,8.056,12.338,21.595,2.039,4.488,3.083,0.559,8.276,4.063,0.494,19.657,1.444,0.824,0.598,0.507,0.111,3.075,1.413,1.17,0.184,1.73,0.559,8.276,4.331,4.468,24.316,3.019,0.841,0.598,0.507,0.496,3.075,1.413,1.255,1.51,1.897,0.631,100.0,89.111,3.741,66.667,19.667,97.667,100.0,100.0,13.704,100.0,100.0,82.963,8.741,85.815,85.815
673,E00024128,50.361,6.789,38.583,7.431,11.778,22.178,1.796,4.314,2.981,0.526,7.623,4.156,0.24,21.851,0.087,0.697,0.529,0.491,0.08,2.971,1.342,0.814,0.479,1.688,0.526,7.623,4.453,4.261,25.382,2.155,0.713,0.529,0.491,0.25,2.971,1.342,0.89,1.656,1.84,0.575,100.0,91.833,2.139,83.194,1.5,94.611,100.0,100.0,15.333,100.0,100.0,79.444,23.806,85.917,85.917
674,E00024129,58.383,12.06,43.903,12.562,14.48,20.259,2.458,4.996,3.474,0.658,10.003,4.478,0.653,19.392,0.215,1.04,0.591,0.55,0.277,3.33,1.665,1.152,0.424,1.896,0.658,10.003,4.918,8.384,28.335,4.133,1.064,0.591,0.55,0.572,3.33,1.665,1.377,2.157,2.132,0.74,100.0,89.0,5.175,68.7,3.15,98.3,100.0,100.0,28.2,100.0,100.0,81.85,17.65,86.75,86.75
675,E00024130,45.772,6.476,35.123,6.831,10.649,19.164,1.786,4.057,3.077,0.564,6.862,3.788,0.293,18.577,0.294,0.755,0.485,0.464,0.081,2.814,1.243,1.02,0.405,1.651,0.564,6.863,4.082,5.319,22.638,3.05,0.767,0.485,0.464,0.246,2.814,1.243,1.151,1.51,1.808,0.62,100.0,92.326,2.93,78.36,4.581,98.64,100.0,100.0,17.07,100.0,100.0,86.965,19.326,90.535,90.535
676,E00024133,44.918,4.068,34.667,5.129,10.251,21.454,1.679,4.101,2.777,0.588,6.47,3.78,0.36,21.016,0.078,0.679,0.464,0.475,0.061,2.872,1.228,0.875,0.262,1.64,0.588,6.476,3.919,4.796,22.875,2.579,0.693,0.464,0.475,0.177,2.872,1.228,0.968,1.011,1.735,0.631,99.485,92.814,3.134,89.649,1.495,97.351,100.0,100.0,8.866,100.0,100.0,85.722,14.907,89.67,89.67
677,E00024134,50.424,13.811,38.731,13.988,11.692,14.898,2.27,4.481,2.739,0.533,7.775,3.918,1.924,11.617,1.357,0.814,0.584,0.502,0.371,3.038,1.443,0.878,0.147,1.713,0.533,7.777,4.323,6.386,19.593,3.509,0.821,0.584,0.502,0.592,3.038,1.443,1.09,0.988,1.91,0.601,99.952,87.19,14.976,44.786,19.738,99.143,100.0,100.0,35.476,100.0,100.0,74.643,7.429,86.167,86.19
678,E00024135,38.018,16.617,30.418,17.045,7.6,5.88,1.702,4.015,1.729,0.475,5.226,2.373,0.309,1.087,4.484,0.604,0.505,0.483,0.111,2.929,1.085,0.729,0.035,0.97,0.475,5.243,3.224,3.757,7.562,4.818,0.621,0.505,0.483,0.169,2.929,1.085,1.316,0.927,1.465,0.709,99.273,72.818,2.636,4.909,75.545,97.545,100.0,100.0,19.545,100.0,100.0,58.364,2.909,66.818,67.0
679,E00024136,44.671,7.456,34.295,7.647,10.376,17.809,1.971,3.927,2.598,0.532,6.904,3.471,0.338,16.847,0.625,0.758,0.538,0.446,0.232,2.697,1.23,0.88,0.213,1.505,0.532,6.904,3.769,4.785,22.327,3.206,0.769,0.538,0.446,0.563,2.697,1.23,1.012,1.301,1.668,0.59,100.0,86.265,3.471,70.647,9.176,98.529,100.0,100.0,20.147,100.0,100.0,77.912,11.5,84.559,84.559
680,E00024137,47.054,7.946,36.837,8.333,10.217,19.816,2.111,4.242,2.244,0.477,7.249,2.967,0.389,18.932,0.493,0.904,0.595,0.485,0.129,2.934,1.31,0.745,0.23,1.268,0.477,7.25,3.9,4.882,24.416,3.45,0.929,0.595,0.485,0.287,2.934,1.31,1.153,1.409,1.688,0.614,100.0,72.083,3.917,74.333,7.042,97.75,100.0,100.0,18.75,100.0,100.0,63.125,13.458,69.333,69.333
681,E00024138,33.788,3.689,26.77,4.265,7.018,15.73,1.299,3.407,2.157,0.49,4.363,2.655,0.161,15.38,0.189,0.516,0.358,0.409,0.019,2.47,0.935,0.771,0.213,1.173,0.49,4.365,2.865,3.999,17.184,2.583,0.534,0.358,0.409,0.126,2.47,0.935,0.862,0.869,1.309,0.554,100.0,89.147,2.029,87.853,4.0,97.029,100.0,100.0,8.235,100.0,100.0,83.324,19.059,85.471,85.471
682,E00024140,60.659,17.509,45.551,16.759,15.108,16.648,2.796,4.975,3.065,0.557,10.93,4.179,0.916,15.386,0.345,1.05,0.668,0.541,0.538,3.271,1.704,0.928,0.391,1.746,0.557,10.93,4.803,6.87,26.44,3.761,1.065,0.668,0.541,0.915,3.271,1.704,1.136,1.891,2.062,0.659,100.0,81.611,7.278,47.833,4.852,98.852,100.0,100.0,47.333,100.0,100.0,69.111,12.278,79.611,79.611
683,E00175180,43.2,6.855,34.365,7.5,8.835,16.88,1.71,5.105,3.195,0.62,5.5,3.335,0.625,13.595,2.665,0.595,0.475,0.605,0.035,3.675,1.435,1.565,0.295,1.335,0.62,5.5,3.54,9.0,15.195,2.775,0.655,0.475,0.605,0.36,3.675,1.435,2.245,1.55,1.585,0.76,100.0,92.5,6.0,44.5,48.0,90.0,100.0,100.0,7.5,100.0,100.0,71.5,14.0,82.0,82.0
684,E00175181,43.433,13.4,34.39,14.167,9.043,11.363,1.84,4.847,2.403,0.53,6.133,2.91,1.113,7.627,2.627,0.637,0.49,0.573,0.147,3.47,1.38,1.073,0.103,1.227,0.53,6.133,3.743,12.0,17.927,3.937,0.65,0.49,0.573,0.423,3.47,1.38,2.02,1.143,1.677,0.773,100.0,73.667,10.0,25.333,44.0,97.0,100.0,100.0,30.667,100.0,100.0,55.0,6.0,69.0,69.0
685,E00175182,45.65,10.245,35.69,10.0,9.96,15.495,1.915,4.65,2.82,0.565,6.675,3.285,2.83,11.225,1.44,0.665,0.52,0.545,0.18,3.295,1.36,1.205,0.21,1.405,0.565,6.675,3.9,12.41,15.555,2.78,0.69,0.52,0.545,0.575,3.295,1.36,1.635,1.48,1.74,0.72,100.0,81.5,24.0,36.0,26.0,97.5,100.0,100.0,38.0,100.0,100.0,76.0,11.5,79.0,79.0
686,E00175183,46.983,2.033,36.135,2.917,10.848,23.891,1.92,4.449,3.198,0.643,6.989,3.859,0.097,23.773,0.018,0.826,0.532,0.512,0.05,3.098,1.352,1.315,0.213,1.672,0.643,6.989,4.007,5.68,25.185,0.649,0.836,0.532,0.512,0.724,3.098,1.352,1.395,1.944,1.758,0.678,100.0,96.167,1.0,93.583,0.5,98.667,100.0,100.0,5.917,100.0,100.0,93.417,11.917,94.667,94.667
687,E00175184,31.6,1.82,25.21,2.5,6.39,13.79,1.14,4.92,2.8,0.74,3.71,2.67,0.0,13.79,0.0,0.23,0.29,0.62,0.0,3.75,1.18,1.48,0.09,1.24,0.74,3.71,2.67,0.0,13.79,0.0,0.23,0.29,0.62,0.0,3.75,1.18,1.48,0.26,1.24,0.74,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,33.0,100.0,100.0
688,E00175185,31.2,11.31,26.0,12.5,5.2,7.55,1.41,3.71,1.58,0.45,3.46,1.74,0.99,3.62,2.94,0.42,0.44,0.47,0.09,2.81,0.89,0.75,0.03,0.79,0.45,3.48,2.76,11.36,19.3,6.18,0.42,0.44,0.47,0.25,2.81,0.89,1.49,0.94,1.28,0.72,99.0,63.0,9.0,19.0,48.0,99.0,100.0,100.0,34.0,100.0,100.0,51.0,3.0,62.0,62.0
689,E00175186,46.6,4.14,36.165,5.0,10.435,22.66,1.655,3.9,3.075,0.735,6.515,3.92,2.365,19.925,0.37,0.545,0.535,0.455,0.12,2.78,1.12,1.265,0.07,1.74,0.735,6.515,4.105,13.5,26.9,3.255,0.55,0.535,0.455,0.625,2.78,1.12,1.345,0.635,1.83,0.775,100.0,96.0,17.5,75.0,5.5,99.0,100.0,100.0,19.5,100.0,100.0,94.0,5.5,95.0,95.0
690,E00175187,55.135,7.138,42.832,7.794,12.304,24.761,2.225,5.076,3.058,0.574,8.248,4.056,0.323,24.311,0.126,0.845,0.644,0.571,0.162,3.459,1.618,1.113,0.245,1.699,0.574,8.248,4.645,4.169,28.955,1.906,0.876,0.644,0.571,0.62,3.459,1.618,1.38,1.754,2.034,0.684,100.0,86.882,2.235,78.765,1.529,96.235,100.0,100.0,19.765,100.0,100.0,74.118,10.706,82.941,82.941
691,E00175188,47.3,23.23,36.98,22.5,10.32,4.83,1.79,3.88,2.63,0.61,6.5,3.83,1.3,2.7,0.83,0.5,0.54,0.45,0.3,2.71,1.17,0.74,0.2,1.69,0.61,6.5,4.46,13.5,25.99,7.48,0.51,0.54,0.45,0.39,2.71,1.17,0.95,2.26,2.0,0.73,100.0,86.0,10.0,10.0,11.0,99.0,100.0,100.0,79.0,100.0,100.0,78.0,9.0,84.0,84.0
692,E00175189,47.429,9.46,35.964,8.878,11.464,16.617,2.008,4.306,2.948,0.63,7.612,3.849,0.674,15.711,0.233,0.899,0.477,0.479,0.149,2.909,1.396,0.972,0.326,1.647,0.63,7.612,4.126,8.155,22.095,4.407,0.916,0.477,0.479,0.4,2.909,1.396,1.124,1.598,1.813,0.694,100.0,91.408,6.163,68.959,4.02,98.408,100.0,100.0,27.02,100.0,100.0,81.347,18.653,88.673,88.673
693,E00175190,48.678,8.092,36.75,8.167,11.927,18.429,2.076,4.395,3.108,0.652,7.916,4.011,0.697,17.565,0.167,0.955,0.492,0.496,0.133,3.005,1.39,1.027,0.368,1.711,0.652,7.916,4.329,9.147,23.586,4.92,0.982,0.492,0.496,0.383,3.005,1.39,1.207,1.966,1.903,0.724,100.0,92.978,6.156,75.444,3.133,97.911,100.0,100.0,21.511,100.0,100.0,83.356,18.444,89.978,89.978
694,E00175191,46.3,5.15,35.017,5.192,11.283,20.511,1.735,4.017,3.019,0.587,7.453,3.83,0.291,20.068,0.153,0.754,0.469,0.453,0.056,2.737,1.278,0.979,0.388,1.651,0.587,7.453,4.038,5.592,23.334,3.266,0.768,0.469,0.453,0.248,2.737,1.278,1.074,1.545,1.772,0.633,100.0,94.59,3.077,83.821,2.949,98.538,100.0,100.0,13.231,100.0,100.0,89.103,17.769,92.615,92.615
695,E00175192,43.149,6.023,33.271,6.453,9.878,18.108,1.831,3.983,2.74,0.584,6.377,3.501,0.436,17.288,0.385,0.807,0.494,0.458,0.074,2.77,1.214,0.923,0.293,1.524,0.584,6.378,3.893,6.881,21.821,4.173,0.827,0.494,0.458,0.264,2.77,1.214,1.147,1.453,1.742,0.671,100.0,89.721,4.023,78.349,6.047,97.814,100.0,100.0,15.628,100.0,100.0,82.605,17.837,87.047,87.047
696,E00175193,47.426,4.757,36.063,5.192,11.362,21.834,1.787,4.079,3.03,0.576,7.582,3.781,0.319,21.355,0.16,0.767,0.504,0.46,0.058,2.782,1.296,0.983,0.413,1.633,0.576,7.582,4.068,5.469,24.823,3.03,0.778,0.504,0.46,0.24,2.782,1.296,1.082,1.718,1.782,0.628,100.0,90.718,3.179,84.462,2.846,98.872,100.0,100.0,12.718,100.0,100.0,86.667,18.923,89.154,89.154
697,E00175194,49.369,7.326,37.241,7.225,12.128,20.189,2.001,4.18,2.978,0.567,8.19,3.938,0.658,19.33,0.202,0.861,0.528,0.468,0.143,2.831,1.348,0.939,0.357,1.682,0.567,8.19,4.275,6.847,25.586,3.706,0.881,0.528,0.468,0.344,2.831,1.348,1.093,1.653,1.866,0.635,100.0,91.349,5.826,75.633,3.413,98.413,100.0,100.0,20.972,100.0,100.0,84.899,16.752,89.229,89.229
698,E00175195,48.194,5.362,36.865,5.833,11.329,22.321,1.674,4.043,2.964,0.501,7.303,4.026,0.614,21.632,0.074,0.65,0.477,0.461,0.087,2.789,1.253,0.808,0.414,1.743,0.501,7.303,4.2,5.696,24.609,2.315,0.661,0.477,0.461,0.293,2.789,1.253,0.879,1.368,1.86,0.537,100.0,93.167,4.917,84.417,1.389,97.972,100.0,100.0,14.194,100.0,100.0,89.361,22.278,90.75,90.75
699,E00175196,45.54,8.251,34.69,7.812,10.849,17.269,1.916,3.953,2.74,0.564,7.301,3.546,0.536,16.555,0.178,0.846,0.479,0.442,0.148,2.678,1.275,0.883,0.344,1.512,0.564,7.304,3.95,7.18,22.486,4.036,0.869,0.479,0.442,0.358,2.678,1.275,1.053,1.557,1.735,0.643,100.0,88.136,5.5,73.307,3.432,97.898,100.0,100.0,23.352,100.0,100.0,78.795,16.023,85.273,85.273
700,E00175197,59.35,4.005,44.765,5.0,14.585,29.66,2.03,5.11,3.4,0.565,9.555,5.035,0.325,29.14,0.2,0.79,0.585,0.57,0.085,3.43,1.68,1.01,0.29,2.1,0.565,9.555,5.06,13.5,32.89,3.655,0.825,0.585,0.57,0.83,3.43,1.68,1.08,2.755,2.22,0.6,100.0,99.5,2.5,88.0,2.5,95.5,100.0,100.0,9.0,100.0,100.0,94.0,11.0,95.0,95.0
701,E00175198,54.78,8.782,42.562,9.5,12.218,24.126,1.878,4.212,2.902,0.662,7.924,4.296,0.712,23.146,0.268,0.608,0.578,0.47,0.222,2.858,1.354,0.812,0.182,1.912,0.662,7.924,4.95,5.4,32.586,4.472,0.608,0.578,0.47,0.682,2.858,1.354,0.876,1.898,2.2,0.764,100.0,89.0,5.2,75.4,3.8,100.0,100.0,100.0,21.0,100.0,100.0,88.0,7.4,89.0,89.0
702,E00175199,46.4,4.702,35.852,5.0,10.548,21.702,1.763,4.27,2.865,0.548,6.65,3.902,0.31,20.608,0.788,0.697,0.532,0.49,0.042,2.968,1.305,0.9,0.305,1.655,0.548,6.65,4.155,5.258,25.77,6.597,0.722,0.532,0.49,0.322,2.968,1.305,1.022,2.015,1.838,0.602,100.0,94.0,2.75,79.5,10.75,96.25,100.0,100.0,9.75,100.0,100.0,88.25,16.25,90.25,90.25
703,E00175200,34.26,9.472,28.728,9.5,5.532,8.904,1.762,5.384,2.458,0.748,3.324,2.208,1.02,2.588,5.296,0.63,0.44,0.664,0.028,4.02,1.364,1.468,0.032,0.958,0.748,3.346,2.754,2.55,4.708,5.364,0.658,0.44,0.664,0.09,4.02,1.364,3.508,0.364,1.282,1.024,99.0,79.0,8.0,11.0,79.0,96.0,100.0,100.0,10.0,100.0,100.0,46.8,3.0,74.0,74.0
704,E00175201,46.2,5.965,36.75,7.5,9.45,19.458,1.76,4.91,3.982,0.675,5.785,3.665,1.9,16.188,1.37,0.643,0.468,0.57,0.082,3.458,1.453,2.135,0.185,1.66,0.675,5.785,3.917,12.75,24.665,1.502,0.643,0.468,0.57,0.408,3.458,1.453,2.39,1.165,1.778,0.732,100.0,92.0,14.25,60.0,22.75,100.0,100.0,100.0,17.25,100.0,100.0,89.75,11.75,92.0,92.0
705,E00175202,51.1,0.36,39.599,2.5,11.501,31.092,1.411,3.774,2.472,0.494,7.352,4.146,0.0,31.092,0.0,0.45,0.529,0.431,0.0,2.618,1.159,0.468,0.174,1.829,0.494,7.352,4.731,0.0,31.092,0.0,0.45,0.529,0.431,0.0,2.618,1.159,0.57,2.181,2.1,0.568,100.0,87.5,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,82.25,7.875,87.0,87.0
706,E00175203,49.314,0.447,38.624,2.5,10.69,30.283,1.411,3.741,2.17,0.571,6.786,3.904,0.0,30.283,0.0,0.453,0.529,0.43,0.0,2.603,1.14,0.327,0.106,1.743,0.571,6.786,4.526,0.0,30.283,0.0,0.453,0.529,0.43,0.0,2.603,1.14,0.403,1.924,2.016,0.664,100.0,86.286,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,80.429,4.857,86.286,86.286
707,E00175204,63.75,20.845,47.465,20.0,16.285,16.2,2.265,4.58,3.0,0.585,11.475,4.81,0.0,16.2,0.0,0.58,0.69,0.49,0.5,2.995,1.585,0.62,0.32,2.06,0.585,11.475,5.465,0.0,35.515,0.0,0.58,0.69,0.49,0.92,2.995,1.585,0.765,2.695,2.345,0.665,100.0,88.0,0.0,46.0,0.0,100.0,100.0,100.0,54.0,100.0,100.0,81.0,12.0,88.0,88.0
708,E00175205,68.4,34.805,51.175,35.0,17.225,5.18,3.063,5.472,2.17,0.483,12.288,4.938,0.812,4.368,0.0,0.62,0.8,0.58,1.065,3.515,1.958,0.35,0.648,1.168,0.483,12.288,5.842,13.5,39.485,0.0,0.952,0.8,0.58,1.19,3.515,1.958,1.26,3.46,2.34,0.975,100.0,84.0,6.0,11.75,0.0,69.25,100.0,100.0,88.25,100.0,100.0,30.75,18.0,50.0,50.0
709,E00175206,64.526,20.411,47.426,21.184,17.101,14.425,3.532,5.409,3.152,0.497,12.396,4.705,0.808,13.554,0.063,1.081,0.717,0.575,1.156,3.489,1.92,0.946,0.365,1.841,0.497,12.396,5.253,6.558,30.401,2.939,1.129,0.717,0.575,1.667,3.489,1.92,1.278,2.401,2.217,0.605,100.0,89.263,6.842,40.632,0.947,94.632,100.0,100.0,58.632,100.0,100.0,72.421,10.105,82.684,82.684
710,E00175207,64.488,18.41,47.797,18.293,16.69,17.202,3.251,5.336,3.057,0.539,12.007,4.685,1.029,15.979,0.194,1.191,0.715,0.567,0.778,3.435,1.903,0.929,0.255,1.873,0.539,12.007,5.295,7.181,28.532,3.744,1.229,0.715,0.567,1.102,3.435,1.903,1.266,1.549,2.21,0.647,100.0,86.049,8.293,47.561,2.976,97.854,100.0,100.0,49.61,100.0,100.0,68.561,9.146,82.293,82.293
711,E00175208,51.34,8.402,38.898,8.5,12.442,21.278,1.836,4.69,2.278,0.416,8.208,4.238,0.154,21.078,0.048,0.542,0.564,0.528,0.204,3.208,1.48,0.366,0.548,1.364,0.416,8.216,4.322,3.88,27.228,0.688,0.782,0.564,0.528,0.654,3.208,1.48,0.562,2.356,1.898,0.624,99.6,98.0,1.2,80.6,1.4,72.0,100.0,100.0,18.4,100.0,100.0,61.0,24.6,69.8,69.8
712,E00175209,61.5,0.57,46.09,2.5,15.41,35.91,1.78,4.36,2.89,0.59,10.34,5.07,0.0,35.91,0.0,0.67,0.62,0.48,0.01,2.88,1.48,0.45,0.25,2.2,0.59,10.34,5.29,0.0,36.29,0.0,0.67,0.62,0.48,0.43,2.88,1.48,0.47,2.92,2.29,0.61,100.0,96.0,0.0,99.0,0.0,100.0,100.0,100.0,1.0,100.0,100.0,95.0,8.0,96.0,96.0
713,E00175210,66.35,17.89,49.095,17.5,17.255,18.62,2.67,5.41,3.775,0.74,12.19,5.065,1.16,17.46,0.0,0.995,0.695,0.585,0.4,3.53,1.875,1.39,0.235,2.145,0.74,12.19,5.35,13.5,33.98,0.0,0.995,0.695,0.585,0.855,3.53,1.875,1.515,2.61,2.265,0.78,100.0,94.5,8.5,48.5,0.0,100.0,100.0,100.0,51.5,100.0,100.0,91.5,9.0,94.5,94.5
714,E00175211,58.233,9.02,44.803,7.5,13.43,23.74,2.41,5.377,3.54,0.717,8.93,4.5,0.763,22.98,0.0,0.923,0.66,0.597,0.227,3.607,1.773,1.28,0.317,1.947,0.717,8.93,5.01,13.5,31.817,0.0,0.937,0.66,0.597,0.737,3.607,1.773,1.5,2.41,2.2,0.81,100.0,90.0,5.667,71.333,0.0,99.0,100.0,100.0,28.667,100.0,100.0,79.667,13.0,88.667,88.667
715,E00175212,55.35,14.714,41.6,14.545,13.75,16.263,2.292,4.61,3.12,0.603,9.388,4.362,0.87,15.225,0.167,0.919,0.583,0.507,0.285,3.064,1.546,0.805,0.482,1.833,0.603,9.388,4.729,7.126,24.017,3.502,0.946,0.583,0.507,0.499,3.064,1.546,1.0,1.799,2.05,0.676,100.0,89.955,7.295,55.773,2.75,97.795,100.0,100.0,41.568,100.0,100.0,77.205,18.25,87.0,87.0
716,E00175213,54.954,13.686,41.179,13.571,13.775,17.111,2.518,4.452,2.872,0.541,9.596,4.179,0.922,15.972,0.216,0.873,0.615,0.484,0.546,2.935,1.516,0.806,0.421,1.644,0.541,9.596,4.527,6.797,24.36,3.586,0.91,0.615,0.484,0.785,2.935,1.516,1.014,1.762,1.889,0.626,100.0,88.964,7.893,56.357,3.536,93.0,100.0,100.0,40.179,100.0,100.0,76.607,15.036,81.5,81.5
717,E00175214,57.81,11.358,43.317,12.155,14.493,21.178,2.561,4.989,2.769,0.462,10.168,4.324,0.81,20.223,0.144,0.994,0.671,0.536,0.358,3.248,1.741,0.848,0.25,1.673,0.462,10.169,4.729,6.759,31.467,3.351,1.088,0.671,0.536,0.632,3.248,1.741,1.119,1.721,2.048,0.574,100.0,88.241,7.31,63.414,2.448,92.517,100.0,100.0,34.379,100.0,100.0,66.207,10.793,79.69,79.69
718,E00175215,39.167,4.74,31.423,5.833,7.743,17.868,1.493,4.38,2.422,0.522,4.88,2.862,0.09,15.513,2.265,0.495,0.455,0.522,0.02,3.158,1.223,1.16,0.12,1.142,0.522,4.888,3.242,2.25,17.47,2.847,0.53,0.455,0.522,0.243,3.158,1.223,1.543,0.605,1.48,0.725,99.167,81.167,0.667,56.5,40.333,94.0,100.0,100.0,3.167,100.0,100.0,65.833,6.5,71.833,71.833
719,E00175216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,E00175217,61.675,7.355,46.058,7.5,15.618,27.79,2.285,4.79,3.38,0.452,11.198,4.425,0.215,27.577,0.0,0.865,0.692,0.522,0.205,3.18,1.61,1.212,0.308,1.862,0.452,11.198,4.99,10.125,34.075,0.0,0.867,0.692,0.522,1.058,3.18,1.61,1.342,2.38,2.115,0.512,100.0,88.25,1.5,80.75,0.0,99.5,100.0,100.0,19.25,100.0,100.0,87.0,10.0,87.75,87.75
721,E00175218,52.379,9.813,40.175,10.132,12.203,19.987,2.442,4.556,2.854,0.525,8.253,3.953,0.977,18.459,0.551,0.886,0.671,0.504,0.379,3.057,1.498,0.954,0.301,1.599,0.525,8.253,4.492,5.423,25.446,2.302,0.934,0.671,0.504,1.011,3.057,1.498,1.406,1.424,1.92,0.632,100.0,87.579,8.105,63.789,7.474,94.0,100.0,100.0,28.842,100.0,100.0,75.368,17.737,80.737,80.737
722,E00175219,60.624,21.592,45.447,21.111,15.177,12.584,3.366,4.907,2.544,0.456,11.385,3.793,1.069,11.127,0.387,1.081,0.717,0.524,1.045,3.177,1.728,0.823,0.191,1.528,0.456,11.385,4.428,6.497,23.643,3.61,1.117,0.717,0.524,1.429,3.177,1.728,1.14,1.51,1.881,0.565,100.0,74.178,8.956,35.867,5.089,97.578,100.0,100.0,59.244,100.0,100.0,61.711,7.511,70.533,70.533
723,E00175220,36.429,11.531,29.951,11.786,6.476,9.487,1.701,4.51,2.131,0.593,4.116,2.363,0.576,5.389,3.523,0.574,0.463,0.546,0.117,3.321,1.189,1.029,0.047,1.05,0.593,4.124,3.157,5.156,14.287,5.573,0.584,0.463,0.546,0.276,3.321,1.189,1.884,0.653,1.467,0.85,99.714,74.0,4.429,28.286,52.429,96.0,100.0,100.0,19.286,100.0,100.0,57.286,3.571,69.857,70.0
