,OA,[total] - worker_count,[total] - student_count,[total] - tourist_count,[total] - shopper_count,[total] - leisurer_count,[total] - chorer_count,[total] - total_count,[per_effective_area_square_meter] - worker_count,[per_effective_area_square_meter] - student_count,[per_effective_area_square_meter] - tourist_count,[per_effective_area_square_meter] - shopper_count,[per_effective_area_square_meter] - leisurer_count,[per_effective_area_square_meter] - chorer_count,[per_effective_area_square_meter] - total_count,[%_of_borough_total] - [per_effective_area_square_meter] - worker,[%_of_borough_total] - [per_effective_area_square_meter] - student,[%_of_borough_total] - [per_effective_area_square_meter] - tourist,[%_of_borough_total] - [per_effective_area_square_meter] - shopper,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[%_of_borough_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - chorer
403,E00023957,1333.585,179.048,163.312,393.944,229.127,101.349,2400.364,8.949,1.202,1.096,2.644,1.538,0.68,16.108,0.227,0.217,0.224,0.335,0.218,0.174,0.227,0.217,0.224,0.335,0.218,0.174
404,E00175225,334.244,70.144,48.193,46.258,69.71,35.906,604.455,2.838,0.596,0.409,0.393,0.592,0.305,5.133,0.072,0.107,0.084,0.05,0.084,0.078,0.072,0.107,0.084,0.05,0.084,0.078
405,E00023851,185.609,20.578,12.609,23.46,14.748,16.854,273.857,1.447,0.16,0.098,0.183,0.115,0.131,2.135,0.037,0.029,0.02,0.023,0.016,0.034,0.037,0.029,0.02,0.023,0.016,0.034
406,E00023544,293.602,105.005,37.043,70.57,56.537,37.688,600.444,2.832,1.013,0.357,0.681,0.545,0.364,5.791,0.072,0.182,0.073,0.086,0.077,0.093,0.072,0.182,0.073,0.086,0.077,0.093
407,E00023723,806.535,122.992,103.496,221.906,205.524,91.956,1552.409,7.711,1.176,0.99,2.122,1.965,0.879,14.843,0.195,0.212,0.203,0.269,0.279,0.226,0.195,0.212,0.203,0.269,0.279,0.226
408,E00023855,322.315,43.225,33.177,69.916,70.189,37.354,576.176,2.349,0.315,0.242,0.509,0.511,0.272,4.198,0.059,0.057,0.05,0.065,0.073,0.07,0.059,0.057,0.05,0.065,0.073,0.07
409,E00023534,559.951,119.286,93.673,185.167,81.386,66.813,1106.277,2.829,0.603,0.473,0.936,0.411,0.338,5.589,0.072,0.109,0.097,0.119,0.058,0.087,0.072,0.109,0.097,0.119,0.058,0.087
410,E00023928,2165.432,273.617,414.123,583.517,544.032,187.257,4167.977,11.738,1.483,2.245,3.163,2.949,1.015,22.593,0.297,0.267,0.459,0.401,0.419,0.26,0.297,0.267,0.459,0.401,0.419,0.26
411,E00023658,1438.268,198.081,149.994,276.508,200.257,141.219,2404.326,6.021,0.829,0.628,1.158,0.838,0.591,10.066,0.153,0.149,0.128,0.147,0.119,0.151,0.153,0.149,0.128,0.147,0.119,0.151
412,E00175195,1340.321,122.981,173.845,394.254,254.61,107.523,2393.534,9.482,0.87,1.23,2.789,1.801,0.761,16.933,0.24,0.157,0.252,0.354,0.256,0.195,0.24,0.157,0.252,0.354,0.256,0.195
413,E00023484,193.276,62.255,28.308,40.97,41.07,24.892,390.771,1.63,0.525,0.239,0.346,0.346,0.21,3.297,0.041,0.095,0.049,0.044,0.049,0.054,0.041,0.095,0.049,0.044,0.049,0.054
414,E00023755,286.189,35.134,54.632,66.269,75.043,33.478,550.746,1.46,0.179,0.279,0.338,0.383,0.171,2.81,0.037,0.032,0.057,0.043,0.054,0.044,0.037,0.032,0.057,0.043,0.054,0.044
415,E00024106,126.304,22.429,12.88,26.387,13.955,8.195,210.15,2.736,0.486,0.279,0.571,0.302,0.177,4.551,0.069,0.087,0.057,0.073,0.043,0.045,0.069,0.087,0.057,0.073,0.043,0.045
416,E00023422,524.579,102.4,50.57,94.753,76.748,60.311,909.361,2.203,0.43,0.212,0.398,0.322,0.253,3.818,0.056,0.077,0.043,0.05,0.046,0.065,0.056,0.077,0.043,0.05,0.046,0.065
417,E00023598,344.81,54.669,35.211,87.709,42.025,44.802,609.226,3.024,0.479,0.309,0.769,0.369,0.393,5.342,0.077,0.086,0.063,0.098,0.052,0.101,0.077,0.086,0.063,0.098,0.052,0.101
418,E00023519,921.772,121.13,94.771,135.519,168.918,87.528,1529.637,4.974,0.654,0.511,0.731,0.912,0.472,8.254,0.126,0.118,0.105,0.093,0.129,0.121,0.126,0.118,0.105,0.093,0.129,0.121
419,E00023760,540.39,80.689,66.709,152.978,90.823,62.552,994.142,4.843,0.723,0.598,1.371,0.814,0.561,8.909,0.123,0.13,0.122,0.174,0.116,0.144,0.123,0.13,0.122,0.174,0.116,0.144
420,E00024083,287.428,60.871,38.047,104.813,52.037,36.35,579.547,2.663,0.564,0.352,0.971,0.482,0.337,5.369,0.067,0.102,0.072,0.123,0.069,0.086,0.067,0.102,0.072,0.123,0.069,0.086
421,E00024002,460.399,64.253,54.435,74.318,72.937,45.788,772.128,3.751,0.524,0.444,0.606,0.594,0.373,6.291,0.095,0.094,0.091,0.077,0.084,0.096,0.095,0.094,0.091,0.077,0.084,0.096
422,E00023732,684.949,105.115,129.681,129.213,209.985,80.956,1339.899,7.205,1.106,1.364,1.359,2.209,0.852,14.094,0.182,0.199,0.279,0.172,0.313,0.218,0.182,0.199,0.279,0.172,0.313,0.218
423,E00023657,787.931,102.284,92.858,160.65,113.634,81.971,1339.327,3.576,0.464,0.421,0.729,0.516,0.372,6.079,0.091,0.084,0.086,0.093,0.073,0.096,0.091,0.084,0.086,0.093,0.073,0.096
424,E00023461,167.783,34.052,27.524,38.896,31.545,20.427,320.228,1.946,0.395,0.319,0.451,0.366,0.237,3.713,0.049,0.071,0.065,0.057,0.052,0.061,0.049,0.071,0.065,0.057,0.052,0.061
425,E00023453,555.14,92.317,60.827,122.935,122.729,66.528,1020.475,5.84,0.971,0.64,1.293,1.291,0.7,10.736,0.148,0.175,0.131,0.164,0.183,0.18,0.148,0.175,0.131,0.164,0.183,0.18
426,E00023926,584.456,87.263,64.051,97.88,96.69,49.248,979.588,6.526,0.974,0.715,1.093,1.08,0.55,10.939,0.165,0.175,0.146,0.139,0.153,0.141,0.165,0.175,0.146,0.139,0.153,0.141
427,E00023913,314.06,36.313,37.593,55.095,54.712,37.817,535.589,2.097,0.242,0.251,0.368,0.365,0.253,3.577,0.053,0.044,0.051,0.047,0.052,0.065,0.053,0.044,0.051,0.047,0.052,0.065
428,E00024073,333.34,70.81,43.019,71.615,62.312,32.987,614.082,2.305,0.49,0.297,0.495,0.431,0.228,4.246,0.058,0.088,0.061,0.063,0.061,0.058,0.058,0.088,0.061,0.063,0.061,0.058
429,E00023919,3023.505,489.4,713.021,567.04,973.911,326.066,6092.942,2.975,0.482,0.702,0.558,0.958,0.321,5.996,0.075,0.087,0.143,0.071,0.136,0.083,0.075,0.087,0.143,0.071,0.136,0.083
430,E00023998,320.333,55.787,49.894,52.098,83.961,33.574,595.647,6.291,1.096,0.98,1.023,1.649,0.659,11.698,0.159,0.198,0.2,0.13,0.234,0.169,0.159,0.198,0.2,0.13,0.234,0.169
431,E00023751,235.454,29.606,31.948,53.891,50.259,27.257,428.414,2.613,0.329,0.355,0.598,0.558,0.303,4.755,0.066,0.059,0.073,0.076,0.079,0.078,0.066,0.059,0.073,0.076,0.079,0.078
432,E00023992,366.944,41.479,57.794,68.327,104.96,40.715,680.219,4.545,0.514,0.716,0.846,1.3,0.504,8.425,0.115,0.093,0.146,0.107,0.184,0.13,0.115,0.093,0.146,0.107,0.184,0.13
433,E00175214,1310.239,163.587,223.839,172.599,306.853,139.283,2316.399,4.491,0.561,0.767,0.592,1.052,0.477,7.94,0.114,0.101,0.157,0.075,0.149,0.122,0.114,0.101,0.157,0.075,0.149,0.122
434,E00023720,805.716,104.622,131.16,172.393,224.004,87.581,1525.476,5.076,0.659,0.826,1.086,1.411,0.552,9.61,0.129,0.119,0.169,0.138,0.2,0.142,0.129,0.119,0.169,0.138,0.2,0.142
435,E00023686,966.464,119.956,140.671,218.465,304.834,122.501,1872.891,6.234,0.774,0.907,1.409,1.966,0.79,12.08,0.158,0.14,0.185,0.179,0.279,0.203,0.158,0.14,0.185,0.179,0.279,0.203
436,E00023592,275.375,52.112,19.828,49.764,22.981,32.158,452.219,1.885,0.357,0.136,0.341,0.157,0.22,3.096,0.048,0.064,0.028,0.043,0.022,0.056,0.048,0.064,0.028,0.043,0.022,0.056
437,E00023996,350.457,47.649,59.226,71.812,95.616,36.179,660.939,4.543,0.618,0.768,0.931,1.24,0.469,8.568,0.115,0.111,0.157,0.118,0.176,0.12,0.115,0.111,0.157,0.118,0.176,0.12
438,E00024112,3967.482,384.719,708.713,1121.361,642.356,323.589,7148.219,12.23,1.186,2.185,3.457,1.98,0.997,22.035,0.31,0.214,0.447,0.439,0.281,0.256,0.31,0.214,0.447,0.439,0.281,0.256
439,E00024108,1458.017,152.561,236.927,378.011,320.509,118.718,2664.742,11.522,1.206,1.872,2.987,2.533,0.938,21.058,0.292,0.217,0.383,0.379,0.359,0.241,0.292,0.217,0.383,0.379,0.359,0.241
440,E00023513,413.711,73.14,47.682,69.235,66.634,44.292,714.695,5.397,0.954,0.622,0.903,0.869,0.578,9.323,0.137,0.172,0.127,0.115,0.123,0.148,0.137,0.172,0.127,0.115,0.123,0.148
441,E00175257,411.416,49.0,47.12,71.26,65.027,36.297,680.119,3.948,0.47,0.452,0.684,0.624,0.348,6.527,0.1,0.085,0.093,0.087,0.088,0.089,0.1,0.085,0.093,0.087,0.088,0.089
442,E00175268,293.618,46.796,35.812,57.26,29.565,31.895,494.947,2.683,0.428,0.327,0.523,0.27,0.291,4.522,0.068,0.077,0.067,0.066,0.038,0.075,0.068,0.077,0.067,0.066,0.038,0.075
443,E00175217,278.595,32.27,27.275,36.784,25.67,23.417,424.012,1.914,0.222,0.187,0.253,0.176,0.161,2.913,0.048,0.04,0.038,0.032,0.025,0.041,0.048,0.04,0.038,0.032,0.025,0.041
444,E00023924,70.8,17.457,10.112,11.768,8.124,8.158,126.418,0.683,0.168,0.098,0.114,0.078,0.079,1.22,0.017,0.03,0.02,0.014,0.011,0.02,0.017,0.03,0.02,0.014,0.011,0.02
445,E00023442,839.359,103.082,77.125,165.491,125.876,79.63,1390.564,5.485,0.674,0.504,1.081,0.823,0.52,9.087,0.139,0.122,0.103,0.137,0.117,0.133,0.139,0.122,0.103,0.137,0.117,0.133
446,E00023626,637.055,86.839,86.99,119.423,138.387,67.119,1135.813,6.395,0.872,0.873,1.199,1.389,0.674,11.402,0.162,0.157,0.179,0.152,0.197,0.173,0.162,0.157,0.179,0.152,0.197,0.173
447,E00023464,527.913,72.564,52.025,101.204,93.738,64.538,911.982,5.886,0.809,0.58,1.128,1.045,0.72,10.169,0.149,0.146,0.119,0.143,0.148,0.184,0.149,0.146,0.119,0.143,0.148,0.184
448,E00175272,462.031,85.181,72.831,215.728,64.275,48.774,948.819,5.097,0.94,0.803,2.38,0.709,0.538,10.467,0.129,0.169,0.164,0.302,0.101,0.138,0.129,0.169,0.164,0.302,0.101,0.138
449,E00023885,280.632,47.869,24.774,40.479,36.863,29.956,460.574,2.426,0.414,0.214,0.35,0.319,0.259,3.981,0.061,0.075,0.044,0.044,0.045,0.066,0.061,0.075,0.044,0.044,0.045,0.066
450,E00023854,160.179,34.543,18.693,25.002,27.868,17.824,284.11,1.081,0.233,0.126,0.169,0.188,0.12,1.917,0.027,0.042,0.026,0.021,0.027,0.031,0.027,0.042,0.026,0.021,0.027,0.031
451,E00023575,1002.231,154.807,130.993,240.457,170.124,117.742,1816.354,5.38,0.831,0.703,1.291,0.913,0.632,9.75,0.136,0.15,0.144,0.164,0.129,0.162,0.136,0.15,0.144,0.164,0.129,0.162
452,E00024060,489.011,66.866,91.037,70.394,114.917,50.249,882.474,4.986,0.682,0.928,0.718,1.172,0.512,8.997,0.126,0.123,0.19,0.091,0.166,0.132,0.126,0.123,0.19,0.091,0.166,0.132
453,E00023745,399.391,45.138,49.485,84.067,93.777,45.682,717.539,2.625,0.297,0.325,0.552,0.616,0.3,4.715,0.066,0.054,0.067,0.07,0.088,0.077,0.066,0.054,0.067,0.07,0.088,0.077
454,E00024121,1145.01,170.311,115.775,160.36,176.725,104.092,1872.274,8.888,1.322,0.899,1.245,1.372,0.808,14.534,0.225,0.238,0.184,0.158,0.195,0.207,0.225,0.238,0.184,0.158,0.195,0.207
455,E00023754,616.292,75.265,72.692,169.274,111.146,74.914,1119.584,5.825,0.711,0.687,1.6,1.051,0.708,10.583,0.148,0.128,0.14,0.203,0.149,0.182,0.148,0.128,0.14,0.203,0.149,0.182
456,E00024081,161.782,46.17,26.236,66.021,39.528,20.178,359.916,1.615,0.461,0.262,0.659,0.395,0.201,3.594,0.041,0.083,0.054,0.084,0.056,0.052,0.041,0.083,0.054,0.084,0.056,0.052
457,E00024074,349.163,52.121,46.523,77.893,48.419,36.623,610.741,2.393,0.357,0.319,0.534,0.332,0.251,4.186,0.061,0.064,0.065,0.068,0.047,0.064,0.061,0.064,0.065,0.068,0.047,0.064
458,E00023731,840.492,114.978,138.452,180.942,236.085,98.073,1609.023,7.294,0.998,1.201,1.57,2.049,0.851,13.963,0.185,0.18,0.246,0.199,0.291,0.218,0.185,0.18,0.246,0.199,0.291,0.218
459,E00023452,505.091,84.996,54.708,126.638,106.001,56.692,934.124,4.312,0.726,0.467,1.081,0.905,0.484,7.974,0.109,0.131,0.095,0.137,0.128,0.124,0.109,0.131,0.095,0.137,0.128,0.124
460,E00024026,296.829,67.247,51.012,52.349,43.343,30.294,541.074,2.413,0.547,0.415,0.426,0.352,0.246,4.399,0.061,0.098,0.085,0.054,0.05,0.063,0.061,0.098,0.085,0.054,0.05,0.063
461,E00175202,180.186,28.64,30.162,19.37,43.319,16.952,318.629,2.881,0.458,0.482,0.31,0.693,0.271,5.094,0.073,0.083,0.099,0.039,0.098,0.069,0.073,0.083,0.099,0.039,0.098,0.069
462,E00023700,568.018,80.83,120.136,116.471,168.912,69.341,1123.707,3.9,0.555,0.825,0.8,1.16,0.476,7.716,0.099,0.1,0.169,0.102,0.164,0.122,0.099,0.1,0.169,0.102,0.164,0.122
463,E00023781,205.327,30.626,15.094,35.323,22.987,20.429,329.787,1.833,0.273,0.135,0.315,0.205,0.182,2.944,0.046,0.049,0.028,0.04,0.029,0.047,0.046,0.049,0.028,0.04,0.029,0.047
464,E00023842,3694.13,340.49,244.348,503.031,405.4,252.612,5440.01,16.62,1.532,1.099,2.263,1.824,1.137,24.475,0.421,0.276,0.225,0.287,0.259,0.291,0.421,0.276,0.225,0.287,0.259,0.291
465,E00023609,445.087,62.97,44.62,78.294,75.132,49.409,755.513,4.265,0.603,0.428,0.75,0.72,0.473,7.239,0.108,0.109,0.088,0.095,0.102,0.121,0.108,0.109,0.088,0.095,0.102,0.121
466,E00024133,2378.375,265.164,407.908,707.091,551.111,207.299,4516.947,11.206,1.249,1.922,3.331,2.597,0.977,21.281,0.284,0.225,0.393,0.423,0.369,0.25,0.284,0.225,0.393,0.423,0.369,0.25
467,E00023789,177.204,34.378,22.091,34.723,36.794,20.266,325.457,1.259,0.244,0.157,0.247,0.261,0.144,2.312,0.032,0.044,0.032,0.031,0.037,0.037,0.032,0.044,0.032,0.031,0.037,0.037
468,E00023508,1037.384,174.049,133.9,179.61,197.747,110.78,1833.469,8.126,1.363,1.049,1.407,1.549,0.868,14.362,0.206,0.246,0.215,0.179,0.22,0.222,0.206,0.246,0.215,0.179,0.22,0.222
469,E00023589,414.208,81.178,40.133,105.288,45.906,53.235,739.948,3.801,0.745,0.368,0.966,0.421,0.489,6.791,0.096,0.134,0.075,0.123,0.06,0.125,0.096,0.134,0.075,0.123,0.06,0.125
470,E00023820,1045.54,129.094,81.333,133.661,87.224,79.027,1555.88,10.79,1.332,0.839,1.379,0.9,0.816,16.057,0.273,0.24,0.172,0.175,0.128,0.209,0.273,0.24,0.172,0.175,0.128,0.209
471,E00023733,414.874,72.7,58.132,79.634,94.594,41.793,761.727,3.278,0.574,0.459,0.629,0.747,0.33,6.019,0.083,0.104,0.094,0.08,0.106,0.085,0.083,0.104,0.094,0.08,0.106,0.085
472,E00023708,292.066,60.368,50.448,33.195,69.569,31.209,536.856,2.866,0.592,0.495,0.326,0.683,0.306,5.268,0.073,0.107,0.101,0.041,0.097,0.078,0.073,0.107,0.101,0.041,0.097,0.078
473,E00023414,104.431,22.58,10.295,21.961,18.962,13.503,191.732,1.787,0.386,0.176,0.376,0.324,0.231,3.28,0.045,0.07,0.036,0.048,0.046,0.059,0.045,0.07,0.036,0.048,0.046,0.059
474,E00175247,224.057,43.374,33.739,55.272,38.782,26.876,422.1,3.077,0.596,0.463,0.759,0.533,0.369,5.798,0.078,0.107,0.095,0.096,0.076,0.095,0.078,0.107,0.095,0.096,0.076,0.095
475,E00023447,373.931,50.395,48.421,80.005,88.365,42.154,683.271,1.997,0.269,0.259,0.427,0.472,0.225,3.648,0.051,0.048,0.053,0.054,0.067,0.057,0.051,0.048,0.053,0.054,0.067,0.057
476,E00023495,809.705,107.472,88.025,108.69,148.224,81.18,1343.295,6.853,0.91,0.745,0.92,1.255,0.687,11.369,0.174,0.164,0.153,0.117,0.178,0.176,0.174,0.164,0.153,0.117,0.178,0.176
477,E00023905,222.269,42.131,33.58,45.511,37.813,27.265,408.568,1.427,0.271,0.216,0.292,0.243,0.175,2.624,0.036,0.049,0.044,0.037,0.034,0.045,0.036,0.049,0.044,0.037,0.034,0.045
478,E00024101,497.077,70.407,57.158,119.474,92.867,50.075,887.058,3.526,0.499,0.405,0.847,0.659,0.355,6.292,0.089,0.09,0.083,0.108,0.093,0.091,0.089,0.09,0.083,0.108,0.093,0.091
479,E00024033,704.952,99.88,78.011,165.227,100.57,67.211,1215.851,7.534,1.067,0.834,1.766,1.075,0.718,12.994,0.191,0.192,0.17,0.224,0.153,0.184,0.191,0.192,0.17,0.224,0.153,0.184
480,E00023577,680.926,100.004,74.037,115.373,120.337,64.098,1154.776,5.691,0.836,0.619,0.964,1.006,0.536,9.651,0.144,0.151,0.127,0.122,0.143,0.137,0.144,0.151,0.127,0.122,0.143,0.137
481,E00023688,510.892,93.781,60.042,72.916,58.639,49.532,845.802,2.973,0.546,0.349,0.424,0.341,0.288,4.922,0.075,0.098,0.072,0.054,0.049,0.074,0.075,0.098,0.072,0.054,0.049,0.074
482,E00175199,580.755,72.55,68.152,150.063,122.831,64.167,1058.517,5.869,0.733,0.689,1.517,1.241,0.648,10.698,0.149,0.132,0.141,0.193,0.176,0.166,0.149,0.132,0.141,0.193,0.176,0.166
483,E00023605,506.951,100.819,49.035,101.477,78.062,57.211,893.554,3.327,0.662,0.322,0.666,0.512,0.376,5.865,0.084,0.119,0.066,0.085,0.073,0.096,0.084,0.119,0.066,0.085,0.073,0.096
484,E00023684,357.23,41.691,51.664,51.511,50.375,43.469,595.941,3.054,0.356,0.442,0.44,0.431,0.372,5.094,0.077,0.064,0.09,0.056,0.061,0.095,0.077,0.064,0.09,0.056,0.061,0.095
485,E00023749,233.67,67.999,23.592,32.317,35.091,26.143,418.812,1.714,0.499,0.173,0.237,0.257,0.192,3.071,0.043,0.09,0.035,0.03,0.036,0.049,0.043,0.09,0.035,0.03,0.036,0.049
486,E00175216,599.499,89.909,76.742,76.257,116.343,52.487,1011.237,8.062,1.209,1.032,1.026,1.565,0.706,13.599,0.204,0.218,0.211,0.13,0.222,0.181,0.204,0.218,0.211,0.13,0.222,0.181
487,E00023763,485.244,44.18,50.909,60.434,74.295,42.225,757.287,3.252,0.296,0.341,0.405,0.498,0.283,5.075,0.082,0.053,0.07,0.051,0.071,0.073,0.082,0.053,0.07,0.051,0.071,0.073
488,E00023890,314.848,40.758,23.878,49.204,52.379,34.16,515.227,3.367,0.436,0.255,0.526,0.56,0.365,5.509,0.085,0.079,0.052,0.067,0.079,0.093,0.085,0.079,0.052,0.067,0.079,0.093
489,E00023811,2504.972,145.922,113.748,148.664,235.112,126.526,3274.943,14.35,0.836,0.652,0.852,1.347,0.725,18.761,0.363,0.151,0.133,0.108,0.191,0.186,0.363,0.151,0.133,0.108,0.191,0.186
490,E00024065,391.158,66.443,67.003,52.241,70.262,51.255,698.361,4.39,0.746,0.752,0.586,0.788,0.575,7.837,0.111,0.134,0.154,0.074,0.112,0.147,0.111,0.134,0.154,0.074,0.112,0.147
491,E00023424,276.031,35.658,24.47,42.909,39.611,23.236,441.915,2.28,0.295,0.202,0.354,0.327,0.192,3.65,0.058,0.053,0.041,0.045,0.047,0.049,0.058,0.053,0.041,0.045,0.047,0.049
492,E00175186,1979.78,241.879,268.085,382.714,406.252,193.757,3472.466,5.639,0.689,0.764,1.09,1.157,0.552,9.891,0.143,0.124,0.156,0.138,0.164,0.142,0.143,0.124,0.156,0.138,0.164,0.142
493,E00023629,335.802,44.822,55.027,77.497,84.211,39.599,636.96,3.078,0.411,0.504,0.71,0.772,0.363,5.838,0.078,0.074,0.103,0.09,0.11,0.093,0.078,0.074,0.103,0.09,0.11,0.093
494,E00175187,1492.132,230.011,211.79,295.753,334.205,164.444,2728.336,9.035,1.393,1.282,1.791,2.024,0.996,16.521,0.229,0.251,0.263,0.227,0.287,0.255,0.229,0.251,0.263,0.227,0.287,0.255
495,E00023946,1966.071,251.318,275.08,300.017,315.736,172.953,3281.174,4.084,0.522,0.571,0.623,0.656,0.359,6.816,0.103,0.094,0.117,0.079,0.093,0.092,0.103,0.094,0.117,0.079,0.093,0.092
496,E00023978,93.148,26.043,9.957,14.247,11.643,8.747,163.784,1.413,0.395,0.151,0.216,0.177,0.133,2.485,0.036,0.071,0.031,0.027,0.025,0.034,0.036,0.071,0.031,0.027,0.025,0.034
497,E00023526,1411.276,159.961,155.726,265.854,250.744,134.358,2377.919,11.223,1.272,1.238,2.114,1.994,1.068,18.909,0.284,0.229,0.253,0.268,0.283,0.274,0.284,0.229,0.253,0.268,0.283,0.274
498,E00023832,1819.271,171.175,120.073,260.456,248.314,120.372,2739.66,16.411,1.544,1.083,2.349,2.24,1.086,24.713,0.416,0.278,0.222,0.298,0.318,0.278,0.416,0.278,0.222,0.298,0.318,0.278
499,E00023898,259.517,28.402,25.982,38.941,32.704,29.147,414.693,1.31,0.143,0.131,0.197,0.165,0.147,2.093,0.033,0.026,0.027,0.025,0.023,0.038,0.033,0.026,0.027,0.025,0.023,0.038
500,E00023819,3787.123,286.248,188.42,241.286,307.494,214.098,5024.669,19.49,1.473,0.97,1.242,1.582,1.102,25.859,0.494,0.265,0.198,0.158,0.225,0.283,0.494,0.265,0.198,0.158,0.225,0.283
501,E00175238,424.778,69.341,45.064,98.766,55.025,51.915,744.89,4.612,0.753,0.489,1.072,0.597,0.564,8.087,0.117,0.136,0.1,0.136,0.085,0.145,0.117,0.136,0.1,0.136,0.085,0.145
502,E00175197,600.754,75.214,66.379,196.904,128.404,67.724,1135.379,8.055,1.009,0.89,2.64,1.722,0.908,15.224,0.204,0.182,0.182,0.335,0.244,0.233,0.204,0.182,0.182,0.335,0.244,0.233
503,E00024037,302.168,36.951,41.231,61.717,67.706,34.857,544.629,5.446,0.666,0.743,1.112,1.22,0.628,9.815,0.138,0.12,0.152,0.141,0.173,0.161,0.138,0.12,0.152,0.141,0.173,0.161
504,E00023445,237.34,49.273,16.701,31.72,32.258,28.718,396.01,1.154,0.24,0.081,0.154,0.157,0.14,1.926,0.029,0.043,0.017,0.02,0.022,0.036,0.029,0.043,0.017,0.02,0.022,0.036
505,E00024055,723.404,75.497,89.524,150.701,141.49,70.35,1250.964,8.764,0.915,1.085,1.826,1.714,0.852,15.155,0.222,0.165,0.222,0.232,0.243,0.218,0.222,0.165,0.222,0.232,0.243,0.218
506,E00023877,620.983,83.093,66.255,134.523,96.924,64.212,1065.991,3.033,0.406,0.324,0.657,0.473,0.314,5.207,0.077,0.073,0.066,0.083,0.067,0.08,0.077,0.073,0.066,0.083,0.067,0.08
507,E00023531,209.415,54.948,33.081,72.539,36.428,28.974,435.385,2.751,0.722,0.435,0.953,0.479,0.381,5.72,0.07,0.13,0.089,0.121,0.068,0.098,0.07,0.13,0.089,0.121,0.068,0.098
508,E00023630,672.342,94.883,93.066,123.957,146.252,71.079,1201.58,6.879,0.971,0.952,1.268,1.496,0.727,12.293,0.174,0.175,0.195,0.161,0.212,0.186,0.174,0.175,0.195,0.161,0.212,0.186
509,E00023635,480.191,86.417,70.543,106.18,103.769,48.427,895.527,4.584,0.825,0.673,1.014,0.991,0.462,8.548,0.116,0.149,0.138,0.129,0.14,0.119,0.116,0.149,0.138,0.129,0.14,0.119
510,E00175185,238.744,44.637,31.889,47.759,51.909,29.027,443.965,2.232,0.417,0.298,0.446,0.485,0.271,4.15,0.057,0.075,0.061,0.057,0.069,0.069,0.057,0.075,0.061,0.057,0.069,0.069
511,E00023757,653.07,86.664,78.233,209.566,101.165,71.798,1200.496,7.597,1.008,0.91,2.438,1.177,0.835,13.965,0.192,0.182,0.186,0.309,0.167,0.214,0.192,0.182,0.186,0.309,0.167,0.214
512,E00023648,1132.377,198.428,160.026,204.066,272.79,135.452,2103.138,8.574,1.502,1.212,1.545,2.066,1.026,15.925,0.217,0.271,0.248,0.196,0.293,0.263,0.217,0.271,0.248,0.196,0.293,0.263
513,E00023463,318.347,58.765,40.656,95.631,51.314,37.379,602.092,3.413,0.63,0.436,1.025,0.55,0.401,6.455,0.086,0.113,0.089,0.13,0.078,0.103,0.086,0.113,0.089,0.13,0.078,0.103
514,E00175233,412.324,78.102,49.847,114.247,75.251,44.865,774.636,3.302,0.625,0.399,0.915,0.603,0.359,6.203,0.084,0.113,0.082,0.116,0.086,0.092,0.084,0.113,0.082,0.116,0.086,0.092
515,E00023446,233.78,44.036,18.865,53.214,29.734,24.395,404.023,2.307,0.435,0.186,0.525,0.293,0.241,3.988,0.058,0.078,0.038,0.067,0.042,0.062,0.058,0.078,0.038,0.067,0.042,0.062
516,E00024025,539.989,64.707,70.26,102.084,99.866,50.253,927.158,4.548,0.545,0.592,0.86,0.841,0.423,7.809,0.115,0.098,0.121,0.109,0.119,0.109,0.115,0.098,0.121,0.109,0.119,0.109
517,E00023651,842.001,152.121,135.509,182.955,219.388,103.634,1635.608,6.456,1.166,1.039,1.403,1.682,0.795,12.541,0.164,0.21,0.213,0.178,0.239,0.204,0.164,0.21,0.213,0.178,0.239,0.204
518,E00023429,287.016,59.881,30.349,60.753,45.474,31.696,515.17,2.504,0.523,0.265,0.53,0.397,0.277,4.495,0.063,0.094,0.054,0.067,0.056,0.071,0.063,0.094,0.054,0.067,0.056,0.071
519,E00023862,223.411,41.738,19.903,48.207,32.415,23.22,388.895,1.908,0.356,0.17,0.412,0.277,0.198,3.321,0.048,0.064,0.035,0.052,0.039,0.051,0.048,0.064,0.035,0.052,0.039,0.051
520,E00175244,271.56,47.932,38.11,61.091,59.977,34.311,512.982,3.202,0.565,0.449,0.72,0.707,0.405,6.048,0.081,0.102,0.092,0.091,0.1,0.104,0.081,0.102,0.092,0.091,0.1,0.104
521,E00024107,462.387,105.545,58.325,99.287,98.391,52.286,876.221,2.563,0.585,0.323,0.55,0.545,0.29,4.858,0.065,0.105,0.066,0.07,0.077,0.074,0.065,0.105,0.066,0.07,0.077,0.074
522,E00023636,515.899,63.548,100.084,85.248,133.067,59.7,957.546,3.268,0.403,0.634,0.54,0.843,0.378,6.065,0.083,0.073,0.13,0.068,0.12,0.097,0.083,0.073,0.13,0.068,0.12,0.097
