,OA,[total] - worker_count,[total] - student_count,[total] - tourist_count,[total] - shopper_count,[total] - leisurer_count,[total] - chorer_count,[total] - total_count,[per_effective_area_square_meter] - worker_count,[per_effective_area_square_meter] - student_count,[per_effective_area_square_meter] - tourist_count,[per_effective_area_square_meter] - shopper_count,[per_effective_area_square_meter] - leisurer_count,[per_effective_area_square_meter] - chorer_count,[per_effective_area_square_meter] - total_count,[%_of_borough_total] - [per_effective_area_square_meter] - worker,[%_of_borough_total] - [per_effective_area_square_meter] - student,[%_of_borough_total] - [per_effective_area_square_meter] - tourist,[%_of_borough_total] - [per_effective_area_square_meter] - shopper,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[%_of_borough_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - chorer
0,E00023722,41.458,38.96,41.104,27.602,42.854,42.273,234.251,1.124,1.056,1.114,0.748,1.162,1.146,6.351,0.092,0.1,0.106,0.068,0.109,0.09,0.092,0.1,0.106,0.068,0.109,0.09
1,E00023889,172.035,159.076,149.526,200.685,149.722,209.299,1040.344,1.684,1.557,1.463,1.964,1.465,2.048,10.182,0.138,0.148,0.139,0.178,0.137,0.161,0.138,0.148,0.139,0.178,0.137,0.161
2,E00023808,65.957,60.862,48.344,57.693,48.669,87.199,368.724,0.661,0.61,0.485,0.578,0.488,0.874,3.697,0.054,0.058,0.046,0.052,0.046,0.069,0.054,0.058,0.046,0.052,0.046,0.069
3,E00024069,61.581,47.574,58.759,58.005,62.943,68.072,356.935,1.186,0.916,1.131,1.117,1.212,1.311,6.873,0.097,0.087,0.108,0.101,0.113,0.103,0.097,0.087,0.108,0.101,0.113,0.103
4,E00024056,114.666,94.589,126.391,78.937,111.923,107.84,634.347,1.017,0.839,1.121,0.7,0.993,0.957,5.627,0.084,0.08,0.107,0.063,0.093,0.075,0.084,0.08,0.107,0.063,0.093,0.075
5,E00023555,48.535,50.664,37.601,34.968,34.883,52.628,259.28,0.442,0.461,0.342,0.318,0.317,0.479,2.359,0.036,0.044,0.033,0.029,0.03,0.038,0.036,0.044,0.033,0.029,0.03,0.038
6,E00023887,294.705,235.184,231.074,266.507,268.815,337.895,1634.18,2.063,1.646,1.618,1.866,1.882,2.366,11.44,0.169,0.156,0.154,0.169,0.176,0.186,0.169,0.156,0.154,0.169,0.176,0.186
7,E00024042,134.745,115.022,121.168,119.333,109.035,162.803,762.106,1.245,1.063,1.12,1.103,1.007,1.504,7.041,0.102,0.101,0.107,0.1,0.094,0.119,0.102,0.101,0.107,0.1,0.094,0.119
8,E00023706,96.094,68.909,84.92,68.518,73.898,94.202,486.541,0.71,0.509,0.627,0.506,0.546,0.696,3.595,0.058,0.048,0.06,0.046,0.051,0.055,0.058,0.048,0.06,0.046,0.051,0.055
9,E00023787,87.991,88.793,72.747,76.356,76.592,97.16,499.639,0.709,0.716,0.587,0.616,0.618,0.783,4.028,0.058,0.068,0.056,0.056,0.058,0.062,0.058,0.068,0.056,0.056,0.058,0.062
10,E00024051,304.918,247.65,295.559,258.518,278.226,280.874,1665.744,2.378,1.931,2.305,2.016,2.17,2.19,12.989,0.195,0.183,0.22,0.182,0.203,0.173,0.195,0.183,0.22,0.182,0.203,0.173
11,E00023714,293.746,275.76,270.385,304.497,280.268,364.051,1788.708,1.587,1.49,1.461,1.646,1.515,1.967,9.667,0.13,0.142,0.139,0.149,0.142,0.155,0.13,0.142,0.139,0.149,0.142,0.155
12,E00023466,151.543,122.56,138.195,156.125,151.47,200.239,920.132,1.254,1.014,1.144,1.292,1.254,1.657,7.616,0.103,0.096,0.109,0.117,0.117,0.131,0.103,0.096,0.109,0.117,0.117,0.131
13,E00175213,494.127,305.943,365.345,307.562,416.674,374.418,2264.069,3.038,1.881,2.247,1.891,2.562,2.302,13.922,0.25,0.179,0.214,0.171,0.239,0.181,0.25,0.179,0.214,0.171,0.239,0.181
14,E00023564,83.984,72.95,70.442,82.397,59.837,94.858,464.468,0.84,0.73,0.705,0.824,0.598,0.949,4.645,0.069,0.069,0.067,0.075,0.056,0.075,0.069,0.069,0.067,0.075,0.056,0.075
15,E00023830,388.464,257.539,256.194,296.568,271.334,344.739,1814.837,3.531,2.341,2.329,2.696,2.466,3.133,16.496,0.29,0.222,0.222,0.244,0.23,0.247,0.29,0.222,0.222,0.244,0.23,0.247
16,E00023586,154.846,131.473,129.167,141.658,146.684,189.117,892.944,1.152,0.978,0.961,1.054,1.091,1.407,6.642,0.095,0.093,0.092,0.095,0.102,0.111,0.095,0.093,0.092,0.095,0.102,0.111
17,E00023507,255.2,238.01,236.623,253.922,248.752,268.419,1500.925,2.709,2.527,2.512,2.696,2.641,2.85,15.934,0.223,0.24,0.239,0.244,0.247,0.225,0.223,0.24,0.239,0.244,0.247,0.225
18,E00024104,85.136,67.087,72.812,59.085,79.639,64.481,428.239,0.678,0.534,0.58,0.47,0.634,0.513,3.409,0.056,0.051,0.055,0.043,0.059,0.04,0.056,0.051,0.055,0.043,0.059,0.04
19,E00024094,65.586,95.488,52.57,46.282,51.311,66.198,377.435,0.72,1.048,0.577,0.508,0.563,0.727,4.143,0.059,0.1,0.055,0.046,0.053,0.057,0.059,0.1,0.055,0.046,0.053,0.057
20,E00023936,1738.57,1282.59,1735.38,1330.023,1686.742,1278.748,9052.053,3.009,2.22,3.004,2.302,2.92,2.213,15.668,0.247,0.211,0.286,0.208,0.273,0.174,0.247,0.211,0.286,0.208,0.273,0.174
21,E00175182,318.719,231.782,264.841,249.195,290.249,297.693,1652.479,1.322,0.961,1.099,1.034,1.204,1.235,6.855,0.109,0.091,0.105,0.094,0.112,0.097,0.109,0.091,0.105,0.094,0.112,0.097
22,E00023840,555.226,427.147,429.439,555.094,437.336,525.001,2929.242,3.816,2.935,2.951,3.815,3.005,3.608,20.13,0.313,0.279,0.281,0.345,0.281,0.284,0.313,0.279,0.281,0.345,0.281,0.284
23,E00175255,57.594,55.858,45.173,40.776,41.101,64.623,305.125,0.659,0.639,0.517,0.466,0.47,0.739,3.49,0.054,0.061,0.049,0.042,0.044,0.058,0.054,0.061,0.049,0.042,0.044,0.058
24,E00175277,53.336,52.439,47.503,56.198,44.369,52.004,305.849,0.569,0.56,0.507,0.6,0.474,0.555,3.264,0.047,0.053,0.048,0.054,0.044,0.044,0.047,0.053,0.048,0.054,0.044,0.044
25,E00023767,68.602,50.367,55.348,59.552,57.509,76.326,367.704,0.805,0.591,0.65,0.699,0.675,0.896,4.317,0.066,0.056,0.062,0.063,0.063,0.071,0.066,0.056,0.062,0.063,0.063,0.071
26,E00023908,27.75,18.372,20.641,18.728,16.707,31.14,133.339,0.452,0.299,0.336,0.305,0.272,0.508,2.174,0.037,0.029,0.032,0.028,0.025,0.04,0.037,0.029,0.032,0.028,0.025,0.04
27,E00023475,141.09,134.619,139.752,229.069,148.442,174.275,967.247,1.385,1.321,1.372,2.249,1.457,1.711,9.495,0.114,0.126,0.131,0.203,0.136,0.135,0.114,0.126,0.131,0.203,0.136,0.135
28,E00023634,105.553,89.836,122.681,127.158,124.029,129.829,699.087,0.606,0.515,0.704,0.73,0.712,0.745,4.011,0.05,0.049,0.067,0.066,0.066,0.059,0.05,0.049,0.067,0.066,0.066,0.059
29,E00023727,249.444,227.325,241.534,236.243,246.401,276.482,1477.43,1.789,1.63,1.732,1.694,1.767,1.983,10.594,0.147,0.155,0.165,0.153,0.165,0.156,0.147,0.155,0.165,0.153,0.165,0.156
30,E00024066,78.496,65.517,82.084,81.185,82.21,83.938,473.43,1.414,1.18,1.479,1.462,1.481,1.512,8.528,0.116,0.112,0.141,0.132,0.138,0.119,0.116,0.112,0.141,0.132,0.138,0.119
31,E00023991,87.298,78.484,96.051,94.952,109.974,99.176,565.935,1.167,1.049,1.284,1.269,1.47,1.325,7.563,0.096,0.1,0.122,0.115,0.137,0.104,0.096,0.1,0.122,0.115,0.137,0.104
32,E00023910,47.59,42.762,36.433,27.095,34.089,44.157,232.125,0.396,0.355,0.303,0.225,0.283,0.367,1.929,0.032,0.034,0.029,0.02,0.026,0.029,0.032,0.034,0.029,0.02,0.026,0.029
33,E00175215,293.849,256.146,282.279,236.985,294.143,310.904,1674.306,2.104,1.834,2.021,1.697,2.106,2.226,11.988,0.173,0.174,0.193,0.154,0.197,0.175,0.173,0.174,0.193,0.154,0.197,0.175
34,E00023800,115.38,96.364,85.557,99.01,90.786,132.209,619.307,0.874,0.73,0.648,0.75,0.687,1.001,4.689,0.072,0.069,0.062,0.068,0.064,0.079,0.072,0.069,0.062,0.068,0.064,0.079
35,E00023920,317.789,287.258,306.3,265.445,276.487,294.392,1747.671,2.219,2.006,2.139,1.853,1.93,2.055,12.202,0.182,0.191,0.204,0.168,0.18,0.162,0.182,0.191,0.204,0.168,0.18,0.162
36,E00023831,418.14,361.7,360.253,463.639,372.401,445.193,2421.325,3.636,3.145,3.132,4.031,3.238,3.871,21.054,0.299,0.299,0.298,0.365,0.303,0.305,0.299,0.299,0.298,0.365,0.303,0.305
37,E00023485,68.612,47.944,51.14,49.245,53.292,69.08,339.314,1.319,0.922,0.983,0.947,1.024,1.328,6.523,0.108,0.088,0.094,0.086,0.096,0.105,0.108,0.088,0.094,0.086,0.096,0.105
38,E00024021,41.45,36.734,29.08,25.629,26.543,42.654,202.09,0.509,0.451,0.357,0.315,0.326,0.524,2.481,0.042,0.043,0.034,0.028,0.03,0.041,0.042,0.043,0.034,0.028,0.03,0.041
39,E00023738,80.408,97.211,82.769,52.153,78.44,73.851,464.832,0.791,0.957,0.815,0.513,0.772,0.727,4.575,0.065,0.091,0.078,0.046,0.072,0.057,0.065,0.091,0.078,0.046,0.072,0.057
40,E00023912,64.044,68.318,54.807,36.95,49.843,57.858,331.821,0.582,0.621,0.498,0.336,0.453,0.526,3.017,0.048,0.059,0.047,0.03,0.042,0.041,0.048,0.059,0.047,0.03,0.042,0.041
41,E00023423,50.379,59.938,39.844,42.634,31.871,61.559,286.224,0.514,0.611,0.406,0.435,0.325,0.627,2.917,0.042,0.058,0.039,0.039,0.03,0.049,0.042,0.058,0.039,0.039,0.03,0.049
42,E00023488,294.476,226.187,213.503,215.031,208.645,278.567,1436.408,2.155,1.655,1.562,1.574,1.527,2.039,10.511,0.177,0.157,0.149,0.142,0.143,0.161,0.177,0.157,0.149,0.142,0.143,0.161
43,E00023500,429.52,306.634,336.622,311.704,327.033,418.275,2129.787,3.231,2.307,2.533,2.345,2.46,3.147,16.023,0.265,0.219,0.241,0.212,0.23,0.248,0.265,0.219,0.241,0.212,0.23,0.248
44,E00175275,116.91,91.2,95.198,110.805,88.669,113.206,615.988,0.831,0.648,0.677,0.788,0.63,0.805,4.379,0.068,0.062,0.064,0.071,0.059,0.063,0.068,0.062,0.064,0.071,0.059,0.063
45,E00023503,336.753,262.633,270.82,253.05,291.39,306.866,1721.511,2.534,1.976,2.038,1.904,2.193,2.309,12.955,0.208,0.188,0.194,0.172,0.205,0.182,0.208,0.188,0.194,0.172,0.205,0.182
46,E00175243,74.197,104.897,66.815,56.107,72.519,68.927,443.462,0.701,0.991,0.631,0.53,0.685,0.651,4.189,0.058,0.094,0.06,0.048,0.064,0.051,0.058,0.094,0.06,0.048,0.064,0.051
47,E00175246,57.94,56.129,56.636,59.087,65.609,68.827,364.228,0.44,0.426,0.43,0.448,0.498,0.522,2.765,0.036,0.04,0.041,0.041,0.047,0.041,0.036,0.04,0.041,0.041,0.047,0.041
48,E00024095,91.252,90.867,79.634,78.794,79.201,103.283,523.031,0.879,0.875,0.767,0.759,0.763,0.995,5.038,0.072,0.083,0.073,0.069,0.071,0.078,0.072,0.083,0.073,0.069,0.071,0.078
49,E00023756,149.439,122.451,115.909,137.45,112.386,177.543,815.179,1.09,0.893,0.845,1.002,0.819,1.294,5.944,0.089,0.085,0.08,0.091,0.077,0.102,0.089,0.085,0.08,0.091,0.077,0.102
50,E00024014,196.279,143.775,162.168,159.237,167.574,210.766,1039.799,2.361,1.729,1.95,1.915,2.015,2.535,12.505,0.194,0.164,0.186,0.173,0.188,0.2,0.194,0.164,0.186,0.173,0.188,0.2
51,E00023620,344.632,308.993,355.989,322.246,369.897,366.93,2068.687,2.275,2.04,2.35,2.128,2.442,2.423,13.658,0.187,0.194,0.224,0.193,0.228,0.191,0.187,0.194,0.224,0.193,0.228,0.191
52,E00023520,265.274,232.226,266.097,240.186,248.435,266.881,1519.099,2.993,2.62,3.002,2.71,2.803,3.011,17.139,0.246,0.249,0.286,0.245,0.262,0.237,0.246,0.249,0.286,0.245,0.262,0.237
53,E00024125,323.067,281.637,271.139,282.623,261.799,301.551,1721.815,3.573,3.115,2.999,3.126,2.895,3.335,19.042,0.293,0.296,0.286,0.283,0.271,0.263,0.293,0.296,0.286,0.283,0.271,0.263
54,E00024063,116.687,97.496,134.56,83.473,118.968,127.519,678.702,1.104,0.923,1.273,0.79,1.126,1.207,6.423,0.091,0.088,0.121,0.072,0.105,0.095,0.091,0.088,0.121,0.072,0.105,0.095
55,E00024105,155.906,115.48,137.046,118.29,146.197,146.725,819.645,0.801,0.593,0.704,0.608,0.751,0.754,4.21,0.066,0.056,0.067,0.055,0.07,0.059,0.066,0.056,0.067,0.055,0.07,0.059
56,E00023932,892.428,860.471,959.433,1197.63,1051.384,817.628,5778.972,3.627,3.497,3.9,4.868,4.273,3.323,23.488,0.298,0.332,0.372,0.441,0.399,0.262,0.298,0.332,0.372,0.441,0.399,0.262
57,E00024075,52.112,31.274,39.005,36.633,47.439,36.482,242.945,0.357,0.214,0.267,0.251,0.325,0.25,1.666,0.029,0.02,0.025,0.023,0.03,0.02,0.029,0.02,0.025,0.023,0.03,0.02
58,E00175198,306.847,255.18,307.315,299.371,342.284,313.74,1824.737,2.287,1.902,2.291,2.231,2.551,2.339,13.601,0.188,0.181,0.218,0.202,0.238,0.184,0.188,0.181,0.218,0.202,0.238,0.184
59,E00023728,144.53,148.667,156.221,137.47,153.91,162.623,903.42,1.243,1.279,1.344,1.182,1.324,1.399,7.771,0.102,0.121,0.128,0.107,0.124,0.11,0.102,0.121,0.128,0.107,0.124,0.11
60,E00024114,941.343,700.659,800.534,1178.937,755.373,806.03,5182.876,4.916,3.659,4.181,6.157,3.945,4.21,27.069,0.404,0.348,0.398,0.557,0.369,0.332,0.404,0.348,0.398,0.557,0.369,0.332
61,E00023873,81.616,77.285,60.696,81.276,56.768,108.752,466.393,0.504,0.477,0.375,0.502,0.351,0.672,2.881,0.041,0.045,0.036,0.045,0.033,0.053,0.041,0.045,0.036,0.045,0.033,0.053
62,E00024059,223.358,186.346,209.764,196.695,208.238,251.139,1275.539,1.551,1.294,1.457,1.366,1.446,1.744,8.859,0.127,0.123,0.139,0.124,0.135,0.137,0.127,0.123,0.139,0.124,0.135,0.137
63,E00024115,1101.483,674.03,876.851,1051.499,851.333,825.053,5380.251,5.181,3.17,4.125,4.946,4.004,3.881,25.308,0.426,0.301,0.393,0.448,0.374,0.306,0.426,0.301,0.393,0.448,0.374,0.306
64,E00024030,258.957,230.484,229.807,196.2,231.994,231.015,1378.456,0.769,0.685,0.683,0.583,0.689,0.686,4.095,0.063,0.065,0.065,0.053,0.064,0.054,0.063,0.065,0.065,0.053,0.064,0.054
65,E00023567,205.945,203.459,204.583,284.594,187.269,275.422,1361.272,1.42,1.403,1.411,1.962,1.291,1.899,9.386,0.117,0.133,0.134,0.178,0.121,0.15,0.117,0.133,0.134,0.178,0.121,0.15
66,E00023622,146.585,121.003,179.347,128.511,177.242,158.291,910.979,0.819,0.676,1.002,0.718,0.99,0.884,5.088,0.067,0.064,0.095,0.065,0.092,0.07,0.067,0.064,0.095,0.065,0.092,0.07
67,E00023632,269.521,235.64,256.979,280.378,266.086,299.878,1608.483,1.922,1.68,1.832,1.999,1.897,2.138,11.469,0.158,0.16,0.175,0.181,0.177,0.168,0.158,0.16,0.175,0.181,0.177,0.168
68,E00023858,61.255,94.991,43.973,51.589,48.932,83.442,384.182,0.579,0.899,0.416,0.488,0.463,0.789,3.634,0.048,0.085,0.04,0.044,0.043,0.062,0.048,0.085,0.04,0.044,0.043,0.062
69,E00023765,66.075,55.491,49.719,52.541,53.035,66.898,343.758,0.601,0.504,0.452,0.478,0.482,0.608,3.124,0.049,0.048,0.043,0.043,0.045,0.048,0.049,0.048,0.043,0.043,0.045,0.048
70,E00023979,74.091,88.373,52.553,51.917,50.827,81.999,399.76,1.257,1.499,0.892,0.881,0.862,1.391,6.782,0.103,0.142,0.085,0.08,0.081,0.11,0.103,0.142,0.085,0.08,0.081,0.11
71,E00175230,61.278,45.648,39.351,44.189,36.315,76.235,303.016,0.873,0.651,0.561,0.63,0.518,1.087,4.319,0.072,0.062,0.053,0.057,0.048,0.086,0.072,0.062,0.053,0.057,0.048,0.086
72,E00023591,86.578,96.656,57.61,77.104,60.736,96.542,475.226,0.697,0.778,0.464,0.62,0.489,0.777,3.824,0.057,0.074,0.044,0.056,0.046,0.061,0.057,0.074,0.044,0.056,0.046,0.061
73,E00023510,528.626,399.311,414.902,447.245,419.353,459.672,2669.109,2.633,1.989,2.066,2.227,2.088,2.289,13.292,0.216,0.189,0.197,0.202,0.195,0.18,0.216,0.189,0.197,0.202,0.195,0.18
74,E00023581,137.177,148.99,131.41,153.18,115.34,169.107,855.205,0.955,1.037,0.915,1.066,0.803,1.177,5.952,0.078,0.099,0.087,0.096,0.075,0.093,0.078,0.099,0.087,0.096,0.075,0.093
75,E00023441,117.38,123.364,108.662,105.139,114.301,141.873,710.72,0.562,0.591,0.521,0.504,0.548,0.68,3.406,0.046,0.056,0.05,0.046,0.051,0.054,0.046,0.056,0.05,0.046,0.051,0.054
76,E00024071,89.73,74.856,85.448,58.561,69.979,102.873,481.446,1.126,0.939,1.072,0.735,0.878,1.291,6.042,0.093,0.089,0.102,0.066,0.082,0.102,0.093,0.089,0.102,0.066,0.082,0.102
77,E00023867,133.663,146.652,104.938,150.988,103.497,131.872,771.611,1.153,1.265,0.905,1.302,0.893,1.137,6.655,0.095,0.12,0.086,0.118,0.083,0.09,0.095,0.12,0.086,0.118,0.083,0.09
78,E00024061,155.166,123.836,160.985,123.484,147.553,148.08,859.102,1.449,1.157,1.504,1.153,1.378,1.383,8.025,0.119,0.11,0.143,0.104,0.129,0.109,0.119,0.11,0.143,0.104,0.129,0.109
79,E00024140,927.34,634.535,686.559,971.31,658.78,775.709,4654.233,4.057,2.776,3.003,4.249,2.882,3.393,20.36,0.333,0.264,0.286,0.385,0.269,0.267,0.333,0.264,0.286,0.385,0.269,0.267
80,E00023726,82.422,87.191,100.351,72.369,99.753,84.178,526.265,0.982,1.039,1.196,0.862,1.189,1.003,6.272,0.081,0.099,0.114,0.078,0.111,0.079,0.081,0.099,0.114,0.078,0.111,0.079
81,E00023879,57.331,58.668,44.999,62.104,41.488,75.703,340.293,0.439,0.449,0.344,0.475,0.317,0.579,2.604,0.036,0.043,0.033,0.043,0.03,0.046,0.036,0.043,0.033,0.043,0.03,0.046
82,E00023529,379.108,273.995,241.263,256.481,238.656,373.899,1763.402,3.503,2.532,2.23,2.37,2.205,3.455,16.296,0.288,0.241,0.212,0.215,0.206,0.272,0.288,0.241,0.212,0.215,0.206,0.272
83,E00023443,43.676,45.368,31.222,47.206,34.02,65.308,266.8,0.356,0.369,0.254,0.384,0.277,0.532,2.172,0.029,0.035,0.024,0.035,0.026,0.042,0.029,0.035,0.024,0.035,0.026,0.042
84,E00023458,133.9,115.448,116.959,120.563,114.399,171.473,772.742,1.265,1.091,1.105,1.139,1.081,1.62,7.302,0.104,0.104,0.105,0.103,0.101,0.128,0.104,0.104,0.105,0.103,0.101,0.128
85,E00024138,836.993,792.743,983.855,942.996,1277.25,721.204,5555.042,5.449,5.161,6.405,6.139,8.315,4.695,36.165,0.448,0.49,0.61,0.556,0.777,0.37,0.448,0.49,0.61,0.556,0.777,0.37
86,E00023922,238.448,170.126,515.938,175.48,560.695,183.827,1844.513,0.39,0.278,0.844,0.287,0.917,0.301,3.016,0.032,0.026,0.08,0.026,0.086,0.024,0.032,0.026,0.08,0.026,0.086,0.024
87,E00023541,66.723,52.909,45.582,52.047,44.942,85.484,347.688,0.841,0.667,0.574,0.656,0.566,1.077,4.38,0.069,0.063,0.055,0.059,0.053,0.085,0.069,0.063,0.055,0.059,0.053,0.085
88,E00024126,298.867,304.201,248.973,264.704,254.035,281.99,1652.77,3.808,3.876,3.172,3.373,3.237,3.593,21.058,0.313,0.368,0.302,0.305,0.302,0.283,0.313,0.368,0.302,0.305,0.302,0.283
89,E00023993,113.717,92.287,99.571,88.675,108.232,122.391,624.871,1.131,0.918,0.99,0.882,1.076,1.217,6.213,0.093,0.087,0.094,0.08,0.1,0.096,0.093,0.087,0.094,0.08,0.1,0.096
90,E00023460,60.851,82.172,55.749,56.327,59.313,56.763,371.175,0.827,1.116,0.757,0.765,0.806,0.771,5.042,0.068,0.106,0.072,0.069,0.075,0.061,0.068,0.106,0.072,0.069,0.075,0.061
91,E00023806,157.05,143.033,108.551,120.433,113.286,188.653,831.006,0.54,0.492,0.373,0.414,0.389,0.648,2.856,0.044,0.047,0.036,0.037,0.036,0.051,0.044,0.047,0.036,0.037,0.036,0.051
92,E00023438,76.575,88.542,52.421,46.492,47.207,69.494,380.732,0.348,0.402,0.238,0.211,0.214,0.316,1.729,0.029,0.038,0.023,0.019,0.02,0.025,0.029,0.038,0.023,0.019,0.02,0.025
93,E00023795,90.558,72.096,65.024,77.536,64.74,106.412,476.365,0.723,0.575,0.519,0.619,0.517,0.849,3.801,0.059,0.055,0.049,0.056,0.048,0.067,0.059,0.055,0.049,0.056,0.048,0.067
94,E00023861,176.575,179.592,140.837,185.456,136.853,204.113,1023.426,0.872,0.887,0.696,0.916,0.676,1.008,5.055,0.072,0.084,0.066,0.083,0.063,0.079,0.072,0.084,0.066,0.083,0.063,0.079
95,E00023570,209.792,190.845,175.76,208.622,168.799,229.3,1183.116,1.795,1.633,1.504,1.785,1.445,1.962,10.125,0.147,0.155,0.143,0.162,0.135,0.155,0.147,0.155,0.143,0.162,0.135,0.155
96,E00024013,219.055,161.44,177.999,186.625,185.505,239.076,1169.7,2.834,2.089,2.303,2.415,2.4,3.093,15.134,0.233,0.198,0.219,0.219,0.224,0.244,0.233,0.198,0.219,0.219,0.224,0.244
97,E00024092,229.647,181.594,183.955,199.147,201.751,244.548,1240.644,1.447,1.144,1.159,1.255,1.271,1.541,7.817,0.119,0.109,0.11,0.114,0.119,0.121,0.119,0.109,0.11,0.114,0.119,0.121
98,E00175235,80.781,76.395,69.544,91.541,63.443,109.545,491.248,0.582,0.551,0.501,0.66,0.457,0.79,3.542,0.048,0.052,0.048,0.06,0.043,0.062,0.048,0.052,0.048,0.06,0.043,0.062
99,E00023845,969.574,803.196,825.75,1259.281,825.048,935.698,5618.547,3.704,3.068,3.154,4.811,3.152,3.575,21.464,0.304,0.291,0.301,0.435,0.294,0.282,0.304,0.291,0.301,0.435,0.294,0.282
100,E00023864,129.59,142.127,103.185,137.677,102.915,152.399,767.892,0.896,0.983,0.714,0.952,0.712,1.054,5.312,0.074,0.093,0.068,0.086,0.066,0.083,0.074,0.093,0.068,0.086,0.066,0.083
101,E00023989,97.58,76.816,90.109,81.872,93.816,109.136,549.328,1.014,0.798,0.936,0.851,0.975,1.134,5.709,0.083,0.076,0.089,0.077,0.091,0.089,0.083,0.076,0.089,0.077,0.091,0.089
102,E00023536,70.962,64.409,64.158,79.393,67.194,77.851,423.967,0.669,0.607,0.604,0.748,0.633,0.733,3.994,0.055,0.058,0.058,0.068,0.059,0.058,0.055,0.058,0.058,0.068,0.059,0.058
103,E00023664,266.424,231.979,230.041,270.345,234.282,281.938,1515.008,1.538,1.339,1.328,1.561,1.353,1.628,8.747,0.126,0.127,0.127,0.141,0.126,0.128,0.126,0.127,0.127,0.141,0.126,0.128
104,E00023433,50.248,66.675,28.593,22.558,25.445,41.167,234.686,0.278,0.369,0.158,0.125,0.141,0.228,1.3,0.023,0.035,0.015,0.011,0.013,0.018,0.023,0.035,0.015,0.011,0.013,0.018
105,E00175181,275.719,205.506,218.01,204.416,221.893,241.342,1366.885,1.184,0.883,0.937,0.878,0.953,1.037,5.872,0.097,0.084,0.089,0.08,0.089,0.082,0.097,0.084,0.089,0.08,0.089,0.082
106,E00024113,1754.374,1042.217,1403.996,1613.613,1474.965,1250.591,8539.757,4.363,2.592,3.492,4.013,3.668,3.11,21.238,0.358,0.246,0.333,0.363,0.343,0.245,0.358,0.246,0.333,0.363,0.343,0.245
107,E00023672,66.173,52.222,70.553,44.892,61.427,86.557,381.823,0.388,0.306,0.413,0.263,0.36,0.507,2.237,0.032,0.029,0.039,0.024,0.034,0.04,0.032,0.029,0.039,0.024,0.034,0.04
108,E00023759,145.255,106.66,123.226,105.468,112.626,130.06,723.295,0.675,0.496,0.573,0.49,0.524,0.605,3.362,0.055,0.047,0.055,0.044,0.049,0.048,0.055,0.047,0.055,0.044,0.049,0.048
109,E00023881,179.329,164.773,152.628,204.064,149.4,218.09,1068.284,1.394,1.281,1.186,1.586,1.161,1.695,8.303,0.114,0.122,0.113,0.144,0.109,0.134,0.114,0.122,0.113,0.144,0.109,0.134
110,E00024096,164.239,135.11,148.109,149.426,164.445,178.322,939.652,0.935,0.769,0.843,0.85,0.936,1.015,5.347,0.077,0.073,0.08,0.077,0.087,0.08,0.077,0.073,0.08,0.077,0.087,0.08
111,E00024017,69.148,63.323,58.925,58.866,62.402,82.013,394.677,1.219,1.116,1.038,1.037,1.1,1.445,6.955,0.1,0.106,0.099,0.094,0.103,0.114,0.1,0.106,0.099,0.094,0.103,0.114
112,E00023694,96.259,111.188,106.049,85.396,111.808,104.739,615.438,1.018,1.176,1.121,0.903,1.182,1.107,6.507,0.084,0.112,0.107,0.082,0.11,0.087,0.084,0.112,0.107,0.082,0.11,0.087
113,E00023884,196.306,185.841,176.876,142.334,155.657,178.729,1035.744,1.274,1.206,1.148,0.924,1.01,1.16,6.722,0.105,0.115,0.109,0.084,0.094,0.091,0.105,0.115,0.109,0.084,0.094,0.091
114,E00023805,120.11,95.849,83.97,102.783,89.696,146.303,638.711,0.679,0.542,0.475,0.581,0.507,0.827,3.612,0.056,0.051,0.045,0.053,0.047,0.065,0.056,0.051,0.045,0.053,0.047,0.065
115,E00023615,80.997,105.214,66.94,75.366,66.005,96.628,491.15,0.653,0.849,0.54,0.608,0.533,0.78,3.963,0.054,0.081,0.051,0.055,0.05,0.061,0.054,0.081,0.051,0.055,0.05,0.061
116,E00024008,182.751,180.918,147.162,132.567,138.913,191.504,973.815,1.475,1.461,1.188,1.07,1.121,1.546,7.862,0.121,0.139,0.113,0.097,0.105,0.122,0.121,0.139,0.113,0.097,0.105,0.122
117,E00024089,200.43,183.361,161.158,179.171,155.561,209.786,1089.466,1.68,1.537,1.35,1.501,1.304,1.758,9.13,0.138,0.146,0.129,0.136,0.122,0.139,0.138,0.146,0.129,0.136,0.122,0.139
118,E00023625,223.138,175.544,222.442,232.72,227.851,236.389,1318.084,1.286,1.012,1.282,1.342,1.314,1.363,7.598,0.106,0.096,0.122,0.121,0.123,0.107,0.106,0.096,0.122,0.121,0.123,0.107
119,E00023502,447.193,355.955,351.08,356.608,366.667,474.604,2352.107,2.824,2.248,2.217,2.252,2.316,2.997,14.855,0.232,0.214,0.211,0.204,0.216,0.236,0.232,0.214,0.211,0.204,0.216,0.236
