,OA,[total] - worker_count,[total] - student_count,[total] - tourist_count,[total] - shopper_count,[total] - leisurer_count,[total] - chorer_count,[total] - total_count,[per_effective_area_square_meter] - worker_count,[per_effective_area_square_meter] - student_count,[per_effective_area_square_meter] - tourist_count,[per_effective_area_square_meter] - shopper_count,[per_effective_area_square_meter] - leisurer_count,[per_effective_area_square_meter] - chorer_count,[per_effective_area_square_meter] - total_count,[%_of_borough_total] - [per_effective_area_square_meter] - worker,[%_of_borough_total] - [per_effective_area_square_meter] - student,[%_of_borough_total] - [per_effective_area_square_meter] - tourist,[%_of_borough_total] - [per_effective_area_square_meter] - shopper,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[%_of_borough_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - chorer
757,E00024124,870.729,702.711,512.54,528.159,527.878,932.446,4074.463,3.89,3.139,2.29,2.36,2.358,4.166,18.203,0.32,0.298,0.218,0.214,0.22,0.328,0.32,0.298,0.218,0.214,0.22,0.328
758,E00175245,54.571,52.706,51.682,39.816,55.795,55.456,310.025,0.517,0.499,0.489,0.377,0.528,0.525,2.936,0.042,0.047,0.047,0.034,0.049,0.041,0.042,0.047,0.047,0.034,0.049,0.041
759,E00023631,179.989,150.396,198.574,140.979,197.715,174.075,1041.727,1.627,1.36,1.795,1.275,1.788,1.574,9.418,0.134,0.129,0.171,0.115,0.167,0.124,0.134,0.129,0.171,0.115,0.167,0.124
760,E00023440,145.78,130.419,129.732,157.693,131.281,178.961,873.866,0.777,0.695,0.691,0.84,0.699,0.953,4.655,0.064,0.066,0.066,0.076,0.065,0.075,0.064,0.066,0.066,0.076,0.065,0.075
761,E00175190,1584.093,1129.407,1297.89,1813.453,1264.472,1261.086,8350.402,4.938,3.521,4.046,5.653,3.942,3.931,26.03,0.406,0.334,0.385,0.512,0.368,0.31,0.406,0.334,0.385,0.512,0.368,0.31
762,E00023909,79.184,62.013,67.996,61.304,65.424,88.215,424.135,0.544,0.426,0.467,0.421,0.449,0.606,2.912,0.045,0.04,0.044,0.038,0.042,0.048,0.045,0.04,0.044,0.038,0.042,0.048
763,E00023988,94.782,82.9,97.934,101.597,106.529,111.352,595.094,1.328,1.161,1.372,1.423,1.492,1.56,8.336,0.109,0.11,0.131,0.129,0.139,0.123,0.109,0.11,0.131,0.129,0.139,0.123
764,E00024044,113.904,91.217,102.015,103.685,92.101,139.938,642.86,1.494,1.196,1.338,1.36,1.208,1.835,8.43,0.123,0.114,0.127,0.123,0.113,0.145,0.123,0.114,0.127,0.123,0.113,0.145
765,E00175269,154.787,155.955,159.857,238.317,146.56,215.318,1070.793,1.49,1.501,1.538,2.294,1.411,2.072,10.306,0.122,0.143,0.147,0.208,0.132,0.163,0.122,0.143,0.147,0.208,0.132,0.163
766,E00023982,22.615,24.711,37.715,18.053,32.25,19.068,154.412,0.291,0.318,0.485,0.232,0.415,0.245,1.987,0.024,0.03,0.046,0.021,0.039,0.019,0.024,0.03,0.046,0.021,0.039,0.019
767,E00023444,99.653,91.16,62.438,60.511,53.409,108.041,475.211,0.74,0.677,0.463,0.449,0.396,0.802,3.527,0.061,0.064,0.044,0.041,0.037,0.063,0.061,0.064,0.044,0.041,0.037,0.063
768,E00024127,457.24,440.556,384.456,424.393,416.009,421.487,2544.141,2.9,2.794,2.438,2.692,2.639,2.673,16.137,0.238,0.265,0.232,0.244,0.247,0.211,0.238,0.265,0.232,0.244,0.247,0.211
769,E00023547,82.607,99.606,70.573,69.979,62.611,86.43,471.806,0.748,0.902,0.639,0.634,0.567,0.783,4.274,0.061,0.086,0.061,0.057,0.053,0.062,0.061,0.086,0.061,0.057,0.053,0.062
770,E00023462,69.914,65.913,62.11,69.885,64.779,79.683,412.283,0.807,0.761,0.717,0.807,0.748,0.92,4.761,0.066,0.072,0.068,0.073,0.07,0.073,0.066,0.072,0.068,0.073,0.07,0.073
771,E00023752,71.612,82.282,63.788,57.089,67.948,79.572,422.291,0.682,0.784,0.607,0.544,0.647,0.758,4.022,0.056,0.074,0.058,0.049,0.06,0.06,0.056,0.074,0.058,0.049,0.06,0.06
772,E00023871,73.193,81.994,68.472,81.976,66.337,104.111,476.083,0.611,0.685,0.572,0.684,0.554,0.869,3.975,0.05,0.065,0.054,0.062,0.052,0.068,0.05,0.065,0.054,0.062,0.052,0.068
773,E00023841,669.083,527.537,421.675,492.815,485.524,738.824,3335.457,4.525,3.568,2.852,3.333,3.284,4.997,22.56,0.372,0.339,0.272,0.302,0.307,0.394,0.372,0.339,0.272,0.302,0.307,0.394
774,E00175279,91.728,75.233,73.486,86.975,70.399,97.382,495.202,0.791,0.649,0.634,0.75,0.607,0.84,4.273,0.065,0.062,0.06,0.068,0.057,0.066,0.065,0.062,0.06,0.068,0.057,0.066
775,E00023792,72.178,60.995,51.533,51.814,55.449,73.174,365.142,0.654,0.553,0.467,0.47,0.503,0.663,3.31,0.054,0.053,0.044,0.042,0.047,0.052,0.054,0.053,0.044,0.042,0.047,0.052
776,E00023713,84.856,84.107,87.818,68.928,84.967,88.342,499.019,0.93,0.921,0.962,0.755,0.931,0.968,5.466,0.076,0.087,0.092,0.068,0.087,0.076,0.076,0.087,0.092,0.068,0.087,0.076
777,E00023963,124.7,121.266,119.457,106.431,121.855,133.328,727.036,1.719,1.672,1.647,1.467,1.68,1.838,10.022,0.141,0.159,0.157,0.133,0.157,0.145,0.141,0.159,0.157,0.133,0.157,0.145
778,E00175242,123.079,110.546,73.624,77.692,65.989,153.404,604.334,0.954,0.857,0.571,0.602,0.511,1.189,4.684,0.078,0.081,0.054,0.055,0.048,0.094,0.078,0.081,0.054,0.055,0.048,0.094
779,E00175273,185.798,187.526,195.088,274.66,174.404,254.899,1272.374,2.05,2.069,2.152,3.03,1.924,2.812,14.038,0.168,0.197,0.205,0.274,0.18,0.222,0.168,0.197,0.205,0.274,0.18,0.222
780,E00175180,356.836,288.641,318.132,332.069,327.426,364.477,1987.582,2.775,2.245,2.474,2.583,2.547,2.835,15.459,0.228,0.213,0.236,0.234,0.238,0.223,0.228,0.213,0.236,0.234,0.238,0.223
781,E00023525,448.104,360.593,352.705,382.252,355.881,473.605,2373.14,3.62,2.913,2.849,3.088,2.875,3.826,19.171,0.297,0.277,0.271,0.279,0.269,0.301,0.297,0.277,0.271,0.279,0.269,0.301
