,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
490,E00024065,73.713,50.044,41.962,53.735,55.036,93.381,0.827,0.562,0.471,0.603,0.618,1.048,0.097,0.109,0.101,0.123,0.11,0.104,4.129,20.029,13.611,11.407,14.604,14.967,25.381,129.996,88.255,74.002,94.764,97.058,164.682,648.757,1.459,0.99,0.83,1.063,1.089,1.848,7.28
491,E00023424,45.201,32.467,26.186,29.847,37.277,58.03,0.373,0.268,0.216,0.247,0.308,0.479,0.044,0.052,0.046,0.05,0.055,0.048,1.891,19.725,14.172,11.423,13.062,16.288,25.331,79.714,57.257,46.18,52.637,65.74,102.338,403.866,0.658,0.473,0.381,0.435,0.543,0.845,3.336
492,E00175186,436.437,252.135,260.059,274.484,321.912,513.622,1.243,0.718,0.741,0.782,0.917,1.463,0.146,0.14,0.158,0.16,0.163,0.146,5.864,21.197,12.244,12.636,13.336,15.638,24.949,769.676,444.651,458.626,484.065,567.706,905.795,3630.518,2.192,1.267,1.306,1.379,1.617,2.58,10.341
493,E00023629,84.081,39.896,49.841,41.875,44.648,101.208,0.771,0.366,0.457,0.384,0.409,0.928,0.091,0.071,0.098,0.078,0.073,0.092,3.315,23.258,11.041,13.786,11.584,12.338,27.994,148.281,70.358,87.897,73.848,78.739,178.485,637.608,1.359,0.645,0.806,0.677,0.722,1.636,5.844
494,E00175187,330.749,189.376,199.899,196.804,243.942,374.962,2.003,1.147,1.21,1.192,1.477,2.27,0.236,0.223,0.258,0.243,0.262,0.226,9.299,21.54,12.335,13.012,12.819,15.883,24.411,583.29,333.973,352.531,347.073,430.202,661.262,2708.331,3.532,2.022,2.135,2.102,2.605,4.004,16.4
495,E00023946,417.378,218.353,239.956,203.971,312.407,474.395,0.867,0.454,0.498,0.424,0.649,0.985,0.102,0.088,0.106,0.086,0.115,0.098,3.877,22.363,11.71,12.845,10.936,16.74,25.406,736.065,385.075,423.173,359.712,550.944,836.617,3291.585,1.529,0.8,0.879,0.747,1.145,1.738,6.838
496,E00023978,19.474,10.196,8.592,10.244,8.793,26.37,0.295,0.155,0.13,0.155,0.133,0.4,0.035,0.03,0.028,0.032,0.024,0.04,1.268,23.265,12.224,10.252,12.224,10.489,31.546,34.343,17.981,15.152,18.066,15.507,46.505,147.554,0.521,0.273,0.23,0.274,0.235,0.706,2.239
497,E00023526,301.854,173.94,176.334,161.819,220.407,340.078,2.4,1.383,1.402,1.287,1.753,2.704,0.282,0.269,0.299,0.263,0.311,0.269,10.929,21.96,12.654,12.828,11.776,16.04,24.742,532.333,306.751,310.973,285.375,388.697,599.743,2423.871,4.233,2.439,2.473,2.269,3.091,4.769,19.275
498,E00023832,298.687,232.314,155.801,211.739,166.546,407.075,2.694,2.096,1.405,1.91,1.502,3.672,0.317,0.408,0.3,0.39,0.267,0.366,13.279,20.288,15.784,10.581,14.384,11.311,27.653,526.748,409.696,274.762,373.411,293.711,717.895,2596.223,4.751,3.696,2.478,3.368,2.649,6.476,23.419
499,E00023898,50.626,29.741,23.319,24.277,35.19,53.445,0.256,0.15,0.118,0.123,0.178,0.27,0.03,0.029,0.025,0.025,0.032,0.027,1.095,23.379,13.699,10.776,11.233,16.256,24.658,89.281,52.45,41.124,42.814,62.059,94.253,381.98,0.451,0.265,0.208,0.216,0.313,0.476,1.928
500,E00023819,517.171,443.36,256.975,320.034,295.921,744.628,2.662,2.282,1.323,1.647,1.523,3.832,0.313,0.444,0.283,0.336,0.27,0.382,13.269,20.062,17.198,9.971,12.412,11.478,28.879,912.054,781.885,453.187,564.394,521.87,1313.184,4546.574,4.694,4.024,2.332,2.905,2.686,6.758,23.399
501,E00175238,94.087,62.103,50.222,56.399,61.444,110.65,1.021,0.674,0.545,0.612,0.667,1.201,0.12,0.131,0.116,0.125,0.118,0.12,4.72,21.631,14.28,11.547,12.966,14.131,25.445,165.927,109.521,88.569,99.462,108.359,195.136,766.974,1.801,1.189,0.962,1.08,1.176,2.119,8.327
502,E00175197,136.003,88.026,82.219,90.691,104.837,165.48,1.824,1.18,1.102,1.216,1.406,2.219,0.215,0.229,0.235,0.248,0.249,0.221,8.947,20.387,13.189,12.317,13.591,15.715,24.802,239.847,155.238,144.997,159.938,184.885,291.831,1176.735,3.216,2.082,1.944,2.145,2.479,3.913,15.778
503,E00024037,59.379,39.445,35.495,32.429,44.839,79.011,1.07,0.711,0.64,0.584,0.808,1.424,0.126,0.138,0.137,0.119,0.143,0.142,5.237,20.432,13.576,12.221,11.151,15.429,27.191,104.717,69.563,62.597,57.19,79.076,139.339,512.482,1.887,1.254,1.128,1.031,1.425,2.511,9.236
504,E00023445,42.748,29.712,21.717,25.375,34.437,55.588,0.208,0.144,0.106,0.123,0.167,0.27,0.024,0.028,0.023,0.025,0.03,0.027,1.018,20.432,14.145,10.413,12.083,16.405,26.523,75.388,52.398,38.299,44.75,60.731,98.032,369.598,0.367,0.255,0.186,0.218,0.295,0.477,1.797
505,E00024055,156.177,93.189,86.947,90.821,107.05,201.249,1.892,1.129,1.053,1.1,1.297,2.438,0.223,0.22,0.225,0.224,0.23,0.243,8.909,21.237,12.673,11.82,12.347,14.558,27.366,275.425,164.343,153.335,160.167,188.787,354.911,1296.969,3.337,1.991,1.858,1.94,2.287,4.3,15.713
506,E00023877,150.059,86.908,78.513,76.611,81.649,149.686,0.733,0.424,0.383,0.374,0.399,0.731,0.086,0.082,0.082,0.076,0.071,0.073,3.044,24.08,13.929,12.582,12.286,13.108,24.014,264.636,153.266,138.461,135.107,143.992,263.978,1099.439,1.293,0.749,0.676,0.66,0.703,1.289,5.37
507,E00023531,48.022,31.02,28.729,32.771,36.898,58.368,0.631,0.408,0.377,0.431,0.485,0.767,0.074,0.079,0.081,0.088,0.086,0.076,3.099,20.361,13.166,12.165,13.908,15.65,24.75,84.689,54.705,50.665,57.793,65.071,102.935,415.858,1.113,0.719,0.666,0.759,0.855,1.352,5.464
508,E00023630,152.635,85.66,88.509,88.655,118.583,184.542,1.562,0.876,0.906,0.907,1.213,1.888,0.184,0.17,0.193,0.185,0.215,0.188,7.352,21.246,11.915,12.323,12.337,16.499,25.68,269.179,151.065,156.09,156.347,209.126,325.448,1267.255,2.754,1.546,1.597,1.6,2.14,3.33,12.965
509,E00023635,114.811,63.073,58.26,63.637,73.618,144.437,1.096,0.602,0.556,0.607,0.703,1.379,0.129,0.117,0.119,0.124,0.125,0.137,4.943,22.173,12.179,11.248,12.28,14.222,27.898,202.474,111.232,102.744,112.227,129.829,254.721,913.227,1.933,1.062,0.981,1.071,1.239,2.431,8.717
510,E00175185,59.229,35.493,32.279,32.536,40.58,66.489,0.554,0.332,0.302,0.304,0.379,0.622,0.065,0.065,0.064,0.062,0.067,0.062,2.493,22.222,13.317,12.114,12.194,15.203,24.95,104.453,62.593,56.925,57.379,71.565,117.256,470.171,0.976,0.585,0.532,0.536,0.669,1.096,4.395
511,E00023757,149.71,95.724,84.422,88.069,109.888,154.627,1.741,1.113,0.982,1.024,1.278,1.799,0.205,0.216,0.21,0.209,0.227,0.179,7.937,21.935,14.023,12.372,12.902,16.102,22.666,264.02,168.813,148.882,155.314,193.792,272.692,1203.513,3.071,1.964,1.732,1.807,2.254,3.172,14.0
512,E00023648,253.643,135.781,156.973,143.532,182.531,278.961,1.921,1.028,1.189,1.087,1.382,2.112,0.226,0.2,0.254,0.222,0.245,0.21,8.719,22.032,11.79,13.637,12.467,15.85,24.223,447.311,239.456,276.829,253.125,321.901,491.96,2030.582,3.387,1.813,2.096,1.917,2.437,3.725,15.375
513,E00023463,75.751,47.032,46.078,47.482,57.433,85.034,0.812,0.504,0.494,0.509,0.616,0.912,0.096,0.098,0.105,0.104,0.109,0.091,3.847,21.107,13.101,12.841,13.231,16.012,23.707,133.59,82.943,81.261,83.737,101.286,149.961,632.777,1.432,0.889,0.871,0.898,1.086,1.608,6.784
514,E00175233,91.562,56.951,46.462,58.024,54.586,104.131,0.733,0.456,0.372,0.465,0.437,0.834,0.086,0.089,0.079,0.095,0.078,0.083,3.297,22.232,13.831,11.283,14.104,13.254,25.296,161.474,100.436,81.938,102.328,96.265,183.64,726.079,1.293,0.804,0.656,0.819,0.771,1.47,5.814
515,E00023446,48.328,28.735,25.68,28.239,29.373,61.493,0.477,0.284,0.253,0.279,0.29,0.607,0.056,0.055,0.054,0.057,0.051,0.06,2.19,21.781,12.968,11.553,12.74,13.242,27.717,85.229,50.675,45.288,49.801,51.801,108.446,391.239,0.841,0.5,0.447,0.492,0.511,1.07,3.862
516,E00024025,117.716,68.493,62.034,63.47,76.385,134.554,0.991,0.577,0.522,0.535,0.643,1.133,0.117,0.112,0.111,0.109,0.114,0.113,4.401,22.518,13.111,11.861,12.156,14.61,25.744,207.597,120.79,109.4,111.932,134.708,237.292,921.72,1.748,1.017,0.921,0.943,1.135,1.998,7.763
517,E00023651,201.908,118.811,120.639,121.82,132.331,215.074,1.548,0.911,0.925,0.934,1.015,1.649,0.182,0.177,0.198,0.191,0.18,0.164,6.982,22.171,13.048,13.248,13.377,14.537,23.618,356.074,209.528,212.752,214.835,233.372,379.292,1605.853,2.73,1.606,1.631,1.647,1.789,2.908,12.312
518,E00023429,55.059,39.218,39.31,39.448,38.471,65.618,0.48,0.342,0.343,0.344,0.336,0.573,0.056,0.067,0.073,0.07,0.06,0.057,2.418,19.851,14.144,14.185,14.227,13.896,23.697,97.099,69.163,69.325,69.568,67.845,115.72,488.72,0.847,0.603,0.605,0.607,0.592,1.01,4.264
519,E00023862,46.157,29.021,20.293,27.946,20.731,58.982,0.394,0.248,0.173,0.239,0.177,0.504,0.046,0.048,0.037,0.049,0.031,0.05,1.735,22.709,14.294,9.971,13.775,10.202,29.049,81.4,51.18,35.788,49.284,36.56,104.017,358.229,0.695,0.437,0.306,0.421,0.312,0.888,3.06
520,E00175244,59.795,36.031,38.57,39.895,45.757,59.179,0.705,0.425,0.455,0.47,0.539,0.698,0.083,0.083,0.097,0.096,0.096,0.07,3.292,21.416,12.91,13.821,14.277,16.373,21.203,105.451,63.542,68.02,70.357,80.694,104.365,492.429,1.243,0.749,0.802,0.83,0.951,1.23,5.806
521,E00024107,111.787,65.236,54.918,71.114,65.538,126.406,0.62,0.362,0.304,0.394,0.363,0.701,0.073,0.07,0.065,0.08,0.064,0.07,2.744,22.595,13.192,11.079,14.359,13.229,25.547,197.141,115.047,96.85,125.413,115.579,222.923,872.953,1.093,0.638,0.537,0.695,0.641,1.236,4.839
522,E00023636,119.405,70.096,65.37,70.382,84.277,141.821,0.756,0.444,0.414,0.446,0.534,0.898,0.089,0.086,0.088,0.091,0.095,0.089,3.492,21.649,12.715,11.856,12.772,15.292,25.716,210.576,123.617,115.283,124.122,148.626,250.108,972.332,1.334,0.783,0.73,0.786,0.941,1.584,6.159
523,E00023846,231.198,142.865,131.522,124.269,156.576,272.105,2.347,1.45,1.335,1.261,1.589,2.762,0.276,0.282,0.285,0.257,0.282,0.275,10.744,21.845,13.496,12.426,11.737,14.79,25.707,407.728,251.949,231.945,219.154,276.129,479.869,1866.773,4.139,2.557,2.354,2.225,2.803,4.871,18.949
524,E00023637,84.568,46.479,47.908,50.025,61.593,109.006,0.474,0.261,0.269,0.28,0.345,0.611,0.056,0.051,0.057,0.057,0.061,0.061,2.24,21.161,11.652,12.009,12.5,15.402,27.277,149.139,81.968,84.488,88.221,108.622,192.237,704.675,0.836,0.46,0.474,0.495,0.609,1.078,3.951
525,E00175274,48.638,28.108,23.462,32.157,30.622,54.261,0.438,0.253,0.211,0.29,0.276,0.489,0.052,0.049,0.045,0.059,0.049,0.049,1.957,22.381,12.928,10.782,14.819,14.103,24.987,85.775,49.57,41.376,56.71,54.003,95.692,383.126,0.773,0.447,0.373,0.511,0.487,0.862,3.452
526,E00023431,77.083,53.167,49.24,48.584,58.327,85.02,0.333,0.23,0.213,0.21,0.252,0.367,0.039,0.045,0.045,0.043,0.045,0.037,1.605,20.748,14.33,13.271,13.084,15.701,22.866,135.939,93.762,86.837,85.68,102.862,149.937,655.017,0.587,0.405,0.375,0.37,0.444,0.648,2.829
527,E00023740,207.93,132.393,124.773,124.686,161.533,238.204,1.29,0.821,0.774,0.774,1.002,1.478,0.152,0.16,0.165,0.158,0.178,0.147,6.139,21.013,13.374,12.608,12.608,16.322,24.076,366.694,233.481,220.043,219.889,284.871,420.083,1745.06,2.275,1.449,1.365,1.364,1.767,2.606,10.827
528,E00023967,96.996,58.137,55.143,53.989,65.622,128.218,1.084,0.65,0.616,0.604,0.734,1.433,0.128,0.126,0.132,0.123,0.13,0.143,5.121,21.168,12.693,12.029,11.795,14.333,27.983,171.057,102.527,97.247,95.212,115.727,226.118,807.888,1.912,1.146,1.087,1.064,1.294,2.528,9.031
529,E00023554,58.459,34.668,38.644,40.02,41.388,75.365,0.579,0.343,0.383,0.396,0.41,0.747,0.068,0.067,0.082,0.081,0.073,0.074,2.858,20.259,12.001,13.401,13.856,14.346,26.137,103.095,61.139,68.15,70.577,72.99,132.91,508.86,1.021,0.606,0.675,0.699,0.723,1.317,5.041
530,E00023923,13.276,8.994,5.94,8.057,7.089,14.606,0.119,0.081,0.053,0.072,0.064,0.131,0.014,0.016,0.011,0.015,0.011,0.013,0.52,22.885,15.577,10.192,13.846,12.308,25.192,23.413,15.861,10.475,14.209,12.502,25.758,102.219,0.211,0.143,0.094,0.128,0.112,0.232,0.919
531,E00023837,375.516,324.123,178.04,233.445,198.011,554.615,3.491,3.014,1.655,2.17,1.841,5.157,0.411,0.586,0.353,0.443,0.327,0.514,17.328,20.147,17.394,9.551,12.523,10.624,29.761,662.239,571.605,313.981,411.691,349.201,978.088,3286.805,6.157,5.315,2.919,3.828,3.247,9.094,30.559
532,E00023804,101.045,63.901,51.203,60.215,62.043,112.524,0.952,0.602,0.482,0.567,0.585,1.06,0.112,0.117,0.103,0.116,0.104,0.106,4.248,22.411,14.171,11.347,13.347,13.771,24.953,178.197,112.692,90.299,106.192,109.416,198.441,795.237,1.679,1.062,0.851,1.001,1.031,1.87,7.493
533,E00023816,172.509,146.091,84.26,123.381,93.47,215.906,0.752,0.637,0.367,0.538,0.408,0.941,0.089,0.124,0.078,0.11,0.072,0.094,3.643,20.642,17.486,10.074,14.768,11.2,25.83,304.227,257.638,148.596,217.588,164.838,380.76,1473.647,1.327,1.123,0.648,0.949,0.719,1.66,6.426
534,E00023897,24.16,14.547,10.61,12.785,14.016,25.462,0.301,0.181,0.132,0.159,0.174,0.317,0.035,0.035,0.028,0.032,0.031,0.032,1.264,23.813,14.32,10.443,12.579,13.766,25.079,42.607,25.654,18.711,22.547,24.718,44.903,179.141,0.53,0.319,0.233,0.281,0.308,0.559,2.23
535,E00023958,139.218,64.115,69.385,65.926,94.545,157.905,1.878,0.865,0.936,0.889,1.275,2.13,0.221,0.168,0.2,0.181,0.226,0.212,7.973,23.554,10.849,11.74,11.15,15.991,26.715,245.517,113.07,122.364,116.263,166.734,278.472,1042.42,3.312,1.525,1.651,1.568,2.249,3.757,14.062
536,E00023750,39.767,26.13,22.94,24.081,24.269,49.768,0.435,0.286,0.251,0.264,0.266,0.545,0.051,0.056,0.054,0.054,0.047,0.054,2.047,21.251,13.972,12.262,12.897,12.995,26.624,70.131,46.081,40.456,42.468,42.799,87.768,329.703,0.768,0.505,0.443,0.465,0.469,0.961,3.61
537,E00023813,253.004,162.468,149.389,161.527,175.678,285.48,1.695,1.088,1.001,1.082,1.177,1.913,0.199,0.212,0.214,0.221,0.209,0.191,7.956,21.305,13.675,12.582,13.6,14.794,24.045,446.184,286.519,263.454,284.86,309.816,503.457,2094.29,2.989,1.919,1.765,1.908,2.076,3.373,14.03
538,E00023823,207.448,137.33,115.691,137.209,134.262,256.925,1.959,1.297,1.092,1.296,1.268,2.426,0.231,0.252,0.233,0.264,0.225,0.242,9.338,20.979,13.889,11.694,13.879,13.579,25.98,365.844,242.188,204.026,241.974,236.777,453.099,1743.907,3.454,2.287,1.927,2.285,2.236,4.278,16.467
539,E00023892,165.677,122.424,91.954,113.897,108.22,199.769,1.624,1.2,0.901,1.117,1.061,1.958,0.191,0.233,0.192,0.228,0.188,0.195,7.861,20.659,15.265,11.462,14.209,13.497,24.908,292.179,215.9,162.165,200.862,190.851,352.301,1414.258,2.864,2.116,1.59,1.969,1.871,3.454,13.864
540,E00023938,542.365,276.693,305.257,249.772,393.92,597.44,1.022,0.521,0.575,0.471,0.742,1.126,0.12,0.101,0.123,0.096,0.132,0.112,4.457,22.93,11.689,12.901,10.568,16.648,25.264,956.485,487.96,538.334,440.484,694.695,1053.612,4171.57,1.802,0.92,1.014,0.83,1.309,1.985,7.861
541,E00023439,77.119,49.458,42.242,45.035,46.611,91.581,0.54,0.347,0.296,0.316,0.327,0.642,0.064,0.067,0.063,0.064,0.058,0.064,2.468,21.88,14.06,11.994,12.804,13.25,26.013,136.003,87.221,74.496,79.421,82.201,161.507,620.849,0.953,0.611,0.522,0.557,0.576,1.132,4.351
542,E00175256,40.516,25.619,19.086,22.768,21.099,54.211,0.746,0.472,0.351,0.419,0.388,0.998,0.088,0.092,0.075,0.085,0.069,0.099,3.374,22.11,13.989,10.403,12.418,11.5,29.579,71.452,45.18,33.659,40.152,37.209,95.603,323.256,1.315,0.832,0.619,0.739,0.685,1.76,5.949
543,E00023435,91.911,59.934,52.597,52.418,55.237,113.168,0.361,0.236,0.207,0.206,0.217,0.445,0.042,0.046,0.044,0.042,0.039,0.044,1.672,21.591,14.115,12.38,12.321,12.978,26.615,162.089,105.696,92.757,92.441,97.413,199.577,749.974,0.637,0.415,0.365,0.363,0.383,0.785,2.948
544,E00023661,218.624,134.512,118.662,112.408,152.058,272.944,1.361,0.837,0.739,0.7,0.947,1.699,0.16,0.163,0.158,0.143,0.168,0.169,6.283,21.662,13.322,11.762,11.141,15.072,27.041,385.553,237.218,209.266,198.236,268.161,481.349,1779.783,2.4,1.477,1.303,1.234,1.67,2.997,11.081
545,E00023960,410.539,213.784,252.392,206.294,315.095,398.723,3.586,1.867,2.204,1.802,2.752,3.482,0.422,0.363,0.471,0.368,0.488,0.347,15.693,22.851,11.897,14.044,11.483,17.536,22.188,724.004,377.018,445.104,363.809,555.684,703.166,3168.784,6.323,3.293,3.888,3.178,4.853,6.141,27.676
546,E00023876,37.113,25.992,17.756,21.447,17.396,44.602,0.253,0.177,0.121,0.146,0.119,0.304,0.03,0.034,0.026,0.03,0.021,0.03,1.12,22.589,15.804,10.804,13.036,10.625,27.143,65.45,45.838,31.313,37.823,30.679,78.658,289.761,0.446,0.313,0.214,0.258,0.209,0.536,1.976
547,E00023633,137.695,78.137,85.577,98.867,93.798,180.804,1.018,0.578,0.633,0.731,0.693,1.336,0.12,0.112,0.135,0.149,0.123,0.133,4.989,20.405,11.585,12.688,14.652,13.891,26.779,242.831,137.798,150.919,174.356,165.417,318.856,1190.177,1.795,1.019,1.115,1.289,1.223,2.357,8.797
548,E00023640,71.752,35.641,48.325,39.957,45.639,84.623,0.449,0.223,0.303,0.25,0.286,0.53,0.053,0.043,0.065,0.051,0.051,0.053,2.041,21.999,10.926,14.846,12.249,14.013,25.968,126.538,62.854,85.223,70.466,80.486,149.236,574.804,0.793,0.394,0.534,0.441,0.504,0.935,3.601
549,E00023729,64.434,36.787,29.819,35.041,37.001,84.994,0.657,0.375,0.304,0.357,0.377,0.867,0.077,0.073,0.065,0.073,0.067,0.086,2.937,22.37,12.768,10.351,12.155,12.836,29.52,113.632,64.875,52.587,61.796,65.253,149.891,508.035,1.159,0.662,0.536,0.63,0.665,1.529,5.181
550,E00023775,53.035,32.69,30.046,35.023,35.999,64.621,0.664,0.409,0.376,0.439,0.451,0.809,0.078,0.08,0.08,0.09,0.08,0.081,3.148,21.093,12.992,11.944,13.945,14.327,25.699,93.53,57.65,52.987,61.765,63.486,113.962,443.38,1.172,0.722,0.664,0.774,0.795,1.427,5.554
551,E00024034,102.103,57.211,50.838,55.948,55.946,129.734,1.047,0.587,0.521,0.574,0.574,1.33,0.123,0.114,0.111,0.117,0.102,0.133,4.633,22.599,12.67,11.245,12.389,12.389,28.707,180.063,100.894,89.655,98.667,98.663,228.792,796.734,1.846,1.034,0.919,1.012,1.011,2.346,8.168
552,E00175221,29.32,16.086,13.545,20.493,14.438,32.842,0.349,0.192,0.161,0.244,0.172,0.391,0.041,0.037,0.034,0.05,0.031,0.039,1.509,23.128,12.724,10.669,16.17,11.398,25.911,51.707,28.368,23.887,36.14,25.462,57.918,223.483,0.616,0.338,0.284,0.43,0.303,0.69,2.661
553,E00023888,83.068,57.242,41.573,46.835,47.083,108.088,0.695,0.479,0.348,0.392,0.394,0.905,0.082,0.093,0.074,0.08,0.07,0.09,3.213,21.631,14.908,10.831,12.2,12.263,28.167,146.494,100.949,73.316,82.596,83.033,190.618,677.005,1.226,0.845,0.614,0.691,0.695,1.595,5.666
554,E00175266,97.924,63.992,45.532,60.136,53.906,117.362,0.814,0.532,0.378,0.5,0.448,0.975,0.096,0.103,0.081,0.102,0.079,0.097,3.647,22.32,14.587,10.365,13.71,12.284,26.734,172.693,112.853,80.298,106.052,95.066,206.973,773.935,1.435,0.938,0.667,0.881,0.79,1.72,6.431
555,E00023715,86.586,52.832,52.336,58.48,68.889,98.079,0.896,0.547,0.542,0.605,0.713,1.015,0.105,0.106,0.116,0.123,0.127,0.101,4.318,20.75,12.668,12.552,14.011,16.512,23.506,152.698,93.172,92.297,103.132,121.489,172.967,735.754,1.58,0.964,0.955,1.067,1.257,1.79,7.613
556,E00023809,35.227,17.981,22.458,19.81,23.777,40.208,0.249,0.127,0.158,0.14,0.168,0.284,0.029,0.025,0.034,0.029,0.03,0.028,1.126,22.114,11.279,14.032,12.433,14.92,25.222,62.124,31.71,39.606,34.936,41.932,70.909,281.217,0.438,0.224,0.279,0.246,0.296,0.5,1.984
557,E00175252,72.259,36.255,40.617,37.604,50.301,81.6,0.914,0.459,0.514,0.476,0.636,1.032,0.108,0.089,0.11,0.097,0.113,0.103,4.031,22.674,11.387,12.751,11.808,15.778,25.602,127.432,63.937,71.63,66.316,88.708,143.905,561.929,1.612,0.809,0.906,0.839,1.122,1.82,7.108
558,E00023456,30.973,20.656,20.164,15.801,13.082,32.339,0.325,0.217,0.211,0.166,0.137,0.339,0.038,0.042,0.045,0.034,0.024,0.034,1.395,23.297,15.556,15.125,11.9,9.821,24.301,54.622,36.428,35.56,27.866,23.071,57.031,234.578,0.573,0.382,0.373,0.292,0.242,0.598,2.459
559,E00023778,48.76,30.717,31.86,35.064,33.815,54.306,0.52,0.328,0.34,0.374,0.361,0.579,0.061,0.064,0.073,0.076,0.064,0.058,2.502,20.783,13.11,13.589,14.948,14.428,23.141,85.99,54.171,56.187,61.837,59.634,95.771,413.59,0.917,0.578,0.599,0.66,0.636,1.021,4.411
560,E00023994,90.391,51.634,50.221,53.341,59.994,110.738,1.144,0.653,0.635,0.675,0.759,1.401,0.135,0.127,0.136,0.138,0.135,0.14,5.267,21.72,12.398,12.056,12.816,14.41,26.6,159.409,91.059,88.567,94.069,105.802,195.291,734.197,2.017,1.152,1.121,1.19,1.339,2.471,9.289
561,E00024050,254.773,159.849,155.528,140.749,198.898,305.225,1.409,0.884,0.86,0.779,1.1,1.688,0.166,0.172,0.184,0.159,0.195,0.168,6.72,20.967,13.155,12.798,11.592,16.369,25.119,449.303,281.901,274.28,248.217,350.765,538.278,2142.745,2.485,1.559,1.517,1.373,1.94,2.978,11.853
562,E00023527,236.712,136.59,136.838,125.818,160.172,290.244,1.765,1.018,1.02,0.938,1.194,2.164,0.208,0.198,0.218,0.191,0.212,0.216,8.099,21.793,12.569,12.594,11.582,14.743,26.719,417.452,240.882,241.32,221.886,282.47,511.858,1915.868,3.112,1.796,1.799,1.654,2.106,3.816,14.282
563,E00023659,72.083,41.944,40.366,37.558,45.157,97.186,0.657,0.382,0.368,0.342,0.411,0.885,0.077,0.074,0.079,0.07,0.073,0.088,3.045,21.576,12.545,12.085,11.232,13.498,29.064,127.122,73.97,71.187,66.235,79.636,171.392,589.542,1.158,0.674,0.648,0.603,0.725,1.561,5.371
564,E00023943,222.781,118.008,121.818,96.197,150.063,260.14,1.528,0.81,0.836,0.66,1.029,1.784,0.18,0.158,0.179,0.135,0.183,0.178,6.647,22.988,12.186,12.577,9.929,15.481,26.839,392.884,208.112,214.831,169.648,264.643,458.768,1708.887,2.695,1.428,1.474,1.164,1.815,3.147,11.722
565,E00023768,20.156,10.433,10.763,7.944,13.991,25.388,0.302,0.156,0.161,0.119,0.21,0.381,0.036,0.03,0.034,0.024,0.037,0.038,1.329,22.724,11.738,12.114,8.954,15.801,28.668,35.546,18.399,18.981,14.01,24.674,44.773,156.382,0.533,0.276,0.285,0.21,0.37,0.671,2.345
566,E00023436,78.119,43.386,36.031,41.779,40.267,88.242,0.257,0.143,0.119,0.138,0.133,0.291,0.03,0.028,0.025,0.028,0.024,0.029,1.081,23.774,13.228,11.008,12.766,12.303,26.92,137.766,76.513,63.542,73.679,71.013,155.619,578.132,0.454,0.252,0.209,0.243,0.234,0.513,1.905
567,E00023606,154.375,100.291,88.985,98.433,104.793,156.675,1.015,0.659,0.585,0.647,0.689,1.03,0.119,0.128,0.125,0.132,0.122,0.103,4.625,21.946,14.249,12.649,13.989,14.897,22.27,272.247,176.868,156.929,173.591,184.807,276.303,1240.745,1.79,1.163,1.032,1.141,1.215,1.816,8.156
568,E00023496,160.496,99.997,95.093,98.767,102.979,205.219,1.594,0.993,0.944,0.981,1.023,2.038,0.188,0.193,0.202,0.2,0.182,0.203,7.573,21.048,13.112,12.465,12.954,13.509,26.911,283.042,176.349,167.701,174.18,181.608,361.913,1344.792,2.811,1.752,1.666,1.73,1.804,3.595,13.357
569,E00023687,169.885,108.727,105.013,109.269,125.541,200.666,1.232,0.788,0.761,0.792,0.91,1.455,0.145,0.153,0.163,0.162,0.161,0.145,5.938,20.748,13.27,12.816,13.338,15.325,24.503,299.6,191.745,185.195,192.701,221.397,353.883,1444.521,2.172,1.39,1.343,1.397,1.605,2.566,10.473
570,E00175222,78.591,45.841,43.526,43.808,52.756,106.327,0.988,0.576,0.547,0.55,0.663,1.336,0.116,0.112,0.117,0.112,0.118,0.133,4.66,21.202,12.361,11.738,11.803,14.227,28.67,138.599,80.843,76.76,77.257,93.038,187.512,654.009,1.742,1.016,0.965,0.971,1.169,2.356,8.218
