,OA,[%_of_OA_total] - [per_effective_area_square_meter] - worker,[%_of_OA_total] - [per_effective_area_square_meter] - student,[%_of_OA_total] - [per_effective_area_square_meter] - tourist,[%_of_OA_total] - [per_effective_area_square_meter] - shopper,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[%_of_OA_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - chorer
0,E00023722,44.248,11.702,15.006,3.727,19.851,5.466,44.248,11.702,15.006,3.727,19.851,5.466
1,E00023889,49.195,10.265,8.172,14.646,11.141,6.581,49.195,10.265,8.172,14.646,11.141,6.581
2,E00023808,53.827,10.355,6.703,12.056,8.404,8.654,53.827,10.355,6.703,12.056,8.404,8.654
3,E00024069,47.618,4.335,14.902,9.709,18.04,5.396,47.618,4.335,14.902,9.709,18.04,5.396
4,E00024056,45.364,9.483,16.23,5.096,15.121,8.705,45.364,9.483,16.23,5.096,15.121,8.705
5,E00023555,47.976,17.66,8.609,6.696,12.288,6.77,47.976,17.66,8.609,6.696,12.288,6.77
6,E00023887,50.713,7.84,10.662,12.249,12.089,6.445,50.713,7.84,10.662,12.249,12.089,6.445
7,E00024042,50.783,8.524,10.893,9.687,11.527,8.587,50.783,8.524,10.893,9.687,11.527,8.587
8,E00023706,56.983,7.202,9.781,6.326,12.214,7.494,56.983,7.202,9.781,6.326,12.214,7.494
9,E00023787,41.779,15.703,9.594,11.152,14.022,7.749,41.779,15.703,9.594,11.152,14.022,7.749
10,E00024051,49.779,7.678,14.232,9.332,12.868,6.112,49.779,7.678,14.232,9.332,12.868,6.112
11,E00023714,45.279,7.853,11.454,13.312,15.859,6.244,45.279,7.853,11.454,13.312,15.859,6.244
12,E00023466,46.941,5.426,12.03,15.724,12.491,7.389,46.941,5.426,12.03,15.724,12.491,7.389
13,E00175213,57.058,5.746,12.598,5.616,13.476,5.507,57.058,5.746,12.598,5.616,13.476,5.507
14,E00023564,51.028,9.533,7.951,12.54,9.612,9.335,51.028,9.533,7.951,12.54,9.612,9.335
15,E00023830,61.184,6.368,8.308,8.643,9.995,5.501,61.184,6.368,8.308,8.643,9.995,5.501
16,E00023586,45.049,7.838,11.52,14.449,13.947,7.197,45.049,7.838,11.52,14.449,13.947,7.197
17,E00023507,45.684,11.889,12.197,9.913,12.913,7.404,45.684,11.889,12.197,9.913,12.913,7.404
18,E00024104,42.611,10.167,17.0,8.833,15.389,6.0,42.611,10.167,17.0,8.833,15.389,6.0
19,E00024094,39.918,29.667,7.894,5.612,9.053,7.856,39.918,29.667,7.894,5.612,9.053,7.856
20,E00023936,48.989,5.161,21.455,7.506,13.251,3.638,48.989,5.161,21.455,7.506,13.251,3.638
21,E00175182,54.26,4.636,12.594,9.271,13.692,5.547,54.26,4.636,12.594,9.271,13.692,5.547
22,E00023840,53.978,6.688,10.814,13.078,10.602,4.841,53.978,6.688,10.814,13.078,10.602,4.841
23,E00175255,54.731,13.197,8.879,6.259,9.801,7.132,54.731,13.197,8.879,6.259,9.801,7.132
24,E00175277,43.803,11.811,13.433,12.265,14.536,4.153,43.803,11.811,13.433,12.265,14.536,4.153
25,E00023767,55.761,5.761,8.34,10.576,11.909,7.653,55.761,5.761,8.34,10.576,11.909,7.653
26,E00023908,58.809,7.241,5.471,9.654,6.034,12.792,58.809,7.241,5.471,9.654,6.034,12.792
27,E00023475,39.941,7.557,11.968,22.69,11.691,6.152,39.941,7.557,11.968,22.69,11.691,6.152
28,E00023634,41.941,6.071,16.93,12.698,15.648,6.712,41.941,6.071,16.93,12.698,15.648,6.712
29,E00023727,44.38,8.135,13.877,9.914,17.289,6.405,44.38,8.135,13.877,9.914,17.289,6.405
30,E00024066,44.051,5.027,15.859,10.488,18.21,6.365,44.051,5.027,15.859,10.488,18.21,6.365
31,E00023991,41.202,6.615,17.142,10.484,19.736,4.821,41.202,6.615,17.142,10.484,19.736,4.821
32,E00023910,48.709,14.372,11.446,4.991,9.552,10.929,48.709,14.372,11.446,4.991,9.552,10.929
33,E00175215,46.022,7.929,14.567,7.029,18.571,5.882,46.022,7.929,14.567,7.029,18.571,5.882
34,E00023800,51.72,8.601,9.021,12.5,10.321,7.836,51.72,8.601,9.021,12.5,10.321,7.836
35,E00023920,50.324,9.938,14.724,8.653,10.911,5.449,50.324,9.938,14.724,8.653,10.911,5.449
36,E00023831,50.784,8.395,10.995,13.412,11.766,4.649,50.784,8.395,10.995,13.412,11.766,4.649
37,E00023485,63.893,6.379,7.917,7.085,7.716,7.01,63.893,6.379,7.917,7.085,7.716,7.01
38,E00024021,60.962,12.667,9.44,3.045,5.968,7.917,60.962,12.667,9.44,3.045,5.968,7.917
39,E00023738,40.827,17.533,15.279,3.131,15.874,7.358,40.827,17.533,15.279,3.131,15.874,7.358
40,E00023912,43.118,19.845,13.654,4.865,8.955,9.563,43.118,19.845,13.654,4.865,8.955,9.563
41,E00023423,44.868,18.006,7.566,11.73,7.918,9.912,44.868,18.006,7.566,11.73,7.918,9.912
42,E00023488,56.768,8.718,9.503,7.635,11.327,6.049,56.768,8.718,9.503,7.635,11.327,6.049
43,E00023500,53.871,8.966,10.068,6.351,12.058,8.686,53.871,8.966,10.068,6.351,12.058,8.686
44,E00175275,50.998,6.031,13.215,13.215,10.953,5.588,50.998,6.031,13.215,13.215,10.953,5.588
45,E00023503,52.953,7.226,11.941,7.495,14.849,5.535,52.953,7.226,11.941,7.495,14.849,5.535
46,E00175243,36.786,25.92,12.981,6.216,11.501,6.596,36.786,25.92,12.981,6.216,11.501,6.596
47,E00175246,44.379,9.895,12.646,11.358,12.471,9.251,44.379,9.895,12.646,11.358,12.471,9.251
48,E00024095,44.48,13.832,10.596,9.613,11.58,9.898,44.48,13.832,10.596,9.613,11.58,9.898
49,E00023756,47.72,8.496,9.006,14.387,10.932,9.459,47.72,8.496,9.006,14.387,10.932,9.459
50,E00024014,54.064,4.968,12.228,8.527,14.05,6.164,54.064,4.968,12.228,8.527,14.05,6.164
51,E00023620,44.072,6.57,16.107,9.784,18.699,4.769,44.072,6.57,16.107,9.784,18.699,4.769
52,E00023520,50.472,8.202,14.415,8.917,12.327,5.667,50.472,8.202,14.415,8.917,12.327,5.667
53,E00024125,53.3,8.717,13.316,9.571,9.758,5.337,53.3,8.717,13.316,9.571,9.758,5.337
54,E00024063,45.222,8.731,16.495,4.922,14.951,9.679,45.222,8.731,16.495,4.922,14.951,9.679
55,E00024105,52.49,3.993,14.939,7.761,15.388,5.428,52.49,3.993,14.939,7.761,15.388,5.428
56,E00023932,43.783,7.352,15.241,16.199,13.846,3.579,43.783,7.352,15.241,16.199,13.846,3.579
57,E00024075,46.803,4.859,14.962,11.509,16.624,5.243,46.803,4.859,14.962,11.509,16.624,5.243
58,E00175198,43.419,5.947,15.557,10.02,19.481,5.575,43.419,5.947,15.557,10.02,19.481,5.575
59,E00023728,42.05,11.423,14.791,8.577,16.862,6.297,42.05,11.423,14.791,8.577,16.862,6.297
60,E00024114,52.254,5.542,12.106,17.595,8.552,3.95,52.254,5.542,12.106,17.595,8.552,3.95
61,E00023873,51.335,11.157,6.982,14.442,7.803,8.282,51.335,11.157,6.982,14.442,7.803,8.282
62,E00024059,48.814,7.133,14.091,8.859,14.928,6.174,48.814,7.133,14.091,8.859,14.928,6.174
63,E00024115,55.608,4.856,15.024,11.464,8.852,4.195,55.608,4.856,15.024,11.464,8.852,4.195
64,E00024030,48.627,11.439,15.1,7.654,12.146,5.033,48.627,11.439,15.1,7.654,12.146,5.033
65,E00023567,41.891,10.419,13.184,20.433,8.274,5.799,41.891,10.419,13.184,20.433,8.274,5.799
66,E00023622,42.323,5.965,18.008,5.936,21.347,6.421,42.323,5.965,18.008,5.936,21.347,6.421
67,E00023632,47.256,8.556,12.328,11.447,12.709,7.705,47.256,8.556,12.328,11.447,12.709,7.705
68,E00023858,43.48,28.696,4.405,8.199,5.059,10.161,43.48,28.696,4.405,8.199,5.059,10.161
69,E00023765,48.949,11.105,9.811,11.213,11.159,7.763,48.949,11.105,9.811,11.213,11.159,7.763
70,E00023979,43.436,23.14,7.466,7.466,11.57,6.922,43.436,23.14,7.466,7.466,11.57,6.922
71,E00175230,55.592,9.457,8.306,11.801,7.072,7.771,55.592,9.457,8.306,11.801,7.072,7.771
72,E00023591,46.476,19.804,6.334,11.017,7.226,9.144,46.476,19.804,6.334,11.017,7.226,9.144
73,E00023510,53.763,6.932,11.98,10.032,12.182,5.111,53.763,6.932,11.98,10.032,12.182,5.111
74,E00023581,41.219,14.74,12.999,16.512,7.265,7.265,41.219,14.74,12.999,16.512,7.265,7.265
75,E00023441,45.75,12.434,12.749,9.496,12.382,7.188,45.75,12.434,12.749,9.496,12.382,7.188
76,E00024071,52.482,9.752,10.816,3.923,10.86,12.168,52.482,9.752,10.816,3.923,10.86,12.168
77,E00023867,44.847,17.632,9.276,14.958,7.855,5.432,44.847,17.632,9.276,14.958,7.855,5.432
78,E00024061,47.451,9.074,13.62,7.951,13.068,8.835,47.451,9.074,13.62,7.951,13.068,8.835
79,E00024140,55.903,5.183,11.227,14.534,8.649,4.504,55.903,5.183,11.227,14.534,8.649,4.504
80,E00023726,39.656,12.622,17.225,5.346,19.34,5.811,39.656,12.622,17.225,5.346,19.34,5.811
81,E00023879,47.076,12.744,9.445,16.117,7.346,7.271,47.076,12.744,9.445,16.117,7.346,7.271
82,E00023529,60.877,8.438,7.298,7.919,9.31,6.157,60.877,8.438,7.298,7.919,9.31,6.157
83,E00023443,51.618,16.872,5.085,13.02,5.547,7.858,51.618,16.872,5.085,13.02,5.547,7.858
84,E00023458,49.224,9.92,9.356,9.567,12.083,9.85,49.224,9.92,9.356,9.567,12.083,9.85
85,E00024138,37.741,4.725,22.274,10.05,21.933,3.276,37.741,4.725,22.274,10.05,21.933,3.276
86,E00023922,14.445,3.355,35.927,1.817,42.591,1.864,14.445,3.355,35.927,1.817,42.591,1.864
87,E00023541,55.365,8.755,9.785,12.532,6.867,6.695,55.365,8.755,9.785,12.532,6.867,6.695
88,E00024126,48.944,12.339,12.784,10.494,10.438,5.0,48.944,12.339,12.784,10.494,10.438,5.0
89,E00023993,46.635,7.853,14.45,9.241,15.278,6.544,46.635,7.853,14.45,9.241,15.278,6.544
90,E00023460,38.266,22.61,11.949,11.213,8.854,7.108,38.266,22.61,11.949,11.213,8.854,7.108
91,E00023806,55.577,11.409,7.075,8.54,9.369,8.031,55.577,11.409,7.075,8.54,9.369,8.031
92,E00023438,51.068,22.841,5.942,5.478,6.592,8.078,51.068,22.841,5.942,5.478,6.592,8.078
93,E00023795,54.117,6.74,8.907,12.807,9.629,7.8,54.117,6.74,8.907,12.807,9.629,7.8
94,E00023861,46.39,14.442,9.369,13.737,8.559,7.503,46.39,14.442,9.369,13.737,8.559,7.503
95,E00023570,48.221,10.182,12.004,14.524,9.893,5.176,48.221,10.182,12.004,14.524,9.893,5.176
96,E00024013,55.971,5.444,10.199,9.707,12.446,6.234,55.971,5.444,10.199,9.707,12.446,6.234
97,E00024092,46.41,6.586,12.839,13.742,14.479,5.944,46.41,6.586,12.839,13.742,14.479,5.944
98,E00175235,46.849,9.983,9.426,16.899,9.035,7.808,46.849,9.983,9.426,16.899,9.035,7.808
99,E00023845,51.107,6.961,10.268,18.099,9.708,3.858,51.107,6.961,10.268,18.099,9.708,3.858
100,E00023864,45.254,15.509,8.012,14.237,9.663,7.325,45.254,15.509,8.012,14.237,9.663,7.325
101,E00023989,46.44,6.758,15.498,9.411,15.219,6.674,46.44,6.758,15.498,9.411,15.219,6.674
102,E00023536,43.727,11.091,11.682,15.909,9.818,7.773,43.727,11.091,11.682,15.909,9.818,7.773
103,E00023664,47.879,10.811,8.99,12.275,12.763,7.282,47.879,10.811,8.99,12.275,12.763,7.282
104,E00023433,47.331,31.435,6.168,2.372,6.05,6.643,47.331,31.435,6.168,2.372,6.05,6.643
105,E00175181,58.14,6.062,10.505,7.775,11.235,6.284,58.14,6.062,10.505,7.775,11.235,6.284
106,E00024113,55.218,3.854,17.181,10.073,9.613,4.062,55.218,3.854,17.181,10.073,9.613,4.062
107,E00023672,47.562,7.827,17.219,4.937,9.512,12.944,47.562,7.827,17.219,4.937,9.512,12.944
108,E00023759,45.515,6.423,15.116,11.406,15.172,6.368,45.515,6.423,15.116,11.406,15.172,6.368
109,E00023881,49.317,10.936,8.58,14.721,10.095,6.351,49.317,10.936,8.58,14.721,10.095,6.351
110,E00024096,44.77,6.8,15.499,11.288,15.671,5.972,44.77,6.8,15.499,11.288,15.671,5.972
111,E00024017,51.487,9.368,11.43,12.187,9.838,5.689,51.487,9.368,11.43,12.187,9.838,5.689
112,E00023694,39.597,14.627,15.235,6.553,18.067,5.921,39.597,14.627,15.235,6.553,18.067,5.921
113,E00023884,51.272,11.452,15.095,6.761,10.055,5.364,51.272,11.452,15.095,6.761,10.055,5.364
114,E00023805,55.528,6.495,7.833,12.494,9.767,7.883,55.528,6.495,7.833,12.494,9.767,7.883
115,E00023615,37.239,22.094,8.754,13.664,11.255,6.994,37.239,22.094,8.754,13.664,11.255,6.994
116,E00024008,50.589,15.319,10.234,6.409,9.882,7.567,50.589,15.319,10.234,6.409,9.882,7.567
117,E00024089,46.323,11.254,11.366,10.582,11.721,8.753,46.323,11.254,11.366,10.582,11.721,8.753
118,E00023625,45.151,7.06,13.881,11.266,15.646,6.995,45.151,7.06,13.881,11.266,15.646,6.995
119,E00023502,52.691,8.68,10.53,8.31,12.464,7.326,52.691,8.68,10.53,8.31,12.464,7.326
120,E00023505,53.407,9.356,9.491,8.479,11.713,7.554,53.407,9.356,9.491,8.479,11.713,7.554
121,E00024024,47.87,10.345,15.659,8.357,12.982,4.787,47.87,10.345,15.659,8.357,12.982,4.787
122,E00023954,50.92,14.957,9.905,7.091,10.193,6.936,50.92,14.957,9.905,7.091,10.193,6.936
123,E00175206,47.772,7.359,14.796,11.225,13.212,5.636,47.772,7.359,14.796,11.225,13.212,5.636
124,E00023833,52.913,8.078,11.184,12.699,10.882,4.244,52.913,8.078,11.184,12.699,10.882,4.244
125,E00023801,51.568,9.087,8.856,12.131,9.732,8.625,51.568,9.087,8.856,12.131,9.732,8.625
126,E00023880,48.261,22.204,5.029,10.326,6.153,8.026,48.261,22.204,5.029,10.326,6.153,8.026
127,E00023719,42.785,12.231,13.518,9.283,15.456,6.726,42.785,12.231,13.518,9.283,15.456,6.726
128,E00023798,55.499,5.068,8.059,14.546,9.478,7.349,55.499,5.068,8.059,14.546,9.478,7.349
129,E00023492,60.61,7.559,8.154,4.444,9.855,9.377,60.61,7.559,8.154,4.444,9.855,9.377
130,E00175184,47.532,10.072,13.433,9.322,14.534,5.107,47.532,10.072,13.433,9.322,14.534,5.107
131,E00024020,47.578,9.932,14.535,10.271,11.483,6.202,47.578,9.932,14.535,10.271,11.483,6.202
132,E00023717,41.602,11.238,16.142,3.76,20.719,6.539,41.602,11.238,16.142,3.76,20.719,6.539
133,E00175207,57.675,7.288,9.565,10.252,8.935,6.286,57.675,7.288,9.565,10.252,8.935,6.286
134,E00023741,47.015,13.958,12.119,4.527,13.919,8.462,47.015,13.958,12.119,4.527,13.919,8.462
135,E00023796,53.827,7.957,8.515,10.796,11.505,7.4,53.827,7.957,8.515,10.796,11.505,7.4
136,E00023588,45.066,20.904,6.709,11.133,7.584,8.605,45.066,20.904,6.709,11.133,7.584,8.605
137,E00023473,47.167,8.626,8.854,15.155,11.979,8.219,47.167,8.626,8.854,15.155,11.979,8.219
138,E00023814,55.2,9.801,11.111,9.091,8.78,6.016,55.2,9.801,11.111,9.091,8.78,6.016
139,E00023641,40.105,7.218,21.817,4.866,18.654,7.34,40.105,7.218,21.817,4.866,18.654,7.34
140,E00175240,53.812,6.542,10.827,8.847,14.099,5.873,53.812,6.542,10.827,8.847,14.099,5.873
141,E00023587,41.024,27.919,5.584,9.414,6.784,9.275,41.024,27.919,5.584,9.414,6.784,9.275
142,E00023895,53.152,4.6,14.225,9.455,13.543,5.026,53.152,4.6,14.225,9.455,13.543,5.026
143,E00175203,45.819,7.614,16.505,5.766,17.121,7.174,45.819,7.614,16.505,5.766,17.121,7.174
144,E00023950,55.773,9.782,9.059,8.323,10.911,6.153,55.773,9.782,9.059,8.323,10.911,6.153
145,E00023779,56.063,11.81,6.413,10.032,8.698,6.984,56.063,11.81,6.413,10.032,8.698,6.984
146,E00023721,46.742,8.864,10.79,11.843,14.477,7.284,46.742,8.864,10.79,11.843,14.477,7.284
147,E00024011,50.54,10.206,11.433,8.759,12.12,6.943,50.54,10.206,11.433,8.759,12.12,6.943
148,E00023643,52.563,7.177,11.141,12.133,11.517,5.468,52.563,7.177,11.141,12.133,11.517,5.468
149,E00024012,55.984,5.658,11.042,12.018,10.015,5.283,55.984,5.658,11.042,12.018,10.015,5.283
150,E00023701,42.402,6.021,16.613,8.956,20.066,5.942,42.402,6.021,16.613,8.956,20.066,5.942
151,E00023780,50.622,15.135,7.809,9.744,8.569,8.12,50.622,15.135,7.809,9.744,8.569,8.12
152,E00023427,43.165,24.517,8.321,8.098,8.098,7.801,43.165,24.517,8.321,8.098,8.098,7.801
153,E00023483,49.092,10.767,10.565,10.464,12.012,7.1,49.092,10.767,10.565,10.464,12.012,7.1
154,E00023772,44.737,3.618,15.555,14.098,14.709,7.284,44.737,3.618,15.555,14.098,14.709,7.284
155,E00023578,54.12,12.215,8.778,7.93,10.393,6.563,54.12,12.215,8.778,7.93,10.393,6.563
156,E00024029,34.319,15.531,23.547,8.868,13.026,4.709,34.319,15.531,23.547,8.868,13.026,4.709
157,E00023546,57.517,9.195,10.268,9.396,6.711,6.913,57.517,9.195,10.268,9.396,6.711,6.913
158,E00024097,40.156,24.752,10.234,10.305,8.357,6.197,40.156,24.752,10.234,10.305,8.357,6.197
159,E00024016,48.774,9.513,14.535,11.344,11.078,4.756,48.774,9.513,14.535,11.344,11.078,4.756
160,E00175224,44.608,20.278,8.38,6.759,13.392,6.582,44.608,20.278,8.38,6.759,13.392,6.582
161,E00024005,56.119,8.589,9.881,8.428,11.463,5.521,56.119,8.589,9.881,8.428,11.463,5.521
162,E00024031,56.051,8.954,9.402,11.02,9.171,5.402,56.051,8.954,9.402,11.02,9.171,5.402
163,E00024084,44.009,5.602,10.24,24.152,8.466,7.532,44.009,5.602,10.24,24.152,8.466,7.532
164,E00023599,46.263,11.91,9.715,13.849,10.556,7.707,46.263,11.91,9.715,13.849,10.556,7.707
165,E00023540,43.463,19.26,8.887,9.914,12.318,6.159,43.463,19.26,8.887,9.914,12.318,6.159
166,E00023418,58.366,7.709,7.902,9.93,8.713,7.38,58.366,7.709,7.902,9.93,8.713,7.38
167,E00175204,45.032,11.674,15.565,7.065,9.785,10.88,45.032,11.674,15.565,7.065,9.785,10.88
168,E00023872,46.643,9.868,9.207,16.073,11.75,6.46,46.643,9.868,9.207,16.073,11.75,6.46
169,E00023413,50.0,20.0,5.789,5.526,8.158,10.526,50.0,20.0,5.789,5.526,8.158,10.526
170,E00023974,36.57,12.598,19.86,9.843,14.873,6.255,36.57,12.598,19.86,9.843,14.873,6.255
171,E00023593,45.247,15.051,8.238,13.53,8.714,9.221,45.247,15.051,8.238,13.53,8.714,9.221
172,E00175231,46.904,7.454,17.317,7.11,14.22,6.995,46.904,7.454,17.317,7.11,14.22,6.995
173,E00023512,51.343,13.426,6.943,9.818,10.09,8.381,51.343,13.426,6.943,9.818,10.09,8.381
174,E00023430,60.557,8.253,6.238,5.086,8.733,11.132,60.557,8.253,6.238,5.086,8.733,11.132
175,E00175223,51.932,11.882,9.846,11.591,7.312,7.437,51.932,11.882,9.846,11.591,7.312,7.437
176,E00023580,61.498,9.813,6.742,5.993,7.715,8.24,61.498,9.813,6.742,5.993,7.715,8.24
177,E00024023,52.394,10.584,9.577,10.141,8.451,8.853,52.394,10.584,9.577,10.141,8.451,8.853
178,E00024110,51.055,4.595,12.801,16.671,11.025,3.853,51.055,4.595,12.801,16.671,11.025,3.853
179,E00023501,50.924,12.065,10.945,6.433,11.221,8.412,50.924,12.065,10.945,6.433,11.221,8.412
180,E00023459,47.321,11.921,11.017,6.683,14.931,8.128,47.321,11.921,11.017,6.683,14.931,8.128
181,E00175208,39.195,20.998,19.678,3.285,12.013,4.831,39.195,20.998,19.678,3.285,12.013,4.831
182,E00023600,52.548,11.681,8.354,8.596,9.601,9.22,52.548,11.681,8.354,8.596,9.601,9.22
183,E00023509,48.598,9.314,13.202,8.578,13.823,6.485,48.598,9.314,13.202,8.578,13.823,6.485
184,E00023681,49.611,4.748,10.138,17.383,11.843,6.276,49.611,4.748,10.138,17.383,11.843,6.276
185,E00023471,38.164,8.981,13.612,21.863,11.471,5.91,38.164,8.981,13.612,21.863,11.471,5.91
186,E00024128,51.721,6.932,11.914,13.205,11.905,4.322,51.721,6.932,11.914,13.205,11.905,4.322
187,E00023624,46.731,6.59,14.124,11.584,14.09,6.882,46.731,6.59,14.124,11.584,14.09,6.882
188,E00023964,44.417,9.677,15.261,9.702,14.988,5.955,44.417,9.677,15.261,9.702,14.988,5.955
189,E00024085,39.142,16.262,11.473,15.863,11.141,6.119,39.142,16.262,11.473,15.863,11.141,6.119
190,E00024004,56.889,8.358,10.207,4.84,12.128,7.578,56.889,8.358,10.207,4.84,12.128,7.578
191,E00175270,42.163,7.423,13.19,23.055,8.899,5.27,42.163,7.423,13.19,23.055,8.899,5.27
192,E00023481,39.38,6.885,14.706,21.689,11.995,5.344,39.38,6.885,14.706,21.689,11.995,5.344
193,E00023565,44.57,10.695,11.307,15.642,10.483,7.303,44.57,10.695,11.307,15.642,10.483,7.303
194,E00024135,49.174,5.758,11.004,20.789,9.565,3.709,49.174,5.758,11.004,20.789,9.565,3.709
195,E00024047,50.201,8.483,11.346,8.777,11.854,9.339,50.201,8.483,11.346,8.777,11.854,9.339
196,E00023412,58.299,16.496,3.279,6.916,4.816,10.195,58.299,16.496,3.279,6.916,4.816,10.195
197,E00023662,50.162,9.172,10.675,12.451,11.033,6.507,50.162,9.172,10.675,12.451,11.033,6.507
198,E00023734,37.891,10.302,19.815,7.883,18.483,5.627,37.891,10.302,19.815,7.883,18.483,5.627
199,E00023826,65.713,8.742,6.303,7.489,6.992,4.761,65.713,8.742,6.303,7.489,6.992,4.761
200,E00023975,42.754,16.0,13.574,7.016,14.623,6.033,42.754,16.0,13.574,7.016,14.623,6.033
201,E00023859,41.153,29.574,4.962,10.326,5.564,8.421,41.153,29.574,4.962,10.326,5.564,8.421
202,E00175265,42.368,22.793,12.799,4.928,9.103,8.008,42.368,22.793,12.799,4.928,9.103,8.008
203,E00023948,56.536,8.613,9.402,9.305,11.216,4.929,56.536,8.613,9.402,9.305,11.216,4.929
204,E00023744,43.166,8.56,14.91,11.229,14.588,7.547,43.166,8.56,14.91,11.229,14.588,7.547
205,E00023518,51.528,11.292,10.908,9.446,10.819,6.007,51.528,11.292,10.908,9.446,10.819,6.007
206,E00023666,44.312,8.623,12.513,16.111,11.551,6.89,44.312,8.623,12.513,16.111,11.551,6.89
207,E00023825,57.908,11.228,9.564,6.902,9.217,5.18,57.908,11.228,9.564,6.902,9.217,5.18
208,E00023521,54.278,5.831,12.914,10.048,11.895,5.034,54.278,5.831,12.914,10.048,11.895,5.034
209,E00024076,43.282,18.906,9.929,12.01,8.977,6.897,43.282,18.906,9.929,12.01,8.977,6.897
210,E00023426,46.189,23.038,6.086,8.134,8.476,8.077,46.189,23.038,6.086,8.134,8.476,8.077
211,E00023753,43.466,8.802,16.016,10.662,13.385,7.668,43.466,8.802,16.016,10.662,13.385,7.668
212,E00024103,39.856,24.707,9.107,10.64,9.693,5.996,39.856,24.707,9.107,10.64,9.693,5.996
213,E00023973,42.151,13.797,15.229,10.552,11.956,6.314,42.151,13.797,15.229,10.552,11.956,6.314
214,E00023699,43.204,10.485,12.944,11.988,15.54,5.84,43.204,10.485,12.944,11.988,15.54,5.84
215,E00023618,47.052,7.431,14.417,9.755,15.952,5.394,47.052,7.431,14.417,9.755,15.952,5.394
216,E00024137,52.42,5.887,11.039,16.068,9.878,4.708,52.42,5.887,11.039,16.068,9.878,4.708
217,E00024100,43.08,14.955,8.992,12.564,10.906,9.503,43.08,14.955,8.992,12.564,10.906,9.503
218,E00023469,49.139,7.509,9.082,14.087,12.239,7.945,49.139,7.509,9.082,14.087,12.239,7.945
219,E00023802,50.813,13.254,8.23,9.139,9.569,8.995,50.813,13.254,8.23,9.139,9.569,8.995
220,E00023883,62.208,8.048,6.471,6.58,7.667,9.027,62.208,8.048,6.471,6.58,7.667,9.027
221,E00023499,52.86,8.89,9.819,8.719,11.587,8.124,52.86,8.89,9.819,8.719,11.587,8.124
222,E00023530,44.572,15.837,9.602,11.931,9.602,8.456,44.572,15.837,9.602,11.931,9.602,8.456
223,E00024077,49.194,7.015,8.366,18.693,7.625,9.107,49.194,7.015,8.366,18.693,7.625,9.107
224,E00023579,45.895,6.335,13.196,15.554,11.946,7.074,45.895,6.335,13.196,15.554,11.946,7.074
225,E00024068,47.618,7.576,17.678,3.306,15.282,8.539,47.618,7.576,17.678,3.306,15.282,8.539
226,E00023838,52.346,6.4,11.65,13.22,11.739,4.644,52.346,6.4,11.65,13.22,11.739,4.644
227,E00023882,53.285,6.978,12.913,6.797,12.642,7.386,53.285,6.978,12.913,6.797,12.642,7.386
228,E00023803,59.129,7.816,7.367,9.097,9.865,6.726,59.129,7.816,7.367,9.097,9.865,6.726
229,E00023764,47.633,8.047,10.414,13.195,12.692,8.018,47.633,8.047,10.414,13.195,12.692,8.018
230,E00175259,49.539,9.376,9.782,10.114,12.514,8.675,49.539,9.376,9.782,10.114,12.514,8.675
231,E00023769,53.814,4.979,10.117,9.799,14.46,6.833,53.814,4.979,10.117,9.799,14.46,6.833
232,E00175237,48.529,11.303,9.879,11.77,10.462,8.057,48.529,11.303,9.879,11.77,10.462,8.057
233,E00023930,62.23,7.68,11.906,6.208,9.048,2.927,62.23,7.68,11.906,6.208,9.048,2.927
234,E00023931,49.297,4.575,17.353,10.485,14.445,3.846,49.297,4.575,17.353,10.485,14.445,3.846
235,E00023576,46.503,7.372,12.854,16.054,10.615,6.602,46.503,7.372,12.854,16.054,10.615,6.602
236,E00023827,68.071,7.975,4.957,6.559,7.446,4.992,68.071,7.975,4.957,6.559,7.446,4.992
237,E00175188,43.058,11.203,11.554,12.448,13.821,7.916,43.058,11.203,11.554,12.448,13.821,7.916
238,E00023874,47.941,7.497,5.597,20.486,7.075,11.404,47.941,7.497,5.597,20.486,7.075,11.404
239,E00023506,52.082,8.975,11.634,7.684,12.687,6.938,52.082,8.975,11.634,7.684,12.687,6.938
240,E00023839,52.308,6.425,10.542,15.157,10.935,4.633,52.308,6.425,10.542,15.157,10.935,4.633
241,E00024118,57.018,5.767,12.11,7.153,11.411,6.54,57.018,5.767,12.11,7.153,11.411,6.54
242,E00023639,43.664,6.567,15.305,14.681,14.491,5.292,43.664,6.567,15.305,14.681,14.491,5.292
243,E00023655,59.269,6.672,10.241,5.367,11.633,6.818,59.269,6.672,10.241,5.367,11.633,6.818
244,E00023448,49.349,20.955,6.786,4.126,8.578,10.206,49.349,20.955,6.786,4.126,8.578,10.206
245,E00023995,44.21,11.017,13.084,10.857,14.309,6.522,44.21,11.017,13.084,10.857,14.309,6.522
246,E00023914,50.621,7.313,9.493,13.217,9.561,9.795,50.621,7.313,9.493,13.217,9.561,9.795
