,OA,[%_of_OA_total] - [per_effective_area_square_meter] - worker,[%_of_OA_total] - [per_effective_area_square_meter] - student,[%_of_OA_total] - [per_effective_area_square_meter] - tourist,[%_of_OA_total] - [per_effective_area_square_meter] - shopper,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[%_of_OA_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - chorer
769,E00023547,43.083,19.878,10.02,8.276,11.927,6.815,43.083,19.878,10.02,8.276,11.927,6.815
770,E00023462,44.393,10.167,10.943,15.522,12.379,6.597,44.393,10.167,10.943,15.522,12.379,6.597
771,E00023752,43.193,19.044,12.966,7.172,9.603,8.023,43.193,19.044,12.966,7.172,9.603,8.023
772,E00023871,41.845,14.551,9.653,16.453,10.414,7.085,41.845,14.551,9.653,16.453,10.414,7.085
773,E00023841,61.326,8.193,7.791,8.831,9.325,4.533,61.326,8.193,7.791,8.831,9.325,4.533
774,E00175279,49.639,8.867,9.376,11.71,10.861,9.546,49.639,8.867,9.376,11.71,10.861,9.546
775,E00023792,51.403,8.682,10.111,7.623,15.034,7.147,51.403,8.682,10.111,7.623,15.034,7.147
776,E00023713,45.468,12.627,14.017,5.937,16.16,5.792,45.468,12.627,14.017,5.937,16.16,5.792
777,E00023963,42.783,11.726,14.048,10.027,14.973,6.443,42.783,11.726,14.048,10.027,14.973,6.443
778,E00175242,57.577,12.894,5.22,9.505,5.493,9.31,57.577,12.894,5.22,9.505,5.493,9.31
779,E00175273,39.841,10.674,12.869,22.321,8.424,5.872,39.841,10.674,12.869,22.321,8.424,5.872
780,E00175180,52.503,5.855,11.268,11.543,13.311,5.52,52.503,5.855,11.268,11.543,13.311,5.52
781,E00023525,55.33,8.318,9.226,10.402,10.357,6.367,55.33,8.318,9.226,10.402,10.357,6.367
