,OA,[%_of_OA_total] - [per_effective_area_square_meter] - worker,[%_of_OA_total] - [per_effective_area_square_meter] - student,[%_of_OA_total] - [per_effective_area_square_meter] - tourist,[%_of_OA_total] - [per_effective_area_square_meter] - shopper,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[%_of_OA_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - chorer
637,E00023783,58.322,12.221,5.107,10.99,6.931,6.43,58.322,12.221,5.107,10.99,6.931,6.43
638,E00024087,53.669,16.527,4.426,9.412,9.524,6.443,53.669,16.527,4.426,9.412,9.524,6.443
639,E00023980,51.416,9.773,11.615,9.348,12.465,5.382,51.416,9.773,11.615,9.348,12.465,5.382
640,E00175261,61.924,14.229,5.087,7.313,5.564,5.882,61.924,14.229,5.087,7.313,5.564,5.882
641,E00023774,51.939,10.829,7.086,12.968,10.495,6.684,51.939,10.829,7.086,12.968,10.495,6.684
642,E00023870,49.806,11.013,6.973,15.606,10.238,6.364,49.806,11.013,6.973,15.606,10.238,6.364
643,E00175189,56.086,6.158,8.407,17.1,7.502,4.747,56.086,6.158,8.407,17.1,7.502,4.747
644,E00023498,56.297,8.73,6.979,9.645,11.95,6.4,56.297,8.73,6.979,9.645,11.95,6.4
645,E00023558,53.389,8.746,7.876,13.99,9.927,6.073,53.389,8.746,7.876,13.99,9.927,6.073
646,E00024032,59.653,7.969,6.615,11.424,9.08,5.26,59.653,7.969,6.615,11.424,9.08,5.26
647,E00023486,57.49,8.393,7.513,11.185,9.698,5.722,57.49,8.393,7.513,11.185,9.698,5.722
648,E00023419,55.568,13.684,4.875,8.753,10.471,6.648,55.568,13.684,4.875,8.753,10.471,6.648
649,E00023997,52.759,10.629,8.062,8.79,14.029,5.731,52.759,10.629,8.062,8.79,14.029,5.731
650,E00023900,64.563,5.634,8.028,4.986,11.803,4.986,64.563,5.634,8.028,4.986,11.803,4.986
651,E00023891,61.198,6.738,6.578,11.052,9.214,5.22,61.198,6.738,6.578,11.052,9.214,5.22
652,E00023810,62.365,8.743,4.496,11.74,6.911,5.745,62.365,8.743,4.496,11.74,6.911,5.745
653,E00023432,56.355,15.773,6.126,4.9,10.107,6.738,56.355,15.773,6.126,4.9,10.107,6.738
654,E00023844,62.261,6.514,5.958,11.343,9.117,4.807,62.261,6.514,5.958,11.343,9.117,4.807
655,E00023613,50.429,6.526,8.287,15.479,12.881,6.398,50.429,6.526,8.287,15.479,12.881,6.398
656,E00023692,61.141,6.843,8.676,5.58,12.261,5.499,61.141,6.843,8.676,5.58,12.261,5.499
657,E00023903,71.375,7.0,4.875,4.937,6.937,4.875,71.375,7.0,4.875,4.937,6.937,4.875
658,E00175236,53.455,7.375,6.053,17.556,9.23,6.331,53.455,7.375,6.053,17.556,9.23,6.331
659,E00023665,56.166,8.318,6.474,12.08,10.904,6.058,56.166,8.318,6.474,12.08,10.904,6.058
660,E00023869,50.888,14.074,6.128,14.201,8.326,6.382,50.888,14.074,6.128,14.201,8.326,6.382
661,E00023650,50.641,7.563,10.075,8.819,17.13,5.772,50.641,7.563,10.075,8.819,17.13,5.772
662,E00023614,59.339,8.361,5.833,10.283,9.777,6.406,59.339,8.361,5.833,10.283,9.777,6.406
663,E00023695,54.899,9.322,8.157,10.54,11.308,5.773,54.899,9.322,8.157,10.54,11.308,5.773
664,E00175219,62.532,6.697,6.951,8.053,8.477,7.29,62.532,6.697,6.951,8.053,8.477,7.29
665,E00023709,58.752,12.291,7.4,5.727,9.266,6.564,58.752,12.291,7.4,5.727,9.266,6.564
666,E00023788,50.339,10.117,7.094,16.533,9.809,6.107,50.339,10.117,7.094,16.533,9.809,6.107
667,E00024123,60.583,8.46,6.167,10.983,8.21,5.597,60.583,8.46,6.167,10.983,8.21,5.597
668,E00023623,55.8,7.644,8.071,11.22,11.315,5.95,55.8,7.644,8.071,11.22,11.315,5.95
669,E00023590,54.806,11.047,5.488,14.993,6.456,7.209,54.806,11.047,5.488,14.993,6.456,7.209
670,E00023511,54.899,11.772,5.298,11.177,10.277,6.576,54.899,11.772,5.298,11.177,10.277,6.576
671,E00024099,48.267,22.933,6.453,8.427,7.893,6.027,48.267,22.933,6.453,8.427,7.893,6.027
672,E00024041,58.177,7.503,7.503,9.3,10.515,7.001,58.177,7.503,7.503,9.3,10.515,7.001
673,E00023504,53.671,9.257,7.742,11.119,11.509,6.701,53.671,9.257,7.742,11.119,11.509,6.701
674,E00023972,54.511,9.774,9.211,9.868,11.936,4.699,54.511,9.774,9.211,9.868,11.936,4.699
675,E00023668,55.111,5.753,7.143,16.061,10.287,5.646,55.111,5.753,7.143,16.061,10.287,5.646
676,E00023573,54.431,8.514,7.023,16.15,8.001,5.88,54.431,8.514,7.023,16.15,8.001,5.88
677,E00175212,60.867,6.684,7.38,9.468,9.993,5.607,60.867,6.684,7.38,9.468,9.993,5.607
678,E00024091,53.109,18.599,6.667,7.675,8.011,5.938,53.109,18.599,6.667,7.675,8.011,5.938
679,E00024010,61.332,6.946,6.05,8.995,10.531,6.146,61.332,6.946,6.05,8.995,10.531,6.146
680,E00023901,67.241,5.632,4.713,8.851,6.322,7.241,67.241,5.632,4.713,8.851,6.322,7.241
681,E00023762,53.44,7.785,7.203,15.592,9.597,6.383,53.44,7.785,7.203,15.592,9.597,6.383
682,E00023852,60.832,12.91,6.565,6.893,7.987,4.814,60.832,12.91,6.565,6.893,7.987,4.814
683,E00024109,60.542,6.447,7.524,10.059,9.821,5.607,60.542,6.447,7.524,10.059,9.821,5.607
684,E00023682,65.041,8.537,6.214,6.504,7.491,6.214,65.041,8.537,6.214,6.504,7.491,6.214
685,E00023497,56.37,8.273,6.763,10.315,11.527,6.752,56.37,8.273,6.763,10.315,11.527,6.752
686,E00023416,71.641,6.013,4.093,7.677,5.738,4.837,71.641,6.013,4.093,7.677,5.738,4.837
687,E00023474,55.739,6.882,5.475,14.89,10.831,6.183,55.739,6.882,5.475,14.89,10.831,6.183
688,E00023515,56.571,8.291,8.009,10.132,11.247,5.751,56.571,8.291,8.009,10.132,11.247,5.751
689,E00023491,58.15,7.607,6.786,8.235,13.016,6.206,58.15,7.607,6.786,8.235,13.016,6.206
690,E00023707,58.313,11.207,7.143,7.328,9.483,6.527,58.313,11.207,7.143,7.328,9.483,6.527
691,E00023786,55.282,13.662,4.964,10.683,8.817,6.593,55.282,13.662,4.964,10.683,8.817,6.593
692,E00175210,58.12,8.315,5.544,11.347,10.221,6.453,58.12,8.315,5.544,11.347,10.221,6.453
693,E00023857,60.271,13.66,6.674,7.091,7.925,4.38,60.271,13.66,6.674,7.091,7.925,4.38
694,E00175241,59.112,6.13,6.936,10.846,11.637,5.339,59.112,6.13,6.936,10.846,11.637,5.339
695,E00023818,66.93,8.447,5.592,7.905,6.251,4.875,66.93,8.447,5.592,7.905,6.251,4.875
696,E00023899,62.81,6.818,6.942,8.264,9.876,5.289,62.81,6.818,6.942,8.264,9.876,5.289
697,E00023595,58.307,8.583,5.906,12.795,7.638,6.772,58.307,8.583,5.906,12.795,7.638,6.772
698,E00023514,55.8,9.905,6.11,11.718,10.191,6.277,55.8,9.905,6.11,11.718,10.191,6.277
699,E00023472,49.093,6.897,8.225,19.106,11.086,5.594,49.093,6.897,8.225,19.106,11.086,5.594
700,E00023865,55.346,9.845,6.412,14.023,8.438,5.936,55.346,9.845,6.412,14.023,8.438,5.936
701,E00023697,50.037,8.406,9.603,10.177,16.164,5.612,50.037,8.406,9.603,10.177,16.164,5.612
702,E00024134,55.47,5.119,8.476,14.686,11.759,4.49,55.47,5.119,8.476,14.686,11.759,4.49
703,E00023616,53.783,15.738,5.448,10.593,7.506,6.931,53.783,15.738,5.448,10.593,7.506,6.931
704,E00024036,54.633,9.427,8.301,9.175,12.739,5.725,54.633,9.427,8.301,9.175,12.739,5.725
705,E00024052,57.447,5.683,7.283,12.295,11.895,5.398,57.447,5.683,7.283,12.295,11.895,5.398
706,E00175194,55.412,6.683,7.646,14.856,10.655,4.747,55.412,6.683,7.646,14.856,10.655,4.747
707,E00023856,56.87,17.56,4.375,8.934,5.299,6.962,56.87,17.56,4.375,8.934,5.299,6.962
708,E00023947,59.033,10.06,7.944,8.401,8.733,5.829,59.033,10.06,7.944,8.401,8.733,5.829
709,E00024048,59.321,7.281,6.864,11.778,9.544,5.211,59.321,7.281,6.864,11.778,9.544,5.211
710,E00175209,54.297,7.922,7.846,13.296,10.441,6.198,54.297,7.922,7.846,13.296,10.441,6.198
711,E00023489,59.998,7.064,5.941,8.687,12.356,5.954,59.998,7.064,5.941,8.687,12.356,5.954
712,E00023603,59.559,10.571,5.848,10.076,7.737,6.208,59.559,10.571,5.848,10.076,7.737,6.208
713,E00023656,56.78,6.883,7.734,11.374,10.875,6.355,56.78,6.883,7.734,11.374,10.875,6.355
714,E00024046,53.656,11.252,6.89,10.781,10.905,6.518,53.656,11.252,6.89,10.781,10.905,6.518
715,E00023468,48.449,8.577,8.668,15.541,13.26,5.505,48.449,8.577,8.668,15.541,13.26,5.505
716,E00023718,55.55,10.059,7.532,9.465,11.992,5.401,55.55,10.059,7.532,9.465,11.992,5.401
717,E00023799,61.717,5.893,5.29,12.854,8.399,5.847,61.717,5.893,5.29,12.854,8.399,5.847
718,E00023822,57.816,7.938,6.949,10.675,10.675,5.946,57.816,7.938,6.949,10.675,10.675,5.946
719,E00023610,61.759,7.464,6.067,10.327,8.691,5.692,61.759,7.464,6.067,10.327,8.691,5.692
720,E00023691,58.257,8.532,7.645,7.034,11.865,6.667,58.257,8.532,7.645,7.034,11.865,6.667
721,E00024045,51.743,12.123,6.868,11.368,12.201,5.697,51.743,12.123,6.868,11.368,12.201,5.697
722,E00023834,55.924,5.901,7.113,14.524,11.231,5.306,55.924,5.901,7.113,14.524,11.231,5.306
723,E00023612,55.754,7.252,7.173,13.768,10.221,5.833,55.754,7.252,7.173,13.768,10.221,5.833
724,E00023817,72.079,6.274,4.622,5.639,6.98,4.406,72.079,6.274,4.622,5.639,6.98,4.406
725,E00023896,64.804,6.078,6.078,9.706,7.647,5.686,64.804,6.078,6.078,9.706,7.647,5.686
726,E00023434,56.992,7.478,7.816,9.97,12.125,5.619,56.992,7.478,7.816,9.97,12.125,5.619
727,E00175201,57.832,6.446,6.233,13.452,10.123,5.914,57.832,6.446,6.233,13.452,10.123,5.914
728,E00023944,62.997,10.662,6.145,8.187,6.558,5.451,62.997,10.662,6.145,8.187,6.558,5.451
729,E00024064,53.396,6.091,8.32,11.716,15.111,5.365,53.396,6.091,8.32,11.716,15.111,5.365
730,E00175278,55.05,9.584,9.109,8.317,9.98,7.96,55.05,9.584,9.109,8.317,9.98,7.96
731,E00023601,53.976,7.827,6.951,14.882,9.914,6.45,53.976,7.827,6.951,14.882,9.914,6.45
732,E00023680,57.443,7.803,9.724,7.323,8.824,8.884,57.443,7.803,9.724,7.323,8.824,8.884
733,E00023937,58.267,6.018,10.136,11.157,9.341,5.08,58.267,6.018,10.136,11.157,9.341,5.08
734,E00023478,49.726,6.891,7.886,17.463,12.214,5.821,49.726,6.891,7.886,17.463,12.214,5.821
735,E00175267,52.018,7.217,7.793,20.475,6.986,5.511,52.018,7.217,7.793,20.475,6.986,5.511
736,E00023793,55.717,11.031,6.763,9.098,10.789,6.602,55.717,11.031,6.763,9.098,10.789,6.602
737,E00023712,64.13,6.423,7.45,5.748,10.533,5.716,64.13,6.423,7.45,5.748,10.533,5.716
738,E00023976,52.508,11.922,8.534,13.42,7.883,5.733,52.508,11.922,8.534,13.42,7.883,5.733
739,E00023646,55.756,8.229,7.477,10.759,11.762,6.018,55.756,8.229,7.477,10.759,11.762,6.018
740,E00023621,58.144,6.754,7.42,13.186,9.327,5.169,58.144,6.754,7.42,13.186,9.327,5.169
741,E00024079,45.114,18.022,7.607,13.107,9.83,6.319,45.114,18.022,7.607,13.107,9.83,6.319
742,E00023652,52.843,8.669,7.826,12.061,12.471,6.13,52.843,8.669,7.826,12.061,12.471,6.13
743,E00023559,49.309,9.217,9.585,15.883,9.647,6.359,49.309,9.217,9.585,15.883,9.647,6.359
744,E00024070,56.847,10.367,8.683,7.43,9.028,7.646,56.847,10.367,8.683,7.43,9.028,7.646
745,E00023746,55.241,6.813,7.792,11.6,11.915,6.639,55.241,6.813,7.792,11.6,11.915,6.639
746,E00023532,51.254,10.407,8.169,12.834,10.919,6.417,51.254,10.407,8.169,12.834,10.919,6.417
747,E00023927,59.036,9.914,5.973,9.975,9.344,5.757,59.036,9.914,5.973,9.975,9.344,5.757
748,E00023747,57.488,6.958,7.252,9.729,12.087,6.486,57.488,6.958,7.252,9.729,12.087,6.486
749,E00023716,54.201,10.971,8.524,6.933,13.662,5.71,54.201,10.971,8.524,6.933,13.662,5.71
750,E00023797,66.821,9.15,5.268,5.638,5.545,7.579,66.821,9.15,5.268,5.638,5.545,7.579
751,E00175262,58.044,19.467,4.8,6.4,5.778,5.511,58.044,19.467,4.8,6.4,5.778,5.511
752,E00023548,54.8,13.476,6.391,8.444,9.948,6.94,54.8,13.476,6.391,8.444,9.948,6.94
753,E00024007,62.193,6.742,5.754,11.588,8.432,5.292,62.193,6.742,5.754,11.588,8.432,5.292
754,E00024086,48.246,11.155,7.213,17.777,10.248,5.361,48.246,11.155,7.213,17.777,10.248,5.361
755,E00023549,50.387,24.188,4.693,6.189,7.53,7.014,50.387,24.188,4.693,6.189,7.53,7.014
756,E00023829,68.381,6.182,4.411,8.381,8.255,4.391,68.381,6.182,4.411,8.381,8.255,4.391
757,E00024124,70.046,6.536,4.433,7.015,7.267,4.703,70.046,6.536,4.433,7.015,7.267,4.703
758,E00175245,58.798,9.943,8.298,6.438,9.657,6.867,58.798,9.943,8.298,6.438,9.657,6.867
759,E00023631,53.133,7.149,9.907,8.076,15.6,6.134,53.133,7.149,9.907,8.076,15.6,6.134
760,E00023440,54.298,9.057,6.038,14.34,10.021,6.247,54.298,9.057,6.038,14.34,10.021,6.247
761,E00175190,57.878,6.054,7.742,15.509,8.162,4.654,57.878,6.054,7.742,15.509,8.162,4.654
762,E00023909,61.145,7.566,6.612,9.202,8.384,7.089,61.145,7.566,6.612,9.202,8.384,7.089
763,E00023988,54.958,5.855,7.885,11.827,13.952,5.524,54.958,5.855,7.885,11.827,13.952,5.524
764,E00024044,57.869,7.126,7.212,10.98,10.14,6.674,57.869,7.126,7.212,10.98,10.14,6.674
765,E00175269,49.694,7.928,8.01,21.945,7.07,5.353,49.694,7.928,8.01,21.945,7.07,5.353
766,E00023982,50.06,8.939,13.945,7.986,12.872,6.198,50.06,8.939,13.945,7.986,12.872,6.198
767,E00023444,56.67,13.544,5.448,8.401,7.943,7.994,56.67,13.544,5.448,8.401,7.943,7.994
768,E00024127,59.47,8.227,6.489,10.918,10.094,4.802,59.47,8.227,6.489,10.918,10.094,4.802
769,E00023547,52.966,14.171,6.685,9.322,10.593,6.262,52.966,14.171,6.685,9.322,10.593,6.262
770,E00023462,51.125,9.181,7.741,15.752,9.946,6.256,51.125,9.181,7.741,15.752,9.946,6.256
771,E00023752,55.897,13.499,7.115,8.431,8.528,6.53,55.897,13.499,7.115,8.431,8.528,6.53
772,E00023871,52.707,10.432,6.557,14.953,9.389,5.961,52.707,10.432,6.557,14.953,9.389,5.961
773,E00023841,66.896,6.394,4.85,8.505,8.838,4.517,66.896,6.394,4.85,8.505,8.838,4.517
774,E00175279,59.879,6.881,5.625,11.483,10.414,5.718,59.879,6.881,5.625,11.483,10.414,5.718
775,E00023792,56.486,7.997,6.675,9.068,13.224,6.549,56.486,7.997,6.675,9.068,13.224,6.549
776,E00023713,57.966,9.695,7.797,7.22,11.763,5.559,57.966,9.695,7.797,7.22,11.763,5.559
777,E00023963,52.396,9.622,8.044,10.888,13.265,5.785,52.396,9.622,8.044,10.888,13.265,5.785
778,E00175242,67.302,8.03,4.559,8.234,6.193,5.682,67.302,8.03,4.559,8.234,6.193,5.682
779,E00175273,50.903,8.673,7.389,20.242,7.076,5.717,50.903,8.673,7.389,20.242,7.076,5.717
780,E00175180,57.827,6.583,6.713,12.659,10.663,5.556,57.827,6.583,6.713,12.659,10.663,5.556
781,E00023525,59.591,7.555,6.158,10.938,9.95,5.808,59.591,7.555,6.158,10.938,9.95,5.808
