,OA,[total] - worker_count,[total] - student_count,[total] - tourist_count,[total] - shopper_count,[total] - leisurer_count,[total] - chorer_count,[total] - total_count,[per_effective_area_square_meter] - worker_count,[per_effective_area_square_meter] - student_count,[per_effective_area_square_meter] - tourist_count,[per_effective_area_square_meter] - shopper_count,[per_effective_area_square_meter] - leisurer_count,[per_effective_area_square_meter] - chorer_count,[per_effective_area_square_meter] - total_count,[%_of_borough_total] - [per_effective_area_square_meter] - worker,[%_of_borough_total] - [per_effective_area_square_meter] - student,[%_of_borough_total] - [per_effective_area_square_meter] - tourist,[%_of_borough_total] - [per_effective_area_square_meter] - shopper,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[%_of_borough_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - chorer
733,E00023937,4311.245,461.534,917.113,819.103,904.012,396.372,7809.378,9.424,1.009,2.005,1.79,1.976,0.866,17.07,0.253,0.19,0.321,0.243,0.231,0.226,0.253,0.19,0.321,0.243,0.231,0.226
734,E00023478,481.344,67.635,97.786,163.181,142.024,57.91,1009.88,3.866,0.543,0.785,1.311,1.141,0.465,8.112,0.104,0.103,0.126,0.178,0.134,0.121,0.104,0.103,0.126,0.178,0.134,0.121
735,E00175267,441.942,61.975,80.416,169.205,77.43,48.016,878.984,4.277,0.6,0.778,1.638,0.749,0.465,8.507,0.115,0.113,0.125,0.222,0.088,0.121,0.115,0.113,0.125,0.222,0.088,0.121
736,E00023793,305.698,60.275,45.187,50.158,68.536,36.794,566.649,1.298,0.256,0.192,0.213,0.291,0.156,2.407,0.035,0.048,0.031,0.029,0.034,0.041,0.035,0.048,0.031,0.029,0.034,0.041
737,E00023712,256.056,25.891,32.389,23.189,45.171,23.122,405.818,3.662,0.37,0.463,0.332,0.646,0.331,5.804,0.098,0.07,0.074,0.045,0.076,0.086,0.098,0.07,0.074,0.045,0.076,0.086
738,E00023976,151.247,34.183,26.457,38.394,25.125,16.597,292.003,1.484,0.336,0.26,0.377,0.247,0.163,2.866,0.04,0.063,0.042,0.051,0.029,0.042,0.04,0.063,0.042,0.051,0.029,0.042
739,E00023646,918.538,136.59,160.558,175.792,235.986,102.366,1729.83,9.384,1.395,1.64,1.796,2.411,1.046,17.673,0.252,0.263,0.263,0.244,0.282,0.272,0.252,0.263,0.263,0.244,0.282,0.272
740,E00023621,458.177,55.502,90.556,101.162,111.613,44.296,861.307,5.075,0.615,1.003,1.121,1.236,0.491,9.541,0.136,0.116,0.161,0.152,0.145,0.128,0.136,0.116,0.161,0.152,0.145,0.128
741,E00024079,124.866,48.124,25.956,35.298,32.987,17.628,284.86,1.48,0.57,0.308,0.418,0.391,0.209,3.376,0.04,0.108,0.049,0.057,0.046,0.055,0.04,0.108,0.049,0.057,0.046,0.055
742,E00023652,899.544,147.661,175.203,201.521,259.202,107.456,1790.587,9.243,1.517,1.8,2.071,2.663,1.104,18.398,0.248,0.286,0.288,0.281,0.312,0.287,0.248,0.286,0.288,0.281,0.312,0.287
743,E00023559,687.403,127.713,155.375,216.34,161.609,90.085,1438.524,3.05,0.567,0.689,0.96,0.717,0.4,6.382,0.082,0.107,0.111,0.13,0.084,0.104,0.082,0.107,0.111,0.13,0.084,0.104
744,E00024070,233.218,42.351,40.81,30.807,43.472,31.598,422.256,2.456,0.446,0.43,0.324,0.458,0.333,4.448,0.066,0.084,0.069,0.044,0.054,0.087,0.066,0.084,0.069,0.044,0.054,0.087
745,E00023746,554.429,69.656,98.816,115.261,143.226,68.038,1049.425,3.019,0.379,0.538,0.628,0.78,0.371,5.715,0.081,0.072,0.086,0.085,0.091,0.096,0.081,0.072,0.086,0.085,0.091,0.096
746,E00023532,418.092,83.805,87.014,102.174,112.858,53.594,857.537,3.701,0.742,0.77,0.904,0.999,0.474,7.591,0.099,0.14,0.123,0.123,0.117,0.124,0.099,0.14,0.123,0.123,0.117,0.124
747,E00023927,1342.064,225.374,196.647,226.489,282.175,136.533,2409.282,7.384,1.24,1.082,1.246,1.552,0.751,13.255,0.198,0.234,0.173,0.169,0.182,0.196,0.198,0.234,0.173,0.169,0.182,0.196
748,E00023747,207.108,25.66,33.885,35.068,52.296,24.061,378.079,1.86,0.23,0.304,0.315,0.47,0.216,3.395,0.05,0.044,0.049,0.043,0.055,0.056,0.05,0.044,0.049,0.043,0.055,0.056
749,E00023716,245.976,49.539,44.013,31.851,67.844,26.477,465.699,2.48,0.499,0.444,0.321,0.684,0.267,4.694,0.066,0.094,0.071,0.044,0.08,0.07,0.066,0.094,0.071,0.044,0.08,0.07
750,E00023797,158.084,21.613,14.12,13.556,15.2,18.022,240.596,1.326,0.181,0.118,0.114,0.127,0.151,2.018,0.036,0.034,0.019,0.015,0.015,0.04,0.036,0.034,0.019,0.015,0.015,0.04
751,E00175262,114.448,37.872,11.947,12.787,14.34,11.027,202.42,1.214,0.402,0.127,0.136,0.152,0.117,2.146,0.033,0.076,0.02,0.018,0.018,0.031,0.033,0.076,0.02,0.018,0.018,0.031
752,E00023548,276.373,66.77,42.786,42.75,62.244,35.628,526.551,3.617,0.874,0.56,0.559,0.815,0.466,6.89,0.097,0.165,0.09,0.076,0.095,0.121,0.097,0.165,0.09,0.076,0.095,0.121
753,E00024007,1112.912,124.611,154.222,205.945,210.752,100.398,1908.841,7.517,0.842,1.042,1.391,1.424,0.678,12.893,0.202,0.159,0.167,0.189,0.167,0.176,0.202,0.159,0.167,0.189,0.167,0.176
754,E00024086,262.266,59.634,48.847,93.86,66.833,29.88,561.319,2.338,0.532,0.435,0.837,0.596,0.266,5.003,0.063,0.1,0.07,0.113,0.07,0.069,0.063,0.1,0.07,0.113,0.07,0.069
755,E00023549,107.552,50.357,13.034,13.37,19.514,15.081,218.909,1.834,0.859,0.222,0.228,0.333,0.257,3.733,0.049,0.162,0.036,0.031,0.039,0.067,0.049,0.162,0.036,0.031,0.039,0.067
756,E00023829,1888.31,174.41,159.116,233.621,270.726,126.17,2852.353,19.26,1.779,1.623,2.383,2.761,1.287,29.093,0.516,0.336,0.26,0.323,0.323,0.335,0.516,0.336,0.26,0.323,0.323,0.335
757,E00024124,3196.541,302.777,247.783,323.858,384.839,220.681,4676.478,14.281,1.353,1.107,1.447,1.719,0.986,20.893,0.383,0.255,0.177,0.196,0.201,0.257,0.383,0.255,0.177,0.196,0.201,0.257
758,E00175245,166.781,28.238,30.382,18.895,35.6,19.948,299.843,1.579,0.267,0.288,0.179,0.337,0.189,2.839,0.042,0.05,0.046,0.024,0.04,0.049,0.042,0.05,0.046,0.024,0.04,0.049
759,E00023631,529.902,72.867,130.291,81.211,189.928,63.704,1067.902,4.791,0.659,1.178,0.734,1.717,0.576,9.655,0.128,0.124,0.189,0.1,0.201,0.15,0.128,0.124,0.189,0.1,0.201,0.15
760,E00023440,477.48,79.46,80.548,122.456,119.323,56.868,936.136,2.543,0.423,0.429,0.652,0.636,0.303,4.987,0.068,0.08,0.069,0.088,0.074,0.079,0.068,0.08,0.069,0.088,0.074,0.079
761,E00175190,4277.591,460.282,716.156,1125.558,779.888,361.764,7721.239,13.334,1.435,2.232,3.509,2.431,1.128,24.069,0.357,0.271,0.358,0.476,0.285,0.293,0.357,0.271,0.358,0.476,0.285,0.293
762,E00023909,249.09,31.488,36.291,37.805,45.209,29.447,429.33,1.71,0.216,0.249,0.26,0.31,0.202,2.947,0.046,0.041,0.04,0.035,0.036,0.053,0.046,0.041,0.04,0.035,0.036,0.053
763,E00023988,328.672,36.678,66.784,69.297,104.642,34.922,640.995,4.604,0.514,0.935,0.971,1.466,0.489,8.979,0.123,0.097,0.15,0.132,0.172,0.127,0.123,0.097,0.15,0.132,0.172,0.127
764,E00024044,386.824,48.346,59.952,72.988,81.477,45.46,695.046,5.073,0.634,0.786,0.957,1.068,0.596,9.114,0.136,0.12,0.126,0.13,0.125,0.155,0.136,0.12,0.126,0.13,0.125,0.155
765,E00175269,481.696,77.031,94.655,205.851,90.195,53.434,1002.862,4.636,0.741,0.911,1.981,0.868,0.514,9.652,0.124,0.14,0.146,0.269,0.102,0.134,0.124,0.14,0.146,0.269,0.102,0.134
766,E00023982,61.502,10.901,18.555,9.788,17.758,7.66,126.163,0.791,0.14,0.239,0.126,0.229,0.099,1.623,0.021,0.027,0.038,0.017,0.027,0.026,0.021,0.027,0.038,0.017,0.027,0.026
767,E00023444,275.545,65.469,29.893,40.909,42.688,39.068,493.572,2.045,0.486,0.222,0.304,0.317,0.29,3.664,0.055,0.092,0.036,0.041,0.037,0.076,0.055,0.092,0.036,0.041,0.037,0.076
768,E00024127,1409.988,197.83,222.406,257.283,317.872,121.965,2527.344,8.943,1.255,1.411,1.632,2.016,0.774,16.03,0.24,0.237,0.226,0.221,0.236,0.201,0.24,0.237,0.226,0.221,0.236,0.201
769,E00023547,239.164,62.571,40.546,41.937,59.587,29.042,472.846,2.166,0.567,0.367,0.38,0.54,0.263,4.283,0.058,0.107,0.059,0.051,0.063,0.069,0.058,0.107,0.059,0.051,0.063,0.069
770,E00023462,192.071,34.339,38.842,57.213,48.968,24.148,395.581,2.218,0.397,0.449,0.661,0.566,0.279,4.568,0.059,0.075,0.072,0.09,0.066,0.072,0.059,0.075,0.072,0.09,0.066,0.072
771,E00023752,226.964,54.113,35.544,34.456,42.647,26.894,420.617,2.161,0.515,0.338,0.328,0.406,0.256,4.006,0.058,0.097,0.054,0.045,0.048,0.067,0.058,0.097,0.054,0.045,0.048,0.067
772,E00023871,241.51,47.362,38.519,67.059,52.803,27.936,475.189,2.016,0.395,0.322,0.56,0.441,0.233,3.967,0.054,0.075,0.052,0.076,0.052,0.061,0.054,0.075,0.052,0.076,0.052,0.061
773,E00023841,2423.936,236.074,223.528,310.556,374.618,169.887,3738.599,16.394,1.597,1.512,2.1,2.534,1.149,25.286,0.439,0.301,0.242,0.285,0.297,0.299,0.439,0.301,0.242,0.285,0.297,0.299
774,E00175279,286.957,33.824,39.821,54.581,64.24,28.74,508.164,2.476,0.292,0.344,0.471,0.554,0.248,4.385,0.066,0.055,0.055,0.064,0.065,0.064,0.066,0.055,0.055,0.064,0.065,0.064
775,E00023792,190.911,27.392,31.264,30.774,54.039,22.733,357.114,1.731,0.248,0.283,0.279,0.49,0.206,3.238,0.046,0.047,0.045,0.038,0.057,0.054,0.046,0.047,0.045,0.038,0.057,0.054
776,E00023713,293.118,49.107,47.223,36.951,68.359,28.861,523.619,3.211,0.538,0.517,0.405,0.749,0.316,5.736,0.086,0.102,0.083,0.055,0.088,0.082,0.086,0.102,0.083,0.055,0.088,0.082
777,E00023963,377.055,68.865,74.567,77.32,113.879,42.97,754.655,5.198,0.949,1.028,1.066,1.57,0.592,10.403,0.139,0.179,0.165,0.145,0.184,0.154,0.139,0.179,0.165,0.145,0.184,0.154
778,E00175242,463.611,55.527,33.32,56.736,44.959,39.272,693.426,3.593,0.43,0.258,0.44,0.348,0.304,5.374,0.096,0.081,0.041,0.06,0.041,0.079,0.096,0.081,0.041,0.06,0.041,0.079
779,E00175273,592.712,100.926,109.734,227.759,111.958,68.386,1211.475,6.539,1.114,1.211,2.513,1.235,0.755,13.366,0.175,0.21,0.194,0.341,0.145,0.197,0.175,0.21,0.194,0.341,0.145,0.197
780,E00175180,1032.538,122.996,194.642,220.598,275.235,106.649,1952.657,8.031,0.957,1.514,1.716,2.141,0.83,15.188,0.215,0.181,0.243,0.233,0.251,0.216,0.215,0.181,0.243,0.233,0.251,0.216
781,E00023525,1407.746,181.436,198.264,257.249,295.289,142.207,2482.19,11.372,1.466,1.602,2.078,2.385,1.149,20.052,0.305,0.276,0.257,0.282,0.279,0.299,0.305,0.276,0.257,0.282,0.279,0.299
