,OA,[total] - worker_count,[total] - student_count,[total] - tourist_count,[total] - shopper_count,[total] - leisurer_count,[total] - chorer_count,[total] - total_count,[per_effective_area_square_meter] - worker_count,[per_effective_area_square_meter] - student_count,[per_effective_area_square_meter] - tourist_count,[per_effective_area_square_meter] - shopper_count,[per_effective_area_square_meter] - leisurer_count,[per_effective_area_square_meter] - chorer_count,[per_effective_area_square_meter] - total_count,[%_of_borough_total] - [per_effective_area_square_meter] - worker,[%_of_borough_total] - [per_effective_area_square_meter] - student,[%_of_borough_total] - [per_effective_area_square_meter] - tourist,[%_of_borough_total] - [per_effective_area_square_meter] - shopper,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[%_of_borough_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - chorer
613,E00023689,834.616,120.98,115.972,127.187,144.868,76.653,1420.276,3.498,0.507,0.486,0.533,0.607,0.321,5.953,0.094,0.096,0.078,0.072,0.071,0.084,0.094,0.096,0.078,0.072,0.071,0.084
614,E00023538,443.183,75.647,59.471,43.635,94.175,40.167,756.277,1.313,0.224,0.176,0.129,0.279,0.119,2.241,0.035,0.042,0.028,0.018,0.033,0.031,0.035,0.042,0.028,0.018,0.033,0.031
615,E00023571,552.699,94.099,107.368,213.075,113.622,63.155,1144.017,5.533,0.942,1.075,2.133,1.137,0.632,11.453,0.148,0.178,0.172,0.289,0.133,0.165,0.148,0.178,0.172,0.289,0.133,0.165
616,E00023902,422.451,63.075,46.984,34.337,58.098,34.873,659.819,1.796,0.268,0.2,0.146,0.247,0.148,2.805,0.048,0.05,0.032,0.02,0.029,0.039,0.048,0.05,0.032,0.02,0.029,0.039
617,E00024006,953.592,121.226,154.874,154.497,221.528,87.993,1693.71,8.685,1.104,1.411,1.407,2.018,0.801,15.426,0.233,0.208,0.226,0.191,0.236,0.209,0.233,0.208,0.226,0.191,0.236,0.209
618,E00023449,879.286,117.13,99.105,139.613,147.025,85.348,1467.506,4.829,0.643,0.544,0.767,0.807,0.469,8.06,0.129,0.121,0.087,0.104,0.095,0.122,0.129,0.121,0.087,0.104,0.095,0.122
619,E00023929,3174.738,394.885,920.137,707.464,1102.382,321.695,6621.301,10.956,1.363,3.175,2.441,3.804,1.11,22.849,0.294,0.257,0.509,0.331,0.446,0.289,0.294,0.257,0.509,0.331,0.446,0.289
620,E00023421,205.063,60.9,19.735,28.608,38.962,24.289,377.557,2.757,0.819,0.265,0.385,0.524,0.327,5.076,0.074,0.154,0.043,0.052,0.061,0.085,0.074,0.154,0.043,0.052,0.061,0.085
621,E00023843,1831.483,204.032,235.093,310.029,372.069,152.276,3104.982,13.723,1.529,1.761,2.323,2.788,1.141,23.265,0.368,0.288,0.282,0.315,0.326,0.297,0.368,0.288,0.282,0.315,0.326,0.297
622,E00023561,416.222,86.779,91.114,159.242,88.95,53.345,895.653,3.734,0.778,0.817,1.429,0.798,0.479,8.035,0.1,0.147,0.131,0.194,0.094,0.125,0.1,0.147,0.131,0.194,0.094,0.125
623,E00175205,340.962,78.252,62.84,44.549,52.819,44.573,623.995,3.419,0.785,0.63,0.447,0.53,0.447,6.257,0.092,0.148,0.101,0.061,0.062,0.116,0.092,0.148,0.101,0.061,0.062,0.116
624,E00023537,223.228,34.875,30.951,28.726,34.666,29.522,381.968,2.033,0.318,0.282,0.262,0.316,0.269,3.478,0.054,0.06,0.045,0.036,0.037,0.07,0.054,0.06,0.045,0.036,0.037,0.07
625,E00023951,564.006,78.427,88.446,86.732,131.639,52.778,1002.027,6.971,0.969,1.093,1.072,1.627,0.652,12.385,0.187,0.183,0.175,0.145,0.191,0.17,0.187,0.183,0.175,0.145,0.191,0.17
626,E00024116,2437.33,271.09,385.37,406.1,447.352,236.551,4183.794,8.199,0.912,1.296,1.366,1.505,0.796,14.075,0.22,0.172,0.208,0.185,0.176,0.207,0.22,0.172,0.208,0.185,0.176,0.207
627,E00023660,535.432,83.767,68.036,101.027,100.499,61.35,950.111,3.598,0.563,0.457,0.679,0.675,0.412,6.384,0.096,0.106,0.073,0.092,0.079,0.107,0.096,0.106,0.073,0.092,0.079,0.107
628,E00175228,478.623,61.457,71.167,82.521,105.426,47.322,846.515,5.463,0.701,0.812,0.942,1.203,0.54,9.662,0.146,0.132,0.13,0.128,0.141,0.141,0.146,0.132,0.13,0.128,0.141,0.141
629,E00023450,468.028,73.914,73.083,99.363,94.937,50.507,859.833,2.369,0.374,0.37,0.503,0.481,0.256,4.352,0.063,0.071,0.059,0.068,0.056,0.067,0.063,0.071,0.059,0.068,0.056,0.067
630,E00023638,513.88,74.834,105.688,100.633,147.35,59.755,1002.139,7.307,1.064,1.503,1.431,2.095,0.85,14.25,0.196,0.201,0.241,0.194,0.245,0.221,0.196,0.201,0.241,0.194,0.245,0.221
631,E00023966,375.483,63.048,65.097,74.492,84.766,41.693,704.579,3.472,0.583,0.602,0.689,0.784,0.386,6.515,0.093,0.11,0.096,0.093,0.092,0.1,0.093,0.11,0.096,0.093,0.092,0.1
632,E00024018,174.605,19.586,20.506,26.834,25.814,15.879,283.225,2.695,0.302,0.317,0.414,0.398,0.245,4.372,0.072,0.057,0.051,0.056,0.047,0.064,0.072,0.057,0.051,0.056,0.047,0.064
633,E00023585,528.146,86.116,103.038,152.78,149.213,66.468,1085.76,3.463,0.565,0.676,1.002,0.978,0.436,7.119,0.093,0.107,0.108,0.136,0.115,0.113,0.093,0.107,0.108,0.136,0.115,0.113
634,E00175234,524.204,71.055,110.432,162.048,159.822,68.285,1095.846,5.525,0.749,1.164,1.708,1.685,0.72,11.551,0.148,0.141,0.186,0.232,0.197,0.187,0.148,0.141,0.186,0.232,0.197,0.187
635,E00023477,824.532,109.124,143.845,240.047,240.668,101.323,1659.539,7.06,0.934,1.232,2.055,2.061,0.868,14.21,0.189,0.176,0.197,0.279,0.241,0.226,0.189,0.176,0.197,0.279,0.241,0.226
636,E00023702,241.523,42.11,64.211,58.702,89.534,26.827,522.907,2.216,0.386,0.589,0.539,0.821,0.246,4.798,0.059,0.073,0.094,0.073,0.096,0.064,0.059,0.073,0.094,0.073,0.096,0.064
637,E00023783,237.032,49.533,23.116,44.542,30.901,26.368,411.493,2.342,0.489,0.228,0.44,0.305,0.26,4.065,0.063,0.092,0.036,0.06,0.036,0.068,0.063,0.092,0.036,0.06,0.036,0.068
638,E00024087,182.856,55.659,18.282,31.985,35.916,22.181,346.878,1.77,0.539,0.177,0.31,0.348,0.215,3.358,0.047,0.102,0.028,0.042,0.041,0.056,0.047,0.102,0.028,0.042,0.041,0.056
639,E00023980,43.751,8.371,10.314,7.898,11.125,4.663,86.121,0.664,0.127,0.157,0.12,0.169,0.071,1.307,0.018,0.024,0.025,0.016,0.02,0.018,0.018,0.024,0.025,0.016,0.02,0.018
640,E00175261,158.243,36.147,15.607,18.952,17.505,15.379,261.834,1.44,0.329,0.142,0.172,0.159,0.14,2.382,0.039,0.062,0.023,0.023,0.019,0.036,0.039,0.062,0.023,0.023,0.019,0.036
641,E00023774,172.528,35.677,30.037,42.219,42.226,22.513,345.2,1.484,0.307,0.258,0.363,0.363,0.194,2.969,0.04,0.058,0.041,0.049,0.043,0.05,0.04,0.058,0.041,0.049,0.043,0.05
642,E00023870,228.202,49.889,40.065,69.711,56.337,29.56,473.764,1.715,0.375,0.301,0.524,0.423,0.222,3.561,0.046,0.071,0.048,0.071,0.05,0.058,0.046,0.071,0.048,0.071,0.05,0.058
643,E00175189,2242.577,250.986,392.997,672.23,372.081,196.726,4127.597,11.038,1.235,1.934,3.309,1.831,0.968,20.315,0.296,0.233,0.31,0.449,0.215,0.252,0.296,0.233,0.31,0.449,0.215,0.252
644,E00023498,1029.514,160.149,154.654,176.323,248.527,119.157,1888.324,8.201,1.276,1.232,1.405,1.98,0.949,15.042,0.22,0.241,0.197,0.191,0.232,0.247,0.22,0.241,0.197,0.191,0.232,0.247
645,E00023558,570.168,93.635,113.463,145.366,140.856,67.209,1130.696,5.03,0.826,1.001,1.282,1.243,0.593,9.975,0.135,0.156,0.16,0.174,0.146,0.154,0.135,0.156,0.16,0.174,0.146,0.154
646,E00024032,1100.285,150.759,201.907,207.952,261.301,105.63,2027.834,6.903,0.946,1.267,1.305,1.639,0.663,12.722,0.185,0.179,0.203,0.177,0.192,0.173,0.185,0.179,0.203,0.177,0.192,0.173
647,E00023486,928.801,136.776,160.552,179.149,203.143,96.258,1704.679,7.282,1.072,1.259,1.405,1.593,0.755,13.365,0.195,0.202,0.202,0.191,0.187,0.197,0.195,0.202,0.202,0.191,0.187,0.197
648,E00023419,307.084,75.011,32.94,48.525,64.188,37.13,564.878,1.861,0.454,0.2,0.294,0.389,0.225,3.423,0.05,0.086,0.032,0.04,0.045,0.059,0.05,0.086,0.032,0.04,0.045,0.059
649,E00023997,346.107,69.067,65.308,57.67,105.357,38.698,682.207,4.705,0.939,0.888,0.784,1.432,0.526,9.273,0.126,0.177,0.142,0.106,0.168,0.137,0.126,0.177,0.142,0.106,0.168,0.137
650,E00023900,281.713,24.918,38.183,22.181,55.21,22.128,444.332,4.208,0.372,0.57,0.331,0.825,0.33,6.636,0.113,0.07,0.091,0.045,0.096,0.086,0.113,0.07,0.091,0.045,0.096,0.086
651,E00023891,1235.746,138.746,167.195,222.778,226.325,109.104,2099.893,4.316,0.485,0.584,0.778,0.791,0.381,7.335,0.116,0.091,0.093,0.106,0.093,0.099,0.116,0.091,0.093,0.106,0.093,0.099
652,E00023810,166.591,23.615,18.764,31.11,26.41,16.102,282.593,1.428,0.202,0.161,0.267,0.226,0.138,2.423,0.038,0.038,0.026,0.036,0.026,0.036,0.038,0.038,0.026,0.036,0.026,0.036
653,E00023432,94.213,26.332,10.357,8.093,16.774,11.246,167.014,0.665,0.186,0.073,0.057,0.118,0.079,1.179,0.018,0.035,0.012,0.008,0.014,0.021,0.018,0.035,0.012,0.008,0.014,0.021
654,E00023844,2791.29,299.336,355.0,506.625,510.355,226.155,4688.761,15.62,1.675,1.987,2.835,2.856,1.266,26.239,0.419,0.316,0.318,0.385,0.334,0.33,0.419,0.316,0.318,0.385,0.334,0.33
655,E00023613,438.679,58.438,102.472,128.3,145.742,57.473,931.104,4.734,0.631,1.106,1.384,1.573,0.62,10.047,0.127,0.119,0.177,0.188,0.184,0.161,0.127,0.119,0.177,0.188,0.184,0.161
656,E00023692,284.116,32.071,43.286,26.211,60.369,25.947,472.001,2.752,0.311,0.419,0.254,0.585,0.251,4.572,0.074,0.059,0.067,0.035,0.069,0.065,0.074,0.059,0.067,0.035,0.069,0.065
657,E00023903,300.985,30.061,25.362,21.427,34.897,21.057,433.789,2.105,0.21,0.177,0.15,0.244,0.147,3.034,0.056,0.04,0.028,0.02,0.029,0.039,0.056,0.04,0.028,0.02,0.029,0.039
658,E00175236,441.206,61.657,70.565,140.314,99.82,53.681,867.243,4.453,0.622,0.712,1.416,1.007,0.542,8.753,0.119,0.117,0.114,0.192,0.118,0.141,0.119,0.117,0.114,0.192,0.118,0.141
659,E00023665,841.419,125.475,133.264,178.45,204.137,93.768,1576.513,5.97,0.89,0.946,1.266,1.448,0.665,11.186,0.16,0.168,0.151,0.172,0.17,0.173,0.16,0.168,0.151,0.172,0.17,0.173
660,E00023869,307.545,83.76,45.816,84.4,60.593,39.028,621.141,2.264,0.617,0.337,0.621,0.446,0.287,4.572,0.061,0.116,0.054,0.084,0.052,0.075,0.061,0.116,0.054,0.084,0.052,0.075
661,E00023650,377.987,56.946,94.283,65.682,147.664,44.65,787.212,3.718,0.56,0.927,0.646,1.452,0.439,7.743,0.1,0.106,0.148,0.088,0.17,0.114,0.1,0.106,0.148,0.088,0.17,0.114
662,E00023614,479.454,68.975,87.044,82.828,124.3,54.908,897.51,3.586,0.516,0.651,0.62,0.93,0.411,6.713,0.096,0.097,0.104,0.084,0.109,0.107,0.096,0.097,0.104,0.084,0.109,0.107
663,E00023695,384.725,65.342,72.744,73.333,97.329,41.899,735.372,3.979,0.676,0.752,0.758,1.007,0.433,7.606,0.107,0.127,0.12,0.103,0.118,0.113,0.107,0.127,0.12,0.103,0.118,0.113
664,E00175219,726.587,79.733,103.804,94.753,126.085,86.322,1217.283,4.181,0.459,0.597,0.545,0.726,0.497,7.005,0.112,0.087,0.096,0.074,0.085,0.129,0.112,0.087,0.096,0.074,0.085,0.129
665,E00023709,183.949,38.367,23.85,17.944,29.699,20.499,314.308,1.657,0.346,0.215,0.162,0.268,0.185,2.832,0.044,0.065,0.034,0.022,0.031,0.048,0.044,0.065,0.034,0.022,0.031,0.048
666,E00023788,119.388,23.769,21.752,38.105,28.935,14.803,246.753,1.566,0.312,0.285,0.5,0.38,0.194,3.238,0.042,0.059,0.046,0.068,0.044,0.051,0.042,0.059,0.046,0.068,0.044,0.051
667,E00024123,921.194,129.861,128.69,166.245,166.077,88.63,1600.697,11.53,1.625,1.611,2.081,2.079,1.109,20.035,0.309,0.307,0.258,0.282,0.244,0.289,0.309,0.307,0.258,0.282,0.244,0.289
668,E00023623,1182.012,164.017,222.233,235.157,298.765,130.347,2232.53,6.798,0.943,1.278,1.352,1.718,0.75,12.839,0.182,0.178,0.205,0.184,0.201,0.195,0.182,0.178,0.205,0.184,0.201,0.195
669,E00023590,347.046,68.715,59.905,91.358,71.076,46.912,685.013,3.063,0.606,0.529,0.806,0.627,0.414,6.045,0.082,0.114,0.085,0.109,0.073,0.108,0.082,0.114,0.085,0.109,0.073,0.108
670,E00023511,270.415,57.488,34.194,54.644,59.513,32.919,509.172,7.12,1.514,0.9,1.439,1.567,0.867,13.406,0.191,0.286,0.144,0.195,0.183,0.226,0.191,0.286,0.144,0.195,0.183,0.226
671,E00024099,118.595,56.013,16.772,20.652,20.437,14.855,247.325,1.653,0.78,0.234,0.288,0.285,0.207,3.446,0.044,0.147,0.037,0.039,0.033,0.054,0.044,0.147,0.037,0.039,0.033,0.054
672,E00024041,343.818,44.912,56.041,55.032,75.779,42.137,617.719,4.18,0.546,0.681,0.669,0.921,0.512,7.51,0.112,0.103,0.109,0.091,0.108,0.134,0.112,0.103,0.109,0.091,0.108,0.134
673,E00023504,1168.452,201.25,210.266,239.698,297.907,148.477,2266.051,9.72,1.674,1.749,1.994,2.478,1.235,18.85,0.261,0.316,0.28,0.271,0.29,0.322,0.261,0.316,0.28,0.271,0.29,0.322
674,E00023972,199.18,35.587,41.066,35.757,52.312,18.192,382.093,1.109,0.198,0.229,0.199,0.291,0.101,2.127,0.03,0.037,0.037,0.027,0.034,0.026,0.03,0.037,0.037,0.027,0.034,0.026
675,E00023668,796.523,86.181,138.973,225.788,189.966,84.826,1522.257,4.974,0.538,0.868,1.41,1.186,0.53,9.507,0.133,0.102,0.139,0.191,0.139,0.138,0.133,0.102,0.139,0.191,0.139,0.138
676,E00023573,577.775,90.748,100.591,166.676,116.529,64.578,1116.898,6.343,0.996,1.104,1.83,1.279,0.709,12.262,0.17,0.188,0.177,0.248,0.15,0.184,0.17,0.188,0.177,0.248,0.15,0.184
677,E00175212,1322.617,150.083,219.265,206.729,286.141,128.138,2312.972,8.93,1.013,1.48,1.396,1.932,0.865,15.617,0.239,0.191,0.237,0.189,0.226,0.225,0.239,0.191,0.237,0.189,0.226,0.225
678,E00024091,204.812,70.041,32.431,29.891,38.878,23.386,399.439,1.795,0.614,0.284,0.262,0.341,0.205,3.5,0.048,0.116,0.045,0.036,0.04,0.053,0.048,0.116,0.045,0.036,0.04,0.053
679,E00024010,270.254,31.609,40.994,39.993,62.636,28.37,473.856,3.732,0.436,0.566,0.552,0.865,0.392,6.543,0.1,0.082,0.091,0.075,0.101,0.102,0.1,0.082,0.091,0.075,0.101,0.102
680,E00023901,66.107,5.624,5.053,8.707,6.784,7.112,99.387,1.067,0.091,0.082,0.141,0.11,0.115,1.605,0.029,0.017,0.013,0.019,0.013,0.03,0.029,0.017,0.013,0.019,0.013,0.03
681,E00023762,1105.735,162.776,204.184,312.861,263.328,135.786,2184.67,4.822,0.71,0.891,1.364,1.148,0.592,9.528,0.129,0.134,0.143,0.185,0.135,0.154,0.129,0.134,0.143,0.185,0.135,0.154
682,E00023852,141.547,29.784,17.296,16.295,21.024,11.546,237.493,1.026,0.216,0.125,0.118,0.152,0.084,1.721,0.028,0.041,0.02,0.016,0.018,0.022,0.028,0.041,0.02,0.016,0.018,0.022
683,E00024109,1796.283,197.483,295.784,298.595,377.329,174.175,3139.65,7.322,0.805,1.206,1.217,1.538,0.71,12.797,0.196,0.152,0.193,0.165,0.18,0.185,0.196,0.152,0.193,0.165,0.18,0.185
684,E00023682,460.677,60.891,51.28,46.883,61.628,44.804,726.164,2.066,0.273,0.23,0.21,0.276,0.201,3.257,0.055,0.051,0.037,0.028,0.032,0.052,0.055,0.051,0.037,0.028,0.032,0.052
685,E00023497,1075.629,158.782,161.016,196.024,255.571,130.874,1977.896,9.994,1.475,1.496,1.821,2.375,1.216,18.378,0.268,0.278,0.24,0.247,0.278,0.317,0.268,0.278,0.24,0.247,0.278,0.317
686,E00023416,368.77,31.114,22.258,39.655,30.935,25.058,517.791,6.636,0.56,0.401,0.714,0.557,0.451,9.318,0.178,0.106,0.064,0.097,0.065,0.118,0.178,0.106,0.064,0.097,0.065,0.118
687,E00023474,536.859,68.459,89.485,138.373,144.577,62.329,1040.082,13.019,1.66,2.17,3.356,3.506,1.511,25.222,0.349,0.313,0.348,0.455,0.411,0.394,0.349,0.313,0.348,0.455,0.411,0.394
688,E00023515,707.296,104.351,123.964,126.235,168.096,74.225,1304.168,7.993,1.179,1.401,1.427,1.9,0.839,14.739,0.214,0.222,0.225,0.194,0.223,0.218,0.214,0.222,0.225,0.194,0.223,0.218
689,E00023491,1030.504,136.065,145.88,146.866,258.351,112.115,1829.78,9.012,1.19,1.276,1.284,2.259,0.98,16.002,0.242,0.225,0.204,0.174,0.265,0.255,0.242,0.225,0.204,0.174,0.265,0.255
690,E00023707,146.745,28.242,18.409,18.407,24.426,16.416,252.644,1.718,0.331,0.216,0.216,0.286,0.192,2.958,0.046,0.062,0.034,0.029,0.033,0.05,0.046,0.062,0.034,0.029,0.033,0.05
691,E00023786,274.321,66.67,34.62,52.684,54.904,33.262,516.461,2.644,0.643,0.334,0.508,0.529,0.321,4.978,0.071,0.121,0.054,0.069,0.062,0.083,0.071,0.121,0.054,0.069,0.062,0.083
692,E00175210,239.666,34.469,30.166,46.451,50.223,27.178,428.152,2.529,0.364,0.318,0.49,0.53,0.287,4.518,0.068,0.068,0.051,0.066,0.062,0.075,0.068,0.068,0.051,0.066,0.062,0.075
693,E00023857,122.528,27.476,16.02,14.624,19.122,9.266,209.036,1.075,0.241,0.141,0.128,0.168,0.081,1.833,0.029,0.045,0.023,0.017,0.02,0.021,0.029,0.045,0.023,0.017,0.02,0.021
694,E00175241,1023.079,111.36,180.5,186.353,269.17,98.863,1869.325,7.65,0.833,1.35,1.393,2.013,0.739,13.977,0.205,0.157,0.216,0.189,0.236,0.192,0.205,0.157,0.216,0.189,0.236,0.192
695,E00023818,1771.17,226.234,200.269,212.452,228.868,135.725,2774.719,8.598,1.098,0.972,1.031,1.111,0.659,13.469,0.23,0.207,0.156,0.14,0.13,0.172,0.23,0.207,0.156,0.14,0.13,0.172
696,E00023899,816.126,89.669,103.337,107.776,143.276,70.141,1330.325,2.808,0.309,0.356,0.371,0.493,0.241,4.577,0.075,0.058,0.057,0.05,0.058,0.063,0.075,0.058,0.057,0.05,0.058,0.063
697,E00023595,465.199,69.371,79.73,99.753,99.479,56.243,869.774,2.959,0.441,0.507,0.634,0.633,0.358,5.532,0.079,0.083,0.081,0.086,0.074,0.093,0.079,0.083,0.081,0.086,0.074,0.093
698,E00023514,454.434,80.432,66.508,94.456,101.856,52.346,850.033,4.451,0.788,0.651,0.925,0.998,0.513,8.326,0.119,0.149,0.104,0.125,0.117,0.134,0.119,0.149,0.104,0.125,0.117,0.134
699,E00023472,366.304,51.855,72.453,138.886,95.53,42.524,767.552,3.638,0.515,0.72,1.379,0.949,0.422,7.623,0.098,0.097,0.115,0.187,0.111,0.11,0.098,0.097,0.115,0.187,0.111,0.11
700,E00023865,652.152,115.703,97.817,162.53,125.858,71.835,1225.895,5.078,0.901,0.762,1.266,0.98,0.559,9.545,0.136,0.17,0.122,0.172,0.115,0.146,0.136,0.17,0.122,0.172,0.115,0.146
701,E00023697,696.643,116.921,169.773,139.564,263.019,81.236,1467.156,3.942,0.662,0.961,0.79,1.488,0.46,8.301,0.106,0.125,0.154,0.107,0.174,0.119,0.106,0.125,0.154,0.107,0.174,0.119
702,E00024134,1708.532,177.472,441.797,426.216,571.562,161.143,3486.723,11.311,1.175,2.925,2.822,3.784,1.067,23.083,0.303,0.221,0.469,0.383,0.443,0.278,0.303,0.221,0.469,0.383,0.443,0.278
703,E00023616,356.5,101.719,51.755,69.68,68.079,46.78,694.513,3.413,0.974,0.495,0.667,0.652,0.448,6.649,0.091,0.184,0.079,0.09,0.076,0.117,0.091,0.184,0.079,0.09,0.076,0.117
704,E00024036,308.397,53.148,52.507,51.773,78.283,32.796,576.904,4.411,0.76,0.751,0.741,1.12,0.469,8.252,0.118,0.143,0.12,0.1,0.131,0.122,0.118,0.143,0.12,0.1,0.131,0.122
705,E00024052,818.89,85.771,153.453,171.888,225.237,82.062,1537.3,7.95,0.833,1.49,1.669,2.187,0.797,14.924,0.213,0.157,0.239,0.226,0.256,0.207,0.213,0.157,0.239,0.226,0.256,0.207
706,E00175194,3422.351,429.262,724.417,880.85,950.956,322.411,6730.246,11.275,1.414,2.387,2.902,3.133,1.062,22.172,0.302,0.267,0.382,0.394,0.367,0.277,0.302,0.267,0.382,0.394,0.367,0.277
707,E00023856,182.577,55.936,16.04,28.769,19.368,22.481,325.171,1.692,0.518,0.149,0.267,0.179,0.208,3.013,0.045,0.098,0.024,0.036,0.021,0.054,0.045,0.098,0.024,0.036,0.021,0.054
708,E00023947,1063.095,180.834,186.74,152.849,210.226,109.236,1902.981,5.461,0.929,0.959,0.785,1.08,0.561,9.776,0.146,0.175,0.154,0.107,0.127,0.146,0.146,0.175,0.154,0.107,0.127,0.146
709,E00024048,2198.295,277.724,380.966,430.9,501.846,207.134,3996.865,7.826,0.989,1.356,1.534,1.787,0.737,14.228,0.21,0.186,0.217,0.208,0.209,0.192,0.21,0.186,0.217,0.208,0.209,0.192
710,E00175209,1439.22,211.851,272.987,344.981,352.986,169.256,2791.281,6.879,1.013,1.305,1.649,1.687,0.809,13.341,0.184,0.191,0.209,0.224,0.198,0.211,0.184,0.191,0.209,0.224,0.198,0.211
711,E00023489,801.63,95.687,99.984,116.635,187.28,81.431,1382.648,8.999,1.074,1.122,1.309,2.102,0.914,15.521,0.241,0.203,0.18,0.178,0.246,0.238,0.241,0.203,0.18,0.178,0.246,0.238
712,E00023603,307.895,54.512,42.027,52.144,53.947,33.164,543.689,2.521,0.446,0.344,0.427,0.442,0.272,4.452,0.068,0.084,0.055,0.058,0.052,0.071,0.068,0.084,0.055,0.058,0.052,0.071
713,E00023656,605.043,74.998,108.529,119.99,146.188,69.691,1124.44,7.45,0.923,1.336,1.477,1.8,0.858,13.845,0.2,0.174,0.214,0.2,0.211,0.223,0.2,0.174,0.214,0.2,0.211,0.223
714,E00024046,374.533,77.932,58.268,74.787,87.644,46.199,719.362,4.069,0.847,0.633,0.813,0.952,0.502,7.816,0.109,0.16,0.101,0.11,0.111,0.131,0.109,0.16,0.101,0.11,0.111,0.131
715,E00023468,337.276,59.496,76.089,104.396,109.892,39.695,726.845,3.099,0.547,0.699,0.959,1.01,0.365,6.679,0.083,0.103,0.112,0.13,0.118,0.095,0.083,0.103,0.112,0.13,0.118,0.095
716,E00023718,373.454,67.337,66.334,63.529,98.225,37.825,706.704,4.309,0.777,0.765,0.733,1.133,0.436,8.155,0.116,0.147,0.123,0.1,0.133,0.114,0.116,0.147,0.123,0.1,0.133,0.114
717,E00023799,240.755,24.088,32.776,49.533,46.769,23.989,417.911,2.577,0.258,0.351,0.53,0.501,0.257,4.474,0.069,0.049,0.056,0.072,0.059,0.067,0.069,0.049,0.056,0.072,0.059,0.067
718,E00023822,1023.762,142.92,177.834,187.703,251.775,110.202,1894.195,7.881,1.1,1.369,1.445,1.938,0.848,14.583,0.211,0.207,0.219,0.196,0.227,0.221,0.211,0.207,0.219,0.196,0.227,0.221
719,E00023610,392.383,49.192,67.203,65.532,88.768,39.18,702.258,3.635,0.456,0.622,0.607,0.822,0.363,6.505,0.097,0.086,0.1,0.082,0.096,0.095,0.097,0.086,0.1,0.082,0.096,0.095
720,E00023691,380.803,56.068,59.888,46.69,88.833,44.35,676.632,3.575,0.526,0.562,0.438,0.834,0.416,6.352,0.096,0.099,0.09,0.06,0.098,0.108,0.096,0.099,0.09,0.06,0.098,0.108
721,E00024045,319.724,73.62,56.245,69.17,90.45,36.367,645.576,3.829,0.882,0.674,0.828,1.083,0.436,7.731,0.103,0.166,0.108,0.112,0.127,0.113,0.103,0.166,0.108,0.112,0.127,0.113
722,E00023834,2509.649,273.86,425.217,637.891,624.404,249.025,4720.046,9.396,1.025,1.592,2.388,2.338,0.932,17.672,0.252,0.194,0.255,0.324,0.274,0.243,0.252,0.194,0.255,0.324,0.274,0.243
723,E00023612,637.989,85.612,130.846,151.903,173.319,71.131,1250.798,4.298,0.577,0.881,1.023,1.168,0.479,8.426,0.115,0.109,0.141,0.139,0.137,0.125,0.115,0.109,0.141,0.139,0.137,0.125
724,E00023817,2561.262,226.088,194.094,203.696,283.304,160.641,3629.085,11.043,0.975,0.837,0.878,1.221,0.693,15.646,0.296,0.184,0.134,0.119,0.143,0.18,0.296,0.184,0.134,0.119,0.143,0.18
725,E00023896,104.66,9.994,11.833,15.65,14.758,9.428,166.322,1.225,0.117,0.139,0.183,0.173,0.11,1.947,0.033,0.022,0.022,0.025,0.02,0.029,0.033,0.022,0.022,0.025,0.02,0.029
726,E00023434,334.218,44.912,65.008,58.293,92.789,34.837,630.058,2.657,0.357,0.517,0.463,0.738,0.277,5.009,0.071,0.067,0.083,0.063,0.086,0.072,0.071,0.067,0.083,0.063,0.086,0.072
727,E00175201,304.217,34.973,46.166,69.59,68.428,32.339,555.712,4.175,0.48,0.634,0.955,0.939,0.444,7.627,0.112,0.091,0.102,0.13,0.11,0.116,0.112,0.091,0.102,0.13,0.11,0.116
728,E00023944,413.51,69.88,56.691,54.604,62.961,37.561,695.209,5.538,0.936,0.759,0.731,0.843,0.503,9.31,0.148,0.176,0.122,0.099,0.099,0.131,0.148,0.176,0.122,0.099,0.099,0.131
729,E00024064,309.745,36.423,61.829,66.909,101.972,32.494,609.371,3.978,0.468,0.794,0.859,1.31,0.417,7.826,0.107,0.088,0.127,0.117,0.153,0.109,0.107,0.088,0.127,0.117,0.153,0.109
730,E00175278,264.556,45.989,49.931,40.101,55.493,38.436,494.506,2.6,0.452,0.491,0.394,0.545,0.378,4.86,0.07,0.085,0.079,0.053,0.064,0.098,0.07,0.085,0.079,0.053,0.064,0.098
731,E00023601,777.164,114.561,162.763,204.521,215.352,96.933,1571.295,5.276,0.778,1.105,1.388,1.462,0.658,10.667,0.141,0.147,0.177,0.188,0.171,0.171,0.141,0.147,0.177,0.188,0.171,0.171
732,E00023680,213.61,29.105,38.098,27.416,35.202,32.998,376.43,1.753,0.239,0.313,0.225,0.289,0.271,3.089,0.047,0.045,0.05,0.031,0.034,0.071,0.047,0.045,0.05,0.031,0.034,0.071
