,OA,[%_of_OA_total] - [per_effective_area_square_meter] - worker,[%_of_OA_total] - [per_effective_area_square_meter] - student,[%_of_OA_total] - [per_effective_area_square_meter] - tourist,[%_of_OA_total] - [per_effective_area_square_meter] - shopper,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[%_of_OA_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - chorer
743,E00023559,47.778,8.888,10.812,15.03,11.237,6.255,47.778,8.888,10.812,15.03,11.237,6.255
744,E00024070,55.24,10.032,9.667,7.311,10.276,7.474,55.24,10.032,9.667,7.311,10.276,7.474
745,E00023746,52.83,6.639,9.421,10.971,13.658,6.481,52.83,6.639,9.421,10.971,13.658,6.481
746,E00023532,48.751,9.779,10.136,11.92,13.157,6.257,48.751,9.779,10.136,11.92,13.157,6.257
747,E00023927,55.704,9.35,8.164,9.404,11.708,5.67,55.704,9.35,8.164,9.404,11.708,5.67
748,E00023747,54.787,6.809,8.936,9.255,13.83,6.383,54.787,6.809,8.936,9.255,13.83,6.383
749,E00023716,52.808,10.615,9.462,6.846,14.577,5.692,52.808,10.615,9.462,6.846,14.577,5.692
750,E00023797,65.653,8.945,5.903,5.635,6.351,7.513,65.653,8.945,5.903,5.635,6.351,7.513
751,E00175262,56.566,18.687,5.892,6.313,7.071,5.471,56.566,18.687,5.892,6.313,7.071,5.471
752,E00023548,52.477,12.687,8.126,8.126,11.822,6.763,52.477,12.687,8.126,8.126,11.822,6.763
753,E00024007,58.302,6.529,8.085,10.789,11.041,5.254,58.302,6.529,8.085,10.789,11.041,5.254
754,E00024086,46.732,10.618,8.704,16.721,11.918,5.309,46.732,10.618,8.704,16.721,11.918,5.309
755,E00023549,49.153,23.002,5.956,6.102,8.91,6.877,49.153,23.002,5.956,6.102,8.91,6.877
756,E00023829,66.205,6.117,5.577,8.191,9.489,4.422,66.205,6.117,5.577,8.191,9.489,4.422
757,E00024124,68.347,6.476,5.3,6.925,8.231,4.721,68.347,6.476,5.3,6.925,8.231,4.721
758,E00175245,55.598,9.415,10.115,6.298,11.896,6.679,55.598,9.415,10.115,6.298,11.896,6.679
759,E00023631,49.616,6.829,12.198,7.596,17.792,5.968,49.616,6.829,12.198,7.596,17.792,5.968
760,E00023440,50.996,8.475,8.62,13.075,12.749,6.085,50.996,8.475,8.62,13.075,12.749,6.085
761,E00175190,55.4,5.96,9.277,14.576,10.103,4.684,55.4,5.96,9.277,14.576,10.103,4.684
762,E00023909,57.991,7.348,8.451,8.818,10.533,6.859,57.991,7.348,8.451,8.818,10.533,6.859
763,E00023988,51.278,5.715,10.425,10.807,16.321,5.454,51.278,5.715,10.425,10.807,16.321,5.454
764,E00024044,55.659,6.957,8.622,10.505,11.715,6.541,55.659,6.957,8.622,10.505,11.715,6.541
765,E00175269,48.025,7.674,9.433,20.532,9.002,5.334,48.025,7.674,9.433,20.532,9.002,5.334
766,E00023982,48.721,8.676,14.683,7.786,14.016,6.118,48.721,8.676,14.683,7.786,14.016,6.118
767,E00023444,55.819,13.264,6.065,8.284,8.629,7.939,55.819,13.264,6.065,8.284,8.629,7.939
768,E00024127,55.787,7.833,8.802,10.177,12.577,4.824,55.787,7.833,8.802,10.177,12.577,4.824
769,E00023547,50.569,13.243,8.562,8.857,12.611,6.158,50.569,13.243,8.562,8.857,12.611,6.158
770,E00023462,48.557,8.699,9.806,14.472,12.376,6.089,48.557,8.699,9.806,14.472,12.376,6.089
771,E00023752,53.947,12.855,8.435,8.209,10.149,6.405,53.947,12.855,8.435,8.209,10.149,6.405
772,E00023871,50.82,9.973,8.106,14.117,11.111,5.874,50.82,9.973,8.106,14.117,11.111,5.874
773,E00023841,64.831,6.315,5.979,8.308,10.023,4.544,64.831,6.315,5.979,8.308,10.023,4.544
774,E00175279,56.466,6.672,7.825,10.75,12.644,5.643,56.466,6.672,7.825,10.75,12.644,5.643
775,E00023792,53.49,7.649,8.766,8.599,15.131,6.365,53.49,7.649,8.766,8.599,15.131,6.365
776,E00023713,55.986,9.389,9.011,7.057,13.043,5.514,55.986,9.389,9.011,7.057,13.043,5.514
777,E00023963,49.965,9.118,9.882,10.247,15.092,5.696,49.965,9.118,9.882,10.247,15.092,5.696
778,E00175242,66.88,8.003,4.808,8.171,6.49,5.649,66.88,8.003,4.808,8.171,6.49,5.649
779,E00175273,48.926,8.325,9.055,18.8,9.244,5.649,48.926,8.325,9.055,18.8,9.244,5.649
780,E00175180,52.878,6.304,9.967,11.299,14.094,5.459,52.878,6.304,9.967,11.299,14.094,5.459
781,E00023525,56.717,7.307,7.992,10.361,11.893,5.73,56.717,7.307,7.992,10.361,11.893,5.73
