,OA,[%_of_OA_total] - [per_effective_area_square_meter] - worker,[%_of_OA_total] - [per_effective_area_square_meter] - student,[%_of_OA_total] - [per_effective_area_square_meter] - tourist,[%_of_OA_total] - [per_effective_area_square_meter] - shopper,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[%_of_OA_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - chorer
0,E00023722,54.01,9.478,10.179,5.58,15.087,5.665,54.01,9.478,10.179,5.58,15.087,5.665
1,E00023889,53.414,7.668,7.536,12.516,13.209,5.656,53.414,7.668,7.536,12.516,13.209,5.656
2,E00023808,59.272,7.805,6.575,10.88,9.224,6.244,59.272,7.805,6.575,10.88,9.224,6.244
3,E00024069,55.561,5.307,9.498,10.153,14.102,5.379,55.561,5.307,9.498,10.153,14.102,5.379
4,E00024056,52.947,8.885,11.0,7.495,12.904,6.769,52.947,8.885,11.0,7.495,12.904,6.769
5,E00023555,56.014,11.815,7.331,7.473,11.601,5.765,56.014,11.815,7.331,7.473,11.601,5.765
6,E00023887,57.13,6.781,8.013,10.951,11.53,5.594,57.13,6.781,8.013,10.951,11.53,5.594
7,E00024042,55.007,7.861,8.446,10.646,11.441,6.598,55.007,7.861,8.446,10.646,11.441,6.598
8,E00023706,62.926,6.715,7.434,7.098,9.832,5.995,62.926,6.715,7.434,7.098,9.832,5.995
9,E00023787,47.084,11.184,8.921,11.358,15.144,6.31,47.084,11.184,8.921,11.358,15.144,6.31
10,E00024051,53.782,7.465,10.238,10.308,12.479,5.728,53.782,7.465,10.238,10.308,12.479,5.728
11,E00023714,49.908,6.906,9.54,12.136,15.875,5.635,49.908,6.906,9.54,12.136,15.875,5.635
12,E00023466,50.24,5.689,9.093,14.188,14.85,5.94,50.24,5.689,9.093,14.188,14.85,5.94
13,E00175213,54.16,6.784,10.519,7.97,14.794,5.772,54.16,6.784,10.519,7.97,14.794,5.772
14,E00023564,56.921,7.494,7.051,11.148,11.111,6.275,56.921,7.494,7.051,11.148,11.111,6.275
15,E00023830,58.741,6.481,7.59,9.643,12.018,5.527,58.741,6.481,7.59,9.643,12.018,5.527
16,E00023586,50.696,7.227,9.636,13.089,13.142,6.21,50.696,7.227,9.636,13.089,13.142,6.21
17,E00023507,49.972,9.567,9.805,10.875,13.639,6.143,49.972,9.567,9.805,10.875,13.639,6.143
18,E00024104,51.591,9.261,11.307,9.716,12.67,5.455,51.591,9.261,11.307,9.716,12.67,5.455
19,E00024094,47.822,19.05,8.007,7.083,11.923,6.115,47.822,19.05,8.007,7.083,11.923,6.115
20,E00023936,52.24,6.739,13.583,9.7,12.817,4.921,52.24,6.739,13.583,9.7,12.817,4.921
21,E00175182,57.154,5.734,9.928,9.53,12.477,5.177,57.154,5.734,9.928,9.53,12.477,5.177
22,E00023840,54.663,6.486,8.639,12.791,12.329,5.093,54.663,6.486,8.639,12.791,12.329,5.093
23,E00175255,61.902,9.266,6.555,6.851,9.66,5.766,61.902,9.266,6.555,6.851,9.66,5.766
24,E00175277,55.915,7.559,8.367,10.04,13.849,4.27,55.915,7.559,8.367,10.04,13.849,4.27
25,E00023767,55.02,6.449,8.408,10.327,13.347,6.449,55.02,6.449,8.408,10.327,13.347,6.449
26,E00023908,63.73,6.508,6.111,9.444,7.302,6.905,63.73,6.508,6.111,9.444,7.302,6.905
27,E00023475,47.915,6.564,8.629,18.861,12.548,5.483,47.915,6.564,8.629,18.861,12.548,5.483
28,E00023634,49.489,6.442,10.662,12.528,14.705,6.175,49.489,6.442,10.662,12.528,14.705,6.175
29,E00023727,49.675,7.431,10.523,10.471,16.109,5.791,49.675,7.431,10.523,10.471,16.109,5.791
30,E00024066,51.755,5.65,10.586,10.856,15.503,5.65,51.755,5.65,10.586,10.856,15.503,5.65
31,E00023991,49.071,6.413,10.92,10.804,17.565,5.228,49.071,6.413,10.92,10.804,17.565,5.228
32,E00023910,58.922,10.392,7.941,6.373,9.902,6.471,58.922,10.392,7.941,6.373,9.902,6.471
33,E00175215,51.697,7.353,10.633,8.343,16.275,5.699,51.697,7.353,10.633,8.343,16.275,5.699
34,E00023800,54.798,7.871,8.546,11.994,10.72,6.072,54.798,7.871,8.546,11.994,10.72,6.072
35,E00023920,52.4,8.728,10.624,9.936,12.703,5.61,52.4,8.728,10.624,9.936,12.703,5.61
36,E00023831,56.193,6.624,8.161,11.671,12.641,4.709,56.193,6.624,8.161,11.671,12.641,4.709
37,E00023485,65.19,6.253,6.861,7.696,8.203,5.797,65.19,6.253,6.861,7.696,8.203,5.797
38,E00024021,67.883,9.29,6.105,4.645,5.972,6.105,67.883,9.29,6.105,4.645,5.972,6.105
39,E00023738,50.082,13.432,10.278,5.364,14.742,6.102,50.082,13.432,10.278,5.364,14.742,6.102
40,E00023912,55.447,13.943,8.885,6.42,8.69,6.615,55.447,13.943,8.885,6.42,8.69,6.615
41,E00023423,55.881,11.224,6.269,10.925,9.672,6.03,55.881,11.224,6.269,10.925,9.672,6.03
42,E00023488,58.636,7.475,7.442,8.587,12.234,5.626,58.636,7.475,7.442,8.587,12.234,5.626
43,E00023500,54.744,8.206,8.586,8.227,13.618,6.619,54.744,8.206,8.586,8.227,13.618,6.619
44,E00175275,56.831,5.78,9.58,11.399,11.358,5.053,56.831,5.78,9.58,11.399,11.358,5.053
45,E00023503,54.497,6.976,9.607,8.633,14.871,5.416,54.497,6.976,9.607,8.633,14.871,5.416
46,E00175243,49.637,16.998,9.201,7.458,10.751,5.956,49.637,16.998,9.201,7.458,10.751,5.956
47,E00175246,51.838,8.124,9.542,11.863,12.444,6.19,51.838,8.124,9.542,11.863,12.444,6.19
48,E00024095,50.764,9.847,9.338,10.187,13.48,6.384,50.764,9.847,9.338,10.187,13.48,6.384
49,E00023756,52.148,7.31,8.036,13.225,12.695,6.585,52.148,7.31,8.036,13.225,12.695,6.585
50,E00024014,56.426,5.782,9.579,8.774,14.046,5.393,56.426,5.782,9.579,8.774,14.046,5.393
51,E00023620,49.415,6.814,11.861,10.405,16.145,5.359,49.415,6.814,11.861,10.405,16.145,5.359
52,E00023520,54.116,7.511,10.123,9.611,13.069,5.568,54.116,7.511,10.123,9.611,13.069,5.568
53,E00024125,58.435,7.319,8.664,9.914,10.525,5.143,58.435,7.319,8.664,9.914,10.525,5.143
54,E00024063,53.743,8.353,10.875,7.355,12.582,7.092,53.743,8.353,10.875,7.355,12.582,7.092
55,E00024105,56.143,5.584,10.911,8.419,13.875,5.069,56.143,5.584,10.911,8.419,13.875,5.069
56,E00023932,49.904,6.455,10.933,14.339,13.874,4.494,49.904,6.455,10.933,14.339,13.874,4.494
57,E00024075,51.942,7.103,11.765,10.877,13.43,4.883,51.942,7.103,11.765,10.877,13.43,4.883
58,E00175198,47.153,6.797,11.855,10.872,17.722,5.602,47.153,6.797,11.855,10.872,17.722,5.602
59,E00023728,51.347,8.988,10.278,9.396,14.331,5.66,51.347,8.988,10.278,9.396,14.331,5.66
60,E00024114,53.358,6.231,9.123,16.6,9.84,4.847,53.358,6.231,9.123,16.6,9.84,4.847
61,E00023873,58.982,7.787,6.254,11.895,9.258,5.825,58.982,7.787,6.254,11.895,9.258,5.825
62,E00024059,54.451,6.818,9.792,9.716,13.504,5.72,54.451,6.818,9.792,9.716,13.504,5.72
63,E00024115,56.211,6.095,9.951,12.983,9.728,5.033,56.211,6.095,9.951,12.983,9.728,5.033
64,E00024030,57.308,9.063,9.418,8.441,10.662,5.109,57.308,9.063,9.418,8.441,10.662,5.109
65,E00023567,48.977,8.544,9.406,18.271,9.146,5.656,48.977,8.544,9.406,18.271,9.146,5.656
66,E00023622,49.501,6.649,12.367,7.979,17.453,6.051,49.501,6.649,12.367,7.979,17.453,6.051
67,E00023632,51.593,7.658,9.623,11.68,13.289,6.157,51.593,7.658,9.623,11.68,13.289,6.157
68,E00023858,55.786,17.012,5.256,8.529,6.593,6.823,55.786,17.012,5.256,8.529,6.593,6.823
69,E00023765,51.222,10.266,9.18,11.678,10.918,6.735,51.222,10.266,9.18,11.678,10.918,6.735
70,E00023979,53.167,14.289,6.758,7.905,11.97,5.91,53.167,14.289,6.758,7.905,11.97,5.91
71,E00175230,62.522,7.761,6.648,10.313,7.258,5.498,62.522,7.761,6.648,10.313,7.258,5.498
72,E00023591,53.345,12.797,7.095,10.777,9.026,6.96,53.345,12.797,7.095,10.777,9.026,6.96
73,E00023510,54.467,7.078,9.526,10.905,12.635,5.389,54.467,7.078,9.526,10.905,12.635,5.389
74,E00023581,52.037,10.598,8.625,15.341,7.447,5.952,52.037,10.598,8.625,15.341,7.447,5.952
75,E00023441,52.841,8.729,9.194,9.401,14.101,5.733,52.841,8.729,9.194,9.401,14.101,5.733
76,E00024071,59.64,8.494,8.286,6.123,9.797,7.66,59.64,8.494,8.286,6.123,9.797,7.66
77,E00023867,53.394,11.401,7.591,13.549,9.023,5.042,53.394,11.401,7.591,13.549,9.023,5.042
78,E00024061,52.618,8.592,10.259,9.617,12.054,6.86,52.618,8.592,10.259,9.617,12.054,6.86
79,E00024140,54.688,6.075,8.822,14.598,10.632,5.185,54.688,6.075,8.822,14.598,10.632,5.185
80,E00023726,49.195,10.285,11.359,7.29,16.163,5.708,49.195,10.285,11.359,7.29,16.163,5.708
81,E00023879,56.636,8.659,6.813,13.556,8.801,5.536,56.636,8.659,6.813,13.556,8.801,5.536
82,E00023529,60.027,7.258,6.547,8.833,11.756,5.58,60.027,7.258,6.547,8.833,11.756,5.58
83,E00023443,57.399,10.987,5.904,11.809,7.474,6.428,57.399,10.987,5.904,11.809,7.474,6.428
84,E00023458,53.033,7.927,8.847,9.72,13.626,6.847,53.033,7.927,8.847,9.72,13.626,6.847
85,E00024138,44.536,5.895,14.969,10.792,19.083,4.725,44.536,5.895,14.969,10.792,19.083,4.725
86,E00023922,16.737,6.712,26.338,5.692,39.337,5.183,16.737,6.712,26.338,5.692,39.337,5.183
87,E00023541,64.096,7.166,6.657,10.404,6.657,5.02,64.096,7.166,6.657,10.404,6.657,5.02
88,E00024126,55.102,9.1,8.619,10.649,11.402,5.128,55.102,9.1,8.619,10.649,11.402,5.128
89,E00023993,51.92,7.405,9.901,9.737,15.25,5.787,51.92,7.405,9.901,9.737,15.25,5.787
90,E00023460,45.883,16.018,9.469,12.425,10.03,6.175,45.883,16.018,9.469,12.425,10.03,6.175
91,E00023806,59.622,8.404,7.004,8.526,10.171,6.273,59.622,8.404,7.004,8.526,10.171,6.273
92,E00023438,55.719,15.425,6.191,6.925,8.709,7.03,55.719,15.425,6.191,6.925,8.709,7.03
93,E00023795,57.13,6.481,7.917,11.713,10.648,6.111,57.13,6.481,7.917,11.713,10.648,6.111
94,E00023861,54.078,9.917,7.474,12.684,10.025,5.821,54.078,9.917,7.474,12.684,10.025,5.821
95,E00023570,53.212,8.152,8.944,13.766,10.851,5.075,53.212,8.152,8.944,13.766,10.851,5.075
96,E00024013,56.746,6.053,8.935,9.806,13.044,5.417,56.746,6.053,8.935,9.806,13.044,5.417
97,E00024092,51.266,6.445,10.335,12.415,13.953,5.586,51.266,6.445,10.335,12.415,13.953,5.586
98,E00175235,55.813,7.499,7.247,13.689,10.015,5.737,55.813,7.499,7.247,13.689,10.015,5.737
99,E00023845,54.787,6.309,8.087,15.628,10.621,4.567,54.787,6.309,8.087,15.628,10.621,4.567
100,E00023864,53.011,10.149,7.341,12.686,11.062,5.751,53.011,10.149,7.341,12.686,11.062,5.751
101,E00023989,52.734,7.183,10.523,10.287,13.479,5.794,52.734,7.183,10.523,10.287,13.479,5.794
102,E00023536,49.053,9.558,9.648,14.743,10.73,6.267,49.053,9.558,9.648,14.743,10.73,6.267
103,E00023664,51.31,8.475,7.878,11.845,14.503,5.99,51.31,8.475,7.878,11.845,14.503,5.99
104,E00023433,53.566,21.252,6.114,4.221,8.151,6.696,53.566,21.252,6.114,4.221,8.151,6.696
105,E00175181,59.671,6.376,9.121,8.267,11.226,5.339,59.671,6.376,9.121,8.267,11.226,5.339
106,E00024113,55.807,5.686,11.26,11.997,10.198,5.052,55.807,5.686,11.26,11.997,10.198,5.052
107,E00023672,55.775,8.131,10.714,7.523,9.271,8.587,55.775,8.131,10.714,7.523,9.271,8.587
108,E00023759,54.574,6.663,9.572,10.788,13.115,5.288,54.574,6.663,9.572,10.788,13.115,5.288
109,E00023881,52.83,8.245,7.736,13.09,12.357,5.741,52.83,8.245,7.736,13.09,12.357,5.741
110,E00024096,52.274,6.622,10.702,10.769,14.047,5.585,52.274,6.622,10.702,10.769,14.047,5.585
111,E00024017,53.271,8.262,9.643,11.832,11.363,5.629,53.271,8.262,9.643,11.832,11.363,5.629
112,E00023694,49.315,10.884,10.642,8.035,15.399,5.724,49.315,10.884,10.642,8.035,15.399,5.724
113,E00023884,57.052,9.209,10.149,8.048,10.232,5.31,57.052,9.209,10.149,8.048,10.232,5.31
114,E00023805,57.011,6.232,7.887,11.733,11.052,6.086,57.011,6.232,7.887,11.733,11.052,6.086
115,E00023615,48.698,13.934,7.522,12.729,11.234,5.882,48.698,13.934,7.522,12.729,11.234,5.882
116,E00024008,58.603,10.263,7.568,7.201,10.608,5.757,58.603,10.263,7.568,7.201,10.608,5.757
117,E00024089,51.343,8.494,9.789,10.646,13.616,6.113,51.343,8.494,9.789,10.646,13.616,6.113
118,E00023625,49.725,6.957,10.184,11.881,15.18,6.072,49.725,6.957,10.184,11.881,15.18,6.072
119,E00023502,54.967,7.644,8.462,9.385,13.511,6.031,54.967,7.644,8.462,9.385,13.511,6.031
120,E00023505,55.336,8.114,8.214,9.777,12.491,6.068,55.336,8.114,8.214,9.777,12.491,6.068
121,E00024024,51.92,9.38,10.951,9.555,12.784,5.41,51.92,9.38,10.951,9.555,12.784,5.41
122,E00023954,56.893,10.219,7.986,7.802,11.392,5.708,56.893,10.219,7.986,7.802,11.392,5.708
123,E00175206,51.18,7.391,10.444,11.988,13.255,5.743,51.18,7.391,10.444,11.988,13.255,5.743
124,E00023833,58.973,6.337,7.763,10.931,11.494,4.502,58.973,6.337,7.763,10.931,11.494,4.502
125,E00023801,54.467,8.345,8.662,11.791,10.249,6.485,54.467,8.345,8.662,11.791,10.249,6.485
126,E00023880,56.555,13.489,5.85,9.967,7.963,6.176,56.555,13.489,5.85,9.967,7.963,6.176
127,E00023719,53.11,9.057,9.45,9.655,12.953,5.776,53.11,9.057,9.45,9.655,12.953,5.776
128,E00023798,57.448,5.722,7.902,12.352,10.536,6.04,57.448,5.722,7.902,12.352,10.536,6.04
129,E00023492,60.216,6.84,7.26,6.421,12.778,6.484,60.216,6.84,7.26,6.421,12.778,6.484
130,E00175184,53.91,8.171,9.48,9.646,13.443,5.35,53.91,8.171,9.48,9.646,13.443,5.35
131,E00024020,56.305,8.128,9.064,10.148,10.69,5.665,56.305,8.128,9.064,10.148,10.69,5.665
132,E00023717,55.882,9.043,9.921,5.399,13.828,5.926,55.882,9.043,9.921,5.399,13.828,5.926
133,E00175207,56.77,7.197,8.083,10.881,11.052,6.016,56.77,7.197,8.083,10.881,11.052,6.016
134,E00023741,52.141,10.667,9.017,6.506,15.188,6.482,52.141,10.667,9.017,6.506,15.188,6.482
135,E00023796,56.379,7.06,7.917,10.54,12.002,6.102,56.379,7.06,7.917,10.54,12.002,6.102
136,E00023588,52.4,13.261,7.323,10.886,9.352,6.779,52.4,13.261,7.323,10.886,9.352,6.779
137,E00023473,50.331,7.248,8.558,13.528,13.969,6.366,50.331,7.248,8.558,13.528,13.969,6.366
138,E00023814,61.254,7.389,7.729,9.075,9.483,5.07,61.254,7.389,7.729,9.075,9.483,5.07
139,E00023641,49.082,7.851,13.545,7.025,15.702,6.795,49.082,7.851,13.545,7.025,15.702,6.795
140,E00175240,55.84,6.321,9.132,9.104,14.226,5.377,55.84,6.321,9.132,9.104,14.226,5.377
141,E00023587,52.787,16.971,5.92,9.62,7.992,6.709,52.787,16.971,5.92,9.62,7.992,6.709
142,E00023895,56.329,5.877,9.765,9.946,12.749,5.335,56.329,5.877,9.765,9.946,12.749,5.335
143,E00175203,55.093,7.396,10.142,7.174,14.305,5.89,55.093,7.396,10.142,7.174,14.305,5.89
144,E00023950,54.792,8.356,9.085,9.287,12.932,5.548,54.792,8.356,9.085,9.287,12.932,5.548
145,E00023779,59.326,8.546,6.613,9.607,10.106,5.802,59.326,8.546,6.613,9.607,10.106,5.802
146,E00023721,50.858,7.559,9.12,11.702,14.732,6.029,50.858,7.559,9.12,11.702,14.732,6.029
147,E00024011,54.237,8.297,8.981,9.309,13.382,5.793,54.237,8.297,8.981,9.309,13.382,5.793
148,E00023643,57.015,6.616,9.14,10.93,11.058,5.241,57.015,6.616,9.14,10.93,11.058,5.241
149,E00024012,55.363,6.38,9.354,11.82,11.693,5.389,55.363,6.38,9.354,11.82,11.693,5.389
150,E00023701,45.531,6.958,12.767,10.41,18.524,5.81,45.531,6.958,12.767,10.41,18.524,5.81
151,E00023780,56.505,10.464,7.255,9.731,9.766,6.278,56.505,10.464,7.255,9.731,9.766,6.278
152,E00023427,55.142,14.734,6.565,8.096,9.044,6.419,55.142,14.734,6.565,8.096,9.044,6.419
153,E00023483,53.718,8.699,9.064,10.392,12.284,5.843,53.718,8.699,9.064,10.392,12.284,5.843
154,E00023772,52.632,4.87,10.28,13.576,13.084,5.558,52.632,4.87,10.28,13.576,13.084,5.558
155,E00023578,56.162,9.383,7.969,8.822,11.919,5.746,56.162,9.383,7.969,8.822,11.919,5.746
156,E00024029,48.118,12.153,12.893,10.364,11.043,5.429,48.118,12.153,12.893,10.364,11.043,5.429
157,E00023546,66.515,7.346,6.549,8.371,6.207,5.011,66.515,7.346,6.549,8.371,6.207,5.011
158,E00024097,50.276,15.866,8.11,10.669,9.409,5.669,50.276,15.866,8.11,10.669,9.409,5.669
159,E00024016,51.91,8.557,10.578,11.746,11.778,5.431,51.91,8.557,10.578,11.746,11.778,5.431
160,E00175224,55.689,12.281,6.667,7.068,12.657,5.639,55.689,12.281,6.667,7.068,12.657,5.639
161,E00024005,56.987,7.615,8.653,9.121,12.351,5.272,56.987,7.615,8.653,9.121,12.351,5.272
162,E00024031,54.911,8.12,8.622,11.799,11.329,5.219,54.911,8.12,8.622,11.799,11.329,5.219
163,E00024084,49.729,6.013,8.479,19.934,9.952,5.893,49.729,6.013,8.479,19.934,9.952,5.893
164,E00023599,52.07,8.811,8.878,12.398,11.667,6.177,52.07,8.811,8.878,12.398,11.667,6.177
165,E00023540,50.377,12.657,7.851,10.003,13.328,5.784,50.377,12.657,7.851,10.003,13.328,5.784
166,E00023418,62.675,6.482,6.807,8.99,9.536,5.51,62.675,6.482,6.807,8.99,9.536,5.51
167,E00175204,54.644,9.98,9.98,9.338,8.745,7.312,54.644,9.98,9.98,9.338,8.745,7.312
168,E00023872,55.02,7.209,7.43,12.693,12.295,5.352,55.02,7.209,7.43,12.693,12.295,5.352
169,E00023413,56.765,13.162,5.956,6.838,10.441,6.838,56.765,13.162,5.956,6.838,10.441,6.838
170,E00023974,51.366,9.871,11.404,10.398,11.164,5.798,51.366,9.871,11.404,10.398,11.164,5.798
171,E00023593,50.813,10.617,8.653,12.55,10.31,7.057,50.813,10.617,8.653,12.55,10.31,7.057
172,E00175231,55.654,7.871,10.532,8.093,12.084,5.765,55.654,7.871,10.532,8.093,12.084,5.765
173,E00023512,57.265,9.34,6.732,9.526,11.016,6.12,57.265,9.34,6.732,9.526,11.016,6.12
174,E00023430,66.06,7.041,6.013,5.617,8.386,6.883,66.06,7.041,6.013,5.617,8.386,6.883
175,E00175223,60.615,8.852,7.202,10.39,7.389,5.551,60.615,8.852,7.202,10.39,7.389,5.551
176,E00023580,72.705,6.328,4.963,5.583,5.645,4.777,72.705,6.328,4.963,5.583,5.645,4.777
177,E00024023,60.143,7.884,6.656,9.746,9.39,6.181,60.143,7.884,6.656,9.746,9.39,6.181
178,E00024110,54.393,5.27,9.447,14.971,11.311,4.609,54.393,5.27,9.447,14.971,11.311,4.609
179,E00023501,54.622,9.971,8.754,8.247,11.78,6.625,54.622,9.971,8.754,8.247,11.78,6.625
180,E00023459,54.208,8.764,8.938,7.429,14.626,6.036,54.208,8.764,8.938,7.429,14.626,6.036
181,E00175208,49.393,16.248,12.348,5.503,11.005,5.503,49.393,16.248,12.348,5.503,11.005,5.503
182,E00023600,57.296,8.679,7.746,8.887,10.858,6.535,57.296,8.679,7.746,8.887,10.858,6.535
183,E00023509,52.158,8.088,10.125,9.666,14.226,5.736,52.158,8.088,10.125,9.666,14.226,5.736
184,E00023681,49.883,5.999,8.813,15.846,13.764,5.696,49.883,5.999,8.813,15.846,13.764,5.696
185,E00023471,47.471,7.398,9.211,18.52,11.897,5.503,47.471,7.398,9.211,18.52,11.897,5.503
186,E00024128,54.679,6.433,9.008,12.389,12.759,4.732,54.679,6.433,9.008,12.389,12.759,4.732
187,E00023624,51.855,6.779,9.882,11.512,13.8,6.172,51.855,6.779,9.882,11.512,13.8,6.172
188,E00023964,51.93,8.405,10.335,10.081,13.713,5.536,51.93,8.405,10.335,10.081,13.713,5.536
189,E00024085,47.834,11.272,8.771,14.829,11.624,5.671,47.834,11.272,8.771,14.829,11.624,5.671
190,E00024004,59.81,7.284,8.327,6.296,12.701,5.582,59.81,7.284,8.327,6.296,12.701,5.582
191,E00175270,48.55,7.036,9.537,19.651,9.757,5.469,48.55,7.036,9.537,19.651,9.757,5.469
192,E00023481,49.121,6.107,9.019,17.867,12.781,5.105,49.121,6.107,9.019,17.867,12.781,5.105
193,E00023565,51.797,8.294,8.588,13.718,11.525,6.079,51.797,8.294,8.588,13.718,11.525,6.079
194,E00024135,49.565,6.324,9.49,18.367,11.438,4.816,49.565,6.324,9.49,18.367,11.438,4.816
195,E00024047,55.024,7.735,8.905,9.304,12.148,6.885,55.024,7.735,8.905,9.304,12.148,6.885
196,E00023412,65.431,10.141,4.486,7.021,6.68,6.241,65.431,10.141,4.486,7.021,6.68,6.241
197,E00023662,54.577,7.646,8.304,11.876,11.859,5.739,54.577,7.646,8.304,11.876,11.859,5.739
198,E00023734,48.619,8.771,12.413,9.074,15.478,5.645,48.619,8.771,12.413,9.074,15.478,5.645
199,E00023826,70.613,5.97,4.743,6.693,7.685,4.296,70.613,5.97,4.743,6.693,7.685,4.296
200,E00023975,53.166,11.413,9.047,7.933,12.735,5.706,53.166,11.413,9.047,7.933,12.735,5.706
201,E00023859,54.373,17.033,5.473,9.872,6.854,6.394,54.373,17.033,5.473,9.872,6.854,6.394
202,E00175265,56.293,14.981,7.876,6.1,8.649,6.1,56.293,14.981,7.876,6.1,8.649,6.1
203,E00023948,56.17,7.627,8.666,9.911,12.473,5.153,56.17,7.627,8.666,9.911,12.473,5.153
204,E00023744,51.629,7.438,9.966,11.327,13.709,5.931,51.629,7.438,9.966,11.327,13.709,5.931
205,E00023518,53.291,9.43,9.272,10.19,11.962,5.854,53.291,9.43,9.272,10.19,11.962,5.854
206,E00023666,49.752,7.632,9.288,14.963,12.389,5.976,49.752,7.632,9.288,14.963,12.389,5.976
207,E00023825,66.485,7.214,6.137,6.578,9.07,4.515,66.485,7.214,6.137,6.578,9.07,4.515
208,E00023521,54.804,6.325,9.797,10.436,13.289,5.349,54.804,6.325,9.797,10.436,13.289,5.349
209,E00024076,52.808,12.515,8.303,11.538,9.28,5.556,52.808,12.515,8.303,11.538,9.28,5.556
210,E00023426,54.788,14.182,5.758,8.424,10.788,6.061,54.788,14.182,5.758,8.424,10.788,6.061
211,E00023753,52.242,7.681,10.544,10.926,12.595,6.011,52.242,7.681,10.544,10.926,12.595,6.011
212,E00024103,50.701,15.578,7.837,10.643,10.015,5.225,50.701,15.578,7.837,10.643,10.015,5.225
213,E00023973,51.605,10.415,9.912,10.95,11.391,5.727,51.605,10.415,9.912,10.95,11.391,5.727
214,E00023699,48.898,8.962,10.171,12.055,14.403,5.512,48.898,8.962,10.171,12.055,14.403,5.512
215,E00023618,51.918,7.021,10.887,10.161,14.561,5.451,51.918,7.021,10.887,10.161,14.561,5.451
216,E00024137,52.134,6.525,9.271,15.249,11.549,5.272,52.134,6.525,9.271,15.249,11.549,5.272
217,E00024100,48.346,10.533,8.879,12.458,13.437,6.347,48.346,10.533,8.879,12.458,13.437,6.347
218,E00023469,51.825,6.635,8.65,12.583,14.152,6.155,51.825,6.635,8.65,12.583,14.152,6.155
219,E00023802,55.944,9.353,8.392,8.96,10.664,6.687,55.944,9.353,8.392,8.96,10.664,6.687
220,E00023883,68.558,6.316,5.904,6.453,7.231,5.538,68.558,6.316,5.904,6.453,7.231,5.538
221,E00023499,53.265,8.131,8.609,10.145,13.368,6.482,53.265,8.131,8.609,10.145,13.368,6.482
222,E00023530,50.302,11.736,8.755,12.038,10.34,6.83,50.302,11.736,8.755,12.038,10.34,6.83
223,E00024077,54.334,6.636,7.756,15.803,9.166,6.304,54.334,6.636,7.756,15.803,9.166,6.304
224,E00023579,49.007,7.11,10.63,14.533,12.234,6.486,49.007,7.11,10.63,14.533,12.234,6.486
225,E00024068,57.854,7.447,10.537,5.626,11.935,6.602,57.854,7.447,10.537,5.626,11.935,6.602
226,E00023838,54.352,6.254,8.873,12.667,12.893,4.961,54.352,6.254,8.873,12.667,12.893,4.961
227,E00023882,62.559,6.399,8.301,7.263,10.073,5.404,62.559,6.399,8.301,7.263,10.073,5.404
228,E00023803,61.494,6.369,7.296,8.57,10.77,5.501,61.494,6.369,7.296,8.57,10.77,5.501
229,E00023764,51.563,7.099,9.407,12.416,13.585,5.93,51.563,7.099,9.407,12.416,13.585,5.93
230,E00175259,51.711,8.859,9.163,10.798,12.738,6.73,51.711,8.859,9.163,10.798,12.738,6.73
231,E00023769,54.132,5.992,9.091,9.917,14.721,6.147,54.132,5.992,9.091,9.917,14.721,6.147
232,E00175237,51.907,8.878,9.446,11.353,11.807,6.608,51.907,8.878,9.446,11.353,11.807,6.608
233,E00023930,58.349,7.84,9.798,8.511,10.871,4.63,58.349,7.84,9.798,8.511,10.871,4.63
234,E00023931,51.71,5.802,12.095,11.059,14.578,4.756,51.71,5.802,12.095,11.059,14.578,4.756
235,E00023576,49.971,7.454,10.194,14.968,11.24,6.173,49.971,7.454,10.194,14.968,11.24,6.173
236,E00023827,71.697,5.506,4.233,5.945,8.285,4.333,71.697,5.506,4.233,5.945,8.285,4.333
237,E00175188,49.265,8.534,9.847,11.722,14.505,6.127,49.265,8.534,9.847,11.722,14.505,6.127
238,E00023874,55.0,6.415,6.132,16.132,9.34,6.981,55.0,6.415,6.132,16.132,9.34,6.981
239,E00023506,54.389,7.944,9.523,9.073,13.27,5.801,54.389,7.944,9.523,9.073,13.27,5.801
240,E00023839,53.033,6.494,8.877,14.261,12.287,5.048,53.033,6.494,8.877,14.261,12.287,5.048
241,E00024118,56.677,6.605,9.391,8.932,12.392,6.002,56.677,6.605,9.391,8.932,12.392,6.002
242,E00023639,50.658,6.207,10.547,13.125,14.177,5.287,50.658,6.207,10.547,13.125,14.177,5.287
243,E00023655,64.365,6.195,7.644,6.252,10.003,5.541,64.365,6.195,7.644,6.252,10.003,5.541
244,E00023448,56.921,13.594,6.207,5.649,11.049,6.58,56.921,13.594,6.207,5.649,11.049,6.58
245,E00023995,50.256,8.776,9.617,10.847,14.825,5.68,50.256,8.776,9.617,10.847,14.825,5.68
246,E00023914,55.838,6.624,7.394,12.312,11.208,6.624,55.838,6.624,7.394,12.312,11.208,6.624
