,OA,[total] - worker_count,[total] - student_count,[total] - tourist_count,[total] - shopper_count,[total] - leisurer_count,[total] - chorer_count,[total] - total_count,[per_effective_area_square_meter] - worker_count,[per_effective_area_square_meter] - student_count,[per_effective_area_square_meter] - tourist_count,[per_effective_area_square_meter] - shopper_count,[per_effective_area_square_meter] - leisurer_count,[per_effective_area_square_meter] - chorer_count,[per_effective_area_square_meter] - total_count,[%_of_borough_total] - [per_effective_area_square_meter] - worker,[%_of_borough_total] - [per_effective_area_square_meter] - student,[%_of_borough_total] - [per_effective_area_square_meter] - tourist,[%_of_borough_total] - [per_effective_area_square_meter] - shopper,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[%_of_borough_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - chorer
572,E00023824,2094.171,406.36,427.033,279.679,317.021,201.236,3725.5,9.946,1.93,2.028,1.328,1.506,0.956,17.693,0.296,0.314,0.249,0.185,0.183,0.226,0.296,0.314,0.249,0.185,0.183,0.226
573,E00023906,52.642,7.389,5.419,9.547,6.4,14.181,95.578,0.968,0.136,0.1,0.176,0.118,0.261,1.758,0.029,0.022,0.012,0.025,0.014,0.062,0.029,0.022,0.012,0.025,0.014,0.062
574,E00023907,105.955,17.324,9.332,13.848,10.225,25.356,182.041,1.53,0.25,0.135,0.2,0.148,0.366,2.63,0.045,0.041,0.017,0.028,0.018,0.086,0.045,0.041,0.017,0.028,0.018,0.086
575,E00175220,627.847,111.371,138.046,186.893,137.187,107.631,1308.976,4.068,0.722,0.894,1.211,0.889,0.697,8.482,0.121,0.118,0.11,0.169,0.108,0.165,0.121,0.118,0.11,0.169,0.108,0.165
576,E00023848,1277.358,178.623,140.184,60.398,147.496,90.29,1894.35,8.612,1.204,0.945,0.407,0.994,0.609,12.772,0.256,0.196,0.116,0.057,0.121,0.144,0.256,0.196,0.116,0.057,0.121,0.144
577,E00024119,1597.968,137.947,303.299,152.903,325.72,143.894,2661.731,9.053,0.781,1.718,0.866,1.845,0.815,15.079,0.269,0.127,0.211,0.121,0.224,0.192,0.269,0.127,0.211,0.121,0.224,0.192
578,E00023628,556.105,76.675,218.162,85.122,266.698,66.123,1268.885,5.598,0.772,2.196,0.857,2.685,0.666,12.774,0.166,0.126,0.27,0.12,0.326,0.157,0.166,0.126,0.27,0.12,0.326,0.157
579,E00023812,696.843,110.702,126.454,74.524,78.504,51.599,1138.626,12.199,1.938,2.214,1.305,1.374,0.903,19.933,0.363,0.315,0.272,0.182,0.167,0.213,0.363,0.315,0.272,0.182,0.167,0.213
580,E00023893,689.256,110.958,127.158,182.157,140.104,91.074,1340.708,5.028,0.809,0.928,1.329,1.022,0.664,9.78,0.149,0.132,0.114,0.185,0.124,0.157,0.149,0.132,0.114,0.185,0.124,0.157
581,E00023465,473.25,70.061,79.493,118.208,108.174,85.329,934.515,4.136,0.612,0.695,1.033,0.945,0.746,8.167,0.123,0.099,0.085,0.144,0.115,0.176,0.123,0.099,0.085,0.144,0.115,0.176
582,E00023522,953.878,149.409,245.402,152.89,220.323,91.802,1813.703,7.709,1.208,1.983,1.236,1.781,0.742,14.659,0.229,0.196,0.244,0.172,0.216,0.175,0.229,0.196,0.244,0.172,0.216,0.175
583,E00175232,349.287,78.649,67.962,108.536,75.477,63.732,743.644,4.937,1.112,0.961,1.534,1.067,0.901,10.511,0.147,0.181,0.118,0.214,0.13,0.213,0.147,0.181,0.118,0.214,0.13,0.213
584,E00024130,3198.689,442.418,660.929,665.231,576.537,272.186,5815.989,12.118,1.676,2.504,2.52,2.184,1.031,22.033,0.36,0.273,0.308,0.352,0.265,0.244,0.36,0.273,0.308,0.352,0.265,0.244
585,E00023470,301.778,102.902,115.131,128.143,102.215,49.433,799.601,2.348,0.801,0.896,0.997,0.795,0.385,6.221,0.07,0.13,0.11,0.139,0.097,0.091,0.07,0.13,0.11,0.139,0.097,0.091
586,E00023596,430.903,81.819,104.292,144.56,120.123,81.482,963.179,3.709,0.704,0.898,1.244,1.034,0.701,8.291,0.11,0.114,0.11,0.174,0.126,0.166,0.11,0.114,0.11,0.174,0.126,0.166
587,E00023517,924.802,171.728,193.739,273.709,181.206,115.259,1860.442,4.72,0.876,0.989,1.397,0.925,0.588,9.495,0.14,0.143,0.121,0.195,0.112,0.139,0.14,0.143,0.121,0.195,0.112,0.139
588,E00023878,109.814,33.527,12.48,19.641,13.455,13.291,202.208,1.034,0.316,0.117,0.185,0.127,0.125,1.903,0.031,0.051,0.014,0.026,0.015,0.029,0.031,0.051,0.014,0.026,0.015,0.029
589,E00023669,2013.674,193.619,609.255,663.791,578.479,214.031,4272.848,4.536,0.436,1.372,1.495,1.303,0.482,9.624,0.135,0.071,0.168,0.209,0.158,0.114,0.135,0.071,0.168,0.209,0.158,0.114
590,E00023480,279.691,98.084,108.27,47.686,136.581,42.125,712.435,2.132,0.747,0.825,0.363,1.041,0.321,5.429,0.063,0.122,0.101,0.051,0.126,0.076,0.063,0.122,0.101,0.051,0.126,0.076
591,E00023454,277.995,31.735,36.275,37.954,35.353,31.254,450.565,2.817,0.322,0.368,0.385,0.358,0.317,4.566,0.084,0.052,0.045,0.054,0.044,0.075,0.084,0.052,0.045,0.054,0.044,0.075
592,E00023785,219.542,59.877,28.557,40.806,42.224,34.576,425.581,1.559,0.425,0.203,0.29,0.3,0.246,3.022,0.046,0.069,0.025,0.041,0.037,0.058,0.046,0.069,0.025,0.041,0.037,0.058
593,E00023560,548.23,140.987,200.446,266.791,157.031,90.78,1404.265,3.238,0.833,1.184,1.576,0.927,0.536,8.294,0.096,0.136,0.145,0.22,0.113,0.127,0.096,0.136,0.145,0.22,0.113,0.127
594,E00023566,589.465,128.119,161.993,234.056,131.071,91.235,1335.939,4.19,0.911,1.152,1.664,0.932,0.649,9.497,0.125,0.148,0.141,0.232,0.113,0.153,0.125,0.148,0.141,0.232,0.113,0.153
595,E00024022,472.346,93.269,99.657,73.076,107.366,66.282,911.996,4.18,0.825,0.882,0.647,0.95,0.587,8.071,0.124,0.134,0.108,0.09,0.115,0.138,0.124,0.134,0.108,0.09,0.115,0.138
596,E00023425,487.663,83.672,61.356,77.274,59.399,70.859,840.223,2.617,0.449,0.329,0.415,0.319,0.38,4.509,0.078,0.073,0.04,0.058,0.039,0.09,0.078,0.073,0.04,0.058,0.039,0.09
597,E00023704,442.123,115.817,119.518,56.246,120.598,80.856,935.157,4.515,1.183,1.221,0.574,1.232,0.826,9.551,0.134,0.193,0.15,0.08,0.15,0.195,0.134,0.193,0.15,0.08,0.15,0.195
598,E00023671,970.189,88.331,177.756,181.233,218.154,103.833,1739.495,5.525,0.503,1.012,1.032,1.242,0.591,9.906,0.164,0.082,0.124,0.144,0.151,0.14,0.164,0.082,0.124,0.144,0.151,0.14
599,E00024053,1115.463,151.079,280.587,168.037,304.28,135.037,2154.483,6.469,0.876,1.627,0.975,1.765,0.783,12.495,0.192,0.143,0.2,0.136,0.214,0.185,0.192,0.143,0.2,0.136,0.214,0.185
600,E00023904,130.025,44.154,21.645,30.803,31.453,27.834,285.914,0.899,0.305,0.15,0.213,0.217,0.192,1.976,0.027,0.05,0.018,0.03,0.026,0.046,0.027,0.05,0.018,0.03,0.026,0.046
601,E00023847,370.673,32.102,61.993,18.268,37.527,27.809,548.372,6.718,0.582,1.124,0.331,0.68,0.504,9.938,0.2,0.095,0.138,0.046,0.083,0.119,0.2,0.095,0.138,0.046,0.083,0.119
602,E00023985,589.989,52.851,171.084,134.821,192.087,63.833,1204.665,6.426,0.576,1.863,1.468,2.092,0.695,13.121,0.191,0.094,0.229,0.205,0.254,0.164,0.191,0.094,0.229,0.205,0.254,0.164
603,E00023835,1364.207,177.008,299.124,347.192,312.449,114.594,2614.573,10.514,1.364,2.305,2.676,2.408,0.883,20.151,0.312,0.222,0.283,0.373,0.293,0.209,0.312,0.222,0.283,0.373,0.293,0.209
604,E00175227,573.366,150.748,86.695,64.664,109.892,87.088,1072.453,5.602,1.473,0.847,0.632,1.074,0.851,10.479,0.166,0.239,0.104,0.088,0.131,0.201,0.166,0.239,0.104,0.088,0.131,0.201
605,E00023955,1477.186,200.471,505.777,598.018,457.926,126.447,3365.826,10.296,1.397,3.525,4.168,3.192,0.881,23.46,0.306,0.227,0.433,0.582,0.388,0.208,0.306,0.227,0.433,0.582,0.388,0.208
606,E00023528,890.981,95.38,128.593,118.497,150.078,84.581,1468.11,10.484,1.122,1.513,1.394,1.766,0.995,17.274,0.312,0.183,0.186,0.194,0.215,0.235,0.312,0.183,0.186,0.194,0.215,0.235
607,E00175249,2424.496,306.584,498.85,358.469,419.947,213.245,4221.591,5.543,0.701,1.14,0.82,0.96,0.488,9.651,0.165,0.114,0.14,0.114,0.117,0.115,0.165,0.114,0.14,0.114,0.117,0.115
608,E00023933,1771.998,206.09,625.308,526.577,533.064,144.792,3807.829,8.427,0.98,2.974,2.504,2.535,0.689,18.108,0.25,0.159,0.365,0.349,0.308,0.163,0.25,0.159,0.365,0.349,0.308,0.163
609,E00175254,240.422,50.447,63.488,51.66,69.774,25.064,500.855,2.675,0.561,0.706,0.575,0.776,0.279,5.572,0.079,0.091,0.087,0.08,0.094,0.066,0.079,0.091,0.087,0.08,0.094,0.066
610,E00023828,1482.806,197.419,286.109,341.974,312.49,127.115,2747.914,9.221,1.228,1.779,2.127,1.943,0.79,17.088,0.274,0.2,0.219,0.297,0.236,0.187,0.274,0.2,0.219,0.297,0.236,0.187
611,E00023608,365.112,82.902,80.073,72.859,88.195,61.763,750.903,3.562,0.809,0.781,0.711,0.86,0.603,7.325,0.106,0.132,0.096,0.099,0.105,0.142,0.106,0.132,0.096,0.099,0.105,0.142
612,E00175192,1163.044,151.863,414.025,335.59,408.502,108.044,2581.068,8.515,1.112,3.031,2.457,2.991,0.791,18.898,0.253,0.181,0.372,0.343,0.363,0.187,0.253,0.181,0.372,0.343,0.363,0.187
613,E00023689,881.601,153.474,152.657,118.27,141.457,78.895,1526.354,3.695,0.643,0.64,0.496,0.593,0.331,6.397,0.11,0.105,0.079,0.069,0.072,0.078,0.11,0.105,0.079,0.069,0.072,0.078
614,E00023538,312.094,103.752,78.987,33.563,91.973,41.233,661.601,0.925,0.307,0.234,0.099,0.273,0.122,1.961,0.027,0.05,0.029,0.014,0.033,0.029,0.027,0.05,0.029,0.014,0.033,0.029
615,E00023571,458.365,112.41,139.79,234.965,102.647,64.505,1112.682,4.589,1.125,1.399,2.352,1.028,0.646,11.139,0.136,0.183,0.172,0.328,0.125,0.153,0.136,0.183,0.172,0.328,0.125,0.153
616,E00023902,308.126,86.587,62.16,25.493,58.688,41.001,582.056,1.31,0.368,0.264,0.108,0.249,0.174,2.474,0.039,0.06,0.033,0.015,0.03,0.041,0.039,0.06,0.033,0.015,0.03,0.041
617,E00024006,886.959,126.104,157.566,139.363,184.937,93.81,1588.74,8.078,1.149,1.435,1.269,1.684,0.854,14.47,0.24,0.187,0.176,0.177,0.205,0.202,0.24,0.187,0.176,0.177,0.205,0.202
618,E00023449,700.192,141.32,95.295,132.75,109.904,100.036,1279.497,3.846,0.776,0.523,0.729,0.604,0.549,7.027,0.114,0.126,0.064,0.102,0.073,0.13,0.114,0.126,0.064,0.102,0.073,0.13
619,E00023929,3056.715,324.194,1413.983,661.337,1255.498,259.405,6971.133,10.548,1.119,4.879,2.282,4.333,0.895,24.056,0.313,0.182,0.599,0.318,0.527,0.211,0.313,0.182,0.599,0.318,0.527,0.211
620,E00023421,189.417,104.984,21.901,27.115,30.311,38.881,412.609,2.547,1.411,0.294,0.365,0.408,0.523,5.547,0.076,0.229,0.036,0.051,0.05,0.123,0.076,0.229,0.036,0.051,0.05,0.123
621,E00023843,1702.33,226.563,299.161,302.261,326.743,148.507,3005.565,12.755,1.698,2.242,2.265,2.448,1.113,22.52,0.379,0.276,0.275,0.316,0.297,0.263,0.379,0.276,0.275,0.316,0.297,0.263
622,E00023561,331.807,114.579,152.109,174.943,87.023,59.609,920.069,2.977,1.028,1.365,1.569,0.781,0.535,8.254,0.088,0.167,0.168,0.219,0.095,0.126,0.088,0.167,0.168,0.219,0.095,0.126
623,E00175205,373.062,122.97,126.451,37.508,69.766,77.534,807.29,3.741,1.233,1.268,0.376,0.7,0.777,8.095,0.111,0.201,0.156,0.052,0.085,0.184,0.111,0.201,0.156,0.052,0.085,0.184
624,E00023537,182.587,42.072,35.848,22.912,34.137,45.235,362.79,1.663,0.383,0.326,0.209,0.311,0.412,3.304,0.049,0.062,0.04,0.029,0.038,0.097,0.049,0.062,0.04,0.029,0.038,0.097
625,E00023951,540.227,90.116,93.527,77.269,118.324,52.584,972.047,6.677,1.114,1.156,0.955,1.462,0.65,12.014,0.198,0.181,0.142,0.133,0.178,0.154,0.198,0.181,0.142,0.133,0.178,0.154
626,E00024116,2795.362,265.552,608.73,379.619,442.582,261.511,4753.357,9.404,0.893,2.048,1.277,1.489,0.88,15.991,0.279,0.145,0.252,0.178,0.181,0.208,0.279,0.145,0.252,0.178,0.181,0.208
627,E00023660,489.193,107.785,84.376,99.127,92.924,79.549,952.954,3.287,0.724,0.567,0.666,0.624,0.534,6.403,0.098,0.118,0.07,0.093,0.076,0.126,0.098,0.118,0.07,0.093,0.076,0.126
628,E00175228,424.782,69.865,84.075,78.184,93.091,54.003,804.001,4.849,0.797,0.96,0.892,1.063,0.616,9.177,0.144,0.13,0.118,0.125,0.129,0.146,0.144,0.13,0.118,0.125,0.129,0.146
629,E00023450,378.194,92.417,97.985,99.146,84.979,65.868,818.588,1.914,0.468,0.496,0.502,0.43,0.333,4.143,0.057,0.076,0.061,0.07,0.052,0.079,0.057,0.076,0.061,0.07,0.052,0.079
630,E00023638,436.082,77.756,134.533,93.209,158.104,62.909,962.592,6.201,1.106,1.913,1.325,2.248,0.895,13.687,0.184,0.18,0.235,0.185,0.273,0.211,0.184,0.18,0.235,0.185,0.273,0.211
631,E00023966,317.021,76.311,87.701,71.385,83.771,48.403,684.592,2.931,0.706,0.811,0.66,0.775,0.448,6.33,0.087,0.115,0.1,0.092,0.094,0.106,0.087,0.115,0.1,0.092,0.094,0.106
632,E00024018,147.021,21.901,28.468,25.759,23.356,18.403,264.908,2.27,0.338,0.439,0.398,0.361,0.284,4.089,0.067,0.055,0.054,0.056,0.044,0.067,0.067,0.055,0.054,0.056,0.044,0.067
633,E00023585,418.936,96.704,109.45,157.025,137.443,69.505,989.061,2.747,0.634,0.718,1.03,0.901,0.456,6.485,0.082,0.103,0.088,0.144,0.11,0.108,0.082,0.103,0.088,0.144,0.11,0.108
634,E00175234,436.235,62.446,133.19,166.731,156.444,72.241,1027.287,4.598,0.658,1.404,1.757,1.649,0.761,10.828,0.137,0.107,0.172,0.245,0.2,0.18,0.137,0.107,0.172,0.245,0.2,0.18
635,E00023477,724.894,109.962,137.339,248.912,184.396,115.838,1521.341,6.207,0.942,1.176,2.131,1.579,0.992,13.027,0.184,0.153,0.145,0.297,0.192,0.234,0.184,0.153,0.145,0.297,0.192,0.234
636,E00023702,215.607,41.792,91.786,55.18,109.411,26.371,540.146,1.978,0.383,0.842,0.506,1.004,0.242,4.956,0.059,0.062,0.103,0.071,0.122,0.057,0.059,0.062,0.103,0.071,0.122,0.057
637,E00023783,202.852,73.961,21.554,45.093,25.716,32.927,402.104,2.004,0.731,0.213,0.445,0.254,0.325,3.972,0.06,0.119,0.026,0.062,0.031,0.077,0.06,0.119,0.026,0.062,0.031,0.077
638,E00024087,158.563,92.21,14.844,31.525,26.372,29.612,353.127,1.535,0.893,0.144,0.305,0.255,0.287,3.419,0.046,0.145,0.018,0.043,0.031,0.068,0.046,0.145,0.018,0.043,0.031,0.068
639,E00023980,42.082,11.045,20.726,7.493,17.616,4.468,103.429,0.639,0.168,0.315,0.114,0.267,0.068,1.569,0.019,0.027,0.039,0.016,0.033,0.016,0.019,0.027,0.039,0.016,0.033,0.016
640,E00175261,126.582,57.903,16.326,17.062,17.785,22.483,258.142,1.152,0.527,0.149,0.155,0.162,0.205,2.349,0.034,0.086,0.018,0.022,0.02,0.048,0.034,0.086,0.018,0.022,0.02,0.048
641,E00023774,141.402,49.368,34.533,42.634,43.014,31.602,342.553,1.216,0.425,0.297,0.367,0.37,0.272,2.946,0.036,0.069,0.037,0.051,0.045,0.064,0.036,0.069,0.037,0.051,0.045,0.064
642,E00023870,176.746,65.768,39.67,73.459,48.557,34.697,438.896,1.329,0.494,0.298,0.552,0.365,0.261,3.299,0.039,0.08,0.037,0.077,0.044,0.062,0.039,0.08,0.037,0.077,0.044,0.062
643,E00175189,2401.265,223.966,635.622,726.583,348.524,166.367,4502.327,11.819,1.102,3.128,3.576,1.715,0.819,22.16,0.351,0.179,0.384,0.499,0.208,0.193,0.351,0.179,0.384,0.499,0.208,0.193
644,E00023498,1071.512,203.778,211.282,163.245,238.294,155.981,2044.092,8.536,1.623,1.683,1.3,1.898,1.243,16.283,0.254,0.264,0.207,0.181,0.231,0.294,0.254,0.264,0.207,0.181,0.231,0.294
645,E00023558,496.276,98.466,131.209,145.446,128.786,64.647,1064.831,4.378,0.869,1.158,1.283,1.136,0.57,9.394,0.13,0.141,0.142,0.179,0.138,0.135,0.13,0.141,0.142,0.179,0.138,0.135
646,E00024032,1081.333,153.885,207.655,193.219,227.39,107.455,1970.938,6.784,0.965,1.303,1.212,1.427,0.674,12.365,0.202,0.157,0.16,0.169,0.173,0.159,0.202,0.157,0.16,0.169,0.173,0.159
647,E00023486,870.182,156.739,217.371,172.442,186.493,97.394,1700.622,6.823,1.229,1.704,1.352,1.462,0.764,13.334,0.203,0.2,0.209,0.189,0.178,0.18,0.203,0.2,0.209,0.189,0.178,0.18
648,E00023419,276.902,123.561,34.646,46.661,51.228,61.395,594.392,1.678,0.749,0.21,0.283,0.31,0.372,3.601,0.05,0.122,0.026,0.04,0.038,0.088,0.05,0.122,0.026,0.04,0.038,0.088
649,E00023997,300.944,97.92,99.995,53.189,115.733,43.301,711.082,4.091,1.331,1.359,0.723,1.573,0.589,9.666,0.122,0.216,0.167,0.101,0.191,0.139,0.122,0.216,0.167,0.101,0.191,0.139
650,E00023900,206.639,22.461,61.009,14.927,74.026,24.137,403.199,3.086,0.335,0.911,0.223,1.106,0.36,6.022,0.092,0.054,0.112,0.031,0.134,0.085,0.092,0.054,0.112,0.031,0.134,0.085
651,E00023891,939.067,148.283,212.439,220.719,214.382,121.426,1856.316,3.28,0.518,0.742,0.771,0.749,0.424,6.484,0.097,0.084,0.091,0.107,0.091,0.1,0.097,0.084,0.091,0.107,0.091,0.1
652,E00023810,147.344,29.648,14.927,30.991,18.502,16.521,257.933,1.263,0.254,0.128,0.266,0.159,0.142,2.212,0.038,0.041,0.016,0.037,0.019,0.033,0.038,0.041,0.016,0.037,0.019,0.033
653,E00023432,97.619,41.867,13.411,5.689,14.519,13.489,186.594,0.689,0.296,0.095,0.04,0.102,0.095,1.317,0.02,0.048,0.012,0.006,0.012,0.023,0.02,0.048,0.012,0.006,0.012,0.023
654,E00023844,2590.201,309.527,429.363,501.497,444.133,210.471,4485.191,14.495,1.732,2.403,2.806,2.485,1.178,25.1,0.431,0.282,0.295,0.392,0.302,0.278,0.431,0.282,0.295,0.392,0.302,0.278
655,E00023613,370.111,49.387,127.31,129.238,147.026,60.681,883.753,3.994,0.533,1.374,1.395,1.587,0.655,9.536,0.119,0.087,0.169,0.195,0.193,0.155,0.119,0.087,0.169,0.195,0.193,0.155
656,E00023692,259.334,31.959,65.353,18.71,84.321,27.199,486.876,2.512,0.31,0.633,0.181,0.817,0.263,4.716,0.075,0.05,0.078,0.025,0.099,0.062,0.075,0.05,0.078,0.025,0.099,0.062
657,E00023903,205.223,33.795,24.804,15.274,32.601,21.628,333.325,1.435,0.236,0.173,0.107,0.228,0.151,2.331,0.043,0.038,0.021,0.015,0.028,0.036,0.043,0.038,0.021,0.015,0.028,0.036
658,E00175236,344.913,63.57,68.393,149.388,77.366,59.486,763.116,3.481,0.642,0.69,1.508,0.781,0.6,7.702,0.103,0.104,0.085,0.21,0.095,0.142,0.103,0.104,0.085,0.21,0.095,0.142
659,E00023665,720.146,139.406,137.995,174.534,173.829,102.338,1448.248,5.11,0.989,0.979,1.238,1.233,0.726,10.276,0.152,0.161,0.12,0.173,0.15,0.172,0.152,0.161,0.12,0.173,0.15,0.172
660,E00023869,241.621,129.624,46.536,89.452,53.87,52.774,613.876,1.779,0.954,0.343,0.658,0.397,0.388,4.519,0.053,0.155,0.042,0.092,0.048,0.092,0.053,0.155,0.042,0.092,0.048,0.092
661,E00023650,334.638,63.766,147.125,56.774,186.797,52.461,841.562,3.291,0.627,1.447,0.558,1.837,0.516,8.277,0.098,0.102,0.178,0.078,0.223,0.122,0.098,0.102,0.178,0.078,0.223,0.122
662,E00023614,406.948,81.911,91.211,74.75,100.768,73.848,829.436,3.044,0.613,0.682,0.559,0.754,0.552,6.204,0.09,0.1,0.084,0.078,0.092,0.13,0.09,0.1,0.084,0.078,0.092,0.13
663,E00023695,321.416,86.915,111.803,70.719,120.195,48.049,759.098,3.324,0.899,1.156,0.731,1.243,0.497,7.852,0.099,0.146,0.142,0.102,0.151,0.117,0.099,0.146,0.142,0.102,0.151,0.117
664,E00175219,746.64,69.85,136.389,76.451,110.034,108.441,1247.804,4.297,0.402,0.785,0.44,0.633,0.624,7.181,0.128,0.065,0.097,0.061,0.077,0.147,0.128,0.065,0.097,0.061,0.077,0.147
665,E00023709,135.047,54.529,31.592,13.459,38.564,24.562,297.752,1.217,0.491,0.285,0.121,0.347,0.221,2.683,0.036,0.08,0.035,0.017,0.042,0.052,0.036,0.08,0.035,0.017,0.042,0.052
666,E00023788,99.146,31.583,23.648,40.685,27.488,19.016,241.566,1.301,0.414,0.31,0.534,0.361,0.25,3.17,0.039,0.068,0.038,0.075,0.044,0.059,0.039,0.068,0.038,0.075,0.044,0.059
667,E00024123,858.274,170.027,176.934,164.589,148.42,104.941,1623.186,10.742,2.128,2.215,2.06,1.858,1.313,20.316,0.319,0.346,0.272,0.287,0.226,0.31,0.319,0.346,0.272,0.287,0.226,0.31
668,E00023623,1158.966,181.503,318.946,224.123,304.866,159.655,2348.058,6.665,1.044,1.834,1.289,1.753,0.918,13.504,0.198,0.17,0.225,0.18,0.213,0.217,0.198,0.17,0.225,0.18,0.213,0.217
669,E00023590,285.503,87.17,50.938,91.66,52.821,54.774,622.865,2.519,0.769,0.45,0.809,0.466,0.483,5.497,0.075,0.125,0.055,0.113,0.057,0.114,0.075,0.125,0.055,0.113,0.057,0.114
670,E00023511,229.51,84.248,31.757,54.321,48.242,42.176,490.254,6.043,2.218,0.836,1.43,1.27,1.11,12.908,0.18,0.361,0.103,0.199,0.154,0.262,0.18,0.361,0.103,0.199,0.154,0.262
671,E00024099,111.906,99.096,23.954,20.395,21.956,21.551,298.857,1.559,1.381,0.334,0.284,0.306,0.3,4.164,0.046,0.224,0.041,0.04,0.037,0.071,0.046,0.224,0.041,0.04,0.037,0.071
672,E00024041,315.262,45.219,74.169,47.8,75.687,56.28,614.418,3.833,0.55,0.902,0.581,0.92,0.684,7.47,0.114,0.089,0.111,0.081,0.112,0.162,0.114,0.089,0.111,0.081,0.112,0.162
673,E00023504,1267.07,249.373,281.226,224.635,291.161,213.335,2526.8,10.54,2.074,2.339,1.869,2.422,1.775,21.019,0.313,0.338,0.287,0.261,0.294,0.419,0.313,0.338,0.287,0.261,0.294,0.419
674,E00023972,161.879,48.574,71.715,34.832,62.953,14.864,394.816,0.901,0.27,0.399,0.194,0.35,0.083,2.198,0.027,0.044,0.049,0.027,0.043,0.019,0.027,0.044,0.049,0.027,0.043,0.019
675,E00023668,760.922,67.79,164.528,236.254,174.316,82.692,1486.501,4.752,0.423,1.027,1.475,1.089,0.516,9.283,0.141,0.069,0.126,0.206,0.132,0.122,0.141,0.069,0.126,0.206,0.132,0.122
676,E00023573,496.068,109.103,130.172,176.335,104.678,71.363,1087.719,5.446,1.198,1.429,1.936,1.149,0.783,11.941,0.162,0.195,0.176,0.27,0.14,0.185,0.162,0.195,0.176,0.27,0.14,0.185
677,E00175212,1619.922,140.984,290.452,182.763,287.381,143.021,2664.524,10.938,0.952,1.961,1.234,1.94,0.966,17.991,0.325,0.155,0.241,0.172,0.236,0.228,0.325,0.155,0.241,0.172,0.236,0.228
678,E00024091,180.584,120.461,53.877,28.044,38.304,30.907,452.177,1.582,1.056,0.472,0.246,0.336,0.271,3.962,0.047,0.172,0.058,0.034,0.041,0.064,0.047,0.172,0.058,0.034,0.041,0.064
679,E00024010,258.995,32.313,45.633,34.728,51.74,35.354,458.763,3.576,0.446,0.63,0.48,0.714,0.488,6.335,0.106,0.073,0.077,0.067,0.087,0.115,0.106,0.073,0.077,0.067,0.087,0.115
680,E00023901,52.815,6.33,3.998,8.126,4.979,14.355,90.603,0.853,0.102,0.065,0.131,0.08,0.232,1.463,0.025,0.017,0.008,0.018,0.01,0.055,0.025,0.017,0.008,0.018,0.01,0.055
681,E00023762,988.132,165.161,223.137,320.613,235.692,157.868,2090.604,4.31,0.72,0.973,1.398,1.028,0.689,9.118,0.128,0.117,0.12,0.195,0.125,0.163,0.128,0.117,0.12,0.195,0.125,0.163
682,E00023852,103.095,46.415,28.027,14.781,22.871,11.24,226.428,0.747,0.336,0.203,0.107,0.166,0.081,1.641,0.022,0.055,0.025,0.015,0.02,0.019,0.022,0.055,0.025,0.015,0.02,0.019
683,E00024109,1974.504,188.934,428.459,276.101,369.166,193.749,3430.912,8.048,0.77,1.746,1.125,1.505,0.79,13.985,0.239,0.125,0.215,0.157,0.183,0.186,0.239,0.125,0.215,0.157,0.183,0.186
684,E00023682,537.017,74.116,65.025,35.643,60.28,52.068,824.15,2.409,0.332,0.292,0.16,0.27,0.234,3.697,0.072,0.054,0.036,0.022,0.033,0.055,0.072,0.054,0.036,0.022,0.033,0.055
685,E00023497,1221.375,191.508,197.438,181.366,226.57,193.721,2211.979,11.349,1.779,1.835,1.685,2.105,1.8,20.553,0.337,0.289,0.225,0.235,0.256,0.425,0.337,0.289,0.225,0.235,0.256,0.425
686,E00023416,256.13,38.171,21.489,37.889,21.322,33.99,408.99,4.609,0.687,0.387,0.682,0.384,0.612,7.36,0.137,0.112,0.047,0.095,0.047,0.144,0.137,0.112,0.047,0.095,0.047,0.144
687,E00023474,467.347,71.732,84.133,141.373,110.663,72.787,948.035,11.333,1.739,2.04,3.428,2.684,1.765,22.99,0.337,0.283,0.251,0.478,0.326,0.417,0.337,0.283,0.251,0.478,0.326,0.417
688,E00023515,605.403,127.392,196.34,121.062,161.988,80.038,1292.223,6.842,1.44,2.219,1.368,1.831,0.905,14.604,0.203,0.234,0.273,0.191,0.222,0.214,0.203,0.234,0.273,0.191,0.222,0.214
689,E00023491,1148.713,165.364,197.648,127.996,240.399,160.965,2041.086,10.046,1.446,1.729,1.119,2.102,1.408,17.85,0.299,0.235,0.212,0.156,0.255,0.333,0.299,0.235,0.212,0.156,0.255,0.333
690,E00023707,98.879,38.586,22.61,15.92,28.371,19.754,224.119,1.158,0.452,0.265,0.186,0.332,0.231,2.624,0.034,0.074,0.033,0.026,0.04,0.054,0.034,0.074,0.033,0.026,0.04,0.054
691,E00023786,233.499,101.783,31.185,51.616,43.752,41.913,503.748,2.251,0.981,0.301,0.498,0.422,0.404,4.856,0.067,0.159,0.037,0.069,0.051,0.096,0.067,0.159,0.037,0.069,0.051,0.096
