,OA,[total] - worker_count,[total] - student_count,[total] - tourist_count,[total] - shopper_count,[total] - leisurer_count,[total] - chorer_count,[total] - total_count,[per_effective_area_square_meter] - worker_count,[per_effective_area_square_meter] - student_count,[per_effective_area_square_meter] - tourist_count,[per_effective_area_square_meter] - shopper_count,[per_effective_area_square_meter] - leisurer_count,[per_effective_area_square_meter] - chorer_count,[per_effective_area_square_meter] - total_count,[%_of_borough_total] - [per_effective_area_square_meter] - worker,[%_of_borough_total] - [per_effective_area_square_meter] - student,[%_of_borough_total] - [per_effective_area_square_meter] - tourist,[%_of_borough_total] - [per_effective_area_square_meter] - shopper,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[%_of_borough_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - chorer
692,E00175210,190.768,40.497,25.653,45.675,38.183,33.312,374.088,2.013,0.427,0.271,0.482,0.403,0.352,3.947,0.06,0.069,0.033,0.067,0.049,0.083,0.06,0.069,0.033,0.067,0.049,0.083
693,E00023857,88.907,44.154,27.336,13.653,21.681,8.29,204.02,0.78,0.387,0.24,0.12,0.19,0.073,1.789,0.023,0.063,0.029,0.017,0.023,0.017,0.023,0.063,0.029,0.017,0.023,0.017
694,E00175241,901.301,100.577,220.627,174.883,268.816,95.771,1761.974,6.739,0.752,1.65,1.308,2.01,0.716,13.174,0.2,0.122,0.203,0.183,0.244,0.169,0.2,0.122,0.203,0.183,0.244,0.169
695,E00023818,1650.931,293.062,255.614,192.429,207.511,136.748,2736.295,8.014,1.423,1.241,0.934,1.007,0.664,13.282,0.238,0.231,0.152,0.13,0.122,0.157,0.238,0.231,0.152,0.13,0.122,0.157
696,E00023899,608.341,98.348,149.638,97.897,154.816,81.843,1190.884,2.093,0.338,0.515,0.337,0.533,0.282,4.098,0.062,0.055,0.063,0.047,0.065,0.067,0.062,0.055,0.063,0.047,0.065,0.067
697,E00023595,386.232,75.033,74.883,95.745,79.498,62.646,774.037,2.456,0.477,0.476,0.609,0.506,0.398,4.923,0.073,0.078,0.059,0.085,0.061,0.094,0.073,0.078,0.059,0.085,0.061,0.094
698,E00023514,382.953,105.069,70.637,93.213,88.681,61.798,802.351,3.751,1.029,0.692,0.913,0.869,0.605,7.859,0.111,0.168,0.085,0.127,0.106,0.143,0.111,0.168,0.085,0.127,0.106,0.143
699,E00023472,278.121,55.798,109.283,153.638,87.214,45.013,729.067,2.762,0.554,1.085,1.526,0.866,0.447,7.241,0.082,0.09,0.133,0.213,0.105,0.106,0.082,0.09,0.133,0.213,0.105,0.106
700,E00023865,524.037,157.339,124.584,170.324,108.048,87.028,1171.36,4.08,1.225,0.97,1.326,0.841,0.678,9.121,0.121,0.199,0.119,0.185,0.102,0.16,0.121,0.199,0.119,0.185,0.102,0.16
701,E00023697,666.671,124.118,239.732,125.025,311.19,77.341,1544.075,3.772,0.702,1.356,0.707,1.761,0.438,8.736,0.112,0.114,0.167,0.099,0.214,0.103,0.112,0.114,0.167,0.099,0.214,0.103
702,E00024134,1425.597,128.685,594.1,422.367,598.807,121.117,3290.673,9.438,0.852,3.933,2.796,3.964,0.802,21.786,0.281,0.139,0.483,0.39,0.482,0.189,0.281,0.139,0.483,0.39,0.482,0.189
703,E00023616,301.369,159.317,48.97,67.204,58.273,62.589,697.723,2.885,1.525,0.469,0.643,0.558,0.599,6.68,0.086,0.248,0.057,0.09,0.068,0.142,0.086,0.248,0.057,0.09,0.068,0.142
704,E00024036,257.229,72.135,85.834,49.146,95.817,37.211,597.373,3.679,1.032,1.228,0.703,1.371,0.532,8.545,0.109,0.168,0.151,0.098,0.166,0.126,0.109,0.168,0.151,0.098,0.166,0.126
705,E00024052,690.191,64.801,190.47,165.364,215.578,77.925,1404.328,6.7,0.629,1.849,1.605,2.093,0.756,13.633,0.199,0.102,0.227,0.224,0.254,0.179,0.199,0.102,0.227,0.224,0.254,0.179
706,E00175194,2922.872,442.068,974.752,907.046,949.478,285.322,6481.538,9.629,1.456,3.211,2.988,3.128,0.94,21.353,0.286,0.237,0.394,0.417,0.38,0.222,0.286,0.237,0.394,0.417,0.38,0.222
707,E00023856,145.23,94.816,13.433,28.13,14.733,35.262,331.603,1.346,0.879,0.124,0.261,0.137,0.327,3.072,0.04,0.143,0.015,0.036,0.017,0.077,0.04,0.143,0.015,0.036,0.017,0.077
708,E00023947,1109.206,225.648,266.37,128.043,212.253,138.203,2079.723,5.698,1.159,1.368,0.658,1.09,0.71,10.684,0.169,0.189,0.168,0.092,0.132,0.168,0.169,0.189,0.168,0.092,0.132,0.168
709,E00024048,2090.331,280.312,449.996,415.721,459.482,192.297,3888.14,7.441,0.998,1.602,1.48,1.636,0.685,13.841,0.221,0.162,0.197,0.206,0.199,0.162,0.221,0.162,0.197,0.206,0.199,0.162
710,E00175209,1301.406,221.877,341.446,342.526,339.884,194.23,2741.369,6.22,1.06,1.632,1.637,1.624,0.928,13.102,0.185,0.173,0.2,0.229,0.197,0.22,0.185,0.173,0.2,0.229,0.197,0.22
711,E00023489,800.343,114.003,128.055,106.796,162.131,100.685,1412.012,8.984,1.28,1.437,1.199,1.82,1.13,15.85,0.267,0.208,0.177,0.167,0.221,0.267,0.267,0.208,0.177,0.167,0.221,0.267
712,E00023603,252.411,72.845,43.997,49.262,47.045,38.63,504.191,2.067,0.597,0.36,0.403,0.385,0.316,4.129,0.061,0.097,0.044,0.056,0.047,0.075,0.061,0.097,0.044,0.056,0.047,0.075
713,E00023656,610.643,71.826,142.408,112.268,144.54,88.275,1169.96,7.519,0.884,1.753,1.382,1.78,1.087,14.406,0.223,0.144,0.215,0.193,0.216,0.257,0.223,0.144,0.215,0.193,0.216,0.257
714,E00024046,328.517,107.011,73.952,71.843,80.733,55.947,718.003,3.569,1.163,0.803,0.781,0.877,0.608,7.801,0.106,0.189,0.099,0.109,0.107,0.144,0.106,0.189,0.099,0.109,0.107,0.144
715,E00023468,287.144,72.685,116.328,110.077,104.555,40.528,731.316,2.639,0.668,1.069,1.012,0.961,0.372,6.721,0.078,0.109,0.131,0.141,0.117,0.088,0.078,0.109,0.131,0.141,0.117,0.088
716,E00023718,302.565,94.154,96.832,60.087,115.189,42.137,710.963,3.491,1.086,1.117,0.693,1.329,0.486,8.204,0.104,0.177,0.137,0.097,0.161,0.115,0.104,0.177,0.137,0.097,0.161,0.115
717,E00023799,205.259,20.072,28.538,49.211,35.901,23.764,362.744,2.197,0.215,0.306,0.527,0.384,0.254,3.883,0.065,0.035,0.038,0.073,0.047,0.06,0.065,0.035,0.038,0.073,0.047,0.06
718,E00023822,1005.21,158.075,225.923,175.069,222.376,117.078,1903.73,7.739,1.217,1.739,1.348,1.712,0.901,14.656,0.23,0.198,0.214,0.188,0.208,0.213,0.23,0.198,0.214,0.188,0.208,0.213
719,E00023610,326.975,52.731,73.701,60.29,73.904,41.862,629.463,3.029,0.488,0.683,0.558,0.685,0.388,5.831,0.09,0.079,0.084,0.078,0.083,0.092,0.09,0.079,0.084,0.078,0.083,0.092
720,E00023691,374.891,73.733,90.381,38.032,88.768,71.04,736.846,3.52,0.692,0.849,0.357,0.833,0.667,6.918,0.105,0.113,0.104,0.05,0.101,0.157,0.105,0.113,0.104,0.05,0.101,0.157
721,E00024045,259.255,106.767,71.856,68.64,88.401,36.905,631.825,3.105,1.279,0.861,0.822,1.059,0.442,7.567,0.092,0.208,0.106,0.115,0.129,0.105,0.092,0.208,0.106,0.115,0.129,0.105
722,E00023834,2493.847,238.092,533.66,659.195,571.535,245.612,4741.941,9.337,0.891,1.998,2.468,2.14,0.92,17.754,0.278,0.145,0.245,0.344,0.26,0.217,0.278,0.145,0.245,0.344,0.26,0.217
723,E00023612,526.691,83.515,149.612,149.809,162.323,69.523,1141.473,3.548,0.563,1.008,1.009,1.093,0.468,7.689,0.105,0.091,0.124,0.141,0.133,0.111,0.105,0.091,0.124,0.141,0.133,0.111
724,E00023817,1888.429,272.639,243.259,169.663,243.708,159.569,2977.266,8.142,1.175,1.049,0.731,1.051,0.688,12.836,0.242,0.191,0.129,0.102,0.128,0.163,0.242,0.191,0.129,0.102,0.128,0.163
725,E00023896,93.701,8.017,10.697,14.693,12.42,9.761,149.289,1.097,0.094,0.125,0.172,0.145,0.114,1.748,0.033,0.015,0.015,0.024,0.018,0.027,0.033,0.015,0.015,0.024,0.018,0.027
726,E00023434,272.232,50.782,100.538,54.195,84.294,34.401,596.442,2.164,0.404,0.799,0.431,0.67,0.273,4.742,0.064,0.066,0.098,0.06,0.081,0.065,0.064,0.066,0.098,0.06,0.081,0.065
727,E00175201,270.374,39.047,53.744,71.484,54.133,47.909,536.691,3.711,0.536,0.738,0.981,0.743,0.658,7.366,0.11,0.087,0.091,0.137,0.09,0.155,0.11,0.087,0.091,0.137,0.09,0.155
728,E00023944,466.288,89.505,57.995,45.836,56.741,44.176,760.541,6.245,1.199,0.777,0.614,0.76,0.592,10.185,0.186,0.195,0.095,0.086,0.092,0.14,0.186,0.195,0.095,0.086,0.092,0.14
729,E00024064,257.776,36.529,91.351,66.29,115.431,33.686,601.063,3.311,0.469,1.173,0.851,1.482,0.433,7.719,0.098,0.076,0.144,0.119,0.18,0.102,0.098,0.076,0.144,0.119,0.18,0.102
730,E00175278,270.48,55.513,73.083,32.69,66.821,61.38,559.967,2.658,0.546,0.718,0.321,0.657,0.603,5.503,0.079,0.089,0.088,0.045,0.08,0.142,0.079,0.089,0.088,0.045,0.08,0.142
731,E00023601,640.855,113.573,171.947,203.043,193.291,100.196,1422.906,4.351,0.771,1.167,1.378,1.312,0.68,9.66,0.129,0.125,0.143,0.192,0.159,0.161,0.129,0.125,0.143,0.192,0.159,0.161
732,E00023680,239.66,31.857,68.283,20.376,40.984,60.707,461.866,1.966,0.261,0.56,0.167,0.336,0.498,3.79,0.058,0.043,0.069,0.023,0.041,0.118,0.058,0.043,0.069,0.023,0.041,0.118
733,E00023937,5126.48,387.863,1656.632,779.858,1052.906,375.959,9379.698,11.206,0.848,3.621,1.705,2.301,0.822,20.502,0.333,0.138,0.445,0.238,0.28,0.194,0.333,0.138,0.445,0.238,0.28,0.194
734,E00023478,388.843,70.54,137.125,175.329,125.575,63.728,961.14,3.123,0.567,1.101,1.408,1.009,0.512,7.72,0.093,0.092,0.135,0.197,0.123,0.121,0.093,0.092,0.135,0.197,0.123,0.121
735,E00175267,354.095,64.536,109.897,187.609,68.061,49.464,833.663,3.427,0.625,1.064,1.816,0.659,0.479,8.069,0.102,0.102,0.131,0.253,0.08,0.113,0.102,0.102,0.131,0.253,0.08,0.113
736,E00023793,237.585,81.604,47.286,45.92,64.617,47.143,524.153,1.009,0.347,0.201,0.195,0.274,0.2,2.226,0.03,0.056,0.025,0.027,0.033,0.047,0.03,0.056,0.025,0.027,0.033,0.047
737,E00023712,202.835,27.747,52.304,17.874,56.748,28.096,385.603,2.901,0.397,0.748,0.256,0.812,0.402,5.514,0.086,0.064,0.092,0.036,0.099,0.095,0.086,0.064,0.092,0.036,0.099,0.095
738,E00023976,122.897,48.116,40.755,40.388,30.685,16.219,299.059,1.206,0.472,0.4,0.396,0.301,0.159,2.935,0.036,0.077,0.049,0.055,0.037,0.038,0.036,0.077,0.049,0.055,0.037,0.038
739,E00023646,824.028,159.554,214.772,166.707,243.949,116.782,1725.792,8.419,1.63,2.194,1.703,2.492,1.193,17.631,0.25,0.265,0.27,0.238,0.303,0.282,0.25,0.265,0.27,0.238,0.303,0.282
740,E00023621,372.505,51.298,110.663,100.126,109.732,38.594,782.918,4.126,0.568,1.226,1.109,1.215,0.428,8.672,0.123,0.093,0.151,0.155,0.148,0.101,0.123,0.093,0.151,0.155,0.148,0.101
741,E00024079,113.788,78.972,35.95,36.844,30.996,22.488,319.038,1.349,0.936,0.426,0.437,0.367,0.267,3.781,0.04,0.152,0.052,0.061,0.045,0.063,0.04,0.152,0.052,0.061,0.045,0.063
742,E00023652,884.411,168.753,227.363,193.066,255.778,120.719,1850.089,9.087,1.734,2.336,1.984,2.628,1.24,19.009,0.27,0.282,0.287,0.277,0.319,0.293,0.27,0.282,0.287,0.277,0.319,0.293
743,E00023559,570.963,148.142,251.708,226.024,163.013,100.876,1460.725,2.533,0.657,1.117,1.003,0.723,0.448,6.481,0.075,0.107,0.137,0.14,0.088,0.106,0.075,0.107,0.137,0.14,0.088,0.106
744,E00024070,239.305,57.477,63.137,24.543,54.482,55.125,494.07,2.521,0.605,0.665,0.259,0.574,0.581,5.204,0.075,0.098,0.082,0.036,0.07,0.137,0.075,0.098,0.082,0.036,0.07,0.137
745,E00023746,484.988,63.899,131.467,109.539,129.897,82.16,1001.951,2.641,0.348,0.716,0.596,0.707,0.447,5.456,0.078,0.057,0.088,0.083,0.086,0.106,0.078,0.057,0.088,0.083,0.086,0.106
746,E00023532,352.642,100.341,106.391,99.817,101.756,59.064,820.011,3.122,0.888,0.942,0.884,0.901,0.523,7.259,0.093,0.144,0.116,0.123,0.109,0.123,0.093,0.144,0.116,0.123,0.109,0.123
747,E00023927,1235.338,299.399,221.523,212.357,251.004,161.178,2380.799,6.796,1.647,1.219,1.168,1.381,0.887,13.098,0.202,0.268,0.15,0.163,0.168,0.209,0.202,0.268,0.15,0.163,0.168,0.209
748,E00023747,191.896,23.845,39.407,31.332,47.921,27.925,362.326,1.723,0.214,0.354,0.281,0.43,0.251,3.254,0.051,0.035,0.043,0.039,0.052,0.059,0.051,0.035,0.043,0.039,0.052,0.059
749,E00023716,203.841,72.068,72.482,27.02,90.729,30.509,496.649,2.055,0.726,0.731,0.272,0.915,0.308,5.006,0.061,0.118,0.09,0.038,0.111,0.073,0.061,0.118,0.09,0.038,0.111,0.073
750,E00023797,141.421,27.631,11.44,9.31,12.371,31.894,234.066,1.186,0.232,0.096,0.078,0.104,0.267,1.963,0.035,0.038,0.012,0.011,0.013,0.063,0.035,0.038,0.012,0.011,0.013,0.063
751,E00175262,95.841,67.081,14.763,11.722,16.98,16.116,222.504,1.016,0.711,0.157,0.124,0.18,0.171,2.359,0.03,0.116,0.019,0.017,0.022,0.04,0.03,0.116,0.019,0.017,0.022,0.04
752,E00023548,235.057,97.172,47.756,37.177,57.003,45.025,519.188,3.076,1.272,0.625,0.486,0.746,0.589,6.794,0.091,0.207,0.077,0.068,0.091,0.139,0.091,0.207,0.077,0.068,0.091,0.139
753,E00024007,1093.707,124.256,158.758,199.873,173.228,108.784,1858.606,7.388,0.839,1.072,1.35,1.17,0.735,12.554,0.22,0.136,0.132,0.188,0.142,0.174,0.22,0.136,0.132,0.188,0.142,0.174
754,E00024086,203.522,82.755,61.693,102.967,60.7,25.766,537.402,1.814,0.738,0.55,0.918,0.541,0.23,4.79,0.054,0.12,0.068,0.128,0.066,0.054,0.054,0.12,0.068,0.128,0.066,0.054
755,E00023549,97.862,86.215,11.503,10.668,16.155,17.804,240.206,1.669,1.47,0.196,0.182,0.275,0.304,4.096,0.05,0.239,0.024,0.025,0.033,0.072,0.05,0.239,0.024,0.025,0.033,0.072
756,E00023829,1452.846,198.833,171.691,221.253,200.736,107.238,2352.597,14.818,2.028,1.751,2.257,2.047,1.094,23.995,0.44,0.33,0.215,0.315,0.249,0.258,0.44,0.33,0.215,0.315,0.249,0.258
757,E00024124,2838.805,368.152,284.927,289.697,304.09,221.902,4307.574,12.683,1.645,1.273,1.294,1.359,0.991,19.245,0.377,0.268,0.156,0.181,0.165,0.234,0.377,0.268,0.156,0.181,0.165,0.234
758,E00175245,138.552,37.587,46.251,14.237,39.248,29.838,305.713,1.312,0.356,0.438,0.135,0.372,0.283,2.895,0.039,0.058,0.054,0.019,0.045,0.067,0.039,0.058,0.054,0.019,0.045,0.067
759,E00023631,488.105,67.771,189.892,64.839,230.234,66.289,1107.13,4.413,0.613,1.717,0.586,2.082,0.599,10.01,0.131,0.1,0.211,0.082,0.253,0.142,0.131,0.1,0.211,0.082,0.253,0.142
760,E00023440,414.158,93.448,83.455,123.769,90.485,58.094,863.41,2.206,0.498,0.445,0.659,0.482,0.309,4.599,0.066,0.081,0.055,0.092,0.059,0.073,0.066,0.081,0.055,0.092,0.059,0.073
761,E00175190,4385.911,426.35,1085.779,1197.714,731.115,310.02,8136.887,13.672,1.329,3.385,3.734,2.279,0.966,25.365,0.406,0.216,0.416,0.521,0.277,0.228,0.406,0.216,0.416,0.521,0.277,0.228
762,E00023909,215.616,33.831,40.222,33.477,37.061,43.348,403.554,1.48,0.232,0.276,0.23,0.254,0.298,2.77,0.044,0.038,0.034,0.032,0.031,0.07,0.044,0.038,0.034,0.032,0.031,0.07
763,E00023988,266.497,33.508,91.25,67.26,112.213,35.59,606.319,3.733,0.469,1.278,0.942,1.572,0.499,8.493,0.111,0.076,0.157,0.132,0.191,0.118,0.111,0.076,0.157,0.132,0.191,0.118
764,E00024044,366.177,46.982,76.364,68.352,77.754,58.799,694.428,4.802,0.616,1.001,0.896,1.02,0.771,9.106,0.143,0.1,0.123,0.125,0.124,0.182,0.143,0.1,0.123,0.125,0.124,0.182
765,E00175269,372.604,86.586,132.857,230.888,79.272,50.716,952.923,3.586,0.833,1.279,2.222,0.763,0.488,9.171,0.107,0.136,0.157,0.31,0.093,0.115,0.107,0.136,0.157,0.31,0.093,0.115
766,E00023982,46.82,12.943,40.005,8.304,28.061,8.256,144.389,0.602,0.167,0.515,0.107,0.361,0.106,1.858,0.018,0.027,0.063,0.015,0.044,0.025,0.018,0.027,0.063,0.015,0.044,0.025
767,E00023444,274.418,94.434,20.717,35.207,28.61,57.155,510.541,2.037,0.701,0.154,0.261,0.212,0.424,3.79,0.061,0.114,0.019,0.036,0.026,0.1,0.061,0.114,0.019,0.036,0.026,0.1
768,E00024127,1214.106,254.396,312.726,255.573,295.856,114.075,2446.732,7.701,1.614,1.984,1.621,1.877,0.724,15.519,0.229,0.263,0.244,0.226,0.228,0.171,0.229,0.263,0.244,0.226,0.228,0.171
769,E00023547,200.256,92.447,46.661,38.463,55.346,31.621,464.794,1.814,0.837,0.423,0.348,0.501,0.286,4.21,0.054,0.136,0.052,0.049,0.061,0.068,0.054,0.136,0.052,0.049,0.061,0.068
770,E00023462,169.127,38.712,41.657,59.11,47.235,25.192,381.033,1.953,0.447,0.481,0.683,0.545,0.291,4.4,0.058,0.073,0.059,0.095,0.066,0.069,0.058,0.073,0.059,0.095,0.066,0.069
771,E00023752,191.253,84.23,57.336,31.679,42.446,35.58,442.524,1.821,0.802,0.546,0.302,0.404,0.339,4.214,0.054,0.131,0.067,0.042,0.049,0.08,0.054,0.131,0.067,0.042,0.049,0.08
772,E00023871,180.107,62.526,41.467,70.71,44.765,30.509,430.085,1.504,0.522,0.346,0.59,0.374,0.255,3.591,0.045,0.085,0.043,0.082,0.045,0.06,0.045,0.085,0.043,0.082,0.045,0.06
773,E00023841,2039.252,272.488,259.165,293.602,310.005,150.674,3325.186,13.793,1.843,1.753,1.986,2.097,1.019,22.49,0.41,0.3,0.215,0.277,0.255,0.241,0.41,0.3,0.215,0.277,0.255,0.241
774,E00175279,231.532,41.452,43.722,54.647,50.666,44.628,466.647,1.998,0.358,0.377,0.472,0.437,0.385,4.027,0.059,0.058,0.046,0.066,0.053,0.091,0.059,0.058,0.046,0.066,0.053,0.091
775,E00023792,182.943,30.941,35.979,27.105,53.462,25.455,355.885,1.659,0.281,0.326,0.246,0.485,0.231,3.226,0.049,0.046,0.04,0.034,0.059,0.054,0.049,0.046,0.04,0.034,0.059,0.054
776,E00023713,244.763,67.974,75.46,31.988,87.064,31.255,538.505,2.681,0.745,0.827,0.35,0.954,0.342,5.899,0.08,0.121,0.102,0.049,0.116,0.081,0.08,0.121,0.102,0.049,0.116,0.081
777,E00023963,315.115,86.382,103.462,73.85,110.311,47.43,736.549,4.344,1.191,1.426,1.018,1.521,0.654,10.153,0.129,0.194,0.175,0.142,0.185,0.155,0.129,0.194,0.175,0.142,0.185,0.155
778,E00175242,325.781,73.001,29.64,53.769,30.985,52.71,565.887,2.525,0.566,0.23,0.417,0.24,0.409,4.386,0.075,0.092,0.028,0.058,0.029,0.096,0.075,0.092,0.028,0.058,0.029,0.096
779,E00175273,449.503,120.499,145.153,251.8,95.028,66.265,1128.247,4.959,1.329,1.601,2.778,1.048,0.731,12.448,0.147,0.216,0.197,0.388,0.127,0.173,0.147,0.216,0.197,0.388,0.127,0.173
780,E00175180,964.846,107.653,207.088,212.171,244.598,101.469,1837.824,7.505,0.837,1.611,1.65,1.902,0.789,14.295,0.223,0.136,0.198,0.23,0.231,0.186,0.223,0.136,0.198,0.23,0.231,0.186
781,E00023525,1313.466,197.52,218.973,246.948,245.896,151.206,2374.008,10.611,1.596,1.769,1.995,1.986,1.221,19.178,0.315,0.259,0.217,0.278,0.241,0.289,0.315,0.259,0.217,0.278,0.241,0.289
