,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
10,E00024051,252.002,204.672,244.267,213.654,229.942,232.131,1.965,1.596,1.905,1.666,1.793,1.81,0.195,0.183,0.22,0.182,0.203,0.173,10.735,18.305,14.867,17.746,15.519,16.702,16.861,304.918,247.65,295.559,258.518,278.226,280.874,1665.744,2.378,1.931,2.305,2.016,2.17,2.19,12.989
11,E00023714,242.769,227.904,223.462,251.654,231.63,300.873,1.312,1.232,1.208,1.36,1.252,1.626,0.13,0.142,0.139,0.149,0.142,0.155,7.99,16.421,15.419,15.119,17.021,15.67,20.35,293.746,275.76,270.385,304.497,280.268,364.051,1788.708,1.587,1.49,1.461,1.646,1.515,1.967,9.667
12,E00023466,125.244,101.291,114.212,129.031,125.184,165.489,1.037,0.838,0.945,1.068,1.036,1.37,0.103,0.096,0.109,0.117,0.117,0.131,6.294,16.476,13.314,15.014,16.969,16.46,21.767,151.543,122.56,138.195,156.125,151.47,200.239,920.132,1.254,1.014,1.144,1.292,1.254,1.657,7.616
13,E00175213,408.375,252.849,301.942,254.187,344.364,309.441,2.511,1.555,1.857,1.563,2.118,1.903,0.25,0.179,0.214,0.171,0.239,0.181,11.507,21.821,13.514,16.138,13.583,18.406,16.538,494.127,305.943,365.345,307.562,416.674,374.418,2264.069,3.038,1.881,2.247,1.891,2.562,2.302,13.922
14,E00023564,69.409,60.29,58.217,68.098,49.453,78.396,0.694,0.603,0.582,0.681,0.495,0.784,0.069,0.069,0.067,0.075,0.056,0.075,3.839,18.078,15.707,15.16,17.739,12.894,20.422,83.984,72.95,70.442,82.397,59.837,94.858,464.468,0.84,0.73,0.705,0.824,0.598,0.949,4.645
15,E00023830,321.049,212.845,211.734,245.101,224.246,284.912,2.918,1.935,1.925,2.228,2.038,2.59,0.29,0.222,0.222,0.244,0.23,0.247,13.634,21.402,14.192,14.119,16.341,14.948,18.997,388.464,257.539,256.194,296.568,271.334,344.739,1814.837,3.531,2.341,2.329,2.696,2.466,3.133,16.496
16,E00023586,127.974,108.657,106.751,117.074,121.228,156.297,0.952,0.808,0.794,0.871,0.902,1.163,0.095,0.093,0.092,0.095,0.102,0.111,5.49,17.341,14.718,14.463,15.865,16.43,21.184,154.846,131.473,129.167,141.658,146.684,189.117,892.944,1.152,0.978,0.961,1.054,1.091,1.407,6.642
17,E00023507,210.912,196.705,195.559,209.856,205.583,221.837,2.239,2.088,2.076,2.228,2.183,2.355,0.223,0.24,0.239,0.244,0.247,0.225,13.169,17.002,15.855,15.764,16.919,16.577,17.883,255.2,238.01,236.623,253.922,248.752,268.419,1500.925,2.709,2.527,2.512,2.696,2.641,2.85,15.934
18,E00024104,70.361,55.445,60.176,48.831,65.818,53.291,0.56,0.441,0.479,0.389,0.524,0.424,0.056,0.051,0.055,0.043,0.059,0.04,2.817,19.879,15.655,17.004,13.809,18.601,15.051,85.136,67.087,72.812,59.085,79.639,64.481,428.239,0.678,0.534,0.58,0.47,0.634,0.513,3.409
19,E00024094,54.204,78.917,43.447,38.25,42.406,54.71,0.595,0.866,0.477,0.42,0.465,0.601,0.059,0.1,0.055,0.046,0.053,0.057,3.424,17.377,25.292,13.931,12.266,13.581,17.553,65.586,95.488,52.57,46.282,51.311,66.198,377.435,0.72,1.048,0.577,0.508,0.563,0.727,4.143
20,E00023936,1436.855,1060.007,1434.219,1099.208,1394.022,1056.832,2.487,1.835,2.482,1.903,2.413,1.829,0.247,0.211,0.286,0.208,0.273,0.174,12.949,19.206,14.171,19.168,14.696,18.635,14.125,1738.57,1282.59,1735.38,1330.023,1686.742,1278.748,9052.053,3.009,2.22,3.004,2.302,2.92,2.213,15.668
21,E00175182,263.408,191.558,218.88,205.949,239.879,246.031,1.093,0.795,0.908,0.854,0.995,1.021,0.109,0.091,0.105,0.094,0.112,0.097,5.666,19.291,14.031,16.025,15.072,17.561,18.02,318.719,231.782,264.841,249.195,290.249,297.693,1652.479,1.322,0.961,1.099,1.034,1.204,1.235,6.855
22,E00023840,458.871,353.019,354.913,458.762,361.44,433.891,3.153,2.426,2.439,3.153,2.484,2.982,0.313,0.279,0.281,0.345,0.281,0.284,16.637,18.952,14.582,14.66,18.952,14.931,17.924,555.226,427.147,429.439,555.094,437.336,525.001,2929.242,3.816,2.935,2.951,3.815,3.005,3.608,20.13
23,E00175255,47.599,46.164,37.334,33.7,33.968,53.408,0.544,0.528,0.427,0.385,0.388,0.611,0.054,0.061,0.049,0.042,0.044,0.058,2.883,18.869,18.314,14.811,13.354,13.458,21.193,57.594,55.858,45.173,40.776,41.101,64.623,305.125,0.659,0.639,0.517,0.466,0.47,0.739,3.49
24,E00175277,44.08,43.339,39.259,46.445,36.669,42.979,0.47,0.463,0.419,0.496,0.391,0.459,0.047,0.053,0.048,0.054,0.044,0.044,2.698,17.42,17.161,15.53,18.384,14.492,17.013,53.336,52.439,47.503,56.198,44.369,52.004,305.849,0.569,0.56,0.507,0.6,0.474,0.555,3.264
25,E00023767,56.697,41.626,45.743,49.217,47.529,63.08,0.666,0.489,0.537,0.578,0.558,0.741,0.066,0.056,0.062,0.063,0.063,0.071,3.569,18.661,13.701,15.046,16.195,15.635,20.762,68.602,50.367,55.348,59.552,57.509,76.326,367.704,0.805,0.591,0.65,0.699,0.675,0.896,4.317
26,E00023908,22.934,15.184,17.059,15.478,13.808,25.736,0.374,0.248,0.278,0.252,0.225,0.42,0.037,0.029,0.032,0.028,0.025,0.04,1.797,20.812,13.801,15.47,14.023,12.521,23.372,27.75,18.372,20.641,18.728,16.707,31.14,133.339,0.452,0.299,0.336,0.305,0.272,0.508,2.174
27,E00023475,116.605,111.257,115.499,189.316,122.681,144.031,1.145,1.092,1.134,1.858,1.204,1.414,0.114,0.126,0.131,0.203,0.136,0.135,7.847,14.592,13.916,14.451,23.678,15.343,18.02,141.09,134.619,139.752,229.069,148.442,174.275,967.247,1.385,1.321,1.372,2.249,1.457,1.711,9.495
28,E00023634,87.235,74.246,101.391,105.091,102.505,107.298,0.5,0.426,0.582,0.603,0.588,0.616,0.05,0.049,0.067,0.066,0.066,0.059,3.315,15.083,12.851,17.557,18.19,17.738,18.582,105.553,89.836,122.681,127.158,124.029,129.829,699.087,0.606,0.515,0.704,0.73,0.712,0.745,4.011
29,E00023727,206.155,187.875,199.618,195.245,203.64,228.501,1.478,1.347,1.431,1.4,1.46,1.639,0.147,0.155,0.165,0.153,0.165,0.156,8.755,16.882,15.385,16.345,15.991,16.676,18.721,249.444,227.325,241.534,236.243,246.401,276.482,1477.43,1.789,1.63,1.732,1.694,1.767,1.983,10.594
30,E00024066,64.874,54.147,67.839,67.096,67.943,69.371,1.169,0.975,1.222,1.209,1.224,1.25,0.116,0.112,0.141,0.132,0.138,0.119,7.049,16.584,13.832,17.336,17.151,17.364,17.733,78.496,65.517,82.084,81.185,82.21,83.938,473.43,1.414,1.18,1.479,1.462,1.481,1.512,8.528
31,E00023991,72.148,64.864,79.382,78.474,90.889,81.965,0.964,0.867,1.061,1.049,1.215,1.095,0.096,0.1,0.122,0.115,0.137,0.104,6.251,15.422,13.87,16.973,16.781,19.437,17.517,87.298,78.484,96.051,94.952,109.974,99.176,565.935,1.167,1.049,1.284,1.269,1.47,1.325,7.563
32,E00023910,39.331,35.341,30.11,22.393,28.173,36.494,0.327,0.294,0.25,0.186,0.234,0.303,0.032,0.034,0.029,0.02,0.026,0.029,1.594,20.514,18.444,15.684,11.669,14.68,19.009,47.59,42.762,36.433,27.095,34.089,44.157,232.125,0.396,0.355,0.303,0.225,0.283,0.367,1.929
33,E00175215,242.854,211.694,233.292,195.858,243.097,256.949,1.739,1.516,1.67,1.402,1.741,1.84,0.173,0.174,0.193,0.154,0.197,0.175,9.908,17.551,15.301,16.855,14.15,17.572,18.571,293.849,256.146,282.279,236.985,294.143,310.904,1674.306,2.104,1.834,2.021,1.697,2.106,2.226,11.988
34,E00023800,95.357,79.641,70.709,81.828,75.031,109.265,0.722,0.603,0.535,0.62,0.568,0.827,0.072,0.069,0.062,0.068,0.064,0.079,3.875,18.632,15.561,13.806,16.0,14.658,21.342,115.38,96.364,85.557,99.01,90.786,132.209,619.307,0.874,0.73,0.648,0.75,0.687,1.001,4.689
35,E00023920,262.639,237.407,253.144,219.379,228.505,243.303,1.834,1.658,1.767,1.532,1.595,1.699,0.182,0.191,0.204,0.168,0.18,0.162,10.085,18.185,16.44,17.521,15.191,15.816,16.847,317.789,287.258,306.3,265.445,276.487,294.392,1747.671,2.219,2.006,2.139,1.853,1.93,2.055,12.202
36,E00023831,345.575,298.93,297.734,383.178,307.774,367.933,3.005,2.599,2.589,3.332,2.676,3.199,0.299,0.299,0.298,0.365,0.303,0.305,17.4,17.27,14.937,14.879,19.149,15.379,18.385,418.14,361.7,360.253,463.639,372.401,445.193,2421.325,3.636,3.145,3.132,4.031,3.238,3.871,21.054
37,E00023485,56.705,39.624,42.265,40.699,44.044,57.092,1.09,0.762,0.812,0.782,0.847,1.097,0.108,0.088,0.094,0.086,0.096,0.105,5.39,20.223,14.137,15.065,14.508,15.714,20.353,68.612,47.944,51.14,49.245,53.292,69.08,339.314,1.319,0.922,0.983,0.947,1.024,1.328,6.523
38,E00024021,34.257,30.359,24.033,21.181,21.937,35.252,0.421,0.373,0.295,0.26,0.269,0.433,0.042,0.043,0.034,0.028,0.03,0.041,2.051,20.527,18.186,14.383,12.677,13.116,21.112,41.45,36.734,29.08,25.629,26.543,42.654,202.09,0.509,0.451,0.357,0.315,0.326,0.524,2.481
39,E00023738,66.454,80.341,68.405,43.102,64.827,61.035,0.654,0.791,0.673,0.424,0.638,0.601,0.065,0.091,0.078,0.046,0.072,0.057,3.781,17.297,20.92,17.8,11.214,16.874,15.895,80.408,97.211,82.769,52.153,78.44,73.851,464.832,0.791,0.957,0.815,0.513,0.772,0.727,4.575
40,E00023912,52.93,56.462,45.296,30.538,41.193,47.817,0.481,0.513,0.412,0.278,0.375,0.435,0.048,0.059,0.047,0.03,0.042,0.041,2.494,19.286,20.569,16.52,11.147,15.036,17.442,64.044,68.318,54.807,36.95,49.843,57.858,331.821,0.582,0.621,0.498,0.336,0.453,0.526,3.017
41,E00023423,41.636,49.536,32.929,35.235,26.34,50.876,0.424,0.505,0.336,0.359,0.268,0.519,0.042,0.058,0.039,0.039,0.03,0.049,2.411,17.586,20.946,13.936,14.89,11.116,21.526,50.379,59.938,39.844,42.634,31.871,61.559,286.224,0.514,0.611,0.406,0.435,0.325,0.627,2.917
42,E00023488,243.372,186.934,176.451,177.714,172.436,230.224,1.781,1.368,1.291,1.3,1.262,1.685,0.177,0.157,0.149,0.142,0.143,0.161,8.687,20.502,15.748,14.861,14.965,14.527,19.397,294.476,226.187,213.503,215.031,208.645,278.567,1436.408,2.155,1.655,1.562,1.574,1.527,2.039,10.511
43,E00023500,354.98,253.42,278.204,257.61,270.279,345.687,2.671,1.907,2.093,1.938,2.033,2.601,0.265,0.219,0.241,0.212,0.23,0.248,13.243,20.169,14.4,15.805,14.634,15.352,19.641,429.52,306.634,336.622,311.704,327.033,418.275,2129.787,3.231,2.307,2.533,2.345,2.46,3.147,16.023
44,E00175275,96.621,75.373,78.677,91.576,73.281,93.56,0.687,0.536,0.559,0.651,0.521,0.665,0.068,0.062,0.064,0.071,0.059,0.063,3.619,18.983,14.811,15.446,17.988,14.396,18.375,116.91,91.2,95.198,110.805,88.669,113.206,615.988,0.831,0.648,0.677,0.788,0.63,0.805,4.379
45,E00023503,278.312,217.055,223.821,209.135,240.822,253.612,2.094,1.633,1.684,1.574,1.812,1.908,0.208,0.188,0.194,0.172,0.205,0.182,10.705,19.561,15.255,15.731,14.703,16.927,17.823,336.753,262.633,270.82,253.05,291.39,306.866,1721.511,2.534,1.976,2.038,1.904,2.193,2.309,12.955
46,E00175243,61.321,86.693,55.22,46.37,59.934,56.965,0.579,0.819,0.522,0.438,0.566,0.538,0.058,0.094,0.06,0.048,0.064,0.051,3.462,16.724,23.657,15.078,12.652,16.349,15.54,74.197,104.897,66.815,56.107,72.519,68.927,443.462,0.701,0.991,0.631,0.53,0.685,0.651,4.189
47,E00175246,47.885,46.388,46.807,48.833,54.223,56.883,0.363,0.352,0.355,0.371,0.412,0.432,0.036,0.04,0.041,0.041,0.047,0.041,2.285,15.886,15.405,15.536,16.236,18.031,18.906,57.94,56.129,56.636,59.087,65.609,68.827,364.228,0.44,0.426,0.43,0.448,0.498,0.522,2.765
48,E00024095,75.416,75.098,65.814,65.12,65.456,85.359,0.726,0.723,0.634,0.627,0.63,0.822,0.072,0.083,0.073,0.069,0.071,0.078,4.162,17.444,17.371,15.233,15.065,15.137,19.75,91.252,90.867,79.634,78.794,79.201,103.283,523.031,0.879,0.875,0.767,0.759,0.763,0.995,5.038
49,E00023756,123.505,101.201,95.794,113.597,92.882,146.732,0.9,0.738,0.698,0.828,0.677,1.07,0.089,0.085,0.08,0.091,0.077,0.102,4.911,18.326,15.027,14.213,16.86,13.785,21.788,149.439,122.451,115.909,137.45,112.386,177.543,815.179,1.09,0.893,0.845,1.002,0.819,1.294,5.944
50,E00024014,162.216,118.824,134.025,131.603,138.493,174.189,1.951,1.429,1.612,1.583,1.666,2.095,0.194,0.164,0.186,0.173,0.188,0.2,10.336,18.876,13.825,15.596,15.315,16.118,20.269,196.279,143.775,162.168,159.237,167.574,210.766,1039.799,2.361,1.729,1.95,1.915,2.015,2.535,12.505
51,E00023620,284.824,255.37,294.21,266.323,305.704,303.252,1.88,1.686,1.942,1.758,2.018,2.002,0.187,0.194,0.224,0.193,0.228,0.191,11.286,16.658,14.939,17.207,15.577,17.881,17.739,344.632,308.993,355.989,322.246,369.897,366.93,2068.687,2.275,2.04,2.35,2.128,2.442,2.423,13.658
52,E00023520,219.238,191.925,219.918,198.504,205.321,220.566,2.474,2.165,2.481,2.24,2.316,2.488,0.246,0.249,0.286,0.245,0.262,0.237,14.164,17.467,15.285,17.516,15.815,16.351,17.566,265.274,232.226,266.097,240.186,248.435,266.881,1519.099,2.993,2.62,3.002,2.71,2.803,3.011,17.139
53,E00024125,267.001,232.761,224.085,233.576,216.366,249.219,2.953,2.574,2.478,2.583,2.393,2.756,0.293,0.296,0.286,0.283,0.271,0.263,15.737,18.765,16.356,15.746,16.414,15.206,17.513,323.067,281.637,271.139,282.623,261.799,301.551,1721.815,3.573,3.115,2.999,3.126,2.895,3.335,19.042
54,E00024063,96.437,80.576,111.208,68.987,98.322,105.389,0.913,0.763,1.052,0.653,0.93,0.997,0.091,0.088,0.121,0.072,0.105,0.095,5.308,17.2,14.375,19.819,12.302,17.521,18.783,116.687,97.496,134.56,83.473,118.968,127.519,678.702,1.104,0.923,1.273,0.79,1.126,1.207,6.423
55,E00024105,128.85,95.439,113.263,97.762,120.826,121.262,0.662,0.49,0.582,0.502,0.621,0.623,0.066,0.056,0.067,0.055,0.07,0.059,3.48,19.023,14.08,16.724,14.425,17.845,17.902,155.906,115.48,137.046,118.29,146.197,146.725,819.645,0.801,0.593,0.704,0.608,0.751,0.754,4.21
56,E00023932,737.554,711.143,792.931,989.791,868.925,675.735,2.998,2.89,3.223,4.023,3.532,2.746,0.298,0.332,0.372,0.441,0.399,0.262,19.412,15.444,14.888,16.603,20.724,18.195,14.146,892.428,860.471,959.433,1197.63,1051.384,817.628,5778.972,3.627,3.497,3.9,4.868,4.273,3.323,23.488
57,E00024075,43.068,25.847,32.236,30.276,39.206,30.151,0.295,0.177,0.221,0.208,0.269,0.207,0.029,0.02,0.025,0.023,0.03,0.02,1.377,21.423,12.854,16.049,15.105,19.535,15.033,52.112,31.274,39.005,36.633,47.439,36.482,242.945,0.357,0.214,0.267,0.251,0.325,0.25,1.666
58,E00175198,253.596,210.896,253.983,247.418,282.883,259.293,1.89,1.572,1.893,1.844,2.109,1.933,0.188,0.181,0.218,0.202,0.238,0.184,11.241,16.813,13.985,16.84,16.404,18.762,17.196,306.847,255.18,307.315,299.371,342.284,313.74,1824.737,2.287,1.902,2.291,2.231,2.551,2.339,13.601
59,E00023728,119.448,122.867,129.11,113.613,127.2,134.401,1.027,1.057,1.111,0.977,1.094,1.156,0.102,0.121,0.128,0.107,0.124,0.11,6.422,15.992,16.459,17.3,15.213,17.035,18.001,144.53,148.667,156.221,137.47,153.91,162.623,903.42,1.243,1.279,1.344,1.182,1.324,1.399,7.771
