,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
175,E00175223,57.429,50.496,39.614,44.321,41.238,70.356,0.68,0.598,0.469,0.525,0.488,0.833,0.068,0.069,0.054,0.057,0.055,0.079,3.593,18.926,16.643,13.053,14.612,13.582,23.184,69.488,61.099,47.932,53.628,49.897,85.13,367.174,0.823,0.724,0.568,0.635,0.591,1.008,4.349
176,E00023580,50.636,41.389,32.719,27.405,30.121,56.749,0.431,0.352,0.279,0.233,0.256,0.483,0.043,0.04,0.032,0.026,0.029,0.046,2.034,21.19,17.306,13.717,11.455,12.586,23.746,61.269,50.08,39.589,33.16,36.446,68.665,289.209,0.522,0.426,0.337,0.282,0.31,0.585,2.462
177,E00024023,56.664,53.758,47.221,49.421,47.206,77.614,0.583,0.553,0.486,0.509,0.486,0.799,0.058,0.064,0.056,0.056,0.055,0.076,3.416,17.067,16.189,14.227,14.9,14.227,23.39,68.562,65.046,57.137,59.799,57.118,93.912,401.574,0.706,0.669,0.588,0.615,0.588,0.966,4.132
178,E00024110,507.942,396.102,445.392,664.906,485.531,428.715,3.28,2.558,2.876,4.293,3.135,2.768,0.326,0.294,0.332,0.47,0.354,0.264,18.91,17.345,13.527,15.209,22.702,16.579,14.638,614.601,479.277,538.917,804.525,587.484,518.738,3543.541,3.968,3.095,3.48,5.195,3.793,3.349,22.88
179,E00023501,206.725,179.806,174.212,156.506,163.113,222.809,1.595,1.388,1.344,1.208,1.259,1.719,0.159,0.16,0.155,0.132,0.142,0.164,8.513,18.736,16.304,15.788,14.19,14.789,20.193,250.134,217.562,210.793,189.37,197.364,269.595,1334.818,1.93,1.679,1.627,1.461,1.523,2.08,10.301
180,E00023459,93.277,84.449,81.925,73.51,80.043,111.213,0.424,0.384,0.372,0.334,0.364,0.505,0.042,0.044,0.043,0.037,0.041,0.048,2.383,17.793,16.114,15.611,14.016,15.275,21.192,112.864,102.182,99.128,88.946,96.851,134.566,634.535,0.513,0.464,0.45,0.404,0.44,0.611,2.882
181,E00175208,190.892,251.613,198.612,119.695,196.005,154.083,0.693,0.913,0.721,0.434,0.711,0.559,0.069,0.105,0.083,0.048,0.08,0.053,4.031,17.192,22.649,17.886,10.767,17.638,13.868,230.976,304.447,240.317,144.829,237.163,186.438,1344.17,0.838,1.105,0.872,0.526,0.861,0.677,4.878
182,E00023600,79.005,68.692,52.735,62.058,51.791,84.754,0.799,0.694,0.533,0.627,0.524,0.857,0.079,0.08,0.061,0.069,0.059,0.082,4.034,19.807,17.204,13.213,15.543,12.99,21.244,95.595,83.116,63.808,75.089,62.666,102.551,482.825,0.966,0.84,0.645,0.759,0.633,1.037,4.881
183,E00023509,316.705,283.304,281.606,272.154,294.198,295.36,1.911,1.709,1.699,1.642,1.775,1.782,0.19,0.196,0.196,0.18,0.201,0.17,10.518,18.169,16.248,16.153,15.611,16.876,16.942,383.208,342.793,340.738,329.302,355.974,357.38,2109.395,2.312,2.068,2.056,1.987,2.148,2.156,12.728
184,E00023681,382.138,273.697,370.044,516.46,330.028,405.981,1.822,1.305,1.765,2.463,1.574,1.936,0.181,0.15,0.203,0.27,0.178,0.185,10.865,16.769,12.011,16.245,22.669,14.487,17.819,462.38,331.169,447.747,624.908,399.328,491.23,2756.761,2.205,1.579,2.135,2.98,1.904,2.343,13.146
185,E00023471,135.827,139.07,143.846,213.08,145.667,163.307,1.354,1.386,1.434,2.124,1.452,1.628,0.135,0.159,0.165,0.233,0.164,0.155,9.378,14.438,14.779,15.291,22.649,15.483,17.36,164.348,168.272,174.051,257.823,176.255,197.599,1138.348,1.638,1.678,1.735,2.57,1.757,1.97,11.348
186,E00024128,500.453,427.121,431.197,544.557,475.822,472.353,2.774,2.367,2.39,3.018,2.637,2.618,0.276,0.272,0.276,0.331,0.298,0.25,15.804,17.553,14.977,15.123,19.096,16.686,16.565,605.539,516.809,521.741,658.904,575.736,571.539,3450.269,3.356,2.864,2.892,3.652,3.191,3.168,19.122
187,E00023624,137.511,112.63,141.293,153.096,142.251,168.806,1.341,1.098,1.378,1.493,1.387,1.646,0.133,0.126,0.159,0.164,0.157,0.157,8.343,16.073,13.161,16.517,17.895,16.625,19.729,166.386,136.28,170.962,185.243,172.121,204.252,1035.245,1.622,1.329,1.667,1.806,1.678,1.991,10.093
188,E00023964,113.278,103.808,114.405,90.673,111.844,116.956,1.021,0.935,1.031,0.817,1.008,1.054,0.101,0.107,0.119,0.089,0.114,0.1,5.866,17.405,15.939,17.576,13.928,17.184,17.968,137.064,125.606,138.428,109.713,135.329,141.515,787.655,1.235,1.132,1.247,0.988,1.219,1.275,7.096
189,E00024085,93.584,112.698,90.878,106.205,93.977,106.311,0.654,0.788,0.635,0.743,0.657,0.743,0.065,0.091,0.073,0.081,0.074,0.071,4.22,15.498,18.673,15.047,17.607,15.569,17.607,113.235,136.363,109.961,128.506,113.711,128.634,730.41,0.792,0.954,0.769,0.899,0.795,0.899,5.107
190,E00024004,137.26,101.581,105.376,89.791,102.498,132.728,1.513,1.12,1.162,0.99,1.13,1.463,0.15,0.129,0.134,0.108,0.128,0.139,7.378,20.507,15.18,15.75,13.418,15.316,19.829,166.082,122.911,127.503,108.646,124.021,160.599,809.761,1.831,1.355,1.406,1.198,1.367,1.771,8.928
191,E00175270,201.469,183.676,208.299,295.447,184.691,281.843,1.703,1.552,1.76,2.497,1.561,2.382,0.169,0.178,0.203,0.273,0.176,0.227,11.455,14.867,13.549,15.364,21.798,13.627,20.794,243.774,222.245,252.038,357.486,223.473,341.025,1640.041,2.06,1.878,2.13,3.021,1.888,2.882,13.859
192,E00023481,152.743,146.313,159.147,237.289,158.556,185.674,1.194,1.144,1.245,1.856,1.24,1.452,0.119,0.131,0.144,0.203,0.14,0.138,8.131,14.685,14.07,15.312,22.826,15.25,17.858,184.816,177.036,192.565,287.116,191.85,224.662,1258.046,1.445,1.384,1.506,2.245,1.5,1.757,9.838
193,E00023565,164.124,153.203,148.66,169.693,136.854,187.181,1.095,1.023,0.992,1.133,0.913,1.249,0.109,0.118,0.114,0.124,0.103,0.119,6.405,17.096,15.972,15.488,17.689,14.254,19.5,198.587,185.373,179.876,205.326,165.591,226.486,1161.238,1.325,1.237,1.201,1.37,1.105,1.512,7.751
194,E00024135,398.238,318.039,362.663,553.423,338.468,359.888,3.4,2.715,3.096,4.725,2.89,3.073,0.338,0.312,0.357,0.517,0.327,0.293,19.899,17.086,13.644,15.559,23.745,14.523,15.443,481.861,384.822,438.816,669.632,409.54,435.458,2820.129,4.114,3.286,3.747,5.717,3.497,3.718,24.078
195,E00024047,71.645,62.779,66.761,64.385,56.098,90.452,0.91,0.797,0.848,0.818,0.712,1.149,0.09,0.092,0.098,0.09,0.08,0.11,5.234,17.386,15.227,16.202,15.629,13.603,21.953,86.689,75.961,80.78,77.905,67.878,109.445,498.658,1.101,0.965,1.026,0.989,0.862,1.39,6.332
196,E00023412,133.161,123.612,71.566,70.058,67.174,155.269,0.577,0.536,0.31,0.304,0.291,0.673,0.057,0.062,0.036,0.033,0.033,0.064,2.691,21.442,19.918,11.52,11.297,10.814,25.009,161.122,149.568,86.594,84.769,81.279,187.873,751.206,0.698,0.648,0.375,0.367,0.352,0.814,3.256
197,E00023662,255.324,224.475,222.74,254.18,226.157,279.222,1.466,1.289,1.279,1.46,1.299,1.604,0.146,0.148,0.147,0.16,0.147,0.153,8.397,17.459,15.351,15.232,17.387,15.47,19.102,308.938,271.611,269.512,307.553,273.646,337.854,1769.113,1.774,1.56,1.548,1.766,1.572,1.94,10.161
198,E00023734,137.094,141.449,168.911,125.683,160.988,142.327,0.793,0.818,0.977,0.727,0.931,0.823,0.079,0.094,0.113,0.08,0.105,0.078,5.069,15.644,16.137,19.274,14.342,18.367,16.236,165.881,171.151,204.379,152.074,194.793,172.213,1060.492,0.959,0.99,1.182,0.879,1.126,0.996,6.133
199,E00023826,650.021,548.198,409.619,443.52,401.639,799.29,3.497,2.949,2.204,2.386,2.161,4.3,0.348,0.339,0.254,0.261,0.244,0.41,17.497,19.986,16.854,12.596,13.637,12.351,24.576,786.514,663.31,495.632,536.651,485.976,967.127,3935.211,4.232,3.569,2.667,2.887,2.615,5.203,21.172
200,E00023975,119.358,130.286,114.212,91.667,111.22,118.391,0.38,0.415,0.364,0.292,0.354,0.377,0.038,0.048,0.042,0.032,0.04,0.036,2.182,17.415,19.019,16.682,13.382,16.224,17.278,144.421,157.644,138.195,110.915,134.574,143.251,829.0,0.46,0.502,0.44,0.353,0.429,0.456,2.642
201,E00023859,43.827,72.195,33.047,40.946,37.175,59.98,0.416,0.685,0.314,0.389,0.353,0.569,0.041,0.079,0.036,0.043,0.04,0.054,2.726,15.26,25.128,11.519,14.27,12.949,20.873,53.03,87.355,39.986,49.544,44.981,72.575,347.471,0.503,0.829,0.379,0.47,0.427,0.689,3.297
202,E00175265,48.813,55.049,42.322,27.771,34.175,43.497,0.415,0.468,0.36,0.236,0.291,0.37,0.041,0.054,0.042,0.026,0.033,0.035,2.14,19.393,21.869,16.822,11.028,13.598,17.29,59.063,66.608,51.209,33.602,41.351,52.631,304.464,0.503,0.567,0.436,0.286,0.352,0.448,2.591
203,E00023948,289.814,231.846,223.668,240.439,235.414,273.682,1.927,1.541,1.487,1.599,1.565,1.82,0.192,0.177,0.171,0.175,0.177,0.174,9.939,19.388,15.505,14.961,16.088,15.746,18.312,350.67,280.53,270.634,290.927,284.847,331.15,1808.758,2.331,1.865,1.799,1.934,1.894,2.202,12.026
204,E00023744,70.158,67.422,69.524,68.67,79.648,80.345,0.508,0.488,0.503,0.497,0.576,0.581,0.05,0.056,0.058,0.054,0.065,0.055,3.153,16.112,15.477,15.953,15.763,18.268,18.427,84.89,81.579,84.123,83.09,96.373,97.216,527.27,0.614,0.59,0.609,0.601,0.697,0.703,3.815
205,E00023518,183.212,159.085,160.77,152.266,157.814,169.84,1.749,1.519,1.535,1.453,1.506,1.621,0.174,0.175,0.177,0.159,0.17,0.155,9.383,18.64,16.189,16.359,15.485,16.05,17.276,221.683,192.49,194.529,184.239,190.952,205.503,1189.397,2.116,1.837,1.857,1.759,1.823,1.962,11.353
206,E00023666,275.132,234.999,258.272,318.533,271.942,323.766,1.603,1.369,1.505,1.856,1.584,1.886,0.159,0.157,0.173,0.203,0.179,0.18,9.803,16.352,13.965,15.352,18.933,16.158,19.239,332.905,284.345,312.505,385.419,329.045,391.751,2035.97,1.939,1.656,1.82,2.245,1.917,2.282,11.86
207,E00023825,289.46,264.023,201.125,199.195,204.267,320.069,1.979,1.805,1.375,1.362,1.397,2.188,0.197,0.207,0.159,0.149,0.158,0.209,10.106,19.582,17.861,13.606,13.477,13.823,21.651,350.242,319.463,243.358,241.022,247.16,387.278,1788.522,2.395,2.184,1.664,1.648,1.69,2.648,12.228
208,E00023521,232.687,181.514,211.172,210.02,199.64,225.336,2.614,2.039,2.373,2.36,2.243,2.532,0.26,0.234,0.274,0.258,0.254,0.241,14.161,18.459,14.399,16.757,16.665,15.839,17.88,281.547,219.629,255.514,254.121,241.561,272.653,1525.025,3.163,2.468,2.871,2.855,2.714,3.064,17.135
209,E00024076,94.767,104.473,79.099,83.424,75.307,99.587,0.44,0.485,0.367,0.387,0.349,0.462,0.044,0.056,0.042,0.042,0.039,0.044,2.49,17.671,19.478,14.739,15.542,14.016,18.554,114.666,126.411,95.708,100.942,91.12,120.499,649.346,0.532,0.586,0.444,0.468,0.423,0.559,3.012
210,E00023426,69.041,89.5,48.31,48.109,40.254,76.602,0.442,0.573,0.309,0.308,0.258,0.49,0.044,0.066,0.036,0.034,0.029,0.047,2.38,18.571,24.076,12.983,12.941,10.84,20.588,83.538,108.293,58.454,58.211,48.707,92.687,449.891,0.535,0.693,0.374,0.373,0.312,0.593,2.88
211,E00023753,68.687,64.608,68.591,64.89,79.203,75.41,0.529,0.498,0.529,0.5,0.61,0.581,0.053,0.057,0.061,0.055,0.069,0.055,3.247,16.292,15.337,16.292,15.399,18.787,17.893,83.11,78.175,82.994,78.516,95.834,91.245,509.873,0.641,0.603,0.64,0.605,0.739,0.703,3.93
212,E00024103,101.521,134.287,81.57,82.683,75.018,102.612,0.578,0.765,0.465,0.471,0.427,0.584,0.057,0.088,0.054,0.052,0.048,0.056,3.29,17.568,23.252,14.134,14.316,12.979,17.751,122.839,162.485,98.698,100.045,90.77,124.159,698.996,0.7,0.926,0.562,0.57,0.517,0.707,3.982
213,E00023973,137.455,139.095,133.858,121.879,135.881,145.304,0.803,0.812,0.782,0.712,0.793,0.848,0.08,0.093,0.09,0.078,0.09,0.081,4.75,16.905,17.095,16.463,14.989,16.695,17.853,166.318,168.303,161.966,147.471,164.414,175.815,984.287,0.971,0.983,0.946,0.861,0.96,1.027,5.747
214,E00023699,95.648,91.652,95.162,94.07,94.58,104.221,0.666,0.638,0.662,0.655,0.658,0.725,0.066,0.073,0.076,0.072,0.074,0.069,4.004,16.633,15.934,16.533,16.359,16.434,18.107,115.732,110.897,115.144,113.823,114.44,126.106,696.143,0.806,0.772,0.802,0.792,0.797,0.878,4.846
215,E00023618,309.596,274.754,301.7,280.615,314.529,329.793,1.756,1.559,1.712,1.592,1.784,1.871,0.175,0.179,0.197,0.174,0.202,0.178,10.274,17.092,15.174,16.663,15.495,17.364,18.211,374.606,332.448,365.052,339.539,380.575,399.044,2191.263,2.125,1.886,2.071,1.926,2.159,2.264,12.432
216,E00024137,545.465,417.521,461.97,635.409,423.298,477.915,2.965,2.27,2.511,3.454,2.301,2.598,0.295,0.261,0.289,0.378,0.26,0.248,16.099,18.417,14.1,15.597,21.455,14.293,16.138,660.003,505.193,558.976,768.834,512.183,578.269,3583.458,3.588,2.746,3.039,4.179,2.784,3.143,19.479
217,E00024100,93.404,98.488,79.008,86.293,73.458,105.223,0.761,0.803,0.644,0.703,0.599,0.857,0.076,0.092,0.074,0.077,0.068,0.082,4.367,17.426,18.388,14.747,16.098,13.717,19.624,113.017,119.169,95.598,104.413,88.883,127.318,648.398,0.921,0.971,0.779,0.851,0.724,1.037,5.284
218,E00023469,146.903,127.286,126.639,146.321,128.599,191.206,2.26,1.958,1.948,2.251,1.979,2.942,0.225,0.225,0.225,0.247,0.224,0.28,13.338,16.944,14.68,14.605,16.877,14.837,22.057,177.75,154.014,153.231,177.046,155.603,231.356,1048.999,2.735,2.37,2.357,2.724,2.394,3.559,16.139
219,E00023802,92.468,89.507,72.361,78.957,68.494,108.902,0.596,0.577,0.467,0.509,0.442,0.702,0.059,0.066,0.054,0.056,0.05,0.067,3.293,18.099,17.522,14.182,15.457,13.422,21.318,111.885,108.302,87.556,95.537,82.877,131.77,617.925,0.721,0.698,0.565,0.616,0.534,0.85,3.984
220,E00023883,70.393,54.058,50.34,47.352,45.014,79.755,0.567,0.435,0.405,0.381,0.362,0.642,0.056,0.05,0.047,0.042,0.041,0.061,2.792,20.308,15.58,14.506,13.646,12.966,22.994,85.174,65.409,60.911,57.295,54.466,96.502,419.757,0.685,0.526,0.49,0.461,0.438,0.777,3.378
221,E00023499,431.448,318.885,335.928,339.892,331.904,430.12,3.042,2.249,2.369,2.397,2.34,3.033,0.302,0.259,0.273,0.263,0.265,0.289,15.43,19.715,14.576,15.353,15.535,15.165,19.657,522.045,385.845,406.467,411.263,401.598,520.438,2647.656,3.681,2.721,2.866,2.9,2.832,3.67,18.67
222,E00023530,70.38,71.141,68.122,68.147,63.77,67.841,0.697,0.704,0.675,0.675,0.631,0.672,0.069,0.081,0.078,0.074,0.071,0.064,4.054,17.193,17.366,16.65,16.65,15.565,16.576,85.159,86.079,82.426,82.457,77.161,82.086,495.368,0.843,0.852,0.816,0.817,0.764,0.813,4.905
223,E00024077,67.989,58.062,63.427,90.87,55.877,81.553,0.562,0.48,0.524,0.751,0.462,0.674,0.056,0.055,0.06,0.082,0.052,0.064,3.453,16.276,13.901,15.175,21.749,13.38,19.519,82.266,70.254,76.746,109.951,67.61,98.678,505.504,0.68,0.581,0.634,0.909,0.559,0.816,4.179
224,E00023579,139.549,113.283,136.698,148.73,124.96,169.277,1.773,1.44,1.737,1.89,1.588,2.151,0.176,0.166,0.2,0.207,0.18,0.205,10.579,16.76,13.612,16.419,17.866,15.011,20.333,168.852,137.07,165.402,179.961,151.199,204.822,1007.307,2.146,1.742,2.102,2.287,1.921,2.603,12.8
225,E00024068,69.929,59.748,80.028,45.358,67.551,73.926,0.754,0.644,0.863,0.489,0.729,0.797,0.075,0.074,0.099,0.054,0.082,0.076,4.276,17.633,15.061,20.182,11.436,17.049,18.639,84.613,72.294,96.832,54.882,81.736,89.449,479.806,0.913,0.78,1.044,0.592,0.882,0.965,5.175
226,E00023838,414.488,313.527,337.686,427.969,373.023,392.984,3.274,2.477,2.667,3.381,2.947,3.104,0.325,0.285,0.307,0.37,0.333,0.296,17.85,18.342,13.877,14.941,18.941,16.51,17.389,501.523,379.362,408.594,517.835,451.351,475.504,2734.17,3.962,2.997,3.228,4.09,3.565,3.756,21.598
227,E00023882,186.111,137.622,141.724,123.358,167.25,198.355,0.648,0.479,0.494,0.43,0.583,0.691,0.064,0.055,0.057,0.047,0.066,0.066,3.325,19.489,14.406,14.857,12.932,17.534,20.782,225.191,166.52,171.484,149.261,202.37,240.006,1154.832,0.784,0.58,0.597,0.52,0.705,0.836,4.022
228,E00023803,52.113,44.913,36.828,40.82,38.02,63.935,0.462,0.398,0.327,0.362,0.337,0.567,0.046,0.046,0.038,0.04,0.038,0.054,2.453,18.834,16.225,13.331,14.757,13.738,23.115,63.056,54.344,44.561,49.391,46.004,77.36,334.716,0.559,0.482,0.395,0.438,0.408,0.686,2.968
229,E00023764,172.242,153.197,154.661,178.692,151.921,201.151,0.866,0.771,0.778,0.899,0.764,1.012,0.086,0.089,0.09,0.098,0.086,0.096,5.09,17.014,15.147,15.285,17.662,15.01,19.882,208.41,185.366,187.137,216.214,183.822,243.389,1224.338,1.048,0.932,0.941,1.088,0.925,1.224,6.159
230,E00175259,91.569,76.895,73.902,77.055,79.793,97.408,0.706,0.593,0.57,0.594,0.615,0.751,0.07,0.068,0.066,0.065,0.07,0.072,3.829,18.438,15.487,14.886,15.513,16.062,19.613,110.797,93.042,89.42,93.235,96.548,117.862,600.904,0.855,0.718,0.69,0.719,0.745,0.909,4.635
231,E00023769,54.232,41.01,46.179,48.878,51.896,61.615,0.507,0.383,0.432,0.457,0.485,0.576,0.05,0.044,0.05,0.05,0.055,0.055,2.84,17.852,13.486,15.211,16.092,17.077,20.282,65.62,49.621,55.876,59.142,62.793,74.553,367.605,0.613,0.464,0.522,0.553,0.587,0.697,3.436
232,E00175237,107.148,97.773,82.497,99.055,80.292,115.576,1.16,1.059,0.893,1.073,0.869,1.251,0.115,0.122,0.103,0.118,0.098,0.119,6.305,18.398,16.796,14.163,17.018,13.783,19.841,129.647,118.304,99.82,119.855,97.152,139.845,704.622,1.404,1.281,1.081,1.298,1.052,1.514,7.63
233,E00023930,2067.87,1399.612,1416.403,1312.252,1476.858,1387.907,3.106,2.103,2.128,1.971,2.219,2.085,0.309,0.242,0.245,0.216,0.251,0.199,13.612,22.818,15.45,15.633,14.48,16.302,15.317,2502.087,1693.506,1713.823,1587.802,1786.972,1679.343,10963.534,3.759,2.544,2.575,2.385,2.684,2.523,16.47
234,E00023931,703.527,563.137,700.62,694.564,750.05,593.218,2.566,2.054,2.556,2.533,2.736,2.164,0.255,0.236,0.295,0.277,0.309,0.206,14.609,17.565,14.06,17.496,17.339,18.728,14.813,851.255,681.386,847.738,840.41,907.547,717.783,4846.121,3.105,2.485,3.092,3.065,3.31,2.618,17.677
235,E00023576,191.34,158.067,182.941,212.133,165.52,241.119,1.692,1.398,1.618,1.876,1.464,2.132,0.168,0.161,0.187,0.205,0.165,0.203,10.18,16.621,13.733,15.894,18.428,14.381,20.943,231.518,191.258,221.355,256.677,200.276,291.75,1392.835,2.047,1.691,1.957,2.27,1.771,2.58,12.315
236,E00023827,612.762,498.32,355.49,388.25,365.53,781.737,4.165,3.387,2.416,2.639,2.484,5.313,0.414,0.389,0.279,0.289,0.281,0.507,20.404,20.413,16.6,11.841,12.934,12.174,26.039,741.431,602.959,430.137,469.776,442.285,945.888,3632.475,5.039,4.098,2.923,3.193,3.006,6.429,24.688
237,E00175188,77.722,75.782,73.94,80.156,73.724,93.53,0.768,0.749,0.731,0.793,0.729,0.925,0.076,0.086,0.084,0.087,0.082,0.088,4.695,16.358,15.953,15.57,16.89,15.527,19.702,94.042,91.695,89.466,96.987,89.205,113.17,574.565,0.93,0.907,0.885,0.959,0.882,1.119,5.681
238,E00023874,32.702,29.018,24.432,42.551,22.344,54.776,0.248,0.22,0.185,0.322,0.169,0.415,0.025,0.025,0.021,0.035,0.019,0.04,1.559,15.908,14.112,11.867,20.654,10.84,26.62,39.569,35.111,29.562,51.486,27.036,66.278,249.042,0.3,0.266,0.224,0.39,0.205,0.502,1.885
239,E00023506,285.425,235.126,227.285,215.171,246.774,260.204,2.22,1.829,1.768,1.674,1.92,2.024,0.221,0.21,0.204,0.183,0.217,0.193,11.435,19.414,15.995,15.461,14.639,16.791,17.7,345.359,284.498,275.011,260.353,298.592,314.842,1778.656,2.687,2.213,2.139,2.025,2.323,2.449,13.836
240,E00023839,1032.038,782.692,844.988,1158.615,841.008,943.883,3.153,2.391,2.581,3.539,2.569,2.883,0.313,0.275,0.298,0.388,0.29,0.275,17.116,18.421,13.969,15.079,20.677,15.009,16.844,1248.748,947.044,1022.421,1401.904,1017.605,1142.082,6779.804,3.815,2.893,3.123,4.282,3.109,3.489,20.71
241,E00024118,514.842,327.165,405.756,388.783,410.938,452.965,2.159,1.372,1.702,1.63,1.723,1.9,0.215,0.158,0.196,0.179,0.195,0.181,10.486,20.589,13.084,16.231,15.545,16.431,18.119,622.95,395.864,490.958,470.421,497.228,548.08,3025.5,2.612,1.66,2.059,1.973,2.085,2.298,12.688
242,E00023639,94.391,89.589,101.083,117.159,108.364,101.118,0.891,0.846,0.954,1.106,1.023,0.954,0.089,0.097,0.11,0.121,0.116,0.091,5.774,15.431,14.652,16.522,19.155,17.717,16.522,114.211,108.401,122.309,141.76,131.119,122.351,740.151,1.078,1.023,1.154,1.338,1.238,1.155,6.986
243,E00023655,100.402,76.004,87.295,74.225,78.122,93.421,0.99,0.749,0.86,0.732,0.77,0.921,0.098,0.086,0.099,0.08,0.087,0.088,5.022,19.713,14.914,17.125,14.576,15.333,18.339,121.485,91.964,105.625,89.811,94.526,113.038,616.449,1.197,0.906,1.041,0.885,0.932,1.114,6.076
244,E00023448,74.135,90.444,49.426,47.252,55.006,81.583,0.423,0.516,0.282,0.269,0.314,0.465,0.042,0.059,0.033,0.029,0.035,0.044,2.269,18.643,22.741,12.428,11.855,13.839,20.494,89.702,109.436,59.805,57.174,66.556,98.714,481.387,0.511,0.624,0.341,0.326,0.379,0.563,2.744
245,E00023995,98.158,93.286,91.675,84.541,95.318,109.375,1.204,1.144,1.124,1.037,1.169,1.341,0.12,0.131,0.13,0.114,0.132,0.128,7.019,17.153,16.299,16.014,14.774,16.655,19.105,118.769,112.874,110.925,102.293,115.333,132.342,692.537,1.456,1.384,1.36,1.254,1.414,1.623,8.492
246,E00023914,112.849,82.887,87.48,89.101,82.002,119.797,0.803,0.59,0.622,0.634,0.583,0.852,0.08,0.068,0.072,0.069,0.066,0.081,4.084,19.662,14.447,15.23,15.524,14.275,20.862,136.545,100.292,105.849,107.811,99.221,144.952,694.67,0.971,0.713,0.753,0.767,0.706,1.031,4.941
247,E00023551,67.78,86.382,57.78,62.517,52.547,76.186,0.67,0.854,0.571,0.618,0.519,0.753,0.067,0.098,0.066,0.068,0.059,0.072,3.985,16.813,21.43,14.329,15.508,13.024,18.896,82.013,104.521,69.913,75.644,63.581,92.184,487.855,0.81,1.033,0.691,0.748,0.628,0.911,4.821
248,E00023945,1205.717,1039.475,1410.747,887.496,1214.917,997.699,1.62,1.397,1.896,1.192,1.632,1.341,0.161,0.161,0.219,0.131,0.184,0.128,9.078,17.845,15.389,20.886,13.131,17.978,14.772,1458.897,1257.747,1706.979,1073.855,1470.028,1207.198,8174.704,1.96,1.69,2.294,1.443,1.975,1.622,10.984
249,E00023545,79.267,82.018,68.24,62.461,57.582,93.049,0.764,0.791,0.658,0.602,0.555,0.897,0.076,0.091,0.076,0.066,0.063,0.086,4.267,17.905,18.538,15.421,14.108,13.007,21.022,95.912,99.24,82.569,75.577,69.673,112.588,535.559,0.925,0.957,0.796,0.728,0.672,1.085,5.162
250,E00023821,336.949,276.941,222.879,228.253,227.913,397.549,2.611,2.146,1.727,1.769,1.766,3.08,0.259,0.247,0.199,0.194,0.2,0.294,13.099,19.933,16.383,13.184,13.505,13.482,23.513,407.702,335.094,269.68,276.182,275.771,481.027,2045.456,3.159,2.596,2.09,2.14,2.137,3.727,15.849
251,E00023863,79.201,75.818,68.729,69.106,63.195,91.392,0.603,0.578,0.524,0.527,0.481,0.696,0.06,0.066,0.06,0.058,0.054,0.066,3.409,17.688,16.955,15.371,15.459,14.11,20.417,95.832,91.738,83.161,83.617,76.465,110.583,541.396,0.73,0.699,0.634,0.637,0.583,0.843,4.125
252,E00023956,183.377,164.772,163.134,155.397,168.396,151.35,2.164,1.944,1.925,1.833,1.987,1.786,0.215,0.223,0.222,0.201,0.225,0.17,11.639,18.593,16.702,16.539,15.749,17.072,15.345,221.883,199.371,197.389,188.028,203.756,183.131,1193.558,2.618,2.352,2.329,2.218,2.404,2.161,14.082
253,E00024072,48.338,40.19,43.173,45.764,40.197,60.042,0.395,0.329,0.353,0.374,0.329,0.491,0.039,0.038,0.041,0.041,0.037,0.047,2.271,17.393,14.487,15.544,16.469,14.487,21.62,58.488,48.629,52.239,55.374,48.638,72.65,336.017,0.478,0.398,0.427,0.453,0.398,0.594,2.749
254,E00023969,88.65,98.263,83.653,77.238,84.621,94.027,1.155,1.28,1.09,1.006,1.103,1.225,0.115,0.147,0.126,0.11,0.125,0.117,6.859,16.839,18.662,15.892,14.667,16.081,17.86,107.265,118.897,101.219,93.457,102.39,113.771,636.998,1.398,1.549,1.319,1.218,1.334,1.482,8.3
255,E00023476,192.188,174.099,186.986,191.989,196.813,239.698,1.149,1.041,1.118,1.148,1.177,1.434,0.114,0.12,0.129,0.126,0.133,0.137,7.067,16.259,14.73,15.82,16.245,16.655,20.291,232.544,210.657,226.25,232.303,238.14,290.03,1429.925,1.391,1.26,1.353,1.389,1.424,1.735,8.552
