,OA,[%_of_OA_total] - [per_effective_area_square_meter] - worker,[%_of_OA_total] - [per_effective_area_square_meter] - student,[%_of_OA_total] - [per_effective_area_square_meter] - tourist,[%_of_OA_total] - [per_effective_area_square_meter] - shopper,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[%_of_OA_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - chorer
472,E00023708,17.767,17.325,18.479,12.393,17.816,16.221,17.767,17.325,18.479,12.393,17.816,16.221
473,E00023414,19.79,20.227,11.927,13.499,11.49,23.067,19.79,20.227,11.927,13.499,11.49,23.067
474,E00175247,16.118,16.713,15.464,15.999,17.744,17.962,16.118,16.713,15.464,15.999,17.744,17.962
475,E00023447,16.973,15.201,15.491,15.427,16.457,20.451,16.973,15.201,15.491,15.427,16.457,20.451
476,E00023495,21.306,15.433,14.726,14.031,13.652,20.851,21.306,15.433,14.726,14.031,13.652,20.851
477,E00023905,18.779,16.47,15.495,15.239,15.085,18.933,18.779,16.47,15.495,15.239,15.085,18.933
478,E00024101,17.359,16.038,15.33,17.282,14.258,19.732,17.359,16.038,15.33,17.282,14.258,19.732
479,E00024033,19.335,15.11,15.11,18.337,13.452,18.657,19.335,15.11,15.11,18.337,13.452,18.657
480,E00023577,20.113,16.155,14.848,14.539,15.748,18.597,20.113,16.155,14.848,14.539,15.748,18.597
481,E00023688,19.079,17.948,17.434,13.551,15.042,16.945,19.079,17.948,17.434,13.551,15.042,16.945
482,E00175199,17.764,15.072,14.162,16.132,15.386,21.483,17.764,15.072,14.162,16.132,15.386,21.483
483,E00023605,18.771,18.335,13.268,15.407,13.621,20.598,18.771,18.335,13.268,15.407,13.621,20.598
484,E00023684,18.921,13.634,16.989,13.714,15.727,21.014,18.921,13.634,16.989,13.714,15.727,21.014
485,E00023749,17.473,22.602,13.261,13.303,14.178,19.183,17.473,22.602,13.261,13.303,14.178,19.183
486,E00175216,19.123,17.693,15.607,12.928,15.976,18.673,19.123,17.693,15.607,12.928,15.976,18.673
487,E00023763,18.795,15.097,16.074,14.143,16.074,19.819,18.795,15.097,16.074,14.143,16.074,19.819
488,E00023890,16.263,15.985,13.333,15.707,13.131,25.581,16.263,15.985,13.333,15.707,13.131,25.581
489,E00023811,20.198,16.852,12.097,11.466,12.657,26.73,20.198,16.852,12.097,11.466,12.657,26.73
490,E00024065,17.549,15.509,19.219,12.291,16.441,18.991,17.549,15.509,19.219,12.291,16.441,18.991
491,E00023424,19.86,18.847,13.512,13.785,11.449,22.547,19.86,18.847,13.512,13.785,11.449,22.547
492,E00175186,17.584,14.984,16.29,15.473,16.931,18.738,17.584,14.984,16.29,15.473,16.931,18.738
493,E00023629,15.547,13.862,16.443,17.125,17.637,19.386,15.547,13.862,16.443,17.125,17.637,19.386
494,E00175187,18.294,15.509,16.051,15.591,16.126,18.43,18.294,15.509,16.051,15.591,16.126,18.43
495,E00023946,19.21,15.262,18.065,14.254,16.185,17.023,19.21,15.262,18.065,14.254,16.185,17.023
496,E00023978,18.773,23.193,13.521,13.781,13.885,16.849,18.773,23.193,13.521,13.781,13.885,16.849
497,E00023526,19.445,14.232,15.179,16.249,16.127,18.768,19.445,14.232,15.179,16.249,16.127,18.768
498,E00023832,18.719,15.748,13.222,16.811,13.62,21.88,18.719,15.748,13.222,16.811,13.62,21.88
499,E00023898,20.111,14.355,15.049,15.257,12.413,22.816,20.111,14.355,15.049,15.257,12.413,22.816
500,E00023819,21.29,17.231,11.957,10.994,12.183,26.344,21.29,17.231,11.957,10.994,12.183,26.344
501,E00175238,16.717,16.476,14.146,17.363,13.65,21.648,16.717,16.476,14.146,17.363,13.65,21.648
502,E00175197,16.82,14.806,13.753,18.243,14.414,21.963,16.82,14.806,13.753,18.243,14.414,21.963
503,E00024037,17.568,14.17,15.544,15.283,14.56,22.874,17.568,14.17,15.544,15.283,14.56,22.874
504,E00023445,18.813,21.346,11.722,12.663,11.505,23.951,18.813,21.346,11.722,12.663,11.505,23.951
505,E00024055,17.461,14.101,15.555,16.708,16.006,20.169,17.461,14.101,15.555,16.708,16.006,20.169
506,E00023877,17.331,15.007,14.83,17.707,14.498,20.629,17.331,15.007,14.83,17.707,14.498,20.629
507,E00023531,16.75,16.794,14.594,18.602,14.572,18.689,16.75,16.794,14.594,18.602,14.572,18.689
508,E00023630,17.107,15.457,16.198,14.764,17.304,19.169,17.107,15.457,16.198,14.764,17.304,19.169
509,E00023635,16.105,16.464,16.575,15.967,16.381,18.508,16.105,16.464,16.575,15.967,16.381,18.508
510,E00175185,16.319,15.935,16.155,15.551,16.621,19.419,16.319,15.935,16.155,15.551,16.621,19.419
511,E00023757,17.287,14.339,14.793,19.051,13.529,21.001,17.287,14.339,14.793,19.051,13.529,21.001
512,E00023648,19.415,14.894,15.909,15.49,16.103,18.19,19.415,14.894,15.909,15.49,16.103,18.19
513,E00023463,16.121,15.875,15.455,17.89,15.244,19.415,16.121,15.875,15.455,17.89,15.244,19.415
514,E00175233,16.298,17.84,14.126,17.759,13.152,20.824,16.298,17.84,14.126,17.759,13.152,20.824
515,E00023446,16.627,17.619,12.111,17.448,13.821,22.374,16.627,17.619,12.111,17.448,13.821,22.374
516,E00024025,17.868,14.398,15.832,15.716,16.133,20.053,17.868,14.398,15.832,15.716,16.133,20.053
517,E00023651,17.87,14.966,16.769,16.564,16.779,17.052,17.87,14.966,16.769,16.564,16.779,17.052
518,E00023429,18.764,19.568,12.833,14.8,13.276,20.759,18.764,19.568,12.833,14.8,13.276,20.759
519,E00023862,16.761,19.142,13.079,16.717,11.997,22.304,16.761,19.142,13.079,16.717,11.997,22.304
520,E00175244,19.102,15.481,14.062,15.46,15.841,20.055,19.102,15.481,14.062,15.46,15.841,20.055
521,E00024107,17.553,19.283,14.66,15.105,14.265,19.135,17.553,19.283,14.66,15.105,14.265,19.135
522,E00023636,16.495,13.694,19.588,13.908,18.207,18.109,16.495,13.694,19.588,13.908,18.207,18.109
523,E00023846,19.595,15.474,15.103,15.332,15.292,19.204,19.595,15.474,15.103,15.332,15.292,19.204
524,E00023637,16.906,14.126,19.879,12.496,19.463,17.13,16.906,14.126,19.879,12.496,19.463,17.13
525,E00175274,18.517,16.393,15.537,16.319,12.817,20.417,18.517,16.393,15.537,16.319,12.817,20.417
526,E00023431,18.356,20.879,13.876,14.354,12.44,20.096,18.356,20.879,13.876,14.354,12.44,20.096
527,E00023740,17.373,15.468,16.558,15.017,17.891,17.692,17.373,15.468,16.558,15.017,17.891,17.692
528,E00023967,16.8,18.049,15.607,14.961,16.281,18.302,16.8,18.049,15.607,14.961,16.281,18.302
529,E00023554,17.169,21.683,13.834,14.913,12.141,20.26,17.169,21.683,13.834,14.913,12.141,20.26
530,E00023923,20.221,20.098,17.279,13.235,11.765,17.402,20.221,20.098,17.279,13.235,11.765,17.402
531,E00023837,21.119,16.272,11.343,12.158,13.75,25.358,21.119,16.272,11.343,12.158,13.75,25.358
532,E00023804,17.094,16.508,13.595,17.462,13.26,22.083,17.094,16.508,13.595,17.462,13.26,22.083
533,E00023816,19.847,18.656,15.061,9.913,13.891,22.633,19.847,18.656,15.061,9.913,13.891,22.633
534,E00023897,20.626,14.311,14.948,14.195,13.557,22.364,20.626,14.311,14.948,14.195,13.557,22.364
535,E00023958,19.659,18.791,16.013,14.449,17.312,13.776,19.659,18.791,16.013,14.449,17.312,13.776
536,E00023750,15.329,13.887,18.245,17.053,19.248,16.238,15.329,13.887,18.245,17.053,19.248,16.238
537,E00023813,18.783,16.226,15.56,15.184,15.683,18.564,18.783,16.226,15.56,15.184,15.683,18.564
538,E00023823,17.581,16.336,15.298,17.64,15.814,17.331,17.581,16.336,15.298,17.64,15.814,17.331
539,E00023892,16.915,14.541,14.987,17.183,17.442,18.932,16.915,14.541,14.987,17.183,17.442,18.932
540,E00023938,20.685,14.482,19.383,12.463,17.671,15.316,20.685,14.482,19.383,12.463,17.671,15.316
541,E00023439,16.785,15.053,15.365,15.564,16.444,20.79,16.785,15.053,15.365,15.564,16.444,20.79
542,E00175256,17.528,17.118,14.25,13.385,16.025,21.694,17.528,17.118,14.25,13.385,16.025,21.694
543,E00023435,16.756,18.866,16.756,13.612,15.515,18.494,16.756,18.866,16.756,13.612,15.515,18.494
544,E00023661,19.66,16.517,14.906,14.828,15.506,18.583,19.66,16.517,14.906,14.828,15.506,18.583
545,E00023960,15.688,13.617,17.427,17.211,22.945,13.111,15.688,13.617,17.427,17.211,22.945,13.111
546,E00023876,16.233,16.293,14.173,17.323,12.962,23.016,16.233,16.293,14.173,17.323,12.962,23.016
547,E00023633,15.564,14.125,19.376,14.672,20.196,16.067,15.564,14.125,19.376,14.672,20.196,16.067
548,E00023640,16.783,13.111,17.921,13.404,18.656,20.125,16.783,13.111,17.921,13.404,18.656,20.125
549,E00023729,15.757,17.553,19.804,13.027,19.636,14.224,15.757,17.553,19.804,13.027,19.636,14.224
550,E00023775,19.349,14.678,13.239,16.759,13.15,22.825,19.349,14.678,13.239,16.759,13.15,22.825
551,E00024034,18.923,18.546,14.541,14.51,13.788,19.692,18.923,18.546,14.541,14.51,13.788,19.692
552,E00175221,18.697,15.415,17.852,14.272,13.774,19.99,18.697,15.415,17.852,14.272,13.774,19.99
553,E00023888,16.142,16.489,13.552,18.848,12.951,22.017,16.142,16.489,13.552,18.848,12.951,22.017
554,E00175266,15.292,15.255,14.868,21.085,13.023,20.476,15.292,15.255,14.868,21.085,13.023,20.476
555,E00023715,16.699,15.073,14.245,18.372,14.165,21.447,16.699,15.073,14.245,18.372,14.165,21.447
556,E00023809,17.5,15.385,14.423,15.321,15.449,21.923,17.5,15.385,14.423,15.321,15.449,21.923
557,E00175252,18.908,16.309,14.792,15.733,14.966,19.292,18.908,16.309,14.792,15.733,14.966,19.292
558,E00023456,17.986,12.282,16.647,11.467,14.959,26.659,17.986,12.282,16.647,11.467,14.959,26.659
559,E00023778,19.253,14.322,13.291,16.383,13.43,23.321,19.253,14.322,13.291,16.383,13.43,23.321
560,E00023994,17.943,16.195,15.747,14.257,16.235,19.623,17.943,16.195,15.747,14.257,16.235,19.623
561,E00024050,17.489,14.176,16.284,17.946,15.817,18.289,17.489,14.176,16.284,17.946,15.817,18.289
562,E00023527,21.415,14.87,14.377,15.555,14.076,19.708,21.415,14.87,14.377,15.555,14.076,19.708
563,E00023659,17.653,16.904,15.456,15.581,14.457,19.95,17.653,16.904,15.456,15.581,14.457,19.95
564,E00023943,21.801,14.248,16.257,15.211,15.849,16.634,21.801,14.248,16.257,15.211,15.849,16.634
565,E00023768,17.922,15.126,15.582,14.326,16.039,21.005,17.922,15.126,15.582,14.326,16.039,21.005
566,E00023436,18.93,16.667,13.374,14.54,13.1,23.388,18.93,16.667,13.374,14.54,13.1,23.388
567,E00023606,16.381,13.954,15.22,16.902,16.217,21.325,16.381,13.954,15.22,16.902,16.217,21.325
568,E00023496,20.064,14.499,15.079,15.863,14.353,20.141,20.064,14.499,15.079,15.863,14.353,20.141
569,E00023687,16.527,13.554,17.078,20.911,15.081,16.848,16.527,13.554,17.078,20.911,15.081,16.848
570,E00175222,16.63,18.511,14.937,15.799,15.423,18.699,16.63,18.511,14.937,15.799,15.423,18.699
571,E00175196,19.256,12.611,15.929,21.641,16.153,14.41,19.256,12.611,15.929,21.641,16.153,14.41
572,E00023824,19.41,17.53,14.862,13.862,15.011,19.325,19.41,17.53,14.862,13.862,15.011,19.325
573,E00023906,18.772,14.027,14.375,14.585,12.98,25.262,18.772,14.027,14.375,14.585,12.98,25.262
574,E00023907,20.93,14.698,15.674,13.628,13.256,21.814,20.93,14.698,15.674,13.628,13.256,21.814
575,E00175220,18.047,14.945,15.222,16.87,13.92,20.997,18.047,14.945,15.222,16.87,13.92,20.997
576,E00023848,20.225,18.226,12.49,9.752,12.706,26.601,20.225,18.226,12.49,9.752,12.706,26.601
577,E00024119,21.954,13.467,15.823,14.351,17.867,16.537,21.954,13.467,15.823,14.351,17.867,16.537
578,E00023628,17.484,14.53,18.114,13.674,18.901,17.297,17.484,14.53,18.114,13.674,18.901,17.297
579,E00023812,20.795,16.709,14.276,12.489,14.209,21.521,20.795,16.709,14.276,12.489,14.209,21.521
580,E00023893,17.325,14.804,14.815,17.778,14.211,21.067,17.325,14.804,14.815,17.778,14.211,21.067
581,E00023465,17.057,13.696,14.669,16.232,15.465,22.881,17.057,13.696,14.669,16.232,15.465,22.881
582,E00023522,19.039,15.45,17.015,14.914,15.788,17.794,19.039,15.45,17.015,14.914,15.788,17.794
583,E00175232,16.59,15.828,14.218,18.446,13.413,21.504,16.59,15.828,14.218,18.446,13.413,21.504
584,E00024130,19.368,15.604,14.982,17.737,15.353,16.957,19.368,15.604,14.982,17.737,15.353,16.957
585,E00023470,15.275,17.263,15.427,17.869,16.563,17.604,15.275,17.263,15.427,17.869,16.563,17.604
586,E00023596,16.222,14.35,14.191,16.496,16.381,22.36,16.222,14.35,14.191,16.496,16.381,22.36
587,E00023517,17.874,15.648,14.998,17.766,14.36,19.355,17.874,15.648,14.998,17.766,14.36,19.355
588,E00023878,17.698,18.187,14.224,15.527,12.486,21.878,17.698,18.187,14.224,15.527,12.486,21.878
589,E00023669,16.496,12.533,18.222,20.9,15.996,15.853,16.496,12.533,18.222,20.9,15.996,15.853
590,E00023480,16.131,19.16,16.98,13.515,16.934,17.279,16.131,19.16,16.98,13.515,16.934,17.279
591,E00023454,19.808,14.512,15.472,14.798,15.135,20.275,19.808,14.512,15.472,14.798,15.135,20.275
592,E00023785,17.684,17.84,13.263,15.258,14.006,21.948,17.684,17.84,13.263,15.258,14.006,21.948
593,E00023560,15.074,14.206,15.969,19.629,16.362,18.761,15.074,14.206,15.969,19.629,16.362,18.761
594,E00023566,15.675,14.603,15.803,19.169,14.382,20.368,15.675,14.603,15.803,19.169,14.382,20.368
595,E00024022,19.277,15.999,15.134,14.778,15.072,19.74,19.277,15.999,15.134,14.778,15.072,19.74
596,E00023425,20.474,16.126,13.36,13.729,11.621,24.69,20.474,16.126,13.36,13.729,11.621,24.69
597,E00023704,17.982,18.107,15.995,12.952,15.773,19.191,17.982,18.107,15.995,12.952,15.773,19.191
598,E00023671,17.845,12.922,16.642,17.485,16.964,18.142,17.845,12.922,16.642,17.485,16.964,18.142
599,E00024053,18.578,14.434,17.232,14.773,16.681,18.302,18.578,14.434,17.232,14.773,16.681,18.302
600,E00023904,19.008,19.945,14.986,14.766,13.884,17.41,19.008,19.945,14.986,14.766,13.884,17.41
601,E00023847,20.43,17.566,13.208,9.663,12.227,26.906,20.43,17.566,13.208,9.663,12.227,26.906
602,E00023985,17.18,13.702,15.671,16.536,17.012,19.899,17.18,13.702,15.671,16.536,17.012,19.899
603,E00023835,18.198,14.262,15.005,19.016,15.708,17.811,18.198,14.262,15.005,19.016,15.708,17.811
604,E00175227,19.203,18.983,14.167,13.655,14.606,19.386,19.203,18.983,14.167,13.655,14.606,19.386
605,E00023955,15.167,14.39,16.647,22.209,17.731,13.855,15.167,14.39,16.647,22.209,17.731,13.855
606,E00023528,21.192,14.154,15.081,15.081,14.657,19.833,21.192,14.154,15.081,15.081,14.657,19.833
607,E00175249,20.511,15.05,17.081,15.158,14.943,17.256,20.511,15.05,17.081,15.158,14.943,17.256
608,E00023933,15.704,14.107,17.237,20.075,18.443,14.434,15.704,14.107,17.237,20.075,18.443,14.434
609,E00175254,17.956,17.16,15.033,15.311,16.186,18.354,17.956,17.16,15.033,15.311,16.186,18.354
610,E00023828,19.027,14.836,14.587,18.293,15.528,17.73,19.027,14.836,14.587,18.293,15.528,17.73
611,E00023608,19.327,16.845,13.887,15.179,14.567,20.194,19.327,16.845,13.887,15.179,14.567,20.194
612,E00175192,16.022,14.902,15.653,19.115,19.758,14.55,16.022,14.902,15.653,19.115,19.758,14.55
613,E00023689,20.288,16.43,15.556,13.952,15.78,17.994,20.288,16.43,15.556,13.952,15.78,17.994
614,E00023538,18.614,19.541,14.956,11.627,14.738,20.524,18.614,19.541,14.956,11.627,14.738,20.524
615,E00023571,14.966,14.875,15.077,20.837,14.107,20.139,14.966,14.875,15.077,20.837,14.107,20.139
616,E00023902,19.891,18.441,15.179,11.826,14.137,20.526,19.891,18.441,15.179,11.826,14.137,20.526
617,E00024006,18.9,15.599,15.794,16.092,15.575,18.04,18.9,15.599,15.794,16.092,15.575,18.04
618,E00023449,19.511,16.667,13.789,14.604,12.991,22.438,19.511,16.667,13.789,14.604,12.991,22.438
619,E00023929,16.93,14.225,17.568,16.273,21.321,13.682,16.93,14.225,17.568,16.273,21.321,13.682
620,E00023421,18.73,25.673,12.157,12.281,10.057,21.102,18.73,25.673,12.157,12.281,10.057,21.102
621,E00023843,19.451,14.526,13.908,16.556,15.725,19.834,19.451,14.526,13.908,16.556,15.725,19.834
622,E00023561,14.573,15.025,15.648,19.143,16.412,19.199,14.573,15.025,15.648,19.143,16.412,19.199
623,E00175205,18.16,18.009,17.671,11.117,15.756,19.286,18.16,18.009,17.671,11.117,15.756,19.286
624,E00023537,17.295,16.287,15.951,14.382,14.083,22.002,17.295,16.287,15.951,14.382,14.083,22.002
625,E00023951,19.376,16.197,15.337,15.177,15.267,18.646,19.376,16.197,15.337,15.177,15.267,18.646
626,E00024116,21.578,13.421,15.161,16.171,16.019,17.651,21.578,13.421,15.161,16.171,16.019,17.651
627,E00023660,18.167,15.595,14.6,16.798,14.6,20.241,18.167,15.595,14.6,16.798,14.6,20.241
628,E00175228,18.029,16.557,14.507,15.414,15.44,20.053,18.029,16.557,14.507,15.414,15.44,20.053
629,E00023450,17.184,16.016,15.674,16.472,14.249,20.405,17.184,16.016,15.674,16.472,14.249,20.405
630,E00023638,16.933,15.093,16.605,15.205,17.037,19.127,16.933,15.093,16.605,15.205,17.037,19.127
631,E00023966,17.764,16.657,15.703,14.081,16.276,19.519,17.764,16.657,15.703,14.081,16.276,19.519
632,E00024018,18.109,15.444,14.527,14.556,13.897,23.467,18.109,15.444,14.527,14.556,13.897,23.467
633,E00023585,15.999,15.411,14.115,16.586,16.621,21.268,15.999,15.411,14.115,16.586,16.621,21.268
634,E00175234,15.823,13.503,14.944,17.221,16.808,21.701,15.823,13.503,14.944,17.221,16.808,21.701
635,E00023477,16.705,14.309,14.22,17.602,15.072,22.093,16.705,14.309,14.22,17.602,15.072,22.093
636,E00023702,16.315,14.282,19.06,15.417,19.351,15.576,16.315,14.282,19.06,15.417,19.351,15.576
637,E00023783,18.234,20.54,11.802,15.382,11.62,22.421,18.234,20.54,11.802,15.382,11.62,22.421
638,E00024087,17.744,22.97,12.218,13.421,12.143,21.504,17.744,22.97,12.218,13.421,12.143,21.504
639,E00023980,17.706,17.321,19.938,11.855,19.092,14.088,17.706,17.321,19.938,11.855,19.092,14.088
640,E00175261,17.694,21.604,13.935,13.434,13.333,20.0,17.694,21.604,13.935,13.434,13.333,20.0
641,E00023774,16.817,18.029,14.978,16.113,15.956,18.107,16.817,18.029,14.978,16.113,15.956,18.107
642,E00023870,15.895,17.661,14.595,16.961,13.762,21.126,15.895,17.661,14.595,16.961,13.762,21.126
643,E00175189,18.933,12.858,16.131,22.433,14.468,15.177,18.933,12.858,16.131,22.433,14.468,15.177
644,E00023498,19.223,15.16,15.338,14.899,14.932,20.448,19.223,15.16,15.338,14.899,14.932,20.448
645,E00023558,16.998,14.367,17.435,18.077,16.525,16.598,16.998,14.367,17.435,18.077,16.525,16.598
646,E00024032,18.822,15.589,16.194,16.637,16.582,16.176,18.822,15.589,16.194,16.637,16.582,16.176
647,E00023486,17.977,15.595,16.786,16.043,16.088,17.511,17.977,15.595,16.786,16.043,16.088,17.511
648,E00023419,18.046,22.744,12.453,13.386,11.745,21.626,18.046,22.744,12.453,13.386,11.745,21.626
649,E00023997,16.951,17.859,16.28,14.505,16.378,18.027,16.951,17.859,16.28,14.505,16.378,18.027
650,E00023900,19.588,13.109,13.67,10.524,23.09,20.019,19.588,13.109,13.67,10.524,23.09,20.019
651,E00023891,18.507,15.017,14.653,15.833,15.781,20.208,18.507,15.017,14.653,15.833,15.781,20.208
652,E00023810,19.361,17.03,12.367,16.219,12.671,22.352,19.361,17.03,12.367,16.219,12.671,22.352
653,E00023432,23.039,23.833,10.725,9.732,11.221,21.45,23.039,23.833,10.725,9.732,11.221,21.45
654,E00023844,19.325,14.587,14.42,17.34,15.255,19.072,19.325,14.587,14.42,17.34,15.255,19.072
655,E00023613,16.122,13.537,15.548,16.218,17.917,20.658,16.122,13.537,15.548,16.218,17.917,20.658
656,E00023692,20.528,13.874,17.268,11.584,20.124,16.622,20.528,13.874,17.268,11.584,20.124,16.622
657,E00023903,20.297,16.589,14.041,12.651,13.392,23.031,20.297,16.589,14.041,12.651,13.392,23.031
658,E00175236,15.858,14.201,13.547,18.619,14.113,23.663,15.858,14.201,13.547,18.619,14.113,23.663
659,E00023665,17.321,15.046,15.986,17.503,15.261,18.884,17.321,15.046,15.986,17.503,15.261,18.884
660,E00023869,15.877,20.537,13.639,16.087,13.691,20.169,15.877,20.537,13.639,16.087,13.691,20.169
661,E00023650,15.927,15.119,18.817,14.035,19.281,16.821,15.927,15.119,18.817,14.035,19.281,16.821
662,E00023614,19.367,16.395,14.821,14.938,14.705,19.775,19.367,16.395,14.821,14.938,14.705,19.775
663,E00023695,15.424,16.143,17.435,16.012,17.255,17.73,15.424,16.143,17.435,16.012,17.255,17.73
664,E00175219,21.277,13.453,15.15,13.84,15.077,21.203,21.277,13.453,15.15,13.84,15.077,21.203
665,E00023709,19.249,19.206,16.944,11.566,13.871,19.163,19.249,19.206,16.944,11.566,13.871,19.163
666,E00023788,16.834,17.732,14.896,18.019,15.47,17.05,16.834,17.732,14.896,18.019,15.47,17.05
667,E00024123,18.794,17.514,14.523,15.926,14.905,18.338,18.794,17.514,14.523,15.926,14.905,18.338
668,E00023623,17.838,14.922,16.565,16.366,16.537,17.772,17.838,14.922,16.565,16.366,16.537,17.772
669,E00023590,17.47,17.26,13.05,17.7,13.615,20.905,17.47,17.26,13.05,17.7,13.615,20.905
670,E00023511,17.554,18.947,13.897,15.887,13.433,20.282,17.554,18.947,13.897,15.887,13.433,20.282
671,E00024099,18.412,28.493,14.036,12.22,11.637,15.203,18.412,28.493,14.036,12.22,11.637,15.203
672,E00024041,17.638,14.653,16.512,15.1,14.582,21.515,17.638,14.653,16.512,15.1,14.582,21.515
673,E00023504,18.668,14.722,15.968,16.281,15.661,18.701,18.668,14.722,15.968,16.281,15.661,18.701
674,E00023972,16.845,17.861,18.021,14.492,17.219,15.561,16.845,17.861,18.021,14.492,17.219,15.561
675,E00023668,16.607,12.585,16.706,22.105,15.614,16.383,16.607,12.585,16.706,22.105,15.614,16.383
676,E00023573,16.663,14.951,14.941,19.567,14.26,19.617,16.663,14.951,14.941,19.567,14.26,19.617
677,E00175212,22.292,13.6,14.783,14.806,17.15,17.37,22.292,13.6,14.783,14.806,17.15,17.37
678,E00024091,17.301,23.387,14.257,13.53,14.985,16.54,17.301,23.387,14.257,13.53,14.985,16.54
679,E00024010,19.154,15.16,14.723,13.908,15.379,21.677,19.154,15.16,14.723,13.908,15.379,21.677
680,E00023901,17.935,13.211,15.223,14.436,12.686,26.509,17.935,13.211,15.223,14.436,12.686,26.509
681,E00023762,16.999,14.371,15.107,18.408,14.726,20.388,16.999,14.371,15.107,18.408,14.726,20.388
682,E00023852,17.824,21.56,15.072,13.106,14.089,18.349,17.824,21.56,15.072,13.106,14.089,18.349
683,E00024109,20.595,13.123,15.582,16.333,16.756,17.61,20.595,13.123,15.582,16.333,16.756,17.61
684,E00023682,20.16,15.32,19.276,11.574,14.015,19.655,20.16,15.32,19.276,11.574,14.015,19.655
685,E00023497,20.427,14.272,14.695,15.0,14.722,20.884,20.427,14.272,14.695,15.0,14.722,20.884
686,E00023416,21.471,17.08,11.821,12.395,10.704,26.528,21.471,17.08,11.821,12.395,10.704,26.528
687,E00023474,16.802,14.554,14.342,17.084,15.312,21.906,16.802,14.554,14.342,17.084,15.312,21.906
688,E00023515,17.183,16.276,17.109,15.097,16.037,18.297,17.183,16.276,17.109,15.097,16.037,18.297
689,E00023491,21.135,14.508,15.207,13.618,15.271,20.261,21.135,14.508,15.207,13.618,15.271,20.261
690,E00023707,17.678,18.08,17.075,13.379,15.106,18.682,17.678,18.08,17.075,13.379,15.106,18.682
691,E00023786,16.914,20.406,12.407,14.785,13.051,22.437,16.914,20.406,12.407,14.785,13.051,22.437
692,E00175210,18.647,16.894,14.473,17.311,13.137,19.538,18.647,16.894,14.473,17.311,13.137,19.538
693,E00023857,16.255,22.25,15.204,13.659,15.451,17.182,16.255,22.25,15.204,13.659,15.451,17.182
694,E00175241,17.542,14.333,15.653,16.194,16.598,19.679,17.542,14.333,15.653,16.194,16.598,19.679
695,E00023818,20.645,17.267,14.286,13.521,14.531,19.749,20.645,17.267,14.286,13.521,14.531,19.749
696,E00023899,18.375,15.262,15.124,14.298,16.722,20.22,18.375,15.262,15.124,14.298,16.722,20.22
697,E00023595,18.474,15.871,14.195,17.772,13.516,20.172,18.474,15.871,14.195,17.772,13.516,20.172
698,E00023514,17.388,17.299,14.542,16.558,14.542,19.671,17.388,17.299,14.542,16.558,14.542,19.671
699,E00023472,14.724,14.569,15.358,22.047,15.993,17.309,14.724,14.569,15.358,22.047,15.993,17.309
700,E00023865,16.222,16.961,14.368,19.128,13.717,19.604,16.222,16.961,14.368,19.128,13.717,19.604
701,E00023697,17.321,14.902,17.008,14.828,18.814,17.127,17.321,14.902,17.008,14.828,18.814,17.127
702,E00024134,15.815,14.025,16.096,18.35,21.684,14.03,15.815,14.025,16.096,18.35,21.684,14.03
703,E00023616,18.109,22.008,12.935,15.085,13.154,18.71,18.109,22.008,12.935,15.085,13.154,18.71
704,E00024036,16.812,16.955,16.653,14.985,15.938,18.656,16.812,16.955,16.653,14.985,15.938,18.656
705,E00024052,16.977,13.491,15.698,17.02,16.771,20.043,16.977,13.491,15.698,17.02,16.771,20.043
706,E00175194,16.235,15.104,15.494,19.186,18.593,15.388,16.235,15.104,15.494,19.186,18.593,15.388
707,E00023856,16.361,24.989,11.491,13.755,11.662,21.743,16.361,24.989,11.491,13.755,11.662,21.743
708,E00023947,20.005,16.999,16.535,13.541,15.42,17.5,20.005,16.999,16.535,13.541,15.42,17.5
709,E00024048,18.836,15.289,15.772,16.138,16.687,17.279,18.836,15.289,15.772,16.138,16.687,17.279
710,E00175209,17.154,14.429,17.254,17.543,16.502,17.118,17.154,14.429,17.254,17.543,16.502,17.118
711,E00023489,20.118,14.83,14.588,14.48,14.597,21.386,20.118,14.83,14.588,14.48,14.597,21.386
712,E00023603,19.366,18.299,13.472,15.549,12.91,20.404,19.366,18.299,13.472,15.549,12.91,20.404
713,E00023656,18.329,13.257,16.381,16.884,16.318,18.831,18.329,13.257,16.381,16.884,16.318,18.831
714,E00024046,17.308,18.405,14.492,15.081,12.985,21.729,17.308,18.405,14.492,15.081,12.985,21.729
715,E00023468,15.609,16.361,15.994,16.99,17.777,17.27,15.609,16.361,15.994,16.99,17.777,17.27
716,E00023718,16.15,17.396,16.515,14.965,16.819,18.156,16.15,17.396,16.515,14.965,16.819,18.156
717,E00023799,18.899,14.699,13.082,15.891,14.188,23.241,18.899,14.699,13.082,15.891,14.188,23.241
718,E00023822,18.643,15.504,15.463,15.91,15.786,18.693,18.643,15.504,15.463,15.91,15.786,18.693
