OA,energy,vehicle,recycle,none
E00023760,0.6956521739130435,0.7391304347826086,0.5869565217391305,0.043478260869565216
E00023762,0.6956521739130435,0.7391304347826086,0.5869565217391305,0.043478260869565216
E00023763,0.6956521739130435,0.7391304347826086,0.5869565217391305,0.043478260869565216
E00023764,0.6956521739130435,0.7391304347826086,0.5869565217391305,0.043478260869565216
E00175220,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175221,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175263,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175265,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175266,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175267,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175268,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175269,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175270,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175271,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175272,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175273,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00175274,0.5535714285714286,0.5892857142857143,0.7678571428571429,0.125
E00024072,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024073,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024074,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024075,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024076,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024078,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024079,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024080,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024081,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024089,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024091,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024092,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024096,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024097,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024098,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024099,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024100,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024101,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024103,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024104,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024105,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024106,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00024107,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00175200,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00175201,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00175275,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00175276,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00175277,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00175279,0.6964285714285714,0.2857142857142857,0.8392857142857143,0.03571428571428571
E00023811,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023816,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023817,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023819,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023820,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023821,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023823,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023825,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023826,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023827,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023829,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023831,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023832,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023833,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023834,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023835,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023837,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023838,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023839,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023840,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023841,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023842,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023843,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023844,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023845,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023847,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00023848,0.6521739130434783,0.8043478260869565,0.717391304347826,0.08695652173913043
E00024117,0.8958333333333334,0.3958333333333333,0.9166666666666666,0.0
E00024118,0.8958333333333334,0.3958333333333333,0.9166666666666666,0.0
E00024135,0.8958333333333334,0.3958333333333333,0.9166666666666666,0.0
E00024137,0.8958333333333334,0.3958333333333333,0.9166666666666666,0.0
E00024140,0.8958333333333334,0.3958333333333333,0.9166666666666666,0.0
E00175207,0.8958333333333334,0.3958333333333333,0.9166666666666666,0.0
E00175218,0.8958333333333334,0.3958333333333333,0.9166666666666666,0.0
E00175219,0.8958333333333334,0.3958333333333333,0.9166666666666666,0.0
E00023486,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023487,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023488,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023489,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023490,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023491,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023492,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023493,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023494,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023495,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023496,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023497,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023498,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023499,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023500,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
E00023501,0.7777777777777778,0.6851851851851852,0.8148148148148148,0.05555555555555555
